,PLIQUI~1,
Wavenumbers [1/cm],Intensity,
3014.167,1.5,
3011.256,-1.5,
3008.346,21.874853,
3005.435,40.19258,
3002.525,21.68736,
2999.614,33.925982,
2996.704,35.092785,
2993.793,39.394584,
2990.882,41.446475,
2987.972,43.46973,
2985.061,47.253707,
2982.151,47.170578,
2979.240,47.651148,
2976.329,51.267746,
2973.419,51.577022,
2970.508,53.04997,
2967.598,45.261044,
2964.687,40.977581,
2961.777,54.18389,
2958.866,46.168646,
2955.955,64.74776,
2953.045,68.482093,
2950.134,62.532076,
2947.224,62.5,
2944.313,66.544872,
2941.403,66.285585,
2938.492,80.085373,
2935.581,66.075502,
2932.671,65.697401,
2929.760,71.746184,
2926.850,75.23158,
2923.939,83.5,
2921.028,86.582384,
2918.118,71.319899,
2915.207,77.563379,
2912.297,70.550776,
2909.386,71.682487,
2906.476,68.530894,
2903.565,71.950361,
2900.654,77.818526,
2897.744,62.61315,
2894.833,60.366186,
2891.923,76.936014,
2889.012,49.997111,
2886.102,55.271626,
2883.191,25.525488,
2880.280,-15.571791,
2877.370,-119.50562,
2874.459,-190.03452,
2871.549,-99.854291,
2868.638,34.961793,
2865.727,52.480713,
2862.817,66.756692,
2859.906,66.61396,
2856.996,72.975092,
2854.085,79.380254,
2851.175,74.382505,
2848.264,89.563831,
2845.353,83.823505,
2842.443,98.5,
2839.532,95.395541,
2836.622,72.713541,
2833.711,79.5,
2830.801,85.794855,
2827.890,83.874118,
2824.979,85.27796,
2822.069,82.738814,
2819.158,94.758751,
2816.248,85.729736,
2813.337,100.34513,
2810.427,90.669415,
2807.516,95.974844,
2804.605,80.951929,
2801.695,92.763163,
2798.784,97.278231,
2795.874,86.639838,
2792.963,95.285852,
2790.052,99.499786,
2787.142,93.302577,
2784.231,98.854023,
2781.321,102.05998,
2778.410,96.744922,
2775.500,87.012073,
2772.589,103.11468,
2769.678,94.356646,
2766.768,86.760181,
2763.857,91.605974,
2760.947,92.971631,
2758.036,100.35994,
2755.126,86.824792,
2752.215,98.863505,
2749.304,90.372301,
2746.394,109.05449,
2743.483,98.549975,
2740.573,104.38717,
2737.662,98.286979,
2734.751,107.84946,
2731.841,94.445049,
2728.930,102.41545,
2726.020,85.066551,
2723.109,94.386583,
2720.199,110.05009,
2717.288,95.868612,
2714.377,89.275079,
2711.467,103.45055,
2708.556,113.41495,
2705.646,108.11971,
2702.735,111.67268,
2699.825,107.71814,
2696.914,111.26229,
2694.003,100.52764,
2691.093,102.14261,
2688.182,105.42815,
2685.272,106.57966,
2682.361,112.22926,
2679.450,113.12965,
2676.540,90.479676,
2673.629,91.49102,
2670.719,110.27358,
2667.808,110.88908,
2664.898,107.72082,
2661.987,109.46674,
2659.076,109.88147,
2656.166,107.2576,
2653.255,109.20068,
2650.345,131.61252,
2647.434,125.78522,
2644.524,105.56954,
2641.613,107.98586,
2638.702,99.673592,
2635.792,125.28265,
2632.881,120.85108,
2629.971,125.5,
2627.060,121.49938,
2624.149,120.98751,
2621.239,120.51186,
2618.328,140.48271,
2615.418,117.5,
2612.507,115.63835,
2609.597,113.59182,
2606.686,123.4739,
2603.775,127.01984,
2600.865,119.61943,
2597.954,123.30834,
2595.044,127.09877,
2592.133,126.60175,
2589.223,124.52422,
2586.312,120.03767,
2583.401,126.60219,
2580.491,124.77404,
2577.580,120.5066,
2574.670,126.7139,
2571.759,136.35359,
2568.848,117.27337,
2565.938,129.16662,
2563.027,127.08414,
2560.117,119.49067,
2557.206,143.3893,
2554.296,129.01487,
2551.385,135.00404,
2548.474,134.57398,
2545.564,129.59497,
2542.653,123.59395,
2539.743,132.10474,
2536.832,131.05141,
2533.922,124.76808,
2531.011,140.95005,
2528.100,134.16897,
2525.190,138.19631,
2522.279,126.01588,
2519.369,131.36824,
2516.458,141.73796,
2513.548,129.56406,
2510.637,134.74593,
2507.726,142.24722,
2504.816,149.93743,
2501.905,129.21036,
2498.995,151.08197,
2496.084,141.43378,
2493.173,142.78974,
2490.263,143.91581,
2487.352,149.54173,
2484.442,145.94327,
2481.531,142.92545,
2478.621,144.3578,
2475.710,145.63802,
2472.799,154.62117,
2469.889,135.74101,
2466.978,138.72686,
2464.068,169.06096,
2461.157,149.53752,
2458.247,150.19123,
2455.336,139.35321,
2452.425,152.78776,
2449.515,163.97194,
2446.604,168.50695,
2443.694,170.29115,
2440.783,179.5,
2437.872,152.42707,
2434.962,154.44009,
2432.051,169.40131,
2429.141,158.55313,
2426.230,166.52213,
2423.320,176.88618,
2420.409,166.19855,
2417.498,168.53369,
2414.588,160.5,
2411.677,162.60354,
2408.767,148.36515,
2405.856,173.74764,
2402.946,180.45264,
2400.035,172.01407,
2397.124,173.41977,
2394.214,185.79481,
2391.303,162.96409,
2388.393,175.93724,
2385.482,173.80843,
2382.571,158.13251,
2379.661,175.22086,
2376.750,172.81779,
2373.840,158.65629,
2370.929,176.28341,
2368.019,180.62006,
2365.108,185.15183,
2362.197,182.08358,
2359.287,184.5,
2356.376,202.4683,
