,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_0E-1mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__1__25,
Raman shift [1/cm],Intensity,
3014.167,-2.125,
3011.256,1.5749356,
3008.346,187.37866,
3005.435,207.99161,
3002.525,231.31012,
2999.614,233.16201,
2996.704,233.60077,
2993.793,242.61809,
2990.882,253.52382,
2987.972,238.95067,
2985.061,253.43165,
2982.151,282.81788,
2979.240,284.04039,
2976.329,295.38319,
2973.419,310.84445,
2970.508,312.35828,
2967.598,311.20954,
2964.687,324.56114,
2961.777,305.60123,
2958.866,352.19893,
2955.955,353.49227,
2953.045,363.2598,
2950.134,371.44934,
2947.224,396.10275,
2944.313,393.08867,
2941.403,385.08942,
2938.492,415.14057,
2935.581,416.4394,
2932.671,432.51015,
2929.760,419.63656,
2926.850,430.82274,
2923.939,459.43105,
2921.028,457.46308,
2918.118,449.95561,
2915.207,456.64084,
2912.297,474.80307,
2909.386,471.84581,
2906.476,475.99857,
2903.565,460.01944,
2900.654,476.1571,
2897.744,471.74928,
2894.833,469.70991,
2891.923,484.1186,
2889.012,468.04263,
2886.102,460.64663,
2883.191,452.87972,
2880.280,436.77452,
2877.370,393.55534,
2874.459,401.98827,
2871.549,439.03323,
2868.638,462.73892,
2865.727,487.29806,
2862.817,479.30282,
2859.906,499.50748,
2856.996,494.84783,
2854.085,498.23424,
2851.175,491.08886,
2848.264,491.44367,
2845.353,493.875,
2842.443,484.29171,
2839.532,476.08392,
2836.622,464.33008,
2833.711,465.29729,
2830.801,465.67353,
2827.890,466.2299,
2824.979,457.03509,
2822.069,460.12519,
2819.158,480.35478,
2816.248,473.39237,
2813.337,476.68963,
2810.427,480.35986,
2807.516,478.97562,
2804.605,486.46635,
2801.695,483.17763,
2798.784,494.84008,
2795.874,471.72988,
2792.963,464.87479,
2790.052,476.87135,
2787.142,474.51973,
2784.231,463.94023,
2781.321,468.43498,
2778.410,457.31029,
2775.500,465.42637,
2772.589,473.45373,
2769.678,500.875,
2766.768,483.01866,
2763.857,473.2989,
2760.947,487.31511,
2758.036,482.11069,
2755.126,487.2062,
2752.215,500.32055,
2749.304,489.42898,
2746.394,480.2036,
2743.483,503.17494,
2740.573,498.9059,
2737.662,507.31139,
2734.751,504.10798,
2731.841,501.41529,
2728.930,518.22242,
2726.020,520.09433,
2723.109,523.1945,
2720.199,529.68146,
2717.288,510.20713,
2714.377,524.09992,
2711.467,514.48159,
2708.556,516.00258,
2705.646,518.02993,
2702.735,524.55026,
2699.825,532.38591,
2696.914,539.16092,
2694.003,524.13191,
2691.093,528.5537,
2688.182,525.00167,
2685.272,535.67158,
2682.361,544.875,
2679.450,536.38121,
2676.540,537.61079,
2673.629,531.1799,
2670.719,545.15966,
2667.808,536.36136,
2664.898,549.13473,
2661.987,558.37517,
2659.076,567.49353,
2656.166,559.64986,
2653.255,566.43112,
2650.345,558.60277,
2647.434,554.56091,
2644.524,562.26109,
2641.613,564.9322,
2638.702,581.6225,
2635.792,580.25186,
2632.881,576.26768,
2629.971,576.0226,
2627.060,586.20438,
2624.149,604.09377,
2621.239,574.34832,
2618.328,583.00216,
2615.418,593.83865,
2612.507,598.70508,
2609.597,601.86502,
2606.686,597.18626,
2603.775,612.79564,
2600.865,602.64288,
2597.954,618.58132,
2595.044,601.79529,
2592.133,610.09146,
2589.223,617.2487,
2586.312,626.50818,
2583.401,619.875,
2580.491,619.875,
2577.580,651.85024,
2574.670,637.98195,
2571.759,634.81935,
2568.848,635.63746,
2565.938,642.16069,
2563.027,642.31365,
2560.117,633.42639,
2557.206,633.58718,
2554.296,638.73312,
2551.385,649.44507,
2548.474,639.57834,
2545.564,648.33686,
2542.653,663.96895,
2539.743,666.55368,
2536.832,660.18155,
2533.922,676.68577,
2531.011,666.52486,
2528.100,669.27569,
2525.190,672.61844,
2522.279,661.32884,
2519.369,683.32829,
2516.458,658.64766,
2513.548,648.8296,
2510.637,705.33793,
2507.726,681.25046,
2504.816,679.31243,
2501.905,671.57073,
2498.995,678.53191,
2496.084,688.56838,
2493.173,680.69056,
2490.263,698.0095,
2487.352,704.91513,
2484.442,692.27326,
2481.531,708.50273,
2478.621,714.15941,
2475.710,737.68331,
2472.799,708.68222,
2469.889,705.08554,
2466.978,722.81307,
2464.068,709.59452,
2461.157,713.87012,
2458.247,703.96336,
2455.336,724.15094,
2452.425,718.85141,
2449.515,723.08291,
2446.604,738.875,
2443.694,741.78208,
2440.783,742.25563,
2437.872,755.83854,
2434.962,754.875,
2432.051,755.85033,
2429.141,768.26309,
2426.230,756.98325,
2423.320,781.67528,
2420.409,775.16977,
2417.498,773.10532,
2414.588,790.39961,
2411.677,774.94672,
2408.767,777.88681,
2405.856,792.13208,
2402.946,788.44605,
2400.035,785.37031,
2397.124,808.30282,
2394.214,794.253,
2391.303,801.05725,
2388.393,813.60757,
2385.482,796.71217,
2382.571,811.55875,
2379.661,810.82838,
2376.750,816.24449,
2373.840,824.64057,
2370.929,824.90749,
2368.019,838.91134,
2365.108,838.43259,
2362.197,835.51332,
2359.287,846.63991,
2356.376,844.88557,
2353.466,851.5583,
2350.555,836.98526,
2347.645,853.20347,
2344.734,871.84739,
2341.823,857.19008,
2338.913,867.875,
2336.002,879.37011,
2333.092,890.42687,
2330.181,881.61158,
2327.270,886.54497,
2324.360,878.81603,
2321.449,895.86143,
2318.539,894.36119,
2315.628,882.73152,
2312.718,887.875,
2309.807,883.47091,
2306.896,913.33196,
2303.986,913.84269,
2301.075,914.27933,
2298.165,916.03875,
2295.254,893.45666,
2292.344,911.55545,
2289.433,918.82091,
2286.522,920.27666,
2283.612,920.38391,
2280.701,961.4758,
2277.791,970.59261,
2274.880,944.79691,
2271.969,968.67747,
2269.059,990.16384,
2266.148,983.82492,
2263.238,987.77075,
2260.327,988.42707,
2257.417,1015.0467,
2254.506,1006.0574,
2251.595,1022.4532,
2248.685,1005.827,
2245.774,1005.4793,
2242.864,1000.1168,
2239.953,1038.9096,
2237.043,1018.8886,
2234.132,1032.0776,
2231.221,1029.6114,
2228.311,1052.2306,
2225.400,1077.6498,
2222.490,1066.3472,
2219.579,1060.4483,
2216.669,1092.3106,
2213.758,1115.007,
2210.847,1136.8019,
2207.937,1184.0427,
2205.026,1224.9858,
2202.116,1250.9185,
2199.205,1295.5752,
2196.294,1306.611,
2193.384,1370.0311,
2190.473,1432.9161,
2187.563,1439.2568,
2184.652,1524.8032,
2181.742,1574.5127,
2178.831,1597.6765,
2175.920,1636.8422,
2173.010,1676.3007,
2170.099,1688.5407,
2167.189,1789.8463,
2164.278,1797.0268,
2161.368,1883.301,
2158.457,1951.2783,
2155.546,2015.7212,
2152.636,2064.1143,
2149.725,2118.9756,
2146.815,2172.3734,
2143.904,2180.7821,
2140.993,2197.4094,
2138.083,2196.2397,
2135.172,2203.8162,
2132.262,2198.3574,
2129.351,2168.9749,
2126.441,2098.2632,
2123.530,2001.2801,
2120.619,1932.6372,
2117.709,1816.8996,
2114.798,1739.8053,
2111.888,1629.1397,
2108.977,1516.663,
2106.067,1463.1907,
2103.156,1406.8446,
2100.245,1340.8487,
2097.335,1294.5399,
2094.424,1267.9013,
2091.514,1280.2997,
2088.603,1268.1792,
2085.692,1235.2766,
2082.782,1192.843,
2079.871,1197.6615,
2076.961,1236.421,
2074.050,1190.0508,
2071.140,1175.0013,
2068.229,1184.1406,
2065.318,1189.0475,
2062.408,1183.8599,
2059.497,1189.0833,
2056.587,1165.6312,
2053.676,1194.8892,
2050.766,1171.5693,
2047.855,1193.5048,
2044.944,1179.8109,
2042.034,1176.193,
2039.123,1170.8918,
2036.213,1143.855,
2033.302,1157.5705,
2030.391,1161.6547,
2027.481,1185.9113,
2024.570,1199.932,
2021.660,1198.0524,
2018.749,1196.2929,
2015.839,1202.8396,
2012.928,1189.7475,
2010.017,1219.2398,
2007.107,1187.1068,
2004.196,1199.2798,
2001.286,1200.769,
1998.375,1185.3081,
1995.465,1160.0634,
1992.554,1174.9101,
1989.643,1174.0133,
1986.733,1172.5539,
1983.822,1165.8876,
1980.912,1161.4692,
1978.001,1166.875,
1975.090,1150.9361,
1972.180,1139.9082,
1969.269,1167.4613,
1966.359,1205.1186,
1963.448,1194.307,
1960.538,1155.6607,
1957.627,1163.1413,
1954.716,1150.3059,
1951.806,1162.4776,
1948.895,1157.9357,
1945.985,1168.0498,
1943.074,1126.9968,
1940.164,1140.5483,
1937.253,1149.5448,
1934.342,1134.8664,
1931.432,1133.875,
1928.521,1129.9786,
1925.611,1117.7842,
1922.700,1100.4206,
1919.790,1119.2678,
1916.879,1089.386,
1913.968,1136.8135,
1911.058,1136.9321,
1908.147,1144.8341,
1905.237,1103.8383,
1902.326,1114.6454,
1899.415,1086.2506,
1896.505,1098.1041,
1893.594,1119.4238,
1890.684,1110.8097,
1887.773,1115.2283,
1884.863,1131.3556,
1881.952,1134.3875,
1879.041,1107.9108,
1876.131,1127.5639,
1873.220,1129.5166,
1870.310,1123.3055,
1867.399,1129.763,
1864.489,1148.213,
1861.578,1129.6334,
1858.667,1119.0246,
1855.757,1171.1208,
1852.846,1131.4339,
1849.936,1160.7359,
1847.025,1146.4054,
1844.114,1150.7268,
1841.204,1176.9554,
1838.293,1178.8983,
1835.383,1176.3515,
1832.472,1178.7585,
1829.562,1183.457,
1826.651,1169.7292,
1823.740,1180.5302,
1820.830,1197.9066,
1817.919,1184.5875,
1815.009,1208.2745,
1812.098,1221.8514,
1809.188,1182.5418,
1806.277,1209.211,
1803.366,1208.9582,
1800.456,1214.6994,
1797.545,1227.3999,
1794.635,1216.6161,
1791.724,1238.409,
