,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_0E-1mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__1__87,
Raman shift [1/cm],Intensity,
3014.167,0.5,
3011.256,0.15003221,
3008.346,100.09071,
3005.435,111.42226,
3002.525,119.38758,
2999.614,126.62991,
2996.704,137.23402,
2993.793,118.3485,
2990.882,139.62976,
2987.972,143.47982,
2985.061,145.7069,
2982.151,151.73865,
2979.240,159.29847,
2976.329,170.50546,
2973.419,163.36188,
2970.508,160.59994,
2967.598,182.63976,
2964.687,176.00679,
2961.777,188.40599,
2958.866,185.50594,
2955.955,184.32964,
2953.045,201.21588,
2950.134,216.72454,
2947.224,224.44306,
2944.313,224.29772,
2941.403,230.84535,
2938.492,219.79811,
2935.581,220.56995,
2932.671,220.10087,
2929.760,233.58848,
2926.850,241.5,
2923.939,251.73831,
2921.028,244.39987,
2918.118,247.6801,
2915.207,269.69014,
2912.297,263.58886,
2909.386,259.68978,
2906.476,256.30618,
2903.565,264.80592,
2900.654,268.60618,
2897.744,265.51257,
2894.833,260.31455,
2891.923,250.6891,
2889.012,255.25144,
2886.102,256.54053,
2883.191,261.49906,
2880.280,252.22248,
2877.370,242.5,
2874.459,244.14779,
2871.549,262.86867,
2868.638,273.72681,
2865.727,271.3192,
2862.817,280.31417,
2859.906,270.24644,
2856.996,264.97962,
2854.085,266.85924,
2851.175,277.14159,
2848.264,274.353,
2845.353,261.6941,
2842.443,267.30557,
2839.532,267.15669,
2836.622,259.34831,
2833.711,262.18132,
2830.801,255.60809,
2827.890,260.99647,
2824.979,256.98191,
2822.069,262.27256,
2819.158,239.07951,
2816.248,254.41894,
2813.337,270.5305,
2810.427,250.97106,
2807.516,243.29875,
2804.605,244.31731,
2801.695,250.32895,
2798.784,269.16938,
2795.874,244.20976,
2792.963,258.14309,
2790.052,260.50064,
2787.142,265.55246,
2784.231,248.91925,
2781.321,253.8714,
2778.410,244.91497,
2775.500,253.15862,
2772.589,253.19266,
2769.678,253.39422,
2766.768,264.54468,
2763.857,260.39403,
2760.947,256.51261,
2758.036,261.88856,
2755.126,270.59188,
2752.215,273.64993,
2749.304,279.83992,
2746.394,266.67537,
2743.483,265.30006,
2740.573,252.72566,
2737.662,272.5207,
2734.751,279.80107,
2731.841,263.7967,
2728.930,280.70343,
2726.020,280.06134,
2723.109,272.97442,
2720.199,275.28438,
2717.288,277.76278,
2714.377,278.75836,
2711.467,280.04067,
2708.556,287.20232,
2705.646,298.24653,
2702.735,274.01805,
2699.825,292.96728,
2696.914,296.11909,
2694.003,306.21545,
2691.093,286.78521,
2688.182,296.41111,
2685.272,291.26956,
2682.361,275.35262,
2679.450,293.33126,
