,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__3__43,
Raman shift [1/cm],Intensity,
3014.167,3.25,
3011.256,-1.9500429,
3008.346,69.475525,
3005.435,102.90371,
3002.525,107.00503,
2999.614,113.06168,
2996.704,121.51598,
2993.793,108.72696,
2990.882,125.68512,
2987.972,119.27522,
2985.061,126.46675,
2982.151,141.57942,
2979.240,149.31463,
2976.329,154.99044,
2973.419,163.85026,
2970.508,153.25,
2967.598,163.96687,
2964.687,165.83288,
2961.777,172.18183,
2958.866,171.91568,
2955.955,184.63273,
2953.045,191.31486,
2950.134,194.0168,
2947.224,190.33541,
2944.313,196.39601,
2941.403,223.71487,
2938.492,213.66463,
2935.581,217.8144,
2932.671,212.29294,
2929.760,225.11154,
2926.850,230.83195,
2923.939,227.56774,
2921.028,235.25,
2918.118,233.26889,
2915.207,228.95892,
2912.297,242.20769,
2909.386,246.61497,
2906.476,225.80057,
2903.565,244.20185,
2900.654,237.19136,
2897.744,234.28772,
2894.833,235.18818,
2891.923,242.7917,
2889.012,223.16907,
2886.102,220.68648,
2883.191,228.24622,
2880.280,195.36483,
2877.370,150.93034,
2874.459,128.29422,
2871.549,198.02677,
2868.638,231.97783,
2865.727,241.53847,
2862.817,247.72192,
2859.906,260.05913,
2856.996,239.72962,
2854.085,257.45381,
2851.175,267.48499,
2848.264,249.3235,
2845.353,240.33627,
2842.443,254.23259,
2839.532,243.63822,
2836.622,249.31185,
2833.711,245.78374,
2830.801,244.44412,
2827.890,255.35314,
2824.979,258.59594,
2822.069,264.14765,
2819.158,254.86995,
2816.248,251.26158,
2813.337,262.4561,
2810.427,255.77204,
2807.516,270.40094,
2804.605,254.84135,
2801.695,253.81579,
2798.784,260.73254,
2795.874,258.95447,
2792.963,254.74968,
2790.052,266.24592,
2787.142,261.67108,
2784.231,252.18635,
2781.321,246.80998,
2778.410,251.86927,
2775.500,263.65483,
2772.589,270.55734,
2769.678,271.74826,
2766.768,264.64027,
2763.857,270.092,
2760.947,273.27522,
2758.036,280.63856,
2755.126,279.82051,
2752.215,281.71818,
2749.304,271.65469,
2746.394,269.36691,
2743.483,272.30002,
2740.573,275.34738,
2737.662,276.93047,
2734.751,284.57527,
2731.841,286.81777,
2728.930,270.47457,
2726.020,276.81134,
2723.109,271.49758,
2720.199,286.25,
2717.288,281.89963,
2714.377,283.47492,
2711.467,291.98737,
2708.556,306.20747,
2705.646,293.41898,
2702.735,304.08247,
2699.825,299.82635,
2696.914,291.39272,
2694.003,296.32318,
2691.093,285.9287,
2688.182,296.88704,
2685.272,313.3382,
2682.361,294.40284,
2679.450,307.03598,
2676.540,276.7581,
2673.629,298.26347,
2670.719,302.52727,
2667.808,313.95819,
2664.898,308.76945,
2661.987,309.68332,
2659.076,316.23275,
2656.166,307.31491,
2653.255,311.76871,
2650.345,325.36252,
2647.434,331.79244,
2644.524,316.63609,
2641.613,321.36439,
2638.702,323.25,
2635.792,330.03265,
2632.881,310.58943,
2629.971,312.97489,
2627.060,326.58313,
2624.149,325.49375,
2621.239,325.25593,
2618.328,339.40226,
2615.418,322.90455,
2612.507,329.4911,
2609.597,337.51547,
2606.686,328.25,
2603.775,338.33334,
2600.865,346.95648,
2597.954,328.54368,
2595.044,349.95505,
2592.133,346.14177,
2589.223,352.81632,
2586.312,341.25,
2583.401,343.94344,
2580.491,365.39899,
2577.580,360.21039,
2574.670,342.89169,
2571.759,359.69949,
2568.848,354.31075,
2565.938,365.20231,
2563.027,368.02958,
2560.117,350.25933,
2557.206,344.44188,
2554.296,360.27975,
2551.385,371.82007,
2548.474,370.39795,
2545.564,370.12338,
2542.653,353.64932,
2539.743,369.73152,
2536.832,381.82197,
2533.922,376.40769,
2531.011,380.20051,
2528.100,375.44516,
2525.190,385.25,
2522.279,377.59343,
2519.369,366.96682,
2516.458,369.35836,
2513.548,371.91356,
2510.637,394.81962,
2507.726,386.68866,
2504.816,382.12486,
2501.905,378.81524,
2498.995,388.30972,
2496.084,385.87716,
2493.173,377.69735,
2490.263,378.84548,
2487.352,395.9996,
2484.442,392.52837,
2481.531,407.20204,
2478.621,391.44897,
2475.710,404.31134,
2472.799,405.83752,
2469.889,398.8539,
2466.978,399.98207,
2464.068,410.5728,
2461.157,423.24512,
2458.247,407.79418,
2455.336,395.46524,
2452.425,408.42927,
2449.515,421.23129,
2446.604,424.72468,
2443.694,414.7615,
2440.783,402.53378,
2437.872,440.06768,
2434.962,429.99655,
2432.051,419.63897,
2429.141,425.67351,
2426.230,430.92404,
2423.320,434.42179,
2420.409,426.05756,
2417.498,437.25,
2414.588,442.97241,
2411.677,447.71213,
2408.767,437.80315,
2405.856,447.49764,
2402.946,439.14276,
2400.035,448.9378,
2397.124,441.27138,
2394.214,454.006,
2391.303,461.71951,
2388.393,453.34762,
2385.482,443.38219,
2382.571,449.94655,
2379.661,440.11043,
2376.750,456.56273,
2373.840,458.40629,
2370.929,475.04424,
2368.019,455.49013,
2365.108,468.90183,
2362.197,465.83358,
2359.287,465.05668,
2356.376,499.18836,
2353.466,476.67468,
2350.555,477.36026,
2347.645,490.02616,
2344.734,497.55416,
2341.823,483.51533,
2338.913,485.25,
2336.002,493.03701,
2333.092,504.56037,
2330.181,510.04026,
2327.270,528.31491,
2324.360,511.29249,
2321.449,489.66496,
2318.539,497.52832,
2315.628,509.55256,
2312.718,518.96586,
2309.807,513.95205,
2306.896,496.25,
2303.986,506.25658,
2301.075,529.12231,
2298.165,506.51869,
2295.254,498.27154,
2292.344,526.83094,
2289.433,520.25773,
2286.522,520.19645,
2283.612,525.84057,
2280.701,525.78812,
2277.791,518.45225,
2274.880,546.82201,
2271.969,530.93724,
2269.059,534.50344,
2266.148,555.97955,
2263.238,549.95271,
2260.327,543.83615,
2257.417,537.77556,
2254.506,539.89104,
2251.595,546.39181,
2248.685,535.46543,
2245.774,560.98575,
2242.864,523.45446,
2239.953,553.65693,
2237.043,542.01572,
2234.132,552.07328,
2231.221,570.38179,
2228.311,556.46265,
2225.400,574.47516,
2222.490,583.92105,
2219.579,594.32714,
2216.669,592.78577,
2213.758,589.16373,
2210.847,606.56484,
2207.937,596.82005,
2205.026,588.13804,
2202.116,610.20117,
2199.205,616.32436,
2196.294,634.30799,
2193.384,649.61802,
2190.473,653.39202,
2187.563,655.3225,
2184.652,670.70184,
2181.742,684.77416,
2178.831,709.17217,
2175.920,720.40484,
2173.010,740.67574,
2170.099,774.57987,
2167.189,819.2213,
2164.278,819.35854,
2161.368,859.81943,
2158.457,907.18078,
2155.546,934.30965,
2152.636,972.94142,
2149.725,1008.2164,
2146.815,1019.0498,
2143.904,1046.8559,
2140.993,1067.3028,
2138.083,1093.4506,
2135.172,1090.3676,
2132.262,1068.1136,
2129.351,1087.4157,
2126.441,1052.8421,
2123.530,1019.8459,
2120.619,980.80978,
2117.709,945.01087,
2114.798,883.49591,
2111.888,838.48797,
2108.977,806.63409,
2106.067,766.9484,
2103.156,737.13396,
2100.245,688.24875,
2097.335,685.04581,
2094.424,669.30887,
2091.514,655.47319,
2088.603,664.07952,
2085.692,643.65528,
2082.782,644.14552,
2079.871,634.28501,
2076.961,652.76471,
2074.050,630.29848,
2071.140,629.64093,
2068.229,622.0664,
2065.318,627.69475,
2062.408,623.89373,
2059.497,623.86906,
2056.587,618.19206,
2053.676,617.33308,
2050.766,625.63415,
2047.855,593.84806,
2044.944,614.38301,
2042.034,610.51005,
2039.123,600.35101,
2036.213,608.92333,
2033.302,608.88041,
2030.391,605.0976,
2027.481,595.55494,
2024.570,597.46417,
2021.660,578.49171,
2018.749,635.14828,
2015.839,604.82874,
2012.928,590.39933,
2010.017,602.04154,
2007.107,612.807,
2004.196,605.25,
2001.286,593.76946,
1998.375,589.72933,
1995.465,577.87768,
1992.554,590.02633,
1989.643,551.70168,
1986.733,572.39386,
1983.822,560.3534,
1980.912,572.87325,
1978.001,557.20734,
1975.090,569.85153,
1972.180,559.59576,
1969.269,528.87062,
1966.359,530.76374,
1963.448,556.32134,
1960.538,527.35508,
1957.627,562.0488,
1954.716,554.62345,
1951.806,499.74034,
1948.895,525.82696,
1945.985,509.04575,
1943.074,509.09132,
1940.164,505.20179,
1937.253,486.93276,
1934.342,488.34411,
1931.432,500.98186,
1928.521,489.91148,
1925.611,448.65296,
1922.700,469.28176,
1919.790,457.57971,
1916.879,489.59952,
1913.968,472.27459,
1911.058,467.8446,
1908.147,472.66311,
1905.237,459.17654,
1902.326,484.48262,
1899.415,441.60975,
1896.505,446.08142,
1893.594,454.16157,
1890.684,438.92327,
1887.773,462.74916,
1884.863,469.39123,
1881.952,448.7876,
1879.041,472.24014,
1876.131,479.62124,
1873.220,444.3826,
1870.310,460.59974,
1867.399,438.63385,
1864.489,456.95098,
1861.578,470.70082,
1858.667,440.35776,
1855.757,463.25358,
1852.846,470.80894,
1849.936,488.32109,
1847.025,475.00422,
1844.114,507.76524,
1841.204,490.30944,
1838.293,477.7791,
1835.383,469.54049,
1832.472,491.48304,
1829.562,501.8888,
1826.651,475.58268,
1823.740,516.39186,
1820.830,503.0686,
1817.919,507.0944,
1815.009,507.6813,
1812.098,477.62797,
1809.188,501.45149,
1806.277,473.91396,
1803.366,541.26846,
1800.456,485.99786,
1797.545,531.12954,
1794.635,509.60499,
1791.724,512.34699,
1788.813,539.43869,
1785.903,505.65697,
1782.992,508.64046,
1780.082,494.91086,
1777.171,482.92185,
1774.261,499.69495,
1771.350,506.72675,
1768.439,524.67559,
1765.529,559.34733,
1762.618,571.74557,
1759.708,529.49988,
1756.797,533.31061,
1753.887,546.81414,
1750.976,526.61192,
1748.065,522.69547,
1745.155,535.63705,
1742.244,531.30436,
1739.334,532.04294,
1736.423,549.08736,
1733.512,553.06707,
1730.602,545.51785,
1727.691,541.71468,
1724.781,532.59766,
1721.870,566.4645,
1718.960,577.7167,
1716.049,550.56383,
1713.138,520.45512,
1710.228,575.4302,
1707.317,557.71286,
1704.407,583.89711,
1701.496,574.48833,
1698.586,600.96953,
1695.675,605.12142,
1692.764,574.9549,
1689.854,560.81298,
1686.943,606.63117,
1684.033,630.67877,
1681.122,553.5924,
1678.211,623.56475,
1675.301,641.19758,
1672.390,663.10345,
1669.480,614.61901,
1666.569,660.88479,
1663.659,710.03768,
1660.748,697.84773,
1657.837,729.4091,
1654.927,779.65682,
1652.016,714.56215,
1649.106,768.00891,
1646.195,799.25701,
1643.285,838.83723,
1640.374,779.19076,
1637.463,823.97058,
1634.553,864.04801,
1631.642,918.06434,
1628.732,992.56997,
1625.821,1046.3154,
1622.911,1145.6865,
1620.000,1173.8972,
1617.089,1272.2599,
1614.179,1368.5145,
1611.268,1446.3501,
1608.358,1548.3804,
1605.447,1561.7358,
1602.536,1629.3459,
1599.626,1589.1733,
1596.715,1600.6792,
1593.805,1557.5334,
1590.894,1521.4265,
1587.984,1521.5805,
1585.073,1491.6206,
1582.162,1528.8292,
1579.252,1466.8761,
1576.341,1427.2181,
1573.431,1435.3471,
1570.520,1429.3131,
1567.610,1409.8576,
1564.699,1400.6249,
1561.788,1375.3066,
1558.878,1326.3325,
1555.967,1281.8234,
1553.057,1276.543,
1550.146,1257.8973,
1547.235,1234.9854,
1544.325,1180.0487,
1541.414,1142.7901,
1538.504,1124.7531,
1535.593,1091.1818,
1532.683,1062.3057,
1529.772,1026.2566,
1526.861,1008.5152,
1523.951,1030.4681,
1521.040,1024.1769,
1518.130,981.54018,
1515.219,945.65042,
1512.309,940.16895,
1509.398,961.87937,
1506.487,937.3605,
1503.577,919.36469,
1500.666,941.12343,
1497.756,920.51225,
1494.845,875.04989,
1491.934,870.05472,
1489.024,810.38016,
1486.113,881.50003,
1483.203,819.74926,
1480.292,804.46191,
1477.382,797.59226,
1474.471,764.02008,
1471.560,733.20568,
1468.650,711.58453,
1465.739,714.85735,
1462.829,699.95821,
1459.918,700.06227,
1457.008,733.08105,
1454.097,697.40456,
1451.186,660.77611,
1448.276,694.13268,
1445.365,669.641,
1442.455,649.43656,
1439.544,657.04474,
1436.633,665.69687,
1433.723,672.26509,
1430.812,635.18129,
1427.902,608.8892,
1424.991,593.72501,
1422.081,568.47812,
1419.170,509.22202,
1416.259,529.41227,
1413.349,533.22904,
1410.438,509.15727,
1407.528,498.60626,
1404.617,464.78369,
1401.707,485.23506,
1398.796,536.99472,
1395.885,537.60815,
1392.975,518.95836,
1390.064,548.20938,
1387.154,612.44607,
1384.243,603.59489,
1381.332,616.31654,
1378.422,701.24068,
1375.511,623.48786,
1372.601,645.28926,
1369.690,656.67945,
1366.780,701.0199,
1363.869,713.70295,
1360.958,711.60913,
1358.048,747.62864,
1355.137,775.87842,
1352.227,803.87107,
1349.316,863.41217,
