,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_0_RamanShift__1__41,
Raman shift [1/cm],Intensity,
3014.167,4.25,
3011.256,-0.25010737,
3008.346,314.51728,
3005.435,369.51855,
3002.525,406.66779,
2999.614,389.33963,
2996.704,404.70154,
2993.793,420.85081,
2990.882,437.55535,
2987.972,432.49216,
2985.061,471.82634,
2982.151,488.55086,
2979.240,493.40115,
2976.329,512.04505,
2973.419,530.28055,
2970.508,541.71665,
2967.598,562.43755,
2964.687,562.01019,
2961.777,581.96798,
2958.866,595.91271,
2955.955,617.94467,
2953.045,625.28581,
2950.134,652.34623,
2947.224,667.87631,
2944.313,687.90171,
2941.403,705.36952,
2938.492,704.99527,
2935.581,723.47576,
2932.671,741.68775,
2929.760,736.66539,
2926.850,747.93647,
2923.939,747.93226,
2921.028,757.20311,
2918.118,791.28778,
2915.207,768.54108,
2912.297,786.16114,
2909.386,794.08211,
2906.476,783.06464,
2903.565,767.21591,
2900.654,792.9679,
2897.744,790.86026,
2894.833,757.77582,
2891.923,774.52251,
2889.012,771.92052,
2886.102,766.49864,
2883.191,753.26699,
2880.280,751.13517,
2877.370,742.19773,
2874.459,729.53317,
2871.549,774.05288,
2868.638,808.34277,
2865.727,796.46535,
2862.817,807.14974,
2859.906,814.02208,
2856.996,825.19113,
2854.085,815.3634,
2851.175,806.91864,
2848.264,794.13201,
2845.353,813.62456,
2842.443,790.44095,
2839.532,790.48885,
2836.622,795.278,
2833.711,785.82771,
2830.801,805.2353,
2827.890,787.52098,
2824.979,799.16393,
2822.069,810.14765,
2819.158,807.33087,
2816.248,805.29632,
2813.337,821.75489,
2810.427,816.11087,
2807.516,840.50891,
2804.605,801.68029,
2801.695,810.64474,
2798.784,814.17608,
2795.874,812.26585,
2792.963,804.96447,
2790.052,811.24957,
2787.142,820.72354,
2784.231,814.47514,
2781.321,788.06718,
2778.410,811.45429,
2775.500,813.46449,
2772.589,826.28899,
2769.678,839.35578,
2766.768,837.13348,
2763.857,830.56599,
2760.947,847.34456,
2758.036,835.9887,
2755.126,864.19445,
2752.215,872.48621,
2749.304,864.7392,
2746.394,866.5786,
2743.483,876.89999,
2740.573,863.16808,
2737.662,858.7278,
2734.751,869.52687,
2731.841,867.38553,
2728.930,873.8603,
2726.020,865.81655,
2723.109,882.22925,
2720.199,869.89686,
2717.288,880.40694,
2714.377,878.5418,
2711.467,906.00385,
2708.556,921.94137,
2705.646,905.12318,
2702.735,922.90463,
2699.825,920.05367,
2696.914,928.44045,
2694.003,929.33292,
2691.093,935.07072,
2688.182,927.70556,
2685.272,938.3382,
2682.361,920.97926,
2679.450,928.25,
2676.540,971.68093,
2673.629,943.58633,
2670.719,948.03096,
2667.808,952.20136,
2664.898,933.04182,
2661.987,960.3501,
2659.076,961.63147,
2656.166,950.84737,
2653.255,973.65137,
2650.345,980.84165,
2647.434,987.25,
2644.524,989.56656,
2641.613,1012.4505,
2638.702,989.75499,
2635.792,1003.6558,
2632.881,1002.0537,
2629.971,999.12249,
2627.060,987.91188,
2624.149,1006.9563,
2621.239,989.51038,
2618.328,1010.1401,
2615.418,1026.2682,
2612.507,1015.7678,
2609.597,1037.8628,
2606.686,1032.6657,
2603.775,1028.3294,
2600.865,1067.5334,
2597.954,1061.2083,
2595.044,1076.6158,
2592.133,1080.2565,
2589.223,1074.7679,
2586.312,1101.6872,
2583.401,1084.7609,
2580.491,1075.6202,
2577.580,1106.217,
2574.670,1093.4452,
2571.759,1094.0831,
2568.848,1084.1893,
2565.938,1084.1069,
2563.027,1105.7614,
2560.117,1096.8855,
2557.206,1098.1541,
2554.296,1118.7878,
2551.385,1109.9521,
2548.474,1118.5091,
2545.564,1123.9651,
2542.653,1124.8809,
2539.743,1137.287,
2536.832,1144.822,
2533.922,1129.5023,
2531.011,1148.5497,
2528.100,1154.0514,
2525.190,1144.1348,
2522.279,1143.5162,
2519.369,1163.8164,
2516.458,1169.5963,
2513.548,1184.25,
2510.637,1159.6189,
2507.726,1166.8113,
2504.816,1178.6886,
2501.905,1170.6415,
2498.995,1184.4889,
2496.084,1190.0897,
2493.173,1190.9341,
2490.263,1197.0252,
2487.352,1220.9145,
2484.442,1187.6868,
2481.531,1188.6223,
2478.621,1210.6055,
2475.710,1243.066,
2472.799,1218.0168,
2469.889,1235.0949,
2466.978,1237.044,
2464.068,1230.2077,
2461.157,1235.325,
2458.247,1237.0589,
2455.336,1266.0778,
2452.425,1266.2264,
2449.515,1252.7324,
2446.604,1292.8538,
2443.694,1277.5527,
2440.783,1293.1565,
2437.872,1266.0003,
2434.962,1312.25,
2432.051,1317.1266,
2429.141,1322.25,
2426.230,1308.2279,
2423.320,1338.3645,
2420.409,1322.9552,
2417.498,1322.0281,
2414.588,1322.3451,
2411.677,1317.4651,
2408.767,1326.0325,
2405.856,1333.781,
2402.946,1353.1017,
2400.035,1342.4706,
2397.124,1357.1591,
2394.214,1368.6816,
2391.303,1369.8245,
2388.393,1404.1245,
2385.482,1388.3956,
2382.571,1381.6924,
2379.661,1407.9709,
2376.750,1421.7746,
2373.840,1420.975,
2370.929,1418.2608,
2368.019,1419.4175,
2365.108,1436.1584,
2362.197,1421.6527,
2359.287,1432.4266,
2356.376,1443.2359,
2353.466,1444.6284,
2350.555,1443.5348,
2347.645,1453.9718,
2344.734,1481.6463,
2341.823,1473.449,
2338.913,1485.2037,
2336.002,1493.5084,
2333.092,1486.0547,
2330.181,1497.8484,
2327.270,1499.47,
2324.360,1528.5614,
2321.449,1502.8486,
2318.539,1507.2103,
2315.628,1528.25,
2312.718,1522.9504,
2309.807,1547.2064,
2306.896,1556.4707,
2303.986,1550.9059,
2301.075,1545.9096,
2298.165,1526.2786,
2295.254,1557.496,
2292.344,1586.0384,
2289.433,1577.1495,
2286.522,1563.0579,
2283.612,1572.8699,
2280.701,1592.1558,
2277.791,1607.1699,
2274.880,1600.5421,
2271.969,1601.4311,
2269.059,1635.2773,
2266.148,1642.8977,
2263.238,1672.138,
2260.327,1660.5603,
2257.417,1653.385,
2254.506,1657.0135,
2251.595,1671.6608,
2248.685,1680.3577,
2245.774,1666.5359,
2242.864,1706.3797,
2239.953,1706.8845,
2237.043,1698.7432,
2234.132,1713.0733,
2231.221,1749.1467,
2228.311,1723.3261,
2225.400,1739.5033,
2222.490,1756.6052,
2219.579,1803.1652,
2216.669,1812.7953,
2213.758,1814.3389,
2210.847,1825.8923,
2207.937,1891.5219,
2205.026,1847.3605,
2202.116,1870.2808,
2199.205,1914.8855,
2196.294,1936.8281,
2193.384,1970.1431,
2190.473,2002.9777,
2187.563,2014.7817,
2184.652,2127.5635,
