,PL2D39~1,
Wavenumbers [1/cm],Intensity,
3014.167,2.5,
3011.256,-3.7499463,
3008.346,82.504247,
3005.435,104.92403,
3002.525,106.32998,
2999.614,118.5,
2996.704,118.5,
2993.793,123.76613,
2990.882,127.31671,
2987.972,130.53027,
2985.061,142.26355,
2982.151,139.8126,
2979.240,145.55038,
2976.329,160.03003,
2973.419,160.42298,
2970.508,162.65001,
2967.598,148.93012,
2964.687,161.32065,
2961.777,163.68802,
2958.866,166.16716,
2955.955,170.81194,
2953.045,190.96757,
2950.134,193.86151,
2947.224,194.47153,
2944.313,197.09544,
2941.403,211.92883,
2938.492,211.67075,
2935.581,213.9356,
2932.671,215.29394,
2929.760,210.69619,
2926.850,204.11993,
2923.939,220.57944,
2921.028,234.05894,
2918.118,215.76071,
2915.207,222.67723,
2912.297,231.46615,
2909.386,221.87957,
2906.476,217.53089,
2903.565,214.43481,
2900.654,219.99445,
2897.744,203.76402,
2894.833,217.07746,
2891.923,204.0673,
2889.012,210.33815,
2886.102,178.19056,
2883.191,139.52643,
2880.280,72.212899,
2877.370,-80.73802,
2874.459,-89.374324,
2871.549,-13.01199,
2868.638,168.32878,
2865.727,194.98453,
2862.817,215.19921,
2859.906,230.13248,
2856.996,216.01585,
2854.085,231.86558,
2851.175,238.0934,
2848.264,238.1325,
2845.353,254.47843,
2842.443,247.51044,
2839.532,241.60446,
2836.622,232.16862,
2833.711,245.70723,
2830.801,236.91029,
2827.890,255.22902,
2824.979,253.21601,
2822.069,250.7047,
2819.158,259.75875,
2816.248,252.97105,
2813.337,276.00489,
2810.427,255.06612,
2807.516,279.59328,
2804.605,246.83415,
2801.695,266.40788,
2798.784,273.61292,
2795.874,261.79024,
2792.963,255.57138,
2790.052,281.49421,
2787.142,261.10515,
2784.231,255.88664,
2781.321,254.68858,
2778.410,262.06471,
2775.500,262.37311,
2772.589,267.34557,
2769.678,263.60578,
2766.768,267.06505,
2763.857,267.97206,
2760.947,259.53152,
2758.036,283.13706,
2755.126,277.64103,
2752.215,275.05445,
2749.304,269.3723,
2746.394,278.55846,
2743.483,281.4,
2740.573,276.06414,
2737.662,270.06361,
2734.751,276.61649,
2731.841,276.60806,
2728.930,296.00858,
2726.020,276.60706,
2723.109,282.36583,
2720.199,279.30305,
2717.288,284.60584,
