,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__2__47,
Raman shift [1/cm],Intensity,
3014.167,0.25,
3011.256,0.74989263,
3008.346,229.21013,
3005.435,258.09806,
3002.525,297.36521,
2999.614,300.0214,
2996.704,300.96752,
2993.793,302.0985,
2990.882,324.50953,
2987.972,337.26513,
2985.061,338.4766,
2982.151,362.67019,
2979.240,373.30038,
2976.329,380.26638,
2973.419,409.74268,
2970.508,401.0333,
2967.598,417.01104,
2964.687,417.98098,
2961.777,432.40393,
2958.866,436.57987,
2955.955,451.11503,
2953.045,468.8652,
2950.134,476.44246,
2947.224,499.76244,
2944.313,519.49715,
2941.403,521.38093,
2938.492,533.11179,
2935.581,554.97021,
2932.671,551.28861,
2929.760,552.26924,
2926.850,563.04098,
2923.939,551.09113,
2921.028,551.10298,
2918.118,583.39232,
2915.207,601.07277,
2912.297,568.3854,
2909.386,602.06022,
2906.476,598.99439,
2903.565,578.08852,
2900.654,578.80309,
2897.744,600.84769,
2894.833,576.67254,
2891.923,600.22441,
2889.012,560.99567,
2886.102,570.41757,
2883.191,555.26133,
2880.280,548.89593,
2877.370,502.86641,
2874.459,522.4137,
2871.549,566.5265,
2868.638,605.93451,
2865.727,596.96153,
2862.817,597.33556,
2859.906,610.70584,
2856.996,611.26359,
2854.085,605.60924,
2851.175,611.25,
2848.264,604.82834,
2845.353,610.81866,
2842.443,598.43747,
2839.532,609.25,
2836.622,594.73307,
2833.711,588.35361,
2830.801,591.14926,
2827.890,596.28843,
2824.979,590.52193,
2822.069,586.42058,
2819.158,600.10984,
2816.248,593.02026,
2813.337,625.02317,
2810.427,616.55855,
2807.516,625.24265,
2804.605,607.43269,
2801.695,616.69739,
2798.784,618.84138,
2795.874,618.96504,
2792.963,616.32138,
2790.052,605.25214,
2787.142,606.013,
2784.231,600.60402,
2781.321,582.95299,
2778.410,614.12057,
2775.500,601.25,
2772.589,607.98165,
2769.678,615.68006,
2766.768,614.93156,
2763.857,624.88199,
2760.947,625.23109,
2758.036,618.01431,
2755.126,658.11538,
2752.215,652.20474,
2749.304,638.33636,
2746.394,646.76816,
2743.483,640.7,
2740.573,651.78324,
2737.662,630.37721,
2734.751,634.55107,
2731.841,658.68408,
2728.930,643.822,
2726.020,654.81134,
2723.109,643.2915,
2720.199,660.97496,
2717.288,664.53102,
2714.377,672.69984,
2711.467,677.39726,
2708.556,699.11147,
2705.646,692.03869,
2702.735,684.44332,
2699.825,708.78272,
2696.914,703.20227,
2694.003,685.17682,
2691.093,695.5713,
2688.182,693.77741,
2685.272,706.53307,
2682.361,700.22052,
2679.450,687.67804,
2676.540,708.00611,
2673.629,699.9002,
2670.719,693.11875,
2667.808,711.8882,
