,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_0E-1mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__4__95,
Raman shift [1/cm],Intensity,
3014.167,0.375,
3011.256,-2.7250215,
3008.346,22.648885,
3005.435,19.184189,
3002.525,20.827461,
2999.614,28.464627,
2996.704,34.286342,
2993.793,28.746544,
2990.882,33.63453,
2987.972,34.380045,
2985.061,42.025255,
2982.151,37.164905,
2979.240,44.008078,
2976.329,46.87773,
2973.419,45.159853,
2970.508,42.77496,
2967.598,57.705923,
2964.687,48.195652,
2961.777,60.528929,
2958.866,40.372031,
2955.955,40.580757,
2953.045,46.824662,
2950.134,65.599535,
2947.224,65.061843,
2944.313,56.172721,
2941.403,64.458485,
2938.492,69.353309,
2935.581,55.853535,
2932.671,63.653961,
2929.760,49.286524,
2926.850,67.91184,
2923.939,52.01048,
2921.028,65.833808,
2918.118,58.995908,
2915.207,69.318074,
2912.297,74.362306,
2909.386,71.586675,
2906.476,54.608175,
2903.565,57.986844,
2900.654,74.763272,
2897.744,72.324711,
2894.833,64.251365,
2891.923,66.484003,
2889.012,59.918352,
2886.102,54.375,
2883.191,60.369336,
2880.280,30.274518,
2877.370,31.008694,
2874.459,29.966155,
2871.549,45.441062,
2868.638,78.603852,
2865.727,69.321163,
2862.817,70.475263,
2859.906,69.577282,
2856.996,72.831977,
2854.085,79.734239,
2851.175,85.540679,
2848.264,79.732834,
2845.353,74.698505,
2842.443,83.784748,
2839.532,74.598885,
2836.622,69.436848,
2833.711,71.167773,
2830.801,61.97941,
2827.890,70.729902,
2824.979,77.584978,
2822.069,86.136186,
2819.158,69.175543,
2816.248,76.86921,
2813.337,87.993303,
2810.427,70.330922,
2807.516,66.324688,
2804.605,71.00962,
2801.695,68.88814,
2798.784,71.635769,
2795.874,62.364432,
2792.963,69.80351,
2790.052,69.374786,
2787.142,57.598654,
2784.231,57.923132,
2781.321,69.934978,
2778.410,63.789974,
2775.500,65.140862,
2772.589,62.682342,
2769.678,65.729909,
2766.768,75.375,
2763.857,82.373071,
2760.947,68.387608,
2758.036,67.833583,
2755.126,82.516027,
2752.215,83.120402,
2749.304,76.758097,
2746.394,72.455588,
2743.483,79.275051,
2740.573,62.277624,
2737.662,68.619076,
2734.751,87.840953,
2731.841,66.400632,
2728.930,79.231009,
2726.020,76.16088,
2723.109,60.21042,
2720.199,77.081282,
2717.288,74.006388,
2714.377,78.858281,
2711.467,70.522258,
2708.556,79.204895,
2705.646,88.896162,
2702.735,77.212632,
2699.825,81.864093,
2696.914,71.041349,
2694.003,81.833541,
2691.093,66.464056,
2688.182,75.649076,
2685.272,72.012268,
2682.361,82.527839,
2679.450,84.543735,
2676.540,72.253056,
2673.629,70.688878,
2670.719,81.944318,
2667.808,84.326364,
2664.898,75.375,
2661.987,79.908422,
2659.076,92.103442,
2656.166,89.292827,
2653.255,76.631805,
2650.345,82.590971,
2647.434,85.117783,
2644.524,82.761093,
2641.613,86.117929,
2638.702,83.438124,
2635.792,74.343099,
2632.881,85.726083,
2629.971,96.48242,
2627.060,87.373752,
2624.149,92.781256,
2621.239,91.132411,
2618.328,81.078289,
2615.418,78.356823,
2612.507,93.201062,
2609.597,76.486776,
2606.686,77.95934,
2603.775,77.974205,
2600.865,96.781211,
2597.954,85.327086,
2595.044,85.696524,
2592.133,96.935596,
2589.223,106.8329,
2586.312,96.983067,
2583.401,84.926093,
2580.491,86.552879,
2577.580,92.379951,
2574.670,96.205212,
2571.759,97.824487,
2568.848,89.142913,
2565.938,94.327314,
2563.027,104.83863,
2560.117,100.38433,
2557.206,96.375,
2554.296,109.51688,
2551.385,102.30897,
2548.474,101.18987,
2545.564,89.786522,
2542.653,82.911913,
2539.743,88.78258,
2536.832,100.1507,
2533.922,102.21731,
2531.011,98.974441,
2528.100,107.31225,
2525.190,97.003279,
2522.279,98.797082,
2519.369,107.07313,
2516.458,94.700073,
2513.548,97.511193,
2510.637,93.928344,
2507.726,101.12593,
2504.816,98.937571,
2501.905,97.751829,
2498.995,101.59865,
2496.084,96.427307,
2493.173,107.40116,
2490.263,103.375,
2487.352,88.376601,
2484.442,111.375,
2481.531,108.21546,
2478.621,109.21388,
2475.710,108.35966,
2472.799,108.59471,
2469.889,115.375,
2466.978,92.282434,
2464.068,101.57083,
2461.157,102.95249,
2458.247,101.11024,
2455.336,105.92687,
2452.425,98.002344,
2449.515,105.00701,
2446.604,104.84272,
2443.694,100.07234,
2440.783,101.47185,
2437.872,106.33854,
2434.962,108.78974,
2432.051,119.83799,
2429.141,115.68096,
2426.230,108.70096,
2423.320,119.70391,
2420.409,106.1314,
2417.498,100.79353,
2414.588,120.89961,
2411.677,125.66187,
2408.767,129.32776,
2405.856,123.00354,
2402.946,114.99967,
2400.035,111.07219,
2397.124,111.375,
2394.214,114.2946,
2391.303,119.83909,
2388.393,108.92381,
2385.482,112.06657,
2382.571,122.89421,
2379.661,128.77011,
2376.750,140.95635,
2373.840,123.96254,
2370.929,126.32085,
2368.019,127.375,
2365.108,126.58442,
2362.197,125.375,
2359.287,125.375,
2356.376,127.37148,
2353.466,121.58734,
2350.555,121.93013,
2347.645,122.04653,
2344.734,125.46718,
2341.823,146.05992,
2338.913,125.77648,
2336.002,125.7912,
2333.092,132.74292,
2330.181,139.6921,
2327.270,132.98006,
2324.360,103.48343,
2321.449,126.35796,
2318.539,123.24966,
2315.628,150.13919,
2312.718,138.47631,
2309.807,126.3997,
2306.896,137.60348,
2303.986,131.55034,
2301.075,138.69413,
2298.165,142.17309,
2295.254,138.46117,
2292.344,136.85223,
2289.433,128.07773,
2286.522,137.375,
2283.612,142.89542,
2280.701,145.375,
2277.791,130.77575,
2274.880,144.44092,
2271.969,148.15689,
2269.059,138.75376,
2266.148,136.62041,
2263.238,130.67616,
2260.327,153.51295,
2257.417,157.27278,
2254.506,160.13852,
2251.595,157.08772,
2248.685,139.9616,
2245.774,143.28692,
2242.864,165.31016,
2239.953,161.18885,
2237.043,153.49214,
2234.132,162.78017,
2231.221,159.97962,
2228.311,145.19718,
2225.400,160.48758,
