,PL1B96~1,
Wavenumbers [1/cm],Intensity,
3014.167,-1.875,
3011.256,0.42506442,
3008.346,130.18185,
3005.435,148.31935,
3002.525,152.57746,
2999.614,155.21463,
2996.704,157.62913,
2993.793,178.01037,
2990.882,179.728,
2987.972,177.16031,
2985.061,197.42551,
2982.151,207.07962,
2979.240,193.29039,
2976.329,213.64957,
2973.419,220.57121,
2970.508,224.29163,
2967.598,206.36757,
2964.687,234.94565,
2961.777,228.25309,
2958.866,218.78177,
2955.955,237.43694,
2953.045,256.94155,
2950.134,259.76349,
2947.224,268.15347,
2944.313,275.86645,
2941.403,275.43431,
2938.492,283.26321,
2935.581,276.89924,
2932.671,294.91894,
2929.760,288.18273,
2926.850,285.43139,
2923.939,297.36331,
2921.028,300.81321,
2918.118,297.68419,
2915.207,298.18838,
2912.297,296.15462,
2909.386,302.32208,
2906.476,314.02386,
2903.565,290.23535,
2900.654,319.89044,
2897.744,287.16272,
2894.833,285.17664,
2891.923,308.12831,
2889.012,288.87644,
2886.102,287.74932,
2883.191,295.12028,
2880.280,233.25417,
2877.370,149.82867,
2874.459,157.72856,
2871.549,192.71797,
2868.638,301.49403,
2865.727,286.34035,
2862.817,308.68248,
2859.906,337.66916,
2856.996,323.67255,
2854.085,325.44855,
2851.175,321.91114,
2848.264,345.95866,
2845.353,350.03873,
2842.443,351.31595,
2839.532,342.05048,
2836.622,317.94531,
2833.711,331.80632,
2830.801,337.82279,
2827.890,348.39598,
2824.979,349.767,
2822.069,367.86344,
2819.158,345.88511,
2816.248,356.09026,
2813.337,360.125,
2810.427,359.64704,
2807.516,371.75078,
2804.605,355.57693,
2801.695,364.55921,
2798.784,365.05108,
2795.874,360.27012,
2792.963,356.19638,
2790.052,397.11599,
2787.142,364.28285,
2784.231,364.09239,
2781.321,378.06214,
2778.410,371.73034,
2775.500,371.78362,
2772.589,363.51032,
2769.678,371.80419,
2766.768,366.69005,
2763.857,370.02096,
2760.947,381.63446,
2758.036,383.125,
2755.126,385.74466,
2752.215,375.08398,
2749.304,376.72031,
2746.394,400.62103,
2743.483,388.92496,
2740.573,389.9148,
2737.662,386.6028,
2734.751,411.35798,
2731.841,374.77151,
2728.930,395.10386,
2726.020,393.13021,
2723.109,394.46525,
2720.199,416.9688,
2717.288,414.56296,
2714.377,410.4168,
2711.467,409.05907,
2708.556,430.85889,
2705.646,409.08268,
2702.735,414.64305,
2699.825,436.03774,
2696.914,440.125,
2694.003,412.23556,
2691.093,427.62441,
2688.182,430.45389,
2685.272,433.92158,
2682.361,436.81932,
2679.450,427.83282,
2676.540,417.47051,
2673.629,431.47031,
2670.719,435.11761,
2667.808,447.73592,
2664.898,450.42364,
2661.987,449.59158,
2659.076,440.88793,
2656.166,436.49723,
2653.255,459.34439,
2650.345,467.125,
2647.434,460.15387,
2644.524,463.40314,
2641.613,452.49646,
2638.702,460.01453,
2635.792,471.93955,
2632.881,480.95196,
2629.971,506.10491,
2627.060,453.2872,
2624.149,484.07188,
2621.239,487.14279,
2618.328,478.7859,
2615.418,469.13409,
2612.507,468.84831,
2609.597,495.64596,
2606.686,489.0989,
2603.775,495.04564,
2600.865,492.53795,
2597.954,496.36457,
2595.044,504.09843,
2592.133,504.62176,
2589.223,522.52291,
2586.312,521.29585,
2583.401,513.59577,
2580.491,517.64419,
2577.580,507.15636,
2574.670,518.92983,
2571.759,513.33732,
2568.848,505.1912,
2565.938,510.21995,
2563.027,541.07505,
2560.117,522.67639,
2557.206,530.06965,
2554.296,536.72912,
2551.385,538.79485,
2548.474,536.01422,
2545.564,539.25162,
2542.653,539.46056,
2539.743,548.85297,
2536.832,541.45211,
2533.922,541.50346,
2531.011,564.02509,
2528.100,562.19121,
2525.190,563.91557,
2522.279,574.70292,
2519.369,567.33247,
2516.458,564.56551,
2513.548,552.84328,
2510.637,569.67834,
2507.726,572.50417,
2504.816,568.00099,
2501.905,569.25549,
2498.995,571.96107,
2496.084,582.97865,
2493.173,591.38858,
2490.263,590.95662,
2487.352,620.91473,
2484.442,597.68173,
2481.531,603.8591,
2478.621,610.64163,
2475.710,605.22468,
2472.799,619.11154,
2469.889,619.21641,
2466.978,606.74365,
2464.068,627.06688,
2461.157,616.74976,
2458.247,640.49246,
2455.336,621.42246,
2452.425,617.77594,
2449.515,645.28507,
2446.604,631.41994,
2443.694,651.05597,
2440.783,650.74099,
2437.872,630.81783,
2434.962,649.125,
2432.051,654.00163,
2429.141,671.22485,
2426.230,672.38576,
2423.320,698.81075,
2420.409,690.31744,
2417.498,678.52668,
2414.588,670.76762,
2411.677,691.19268,
2408.767,675.48425,
2405.856,700.31073,
2402.946,696.44046,
2400.035,707.8128,
2397.124,726.125,
2394.214,710.87822,
2391.303,684.48408,
2388.393,697.33665,
2385.482,676.22655,
2382.571,714.46687,
2379.661,720.79924,
2376.750,722.07583,
2373.840,711.125,
