,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_0E-1mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__0__49,
Raman shift [1/cm],Intensity,
3014.167,-3.5,
3011.256,0.099914107,
3008.346,155.53751,
3005.435,172.11838,
3002.525,186.5,
2999.614,183.26234,
2996.704,180.45567,
2993.793,204.37615,
2990.882,202.37024,
2987.972,202.56558,
2985.061,219.9335,
2982.151,241.35211,
2979.240,238.01807,
2976.329,239.51638,
2973.419,245.6846,
2970.508,269.31654,
2967.598,266.83092,
2964.687,262.57405,
2961.777,286.08988,
2958.866,286.16716,
2955.955,296.88273,
2953.045,306.15101,
2950.134,312.89358,
2947.224,332.35766,
2944.313,327.94943,
2941.403,338.92883,
2938.492,334.77642,
2935.581,326.27424,
2932.671,378.25532,
2929.760,354.5,
2926.850,376.29812,
2923.939,363.65887,
2921.028,359.79404,
2918.118,369.46222,
2915.207,390.44307,
2912.297,394.49154,
2909.386,384.5073,
2906.476,390.72471,
2903.565,380.32147,
2900.654,404.00555,
2897.744,400.0474,
2894.833,372.33491,
2891.923,381.8782,
2889.012,377.91619,
2886.102,371.64731,
2883.191,363.50283,
2880.280,343.37559,
2877.370,305.01749,
2874.459,293.30528,
2871.549,348.64491,
2868.638,378.59277,
2865.727,406.15769,
2862.817,401.12835,
2859.906,406.27208,
2856.996,404.5,
2854.085,416.82355,
2851.175,403.81023,
2848.264,402.36267,
2845.353,403.6294,
2842.443,394.72576,
2839.532,401.99236,
2836.622,381.95508,
2833.711,390.28494,
2830.801,382.01103,
2827.890,390.33216,
2824.979,382.57401,
2822.069,375.7843,
2819.158,399.35984,
2816.248,391.52316,
2813.337,400.6756,
2810.427,415.46282,
2807.516,397.76625,
2804.605,400.54327,
2801.695,401.14472,
2798.784,395.5,
2795.874,409.36545,
2792.963,384.78532,
2790.052,400.49464,
2787.142,398.46042,
2784.231,382.53261,
2781.321,403.24856,
2778.410,394.10534,
2775.500,397.98793,
2772.589,388.00076,
2769.678,401.82081,
2766.768,392.32523,
2763.857,428.07803,
2760.947,420.5,
2758.036,407.79292,
2755.126,422.02137,
2752.215,422.64993,
2749.304,409.64929,
2746.394,418.25198,
2743.483,431.24999,
2740.573,425.51545,
2737.662,436.14941,
2734.751,427.84946,
2731.841,422.47252,
2728.930,433.76685,
2726.020,436.82118,
2723.109,423.06708,
2720.199,454.91256,
2717.288,442.23722,
2714.377,448.2082,
2711.467,442.84396,
2708.556,451.80863,
2705.646,449.19015,
2702.735,454.18042,
2699.825,478.26004,
2696.914,472.49952,
2694.003,452.01382,
2691.093,453.26775,
2688.182,452.02741,
2685.272,458.02205,
2682.361,460.7762,
2679.450,470.66874,
2676.540,449.02843,
2673.629,471.84531,
2670.719,456.22273,
2667.808,454.30546,
2664.898,472.04572,
2661.987,469.53359,
2659.076,471.6444,
2656.166,492.95028,
2653.255,480.83163,
2650.345,480.79583,
2647.434,482.35739,
2644.524,488.02516,
2641.613,496.90038,
2638.702,497.59469,
2635.792,504.15802,
2632.881,498.5832,
2629.971,510.60742,
2627.060,507.33406,
2624.149,492.31251,
2621.239,483.75445,
2618.328,496.71194,
2615.418,501.16818,
2612.507,500.5,
2609.597,523.20459,
2606.686,523.5783,
2603.775,513.9008,
2600.865,518.79352,
2597.954,507.5,
2595.044,511.13419,
2592.133,518.5,
2589.223,538.11475,
2586.312,540.81659,
2583.401,532.11312,
2580.491,520.41828,
2577.580,532.5132,
2574.670,539.66979,
2571.759,533.64641,
2568.848,528.03037,
2565.938,535.59523,
2563.027,541.25679,
2560.117,548.22897,
2557.206,565.58118,
2554.296,548.41075,
2551.385,541.38408,
2548.474,553.61115,
2545.564,555.46834,
2542.653,544.28858,
2539.743,566.46303,
2536.832,567.23458,
2533.922,558.64192,
2531.011,573.27451,
2528.100,585.30138,
2525.190,581.70943,
2522.279,552.18833,
2519.369,584.99066,
2516.458,582.6119,
2513.548,579.4546,
2510.637,577.31555,
2507.726,566.38102,
2504.816,572.69054,
2501.905,585.00732,
2498.995,589.85831,
2496.084,593.96689,
2493.173,595.47384,
2490.263,601.89322,
2487.352,617.2496,
2484.442,614.63275,
2481.531,614.60114,
2478.621,619.78441,
2475.710,630.33898,
2472.799,611.71971,
2469.889,626.25625,
2466.978,627.28357,
2464.068,606.30417,
2461.157,627.57505,
2458.247,622.48533,
2455.336,622.54305,
2452.425,621.39151,
2449.515,648.64137,
2446.604,637.91708,
2443.694,642.29115,
2440.783,635.30631,
2437.872,653.44809,
2434.962,672.72121,
2432.051,653.08636,
2429.141,660.88809,
2426.230,676.71771,
2423.320,673.0433,
2420.409,657.52558,
2417.498,658.91011,
2414.588,668.7623,
2411.677,700.13738,
2408.767,669.82382,
2405.856,684.27859,
2402.946,687.02994,
2400.035,688.70188,
2397.124,687.53207,
2394.214,702.74121,
2391.303,691.4668,
2388.393,706.45816,
2385.482,718.10344,
2382.571,694.1197,
2379.661,718.45338,
2376.750,714.02965,
2373.840,719.9718,
2370.929,719.55415,
2368.019,727.00553,
2365.108,735.12827,
2362.197,735.68084,
2359.287,744.88663,
2356.376,722.54227,
2353.466,741.53085,
2350.555,726.78476,
2347.645,723.60463,
2344.734,752.14061,
2341.823,754.56633,
2338.913,754.21045,
2336.002,759.35405,
2333.092,763.06321,
2330.181,765.00895,
2327.270,779.67492,
2324.360,769.15568,
2321.449,768.25512,
2318.539,780.41436,
2315.628,791.84373,
2312.718,792.31718,
2309.807,783.36337,
2306.896,790.31848,
2303.986,802.5778,
2301.075,790.05317,
2298.165,804.67329,
2295.254,784.99549,
2292.344,805.97302,
2289.433,803.12545,
2286.522,808.92844,
2283.612,803.10839,
2280.701,828.11877,
