,PL586C~1,
Wavenumbers [1/cm],Intensity,
3014.167,3,
3011.256,-0.79995705,
3008.346,61.730361,
3005.435,67.69258,
3002.525,53.942394,
2999.614,78.703927,
2996.704,71.105164,
2993.793,92.66532,
2990.882,77.81671,
2987.972,83.984865,
2985.061,87.206905,
2982.151,92.357981,
2979.240,94.618835,
2976.329,97.275936,
2973.419,101.8154,
2970.508,99.15001,
2967.598,98.047791,
2964.687,99.477581,
2961.777,102.71798,
2958.866,98.328384,
2955.955,103.4823,
2953.045,112.20135,
2950.134,116.54226,
2947.224,124.62991,
2944.313,116.04487,
2941.403,132.2979,
2938.492,128.88348,
2935.581,126.91414,
2932.671,133.39913,
2929.760,132.74231,
2926.850,134.10451,
2923.939,141.43925,
2921.028,141.68821,
2918.118,139.37909,
2915.207,130.23416,
2912.297,148.91537,
2909.386,141.59854,
2906.476,148.25561,
2903.565,135.77333,
2900.654,142.04754,
2897.744,139.81142,
2894.833,127.47418,
2891.923,154.51611,
2889.012,130.57804,
2886.102,126.25408,
2883.191,118.99339,
2880.280,124.27752,
2877.370,93.971056,
2874.459,111.86112,
2871.549,62.645177,
2868.638,145.36903,
2865.727,143.37686,
2862.817,150.59895,
2859.906,157.59544,
2856.996,154.57019,
2854.085,161.8866,
2851.175,144.5934,
2848.264,156.19149,
2845.353,156.97843,
2842.443,154.80209,
2839.532,151.44777,
2836.622,145.60677,
2833.711,145.84458,
2830.801,142.10074,
2827.890,167.01922,
2824.979,160.28399,
2822.069,160.0796,
2819.158,165.85984,
2816.248,162.50579,
2813.337,176.75244,
2810.427,169.38981,
2807.516,165.26625,
2804.605,162.2476,
2801.695,159.1184,
2798.784,166.66938,
2795.874,159.43008,
2792.963,163.78585,
2790.052,170.99914,
2787.142,151.27611,
2784.231,149.86954,
2781.321,156.12572,
2778.410,165.8845,
2775.500,158.61932,
2772.589,153.19342,
2769.678,165.35838,
2766.768,158.3767,
2763.857,166.21002,
2760.947,168.03783,
2758.036,174.84714,
2755.126,157.28205,
2752.215,167,
2749.304,182.70142,
2746.394,171.45971,
2743.483,174.64995,
2740.573,185.88717,
2737.662,167.09616,
2734.751,164.81542,
2731.841,177.24359,
2728.930,167,
2726.020,167.55613,
2723.109,144.94884,
2720.199,185.21562,
2717.288,173.49269,
2714.377,160.38754,
2711.467,173.14726,
2708.556,188.08505,
2705.646,177.32391,
2702.735,177.17784,
2699.825,188.97819,
2696.914,198.90501,
2694.003,189.61464,
2691.093,184.3213,
2688.182,181.7637,
2685.272,184.92034,
2682.361,184,
2679.450,187.53908,
2676.540,179.12194,
2673.629,183.67265,
2670.719,184.21165,
2667.808,191.70819,
2664.898,188.92218,
2661.987,192.63352,
2659.076,196.50862,
2656.166,195.46754,
2653.255,190.59354,
2650.345,209.16879,
2647.434,211.85653,
2644.524,191.70265,
2641.613,193.25707,
2638.702,199.87375,
2635.792,203.31306,
2632.881,203.0416,
2629.971,221.70479,
2627.060,204.83219,
2624.149,207.56876,
2621.239,209.76927,
2618.328,219.06748,
2615.418,200.98637,
2612.507,199.55339,
2609.597,204.08184,
2606.686,224.66264,
2603.775,210.67857,
2600.865,206.76451,
2597.954,209.42503,
2595.044,208.24181,
2592.133,229.61147,
2589.223,216.6263,
2586.312,221.44216,
2583.401,235.81749,
2580.491,223.3702,
2577.580,231.97689,
2574.670,218,
2571.759,223.50513,
2568.848,232.11604,
2565.938,206.5237,
2563.027,217.70684,
2560.117,224.07479,
2557.206,226.47971,
2554.296,225.02975,
2551.385,230.87601,
2548.474,229.88885,
2545.564,235.77841,
2542.653,240.53691,
2539.743,227.64171,
2536.832,237.89907,
2533.922,220.28385,
2531.011,234.97526,
2528.100,223.80138,
2525.190,224.95287,
2522.279,230.60967,
2519.369,244.20747,
2516.458,246.44405,
2513.548,226.58209,
2510.637,234.35262,
2507.726,250.62824,
2504.816,247.18828,
2501.905,243.07256,
2498.995,235.59719,
2496.084,246.22649,
2493.173,247.34205,
2490.263,243.60678,
2487.352,253.04173,
2484.442,257.13275,
2481.531,261.31387,
2478.621,260.30333,
2475.710,254.04601,
2472.799,259.01346,
2469.889,263.27148,
2466.978,254.40222,
2464.068,268.11118,
2461.157,262.03752,
2458.247,260.13238,
2455.336,258.38356,
2452.425,261.34906,
2449.515,277.71726,
2446.604,281.53923,
2443.694,272.97699,
2440.783,278.80968,
2437.872,275.81768,
2434.962,271.78802,
2432.051,274,
2429.141,275.42351,
2426.230,256.36901,
2423.320,283.52863,
2420.409,281.3782,
2417.498,278.41011,
2414.588,284.17487,
2411.677,305.35455,
2408.767,289.26476,
2405.856,295.81427,
2402.946,297.63092,
2400.035,297,
2397.124,303.34759,
2394.214,308.48521,
2391.303,299.14363,
2388.393,288.30927,
2385.482,272.52874,
2382.571,300.17734,
2379.661,308.27885,
2376.750,313.95083,
2373.840,306.92186,
2370.929,300.08664,
2368.019,328.02528,
2365.108,303,
2362.197,305.38905,
2359.287,312.5883,
2356.376,303.01937,
2353.466,313.72958,
2350.555,295.01054,
2347.645,320.36821,
2344.734,321.21198,
2341.823,321,
2338.913,312.5791,
2336.002,303.77514,
2333.092,324.78117,
2330.181,332.6829,
2327.270,320.49505,
2324.360,309.22638,
2321.449,322.89114,
2318.539,319.2355,
2315.628,332.78977,
2312.718,336.64978,
2309.807,357.36048,
2306.896,335.75587,
2303.986,331.90904,
2301.075,319.68087,
2298.165,327.37519,
2295.254,366.20291,
2292.344,341.94604,
2289.433,343.97682,
2286.522,347.75438,
2283.612,345.95917,
2280.701,350.52016,
2277.791,338.1603,
2274.880,345.85193,
2271.969,356.13169,
2269.059,365.64035,
2266.148,364.13857,
2263.238,346.40541,
2260.327,380,
2257.417,378.81389,
2254.506,373.78632,
2251.595,371.42909,
2248.685,368.79039,
2245.774,389.626,
2242.864,395.83294,
2239.953,381.04824,
2237.043,382.54501,
2234.132,367.39224,
2231.221,384.73913,
2228.311,388.78093,
2225.400,389.02815,
2222.490,392.41373,
2219.579,406.41904,
2216.669,409.01908,
2213.758,397.82483,
2210.847,394.80604,
2207.937,396.91856,
2205.026,395.77755,
2202.116,405.67091,
2199.205,416,
2196.294,427.23997,
2193.384,418.23747,
2190.473,422.15376,
2187.563,429.0145,
2184.652,434.25918,
2181.742,443.7496,
2178.831,452.26855,
2175.920,477.08015,
2173.010,481.45011,
2170.099,481.13343,
2167.189,509.92824,
2164.278,507.18995,
2161.368,559.85583,
2158.457,578.52746,
2155.546,586.05965,
2152.636,624.69142,
2149.725,637.49664,
2146.815,682.46503,
2143.904,692.10408,
2140.993,703.39681,
2138.083,712.37688,
2135.172,709.58817,
2132.262,712.14349,
2129.351,713.20341,
2126.441,703.04852,
2123.530,659.7643,
2120.619,640.5137,
2117.709,644.46256,
2114.798,614.2383,
2111.888,572.03833,
2108.977,543.19205,
2106.067,524.86596,
2103.156,515.72099,
2100.245,502.01819,
2097.335,523.53404,
2094.424,473.30829,
2091.514,483.06717,
2088.603,475.0507,
2085.692,482.86612,
2082.782,476.98401,
2079.871,481.85764,
2076.961,452.19565,
2074.050,441.98788,
2071.140,478.90821,
2068.229,470.99348,
2065.318,480.14825,
2062.408,460.82528,
2059.497,457.03574,
2056.587,473.96504,
2053.676,466.2006,
2050.766,459.3849,
2047.855,487.65825,
2044.944,473.07373,
2042.034,458.97695,
2039.123,474.65993,
2036.213,471.78888,
2033.302,470.08694,
2030.391,478.08455,
2027.481,476.04884,
2024.570,474.84283,
2021.660,463.70955,
2018.749,514.54411,
2015.839,497.21587,
2012.928,460.22987,
2010.017,471.38872,
2007.107,493,
2004.196,491.97619,
2001.286,494.62544,
1998.375,485.17027,
1995.465,495.73214,
1992.554,466.69441,
1989.643,476.48154,
1986.733,471.91316,
1983.822,444.16913,
1980.912,488.61294,
1978.001,465.36365,
1975.090,489.03816,
1972.180,489.44679,
1969.269,494.67812,
1966.359,490.5406,
1963.448,508.34082,
1960.538,492.90075,
1957.627,505.83283,
1954.716,506.05745,
1951.806,529.75805,
1948.895,501.79156,
1945.985,483.62092,
1943.074,515.18466,
1940.164,487.15378,
1937.253,495.3432,
1934.342,494.34172,
1931.432,469.64984,
1928.521,482.53368,
1925.611,485.51305,
1922.700,481.41713,
1919.790,518.03426,
1916.879,545.39576,
1913.968,493.0664,
1911.058,520.66066,
1908.147,524.55324,
1905.237,493.96327,
1902.326,506.35261,
1899.415,486.64025,
1896.505,497.43985,
1893.594,504.4573,
1890.684,515.52277,
1887.773,521.18128,
1884.863,512.72437,
1881.952,511.30251,
1879.041,519.32139,
1876.131,513.04183,
1873.220,502.28315,
1870.310,547.41247,
1867.399,554.93603,
1864.489,545.1043,
1861.578,522.06601,
1858.667,512.85329,
1855.757,520.17064,
1852.846,543.70259,
1849.936,535.04502,
1847.025,573.35524,
1844.114,563.40235,
1841.204,578.43356,
1838.293,576.53243,
1835.383,552.0815,
1832.472,555.70957,
1829.562,558.44479,
1826.651,547.42712,
1823.740,555.3755,
1820.830,553.05506,
1817.919,578.6888,
1815.009,600.41221,
1812.098,541.06303,
1809.188,598.72078,
1806.277,591.26558,
1803.366,568.31609,
1800.456,586.50539,
1797.545,577.53903,
1794.635,571.19397,
1791.724,560.81551,
1788.813,577.81003,
1785.903,597.97876,
1782.992,575.68112,
1780.082,605.46844,
1777.171,592.33566,
1774.261,578.73455,
1771.350,546.332,
1768.439,563.23505,
1765.529,570.72684,
1762.618,582.9769,
1759.708,608.19574,
1756.797,598.71212,
1753.887,621.92565,
