,PL09C4~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.375,
3011.256,-2.2749785,
3008.346,33.485345,
3005.435,49.97129,
3002.525,33.189877,
2999.614,49.279581,
2996.704,48.818822,
2993.793,54.881912,
2990.882,56.968472,
2987.972,57.59473,
2985.061,63.595459,
2982.151,53.085483,
2979.240,61.193453,
2976.329,62.895476,
2973.419,65.363382,
2970.508,68.008337,
2967.598,71.433835,
2964.687,74.311141,
2961.777,72.565079,
2958.866,72.957838,
2955.955,78.178092,
2953.045,104.15743,
2950.134,87.922355,
2947.224,77.966626,
2944.313,90.973291,
2941.403,98.708485,
2938.492,96.668381,
2935.581,102.53914,
2932.671,87.221535,
2929.760,84.594254,
2926.850,87.199813,
2923.939,99.905377,
2921.028,102.47798,
2918.118,103.46379,
2915.207,103.63145,
2912.297,107.63769,
2909.386,101.17976,
2906.476,101.16711,
2903.565,90.28499,
2900.654,100.00217,
2897.744,92.725578,
2894.833,91.14064,
2891.923,88.977605,
2889.012,85.625,
2886.102,80.792573,
2883.191,25.674089,
2880.280,-20.408515,
2877.370,-136.01431,
2874.459,-191.78384,
2871.549,-103.32119,
2868.638,53.633177,
2865.727,66.263407,
2862.817,82.067519,
2859.906,88.676276,
2856.996,97.158965,
2854.085,94.906522,
2851.175,95.528633,
2848.264,106.32133,
2845.353,100.71127,
2842.443,105.82291,
2839.532,111.50557,
2836.622,95.321615,
2833.711,105.72078,
2830.801,120.22206,
2827.890,110.52186,
2824.979,113.69901,
2822.069,108.92067,
2819.158,127.40397,
2816.248,117.11921,
2813.337,119.92379,
2810.427,120.00791,
2807.516,129.57469,
2804.605,121.68991,
2801.695,125.13814,
2798.784,125.10754,
2795.874,114.75955,
2792.963,119.41064,
2790.052,121.62414,
2787.142,120.07231,
2784.231,118.59239,
2781.321,128.75072,
2778.410,130.21003,
2775.500,113.5419,
2772.589,114.54854,
2769.678,120.23252,
2766.768,120.2483,
2763.857,118.25506,
2760.947,109.14706,
2758.036,120.24925,
2755.126,117.61859,
2752.215,129.83858,
2749.304,123.8804,
2746.394,137.77824,
