,PL5B08~1,
Wavenumbers [1/cm],Intensity,
3014.167,2,
3011.256,1.5500107,
3008.346,49.547771,
3005.435,47.38516,
3002.525,47.622483,
2999.614,42.475327,
2996.704,48.770101,
2993.793,55.743088,
2990.882,58.74047,
2987.972,67.994955,
2985.061,59.906395,
2982.151,53.642019,
2979.240,53.697704,
2976.329,71.259556,
2973.419,56.215147,
2970.508,59.833366,
2967.598,57.856626,
2964.687,60.730978,
2961.777,67,
2958.866,57.991092,
2955.955,77.588486,
2953.045,75.467569,
2950.134,71.69094,
2947.224,73.886125,
2944.313,70.44943,
2941.403,97.941147,
2938.492,67.723582,
2935.581,72,
2932.671,68.678094,
2929.760,65.950011,
2926.850,74.843233,
2923.939,74.280377,
2921.028,76.082384,
2918.118,85.198991,
2915.207,72.879696,
2912.297,59.046544,
2909.386,69.817513,
2906.476,77,
2903.565,73.274819,
2900.654,55.659263,
2897.744,72.710839,
2894.833,59.48436,
2891.923,63.269196,
2889.012,52.046242,
2886.102,29.751359,
2883.191,-1.9745115,
2880.280,-38.502412,
2877.370,-142.36026,
2874.459,-194.55313,
2871.549,-77.630796,
2868.638,16.822642,
2865.727,42.423061,
2862.817,58.471917,
2859.906,49.532752,
2856.996,69.03623,
2854.085,72.443298,
2851.175,64.834321,
2848.264,61.00967,
2845.353,80.043134,
2842.443,82.798607,
2839.532,71.582165,
2836.622,66.910155,
2833.711,75.15542,
2830.801,94.18677,
2827.890,82.187059,
2824.979,76.790022,
2822.069,80.022744,
2819.158,82.380054,
2816.248,88.229736,
2813.337,94.453657,
2810.427,95.610195,
2807.516,90.474844,
2804.605,92.709124,
2801.695,84.48686,
2798.784,79.887077,
2795.874,100.13984,
2792.963,101.71426,
2790.052,85.003432,
2787.142,92.802577,
2784.231,94.096264,
2781.321,84.559978,
2778.410,80.489843,
2775.500,90.126894,
2772.589,75.463291,
2769.678,96.894223,
2766.768,90.188348,
2763.857,84.368015,
2760.947,81.503152,
2758.036,93.012805,
2755.126,99.429487,
2752.215,98.063649,
2749.304,94.638494,
2746.394,101.40125,
2743.483,92.949979,
2740.573,98.774344,
2737.662,85.584311,
2734.751,103.32527,
2731.841,93.972525,
2728.930,102.55086,
2726.020,97.663194,
2723.109,91.453667,
2720.199,97.156196,
2717.288,97.930651,
2714.377,105.0623,
2711.467,111.06593,
2708.556,98.648842,
2705.646,114.67609,
2702.735,96.832474,
2699.825,97.956372,
2696.914,109.71456,
