,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__2__47,
Raman shift [1/cm],Intensity,
3014.167,-1.125,
3011.256,0.67495705,
3008.346,23.552754,
3005.435,49.334361,
3002.525,44.422539,
2999.614,48.695746,
2996.704,46.592519,
2993.793,48.627304,
2990.882,51.958942,
2987.972,57.84473,
2985.061,49.658248,
2982.151,73.29519,
2979.240,58.83886,
2976.329,69.36681,
2973.419,73.475258,
2970.508,64.108327,
2967.598,67.018374,
2964.687,77.516304,
2961.777,74.097102,
2958.866,71.543646,
2955.955,87.846215,
2953.045,85.360476,
2950.134,114.21614,
2947.224,88.045813,
2944.313,93.875,
2941.403,109.51825,
2938.492,95.129728,
2935.581,97.07374,
2932.671,85.038118,
2929.760,104.0827,
2926.850,86.97237,
2923.939,96.356318,
2921.028,95.72798,
2918.118,104.5148,
2915.207,98.166081,
2912.297,98.858075,
2909.386,116.48084,
2906.476,101.94525,
2903.565,109.56908,
2900.654,104.54537,
2897.744,105.73671,
2894.833,100.23573,
2891.923,94.089694,
2889.012,93.21026,
2886.102,88.083107,
2883.191,91.872168,
2880.280,68.382173,
2877.370,10.427481,
2874.459,-5.3135147,
2871.549,43.941062,
2868.638,78.058491,
2865.727,95.271143,
2862.817,94.046128,
2859.906,95.330839,
2856.996,95.888586,
2854.085,99.036776,
2851.175,111.51659,
2848.264,107.44367,
2845.353,102.85343,
2842.443,110.65968,
2839.532,102.9199,
2836.622,114.08854,
2833.711,112.46055,
2830.801,110.27059,
2827.890,105.39774,
2824.979,114.233,
2822.069,120.72716,
2819.158,108.25505,
2816.248,96.174212,
2813.337,101.6689,
2810.427,103.09539,
2807.516,105.45047,
2804.605,92.370204,
2801.695,103.08551,
2798.784,107.13577,
2795.874,103.00427,
2792.963,112.66064,
2790.052,108.87543,
2787.142,111.875,
2784.231,110.45575,
2781.321,80.509367,
2778.410,114.00443,
2775.500,110.7919,
2772.589,109.875,
2769.678,110.33916,
2766.768,111.68665,
2763.857,108.61103,
2760.947,103.38446,
2758.036,109.95783,
2755.126,112.875,
2752.215,110.21588,
2749.304,120.95952,
2746.394,110.875,
2743.483,110.325,
2740.573,105.43914,
2737.662,116.20488,
2734.751,115.54973,
2731.841,123.11859,
2728.930,118.60815,
2726.020,110.54861,
2723.109,117.64817,
2720.199,126.46244,
2717.288,129.89324,
2714.377,106.58778,
2711.467,134.30137,
2708.556,128.39626,
2705.646,115.35384,
2702.735,126.3621,
2699.825,119.25502,
2696.914,132.97047,
2694.003,124.3059,
2691.093,112.67884,
2688.182,129.03945,
2685.272,128.20217,
2682.361,120.30404,
2679.450,137.16718,
2676.540,129.46852,
2673.629,115.84806,
2670.719,115.67074,
2667.808,136.46457,
2664.898,138.82345,
2661.987,123.24181,
2659.076,139.34913,
2656.166,133.22997,
2653.255,130.54337,
2650.345,129.01112,
2647.434,118.44717,
2644.524,140.4697,
2641.613,125.01768,
2638.702,139.59094,
2635.792,126.62574,
2632.881,120.875,
