,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_0E-1mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__4__101,
Raman shift [1/cm],Intensity,
3014.167,-1.625,
3011.256,-1.4249571,
3008.346,38.629541,
3005.435,34.72129,
3002.525,32.204978,
2999.614,39.464627,
2996.704,41.879126,
2993.793,45.127304,
2990.882,42.810118,
2987.972,34.44563,
2985.061,43.054796,
2982.151,40.778365,
2979.240,44.159226,
2976.329,54.402301,
2973.419,47.636618,
2970.508,52.391624,
2967.598,57.371385,
2964.687,47.881793,
2961.777,59.375,
2958.866,65.710808,
2955.955,46.43918,
2953.045,37.227368,
2950.134,67.109721,
2947.224,69.232656,
2944.313,64.82443,
2941.403,66.244069,
2938.492,66.5349,
2935.581,60.993432,
2932.671,78.452228,
2929.760,61.167303,
2926.850,69.747931,
2923.939,65.491798,
2921.028,77.916192,
2918.118,73.275505,
2915.207,76.786385,
2912.297,80.358075,
2909.386,87.944353,
2906.476,61.669962,
2903.565,69.471293,
2900.654,77.375,
2897.744,74.362428,
2894.833,71.313183,
2891.923,78.105804,
2889.012,65.912573,
2886.102,76.958786,
2883.191,68.381608,
2880.280,49.489828,
2877.370,34.09595,
2874.459,24.897112,
2871.549,56.651505,
2868.638,70.284277,
2865.727,75.951939,
2862.817,77.389699,
2859.906,80.235402,
2856.996,75.356885,
2854.085,63.530434,
2851.175,87.064771,
2848.264,77.595502,
2845.353,94.00836,
2842.443,77.375,
2839.532,82.807803,
2836.622,71.919922,
2833.711,76.737647,
2830.801,76.18088,
2827.890,78.187941,
2824.979,82.942982,
2822.069,77.363628,
2819.158,76.375,
2816.248,77.86921,
2813.337,84.148172,
2810.427,79.507234,
2807.516,73.849844,
2804.605,86.944708,
2801.695,83.072372,
2798.784,92.709692,
2795.874,88.100609,
2792.963,83.803725,
2790.052,74.377788,
2787.142,80.335422,
2784.231,73.632759,
2781.321,86.929214,
2778.410,71.599608,
2775.500,71.184659,
2772.589,78.682342,
2769.678,79.409101,
2766.768,88.809955,
2763.857,83.953034,
2760.947,78.890761,
2758.036,81.375,
2755.126,89.853631,
2752.215,84.438649,
2749.304,82.758097,
2746.394,83.316544,
2743.483,83.224984,
2740.573,82.826312,
2737.662,74.172331,
2734.751,91.840953,
2731.841,68.616749,
2728.930,89.701288,
2726.020,84.594329,
2723.109,76.168917,
2720.199,80.375,
2717.288,73.849447,
2714.377,92.757964,
2711.467,94.768407,
2708.556,95.853737,
2705.646,92.839782,
2702.735,77.558002,
2699.825,94.842279,
2696.914,88.279535,
2694.003,90.63191,
2691.093,90.589202,
2688.182,97.539445,
2685.272,81.012268,
2682.361,92.316049,
2679.450,96.959368,
2676.540,90.354676,
2673.629,90.702347,
2670.719,99.798294,
2667.808,85.299076,
2664.898,87.41391,
2661.987,94.908422,
2659.076,91.392246,
2656.166,94.665057,
2653.255,97.631805,
2650.345,107.51112,
2647.434,93.032045,
2644.524,96.710765,
2641.613,102.88914,
2638.702,103.32766,
2635.792,89.937314,
2632.881,100.61294,
2629.971,101.26758,
2627.060,99.041875,
2624.149,96.456251,
2621.239,97.629447,
2618.328,88.714098,
2615.418,94.715907,
2612.507,96.339408,
2609.597,97.558633,
2606.686,100.67418,
2603.775,92.577385,
2600.865,101.90402,
2597.954,102.42291,
2595.044,102.38386,
2592.133,114.43884,
2589.223,110.89288,
2586.312,109.00818,
2583.401,107.31297,
2580.491,116.27884,
2577.580,106.3849,
2574.670,108.77742,
2571.759,103.77911,
2568.848,98.319705,
2565.938,106.56532,
2563.027,124.44775,
2560.117,112.38433,
2557.206,112.89529,
2554.296,125.20338,
2551.385,113.86289,
2548.474,107.41218,
2545.564,114.24838,
2542.653,112.29111,
2539.743,111.7949,
2536.832,119.88528,
2533.922,107.48538,
2531.011,114.92495,
2528.100,120.10672,
2525.190,115.46926,
2522.279,128.62463,
2519.369,113.375,
2516.458,107.25956,
2513.548,121.79291,
2510.637,109.92834,
2507.726,119.62407,
2504.816,116.18672,
2501.905,118.67927,
2498.995,113.55416,
2496.084,116.06838,
2493.173,118.13825,
2490.263,121.97048,
2487.352,125.79233,
2484.442,131.95745,
2481.531,127.06113,
2478.621,109.64507,
2475.710,130.34433,
2472.799,127.8548,
2469.889,132.375,
2466.978,125.15857,
2464.068,132.90943,
2461.157,123.29995,
2458.247,126.25729,
2455.336,125.31043,
2452.425,115.00234,
2449.515,125.12968,
2446.604,124.4326,
2443.694,125.21217,
2440.783,122.75563,
2437.872,122.41146,
2434.962,128.1031,
2432.051,134.54771,
2429.141,131.64553,
2426.230,127.76615,
2423.320,146.94623,
