,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_0E-1mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__3__27,
Raman shift [1/cm],Intensity,
3014.167,-1.375,
3011.256,1.8749463,
3008.346,139.47992,
3005.435,162.51193,
3002.525,178.38003,
2999.614,162.42762,
2996.704,161.67758,
2993.793,186.99654,
2990.882,189.06012,
2987.972,186.68049,
2985.061,204.27525,
2982.151,216.14769,
2979.240,220.42347,
2976.329,221.11135,
2973.419,238.4404,
2970.508,243.17497,
2967.598,233.19849,
2964.687,242.23709,
2961.777,245.96694,
2958.866,259.95338,
2955.955,267.38385,
2953.045,284.44155,
2950.134,283.625,
2947.224,292.4506,
2944.313,309.38924,
2941.403,311.26825,
2938.492,317.91226,
2935.581,320.73788,
2932.671,331.74517,
2929.760,330.48654,
2926.850,329.57274,
2923.939,349.22312,
2921.028,337.90129,
2918.118,361.3454,
2915.207,366.39084,
2912.297,354.68001,
2909.386,370.6323,
2906.476,372.01264,
2903.565,360.20574,
2900.654,366.57746,
2897.744,362.3987,
2894.833,344.625,
2891.923,369.76291,
2889.012,348.54407,
2886.102,335.79257,
2883.191,352.60612,
2880.280,313.36183,
2877.370,270.92737,
2874.459,268.08427,
2871.549,312.29628,
2868.638,347.62704,
2865.727,372.41729,
2862.817,364.13838,
2859.906,373.51104,
2856.996,363.66576,
2854.085,389.83515,
2851.175,379.57682,
2848.264,384.331,
2845.353,363.05634,
2842.443,370.64589,
2839.532,364.26672,
2836.622,360.32161,
2833.711,359.67681,
2830.801,341.74044,
2827.890,362.25088,
2824.979,362.13103,
2822.069,354.79558,
2819.158,364.68429,
2816.248,376.79684,
2813.337,364.07866,
2810.427,365.23519,
2807.516,371.04219,
2804.605,387.39904,
2801.695,375.26972,
2798.784,373.32931,
2795.874,366.78069,
2792.963,351.41064,
2790.052,375.61942,
2787.142,370.65123,
2784.231,358.78649,
2781.321,361.69362,
2778.410,370.57044,
2775.500,375.94224,
2772.589,369.4331,
2769.678,374.69668,
2766.768,357.39197,
2763.857,389.09899,
2760.947,388.60609,
2758.036,366.98794,
2755.126,399.05449,
2752.215,378.54296,
2749.304,378.32642,
2746.394,390.89515,
2743.483,404.42496,
2740.573,405.4148,
2737.662,382.85872,
2734.751,390.06676,
2731.841,394.97665,
2728.930,400.64614,
2726.020,389.27257,
2723.109,402.10908,
2720.199,396.4688,
2717.288,396.23814,
2714.377,403.49582,
2711.467,414.26456,
2708.556,407.75258,
2705.646,415.69544,
2702.735,412.30026,
2699.825,418.66863,
2696.914,416.625,
2694.003,402.70792,
2691.093,420.49985,
2688.182,420.44352,
2685.272,411.74876,
2682.361,405.17194,
2679.450,415.57971,
2676.540,414.80792,
2673.629,423.625,
2670.719,415.91705,
2667.808,445.87412,
2664.898,429.36527,
2661.987,427.49164,
2659.076,426.625,
2656.166,434.8674,
2653.255,443.03146,
2650.345,444.05694,
2647.434,454.79648,
2644.524,455.85281,
2641.613,466.96818,
2638.702,437.19312,
2635.792,459.78153,
2632.881,454.73814,
2629.971,465.71233,
2627.060,457.29063,
2624.149,465.16563,
2621.239,455.60721,
2618.328,447.9641,
2615.418,465.24774,
2612.507,475.93729,
2609.597,462.45135,
2606.686,468.06676,
2603.775,460.66468,
2600.865,483.32473,
2597.954,487.66672,
2595.044,472.91995,
2592.133,481.01353,
