,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__0__45,
Raman shift [1/cm],Intensity,
3014.167,0.75,
3011.256,-0.65008589,
3008.346,289.64243,
3005.435,344.36484,
3002.525,363.94016,
2999.614,379.93832,
2996.704,392.60876,
2993.793,382.23618,
2990.882,416.47506,
2987.972,409.88621,
2985.061,424.77954,
2982.151,430.88615,
2979.240,472.53423,
2976.329,472.25819,
2973.419,501.75,
2970.508,507.29997,
2967.598,510.41908,
2964.687,530.91372,
2961.777,532.40806,
2958.866,562.73812,
2955.955,568.88497,
2953.045,586.06994,
2950.134,613.38849,
2947.224,608.17344,
2944.313,652.70513,
2941.403,677.29835,
2938.492,650.0698,
2935.581,666.45429,
2932.671,701.18775,
2929.760,690.81923,
2926.850,700.2797,
2923.939,696.98831,
2921.028,716.62073,
2918.118,717.83061,
2915.207,723.92723,
2912.297,757.61037,
2909.386,748.15876,
2906.476,745.30057,
2903.565,732.26555,
2900.654,736.85618,
2897.744,726.85058,
2894.833,723.20382,
2891.923,723.77891,
2889.012,727.16041,
2886.102,719.96354,
2883.191,710.7415,
2880.280,707.00359,
2877.370,695.68607,
2874.459,674.0836,
2871.549,730.76332,
2868.638,731.20362,
2865.727,761.75,
2862.817,745.7206,
2859.906,762.4594,
2856.996,774.25679,
2854.085,751.62391,
2851.175,780.41272,
2848.264,764.88733,
2845.353,759.25396,
2842.443,739.54513,
2839.532,753.06338,
2836.622,742.75,
2833.711,725.39519,
2830.801,728.63456,
2827.890,737.8147,
2824.979,751.31798,
2822.069,769.76137,
2819.158,766.94946,
2816.248,768.22105,
2813.337,761.99756,
2810.427,770.31612,
2807.516,770.43344,
2804.605,788.53363,
2801.695,764.59214,
2798.784,781.38038,
2795.874,778.33049,
2792.963,758.82117,
2790.052,757.74893,
2787.142,763.73665,
2784.231,755.81365,
2781.321,768.93858,
2778.410,770.92005,
2775.500,747.54001,
2772.589,769.28975,
2769.678,782.25174,
2766.768,764.19853,
2763.857,804.01204,
2760.947,799.78152,
2758.036,795.43147,
2755.126,812.55342,
2752.215,818.11351,
2749.304,815.72841,
2746.394,817.15125,
2743.483,813.09996,
2740.573,818.97566,
2737.662,802.99408,
2734.751,823.89068,
2731.841,810.91117,
2728.930,827.80944,
2726.020,818.53588,
2723.109,840.7085,
2720.199,846.47496,
2717.288,855.46898,
2714.377,835.10868,
2711.467,850.9467,
2708.556,859.56895,
2705.646,845.62318,
2702.735,867.2629,
2699.825,865.07721,
2696.914,857.84547,
2694.003,868.62155,
2691.093,864.1784,
2688.182,853.64037,
2685.272,869.82966,
2682.361,866.80895,
2679.450,859.33437,
2676.540,886.54676,
2673.629,877.74551,
2670.719,882.31932,
2667.808,870.4309,
2664.898,887.19164,
2661.987,887.28342,
2659.076,892.49569,
2656.166,910.34737,
2653.255,926.41327,
2650.345,921.63748,
2647.434,937.49278,
2644.524,936.29437,
2641.613,930.52121,
2638.702,922.81312,
2635.792,942.15876,
2632.881,933.72005,
2629.971,933.8976,
2627.060,939.24782,
2624.149,945.26564,
2621.239,927.24111,
2618.328,941.36852,
2615.418,935.40455,
2612.507,931.44173,
2609.597,976.60829,
2606.686,969.6978,
2603.775,978.71032,
2600.865,978.98549,
2597.954,961.61245,
2595.044,981.72343,
2592.133,995.69912,
2589.223,1004.3163,
2586.312,1033.1119,
2583.401,1001.2609,
2580.491,994.29808,
2577.580,1008.7533,
2574.670,1015.7313,
2571.759,1026.5479,
2568.848,1018.9875,
2565.938,1059.7501,
2563.027,1037.0909,
2560.117,1039.0117,
2557.206,1040.1338,
2554.296,1050.2351,
2551.385,1046.874,
2548.474,1037.3054,
2545.564,1057.9586,
2542.653,1056.5486,
2539.743,1078.8363,
2536.832,1083.0771,
2533.922,1098.7027,
2531.011,1094.1001,
2528.100,1078.5548,
2525.190,1094.8389,
2522.279,1088.3128,
2519.369,1094.0145,
2516.458,1081.3059,
2513.548,1092.268,
2510.637,1124.2129,
2507.726,1095.4414,
2504.816,1082.6249,
2501.905,1114.2134,
2498.995,1090.9444,
2496.084,1106.6838,
2493.173,1115.2242,
2490.263,1111.7952,
2487.352,1159.4145,
2484.442,1123.3389,
2481.531,1124.4945,
2478.621,1136.9822,
2475.710,1159.8573,
2472.799,1168.5707,
2469.889,1170.2016,
2466.978,1154.8328,
2464.068,1174.311,
2461.157,1187.0975,
2458.247,1180.8087,
2455.336,1183.2158,
2452.425,1153.5235,
2449.515,1181.2032,
2446.604,1203.6854,
2443.694,1213.3314,
2440.783,1224.2759,
2437.872,1192.297,
2434.962,1210.6901,
2432.051,1225.1636,
2429.141,1235.1558,
2426.230,1233.076,
2423.320,1253.5356,
2420.409,1246.4041,
2417.498,1233.7332,
2414.588,1245.9249,
2411.677,1260.4631,
2408.767,1262.6152,
2405.856,1284.2453,
2402.946,1264.1128,
2400.035,1297.4097,
2397.124,1279.3222,
2394.214,1295.3184,
2391.303,1283.9932,
2388.393,1288.6524,
2385.482,1321.5603,
2382.571,1297.1667,
2379.661,1327.1454,
2376.750,1335.4839,
2373.840,1337.6907,
2370.929,1335.75,
2368.019,1353.1102,
2365.108,1359.5903,
2362.197,1349.6542,
2359.287,1361.355,
