,PLF246~1,
Wavenumbers [1/cm],Intensity,
1884.863,456.07716,
1881.952,441.33503,
1879.041,477.94952,
1876.131,485.23873,
1873.220,460.58951,
1870.310,456.19675,
1867.399,476.78913,
1864.489,484.125,
1861.578,480.48242,
1858.667,446.88547,
1855.757,461.30996,
1852.846,478.125,
1849.936,482.65953,
1847.025,488.89143,
1844.114,485.5509,
1841.204,487.16346,
1838.293,485.61752,
1835.383,472.09052,
1832.472,497.45196,
1829.562,498.93411,
1826.651,462.9279,
1823.740,503.35498,
1820.830,490.48693,
1817.919,470.53811,
1815.009,535.76748,
1812.098,506.73132,
1809.188,518.0707,
1806.277,518.14713,
1803.366,514.27473,
1800.456,522.3556,
1797.545,509.77036,
1794.635,516.89901,
1791.724,516.18333,
1788.813,490.93117,
1785.903,504.73163,
1782.992,483.10114,
1780.082,455.85683,
1777.171,410.12071,
1774.261,384.99982,
1771.350,418.98952,
1768.439,491.29468,
1765.529,505.2195,
1762.618,533.92251,
1759.708,543.70112,
1756.797,552.50379,
1753.887,579.12646,
1750.976,553.07986,
1748.065,557.53359,
1745.155,555.49291,
1742.244,540.80073,
1739.334,529.85441,
1736.423,551.97356,
1733.512,562.39736,
1730.602,562.125,
1727.691,561.35734,
1724.781,572.92365,
1721.870,563.24873,
1718.960,561.76946,
1716.049,586.45527,
1713.138,587.70502,
1710.228,582.77352,
1707.317,617.50786,
1704.407,590.6811,
1701.496,601.70976,
1698.586,593.88516,
1695.675,617.45342,
1692.764,644.68649,
1689.854,615.51081,
1686.943,625.72029,
1684.033,693.4113,
1681.122,654.82169,
1678.211,657.09645,
1675.301,622.23292,
1672.390,651.07416,
1669.480,634.70258,
1666.569,706.31544,
1663.659,721.125,
1660.748,721.3371,
1657.837,732.47492,
1654.927,747.89071,
1652.016,738.82967,
1649.106,766.68434,
1646.195,748.81331,
1643.285,736.4668,
1640.374,752.14938,
1637.463,800.79154,
1634.553,837.83434,
1631.642,884.99471,
1628.732,873.1013,
1625.821,869.19697,
1622.911,978.50514,
1620.000,976.1628,
1617.089,1089.8165,
1614.179,1111.561,
1611.268,1173.7456,
1608.358,1240.941,
1605.447,1247.8965,
1602.536,1268.6265,
1599.626,1307.8422,
1596.715,1319.2934,
1593.805,1276.3027,
1590.894,1241.1822,
1587.984,1217.2049,
1585.073,1217.5283,
1582.162,1229.8134,
1579.252,1191.2099,
1576.341,1174.1144,
1573.431,1161.9437,
1570.520,1195.0507,
1567.610,1177.8108,
1564.699,1167.4,
1561.788,1135.4352,
1558.878,1141.9251,
1555.967,1118.7524,
1553.057,1106.5905,
1550.146,1085.7723,
1547.235,1065.2217,
1544.325,1041.3314,
1541.414,1041.7867,
1538.504,1054.0974,
1535.593,1041.926,
1532.683,1012.2086,
1529.772,1001.9061,
1526.861,997.61789,
1523.951,980.56118,
1521.040,976.20047,
1518.130,937.55246,
1515.219,938.96546,
1512.309,926.09798,
1509.398,941.78459,
1506.487,957.79474,
1503.577,926.44399,
1500.666,956.96913,
1497.756,907.43847,
1494.845,899.76535,
1491.934,915.0872,
1489.024,903.53729,
1486.113,915.1788,
1483.203,910.79599,
1480.292,847.33515,
1477.382,831.27551,
1474.471,869.26133,
1471.560,855.72669,
1468.650,835.87589,
1465.739,850.3397,
1462.829,841.43003,
1459.918,839.72731,
1457.008,851.1558,
1454.097,837.87378,
1451.186,851.73041,
1448.276,886.5318,
1445.365,874.3043,
1442.455,887.49811,
1439.544,886.78617,
1436.633,849.36829,
1433.723,875.49585,
1430.812,883.13017,
1427.902,859.32014,
1424.991,909.55155,
1422.081,869.83853,
1419.170,844.52349,
1416.259,841.93506,
1413.349,809.64963,
1410.438,816.61949,
1407.528,843.43725,
1404.617,841.79531,
1401.707,834.18488,
1398.796,844.56553,
1395.885,838.58943,
1392.975,838.50097,
1390.064,879.65345,
1387.154,882.6675,
1384.243,906.3668,
1381.332,906.39046,
1378.422,820.80127,
1375.511,833.9162,
1372.601,925.36046,
1369.690,922.83833,
1366.780,972.60729,
1363.869,950.52763,
1360.958,967.49495,
1358.048,1029.9966,
1355.137,1042.149,
1352.227,1026.4126,
1349.316,1064.1196,
1346.406,1111.1422,
1343.495,1098.3602,
1340.584,1113.6248,
1337.674,1127.9122,
1334.763,1150.1723,
1331.853,1125.1371,
1328.942,1151.6984,
1326.032,1136.3657,
1323.121,1149.1672,
1320.210,1176.4345,
1317.300,1159.3841,
1314.389,1165.8199,
1311.479,1191.4357,
1308.568,1216.8316,
1305.657,1266.1489,
1302.747,1280.2834,
1299.836,1270.0391,
1296.926,1306.8342,
1294.015,1343.6071,
1291.105,1375.944,
1288.194,1411.276,
1285.283,1448.4811,
1282.373,1486.703,
1279.462,1499.929,
1276.552,1509.2747,
1273.641,1533.5132,
1270.731,1558.2996,
1267.820,1551.1047,
1264.909,1469.301,
1261.999,1485.9239,
1259.088,1507.8148,
1256.178,1523.6848,
1253.267,1500.0404,
1250.356,1440.6537,
1247.446,1387.9621,
1244.535,1369.6116,
1241.625,1326.7177,
1238.714,1273.8908,
1235.804,1292.7319,
1232.893,1257.5025,
1229.982,1245.6344,
1227.072,1231.1494,
1224.161,1205.7504,
1221.251,1179.5342,
1218.340,1162.4078,
1215.430,1144.4627,
1212.519,1140.0109,
1209.608,1143.5812,
1206.698,1136.8697,
1203.787,1136.9039,
1200.877,1141.4036,
1197.966,1145.8994,
1195.055,1158.9237,
1192.145,1194.1841,
1189.234,1253.1356,
1186.324,1275.3065,
1183.413,1269.4753,
1180.503,1268.823,
1177.592,1268.7815,
1174.681,1252.1387,
1171.771,1258.6305,
1168.860,1237.1963,
1165.950,1241.5753,
1163.039,1212.3953,
1160.129,1209.7424,
1157.218,1209.4332,
1154.307,1201.496,
1151.397,1199.5182,
1148.486,1183.2835,
1145.576,1133.8574,
1142.665,1150.7277,
1139.754,1158.634,
1136.844,1155.9232,
1133.933,1126.5592,
1131.023,1112.7902,
1128.112,1121.2675,
1125.202,1126.5743,
1122.291,1128.1169,
1119.380,1107.3935,
1116.470,1134.7519,
1113.559,1131.939,
1110.649,1130.125,
1107.738,1144.0563,
1104.828,1147.3869,
1101.917,1131.8704,
1099.006,1127.6301,
1096.096,1143.2112,
1093.185,1128.2851,
1090.275,1128.7435,
1087.364,1119.5193,
1084.453,1140.4359,
1081.543,1150.4841,
1078.632,1135.6178,
1075.722,1132.5698,
1072.811,1142.0081,
1069.901,1126.2894,
1066.990,1145.3333,
1064.079,1178.7066,
1061.169,1193.2296,
1058.258,1186.5023,
1055.348,1177.8888,
1052.437,1179.3372,
1049.527,1165.8299,
1046.616,1184.0753,
1043.705,1193.8327,
1040.795,1214.0031,
1037.884,1217.0447,
1034.974,1210.8698,
1032.063,1226.6706,
1029.153,1269.4898,
1026.242,1239.2163,
1023.331,1268.9564,
1020.421,1252.8178,
1017.510,1257.1319,
1014.600,1267.7021,
1011.689,1263.4191,
1008.778,1263.2149,
1005.868,1315.8779,
1002.957,1288.3466,
1000.047,1319.069,
997.136,1382.0477,
994.226,1422.9249,
991.315,1430.7339,
988.404,1430.5037,
985.494,1421.914,
982.583,1412.4919,
979.673,1394.2971,
976.762,1387.5379,
973.852,1388.893,
970.941,1387.2721,
968.030,1386.2407,
965.120,1431.8995,
962.209,1378.1893,
959.299,1372.6662,
956.388,1389.804,
953.477,1413.2227,
950.567,1425.9879,
947.656,1418.6847,
944.746,1430.5785,
941.835,1417.3582,
938.925,1422.0216,
936.014,1447.8755,
933.103,1443.7022,
930.193,1398.5233,
927.282,1402.9335,
924.372,1380.9477,
921.461,1364.1334,
918.551,1338.7923,
915.640,1341.1227,
912.729,1345.3401,
909.819,1294.4586,
906.908,1296.9859,
903.998,1319.3952,
901.087,1331.4901,
898.176,1337.9882,
895.266,1353.5036,
892.355,1376.8267,
889.445,1359.2021,
886.534,1396.6942,
883.624,1416.9088,
880.713,1416.4904,
877.802,1408.7354,
874.892,1388.6596,
871.981,1309.1325,
869.071,1224.7558,
866.160,1219.7844,
863.250,1274.4485,
860.339,1351.2688,
857.428,1401.577,
854.518,1377.8843,
851.607,1369.5636,
848.697,1332.3585,
845.786,1297.4422,
842.875,1282.5718,
839.965,1298.4409,
837.054,1350.3204,
834.144,1367.7242,
831.233,1385.124,
828.323,1382.7281,
825.412,1370.8713,
822.501,1366.125,
819.591,1366.125,
816.680,1362.9199,
813.770,1343.3299,
810.859,1328.9663,
807.949,1324.5738,
805.038,1320.5365,
802.127,1299.1352,
799.217,1271.0363,
796.306,1292.7739,
793.396,1300.5523,
790.485,1290.2339,
787.574,1341.9418,
784.664,1310.7775,
781.753,1313.1768,
778.843,1330.3572,
775.932,1338.8782,
773.022,1329.2806,
770.111,1343.1794,
767.200,1312.1499,
764.290,1292.3011,
761.379,1302.849,
758.469,1329.0787,
755.558,1324.347,
752.648,1298.2797,
749.737,1294.4306,
746.826,1297.9223,
743.916,1299.7289,
741.005,1290.6227,
738.095,1241.9101,
735.184,1179.6353,
732.274,1129.2524,
729.363,1131.6959,
726.452,1196.0651,
723.542,1251.1038,
720.631,1270.1803,
717.721,1296.3203,
714.810,1295.7558,
711.899,1277.5904,
708.989,1313.902,
706.078,1296.4963,
703.168,1314.5922,
700.257,1319.2233,
697.347,1300.5603,
694.436,1284.4087,
691.525,1294.8582,
688.615,1286.4335,
685.704,1280.5567,
682.794,1288.6143,
679.883,1311.9356,
676.973,1285.4903,
674.062,1309.4768,
671.151,1321.7417,
668.241,1316.6015,
665.330,1316.9149,
662.420,1291.3555,
659.509,1305.8079,
656.598,1304.5753,
653.688,1294.3361,
650.777,1314.3149,
647.867,1290.4251,
644.956,1288.2208,
642.046,1258.2009,
639.135,1220.4613,
636.224,1248.2802,
633.314,1279.2438,
630.403,1297.7668,
627.493,1308.5817,
624.582,1319.2456,
621.672,1342.2134,
618.761,1322.6066,
615.850,1350.8372,
612.940,1380.8327,
610.029,1375.576,
607.119,1324.25,
604.208,1354.6257,
601.297,1375.1072,
598.387,1379.4052,
595.476,1372.2281,
592.566,1341.5325,
589.655,1365.2801,
586.745,1365.5021,
583.834,1341.3921,
580.923,1327.9544,
578.013,1299.704,
575.102,1309.3326,
572.192,1331.0571,
569.281,1343.4694,
566.371,1323.1212,
563.460,1311.2484,
560.549,1342.2091,
557.639,1378.0507,
554.728,1371.676,
551.818,1317.0539,
548.907,1358.1439,
545.996,1380.8501,
543.086,1359.2665,
540.175,1341.3576,
537.265,1365.4748,
534.354,1384.6571,
531.444,1395.7969,
528.533,1399.2421,
525.622,1386.8269,
522.712,1390.7993,
519.801,1408.8727,
516.891,1434.5681,
513.980,1451.6026,
511.070,1465.0989,
508.159,1495.436,
505.248,1528.1322,
502.338,1542.9669,
499.427,1537.564,
496.517,1550.2664,
493.606,1557.7601,
490.695,1551.6599,
487.785,1555.5089,
484.874,1554.8326,
481.964,1560.3542,
479.053,1570.2281,
476.143,1574.8359,
473.232,1567.2116,
470.321,1555.3666,
467.411,1547.6446,
464.500,1552.1638,
461.590,1553.6953,
458.679,1553.0244,
455.769,1550.8647,
452.858,1553.772,
449.947,1608.0111,
447.037,1596.0681,
444.126,1590.7371,
441.216,1605.8021,
438.305,1598.1828,
435.395,1612.2046,
432.484,1633.0443,
429.573,1652.19,
426.663,1656.7509,
423.752,1574.8296,
420.842,1398.9224,
417.931,1231.2631,
415.020,1228.2297,
412.110,1338.5986,
409.199,1450.5186,
406.289,1543.8194,
403.378,1600.9739,
400.468,1556.3702,
397.557,1559.0919,
394.646,1596.6726,
391.736,1654.7145,
388.825,1641.8926,
385.915,1655.1552,
383.004,1654.9912,
380.094,1619.1212,
377.183,1658.25,
374.272,1711.4619,
371.362,1753.0115,
368.451,1765.119,
365.541,1732.0954,
362.630,1758.6306,
359.719,1785.4613,
356.809,1777.9923,
353.898,1759.2723,
350.988,1791.5566,
348.077,1807.4429,
345.167,1771.509,
342.256,1818.5743,
339.345,1799.7076,
336.435,1776.6768,
333.524,1791.1015,
330.614,1790.3564,
327.703,1765.995,
324.793,1751.6321,
321.882,1776.1394,
318.971,1782.087,
316.061,1797.3095,
313.150,1816.4369,
310.240,1833.5056,
307.329,1822.6908,
304.418,1831.3476,
301.508,1836.2942,
298.597,1795.5713,
295.687,1821.9236,
292.776,1837.375,
289.866,1846.7538,
286.955,1882.9514,
284.044,1911.5275,
281.134,1945.4908,
278.223,1990.2564,
275.313,2059.5208,
272.402,2051.4698,
269.492,2033.5407,
266.581,2028.8112,
263.670,2010.4317,
260.760,2018.1846,
257.849,2055.5311,
254.939,2128.1855,
252.028,2087.142,
249.117,2086.6571,
246.207,2114.7849,
243.296,2152.1188,
240.386,2124.1284,
237.475,2115.1929,
234.565,2127.6649,
231.654,2124.7433,
228.743,2133.3309,
225.833,2112.6843,
222.922,2048.2564,
220.012,2008.1859,
217.101,2045.178,
214.191,2088.6011,
211.280,2060.2301,
208.369,2029.8668,
205.459,2007.3415,
202.548,2005.6571,
199.638,2072.4168,
196.727,2013.5218,
193.816,1992.3344,
190.906,2066.1346,
187.995,2037.8976,
185.085,2011.1022,
182.174,2002.3109,
179.264,2039.8948,
176.353,1981.9694,
173.442,1978.305,
170.532,2031.7809,
167.621,2020.2453,
164.711,1957.2103,
161.800,1859.6247,
158.890,1732.2329,
155.979,1605.6157,
153.068,1499.2706,
150.158,1389.9237,
147.247,1188.8971,
144.337,974.04501,
141.426,756.11806,
138.516,539.61691,
135.605,399.78417,
132.694,279.12891,
129.784,180.83605,
126.873,122.91053,
123.963,83.809634,
121.052,54.343034,
118.141,32.212072,
115.231,32.125,
112.320,33.395908,
109.410,32.943316,
106.499,21.548832,
103.589,15.763473,
100.678,11.223648,
97.767,6.247085,
94.857,8.2039671,
91.946,7.5125565,
89.036,4.7863063,
86.125,2.6586905,
83.215,4.7796018,
80.304,5.6884039,
77.393,1.4393843,
74.483,12.262294,
71.572,14.139127,
68.662,7.125,
65.751,7.125,
62.840,8.088404,
59.930,7.4394242,
57.019,1.0936863,
54.109,5.4994476,
51.198,7.3153443,
48.288,3.0627131,
45.377,-4.6744456,
42.466,-0.45505189,
39.556,9.5494071,
36.645,6.038456,
33.735,3.5672546,
30.824,3.0085479,
27.914,5.8132489,
25.003,4.879725,
22.092,6.3853319,
19.182,11.834369,
16.271,33.518563,
13.361,150.86116,
10.450,348.08071,
7.539,626.70854,
4.629,617.54565,
1.718,413.2624,
-1.192,-3.6300365,
-4.103,-117.64195,
-7.013,-108.23142,
-9.924,3.125,
