,PL560F~1,
Wavenumbers [1/cm],Intensity,
1174.681,1952.2774,
1171.771,1902.0261,
1168.860,1881.485,
1165.950,1864.9868,
1163.039,1874.7697,
1160.129,1885.8087,
1157.218,1875.0779,
1154.307,1846.1431,
1151.397,1824.0214,
1148.486,1818.9063,
1145.576,1782.0011,
1142.665,1793.544,
1139.754,1827.8588,
1136.844,1776.6746,
1133.933,1761.4706,
1131.023,1767.5558,
1128.112,1750.0738,
1125.202,1727.0217,
1122.291,1754.0175,
1119.380,1799.2315,
1116.470,1771.8731,
1113.559,1774.686,
1110.649,1795.4905,
1107.738,1807.6433,
1104.828,1787.4467,
1101.917,1773.0688,
1099.006,1810.9227,
1096.096,1801.6724,
1093.185,1771.8203,
1090.275,1792.1596,
1087.364,1785.1498,
1084.453,1799.7487,
1081.543,1810.2413,
1078.632,1792.5312,
1075.722,1773.7657,
1072.811,1795.4451,
1069.901,1780.5997,
1066.990,1833.6582,
1064.079,1868.2764,
1061.169,1887.8891,
1058.258,1906.5106,
1055.348,1910.3296,
1052.437,1889.5676,
1049.527,1920.1308,
1046.616,1910.5736,
1043.705,1927.2276,
1040.795,1968.8948,
1037.884,1967.2475,
1034.974,1955.183,
1032.063,1969.3539,
1029.153,1963.7463,
1026.242,1974.1258,
1023.331,2021.997,
1020.421,2037.7739,
1017.510,2052.8261,
1014.600,2045.1599,
1011.689,2031.7625,
1008.778,2062.4848,
1005.868,2091.9479,
1002.957,2141.8484,
1000.047,2198.276,
997.136,2255.8508,
994.226,2304.4689,
991.315,2332.0223,
988.404,2323.1781,
985.494,2260.1521,
982.583,2289.275,
979.673,2275.9405,
976.762,2245.4288,
973.852,2239.1082,
970.941,2258.1312,
968.030,2270.7485,
965.120,2266.5286,
962.209,2273.349,
959.299,2292.9145,
956.388,2288.1808,
953.477,2297.4073,
950.567,2323.9772,
947.656,2325.8423,
944.746,2351.329,
941.835,2322.5369,
938.925,2326.0288,
936.014,2319.866,
933.103,2307.7938,
930.193,2300.5073,
927.282,2274.6669,
924.372,2240.8426,
921.461,2225.454,
918.551,2190.7105,
915.640,2160.851,
912.729,2143.7911,
909.819,2131.1714,
906.908,2174.1351,
903.998,2132.755,
901.087,2182.6046,
898.176,2198.4122,
895.266,2190.5134,
892.355,2221.4841,
889.445,2237.4302,
886.534,2246.6836,
883.624,2296.9439,
880.713,2325.6036,
877.802,2326.6787,
874.892,2309.94,
871.981,2264.383,
869.071,2132.3877,
866.160,2150.8976,
863.250,2222.9687,
860.339,2281.8813,
857.428,2299.5435,
854.518,2294.2964,
851.607,2252.6929,
848.697,2176.0305,
845.786,2137.7534,
842.875,2144.7828,
839.965,2181.7139,
837.054,2237.6116,
834.144,2247.5567,
831.233,2275.4981,
828.323,2275.6411,
825.412,2242.8603,
822.501,2197.7765,
819.591,2177.1165,
816.680,2169.2884,
813.770,2149.9579,
810.859,2132.2801,
807.949,2109.9951,
805.038,2075.8938,
802.127,2087.4176,
799.217,2088.5,
796.306,2102.1217,
793.396,2099.6525,
790.485,2080.7635,
787.574,2086.1228,
784.664,2102.525,
781.753,2090.0674,
778.843,2106.0239,
775.932,2120.0063,
773.022,2105.883,
770.111,2166.3838,
767.200,2148.4219,
764.290,2151.9018,
761.379,2160.2877,
758.469,2161.0815,
755.558,2158.0169,
752.648,2108.3261,
749.737,2125.9171,
746.826,2103.6685,
743.916,2073.2274,
741.005,2096.7138,
738.095,2036.6349,
735.184,1946.5531,
732.274,1881.4203,
729.363,1884.4419,
726.452,1963.5795,
723.542,2052.6128,
720.631,2084.2589,
717.721,2113.1224,
714.810,2115.5569,
711.899,2101.0842,
708.989,2129.3266,
706.078,2130.3013,
703.168,2144.4661,
700.257,2111.8302,
697.347,2061.4121,
694.436,2093.1945,
691.525,2081.9412,
688.615,2072.582,
685.704,2065.0465,
682.794,2069.6276,
679.883,2100.329,
676.973,2118.7605,
674.062,2131.4331,
671.151,2100.5569,
668.241,2072.3686,
665.330,2129.2353,
662.420,2123.6442,
659.509,2125.0397,
656.598,2109.6228,
653.688,2088.1901,
650.777,2090.851,
647.867,2101.2033,
644.956,2075.6382,
642.046,2048.135,
639.135,2037.6922,
636.224,2053.6313,
633.314,2079.8313,
630.403,2103.0539,
627.493,2124.87,
624.582,2151.2114,
621.672,2194.7711,
618.761,2144.0642,
615.850,2147.3356,
612.940,2178.5275,
610.029,2209.6044,
607.119,2222.2385,
604.208,2204.3296,
601.297,2196.9985,
598.387,2194.9203,
595.476,2189.3913,
592.566,2198.8362,
589.655,2188.838,
586.745,2166.8771,
583.834,2152.8679,
580.923,2175.2962,
578.013,2141.5527,
575.102,2127.3377,
