,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_0E-1mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__4__53,
Raman shift [1/cm],Intensity,
3014.167,-2.75,
3011.256,0.49994632,
3008.346,201.93625,
3005.435,233.13693,
3002.525,256.93009,
2999.614,250.76561,
2996.704,253.66547,
2993.793,269.35542,
2990.882,288.20418,
2987.972,272.38621,
2985.061,297.03325,
2982.151,310.10211,
2979.240,329.76807,
2976.329,329.76365,
2973.419,321.4346,
2970.508,344.44988,
2967.598,357.29779,
2964.687,360.63791,
2961.777,360.53202,
2958.866,382.57838,
2955.955,399.11503,
2953.045,406.45135,
2950.134,419.28208,
2947.224,439.30694,
2944.313,439.45228,
2941.403,463.32208,
2938.492,467.83537,
2935.581,473.54571,
2932.671,474.09121,
2929.760,488.26924,
2926.850,471.55639,
2923.939,513.32473,
2921.028,516.60868,
2918.118,517.91373,
2915.207,532.94601,
2912.297,540.17384,
2909.386,538.23541,
2906.476,540.31179,
2903.565,537.91298,
2900.654,524.93147,
2897.744,529.30029,
2894.833,528.714,
2891.923,532.7917,
2889.012,519.78757,
2886.102,524.1892,
2883.191,520.24811,
2880.280,491.41745,
2877.370,437.1338,
2874.459,433.53937,
2871.549,465.18447,
2868.638,518.4809,
2865.727,536.48463,
2862.817,533.62165,
2859.906,547.3896,
2856.996,546.79302,
2854.085,574.22065,
2851.175,558.03614,
2848.264,554.4705,
2845.353,541.65977,
2842.443,549.4688,
2839.532,545.66783,
2836.622,512.58138,
2833.711,511.13855,
2830.801,510.15662,
2827.890,526.9598,
2824.979,516.91612,
2822.069,522.35235,
2819.158,533.53033,
2816.248,535.00868,
2813.337,550.13659,
2810.427,544.94835,
2807.516,547.82547,
2804.605,548.18509,
2801.695,540.77633,
2798.784,537.76746,
2795.874,528.09959,
2792.963,536.53574,
2790.052,550.24721,
2787.142,535.34204,
2784.231,531.79813,
2781.321,522.07295,
2778.410,540.95052,
2775.500,530.01586,
2772.589,529.94266,
2769.678,545.46155,
2766.768,543.45192,
2763.857,552.35597,
2760.947,563.28152,
2758.036,550.46008,
2755.126,544.5812,
2752.215,550.78182,
2749.304,563.46222,
2746.394,558.63706,
2743.483,573.99999,
2740.573,549.63484,
2737.662,576.89941,
2734.751,561.90054,
2731.841,566.38553,
2728.930,582.57629,
2726.020,574.13252,
2723.109,571.02317,
2720.199,572.13115,
2717.288,585.16241,
2714.377,572.92934,
2711.467,578.15111,
