,PLA502~1,
1817.919,739.53378,
1815.009,759.14344,
1812.098,769.0561,
1809.188,793.32456,
1806.277,803.67581,
1803.366,757.27427,
1800.456,781.14979,
1797.545,783.84673,
1794.635,766.84205,
1791.724,787.04005,
1788.813,790.87886,
1785.903,801.46803,
1782.992,796.60674,
1780.082,780.81188,
1777.171,737.20369,
1774.261,716.95494,
1771.350,733.64126,
1768.439,777.0892,
1765.529,788.14721,
1762.618,807.09879,
1759.708,845.17949,
1756.797,837.35985,
1753.887,865.69861,
1750.976,858.2402,
1748.065,845.0793,
1745.155,811.80434,
1742.244,815.34687,
1739.334,817.5503,
1736.423,825.29928,
1733.512,833.05793,
1730.602,850.33137,
1727.691,862.01628,
1724.781,896.12464,
1721.870,880.732,
1718.960,911.87545,
1716.049,881.28216,
1713.138,907.21984,
1710.228,922.44827,
1707.317,921.22129,
1704.407,905.60225,
1701.496,889.29024,
1698.586,917.4425,
1695.675,932.03921,
1692.764,963.1701,
1689.854,985.92226,
1686.943,932.76364,
1684.033,1062.5221,
1681.122,963.64221,
1678.211,986.63707,
1675.301,977.90275,
1672.390,1050.8152,
1669.480,1030.7707,
1666.569,1018.4336,
1663.659,1063.0673,
1660.748,1136.0898,
1657.837,1197.1752,
1654.927,1166.8825,
1652.016,1209.2881,
1649.106,1225.5078,
1646.195,1211.2346,
1643.285,1226.4219,
1640.374,1250.0632,
1637.463,1260.2621,
1634.553,1336.4809,
1631.642,1377.9282,
1628.732,1474.0646,
1625.821,1505.9306,
1622.911,1590.396,
1620.000,1648.1443,
1617.089,1772.3675,
1614.179,1910.9269,
1611.268,1992.8636,
1608.358,2137.8984,
1605.447,2212.7613,
1602.536,2221.5344,
1599.626,2268.7916,
1596.715,2274.6902,
1593.805,2223.8981,
1590.894,2215.233,
1587.984,2148.1859,
1585.073,2127.6652,
1582.162,2125.875,
1579.252,2087.4148,
1576.341,2091.692,
1573.431,2063.548,
1570.520,2041.1162,
1567.610,2013.0315,
1564.699,1980.949,
1561.788,1953.5653,
1558.878,1955.4337,
1555.967,1907.6825,
1553.057,1894.2714,
1550.146,1836.7333,
1547.235,1808.2719,
1544.325,1783.5086,
1541.414,1723.3113,
1538.504,1708.7753,
1535.593,1705.833,
1532.683,1681.4435,
1529.772,1656.6253,
1526.861,1600.0794,
1523.951,1540.9297,
1521.040,1526.2176,
1518.130,1525.6287,
1515.219,1521.4751,
1512.309,1507.9651,
1509.398,1478.9491,
1506.487,1486.1347,
1503.577,1499.5524,
1500.666,1487.1742,
1497.756,1449.4173,
1494.845,1444.6754,
1491.934,1463.7144,
1489.024,1414.6272,
1486.113,1379.4952,
1483.203,1388.4212,
1480.292,1321.9941,
1477.382,1299.3678,
1474.471,1326.8028,
1471.560,1338.7777,
1468.650,1268.8145,
1465.739,1255.0897,
1462.829,1252.745,
1459.918,1252.1624,
1457.008,1253.798,
1454.097,1257.656,
1451.186,1279.935,
1448.276,1289.4956,
1445.365,1267.8734,
1442.455,1258.9878,
1439.544,1275.7796,
1436.633,1239.6516,
1433.723,1232.878,
1430.812,1224.3235,
1427.902,1205.0103,
1424.991,1210.6969,
1422.081,1180.5983,
1419.170,1156.2735,
1416.259,1135.8637,
1413.349,1153.0217,
1410.438,1141.6807,
1407.528,1172.4995,
1404.617,1149.8404,
1401.707,1145.902,
1398.796,1182.1477,
1395.885,1190.5009,
1392.975,1204.1259,
1390.064,1234.0457,
1387.154,1203.7622,
1384.243,1175.9443,
1381.332,1186.6497,
1378.422,1194.1792,
1375.511,1219.4723,
1372.601,1311.1105,
1369.690,1294.0155,
1366.780,1362.7422,
1363.869,1394.2251,
1360.958,1414.7202,
1358.048,1478.053,
1355.137,1520.0805,
1352.227,1550.8686,
1349.316,1591.4292,
1346.406,1631.6972,
1343.495,1693.6085,
1340.584,1717.6957,
1337.674,1760.3022,
1334.763,1741.1685,
1331.853,1801.4386,
1328.942,1833.2273,
1326.032,1820.5626,
1323.121,1870.9654,
1320.210,1917.1778,
1317.300,1904.3146,
1314.389,1942.9178,
1311.479,2010.4186,
1308.568,2039.0099,
1305.657,2087.2517,
1302.747,2160.2794,
1299.836,2175.7572,
1296.926,2278.1651,
1294.015,2348.953,
1291.105,2359.7999,
1288.194,2497.4601,
1285.283,2537.603,
1282.373,2581.0077,
1279.462,2655.9328,
1276.552,2744.3319,
1273.641,2784.5888,
1270.731,2786.1034,
1267.820,2835.4351,
1264.909,2806.2811,
1261.999,2773.7072,
1259.088,2796.5102,
1256.178,2722.5068,
1253.267,2649.2666,
1250.356,2603.7848,
1247.446,2545.1103,
1244.535,2457.8707,
1241.625,2345.7603,
1238.714,2269.1022,
1235.804,2257.5354,
1232.893,2161.5083,
1229.982,2124.4269,
1227.072,2140.7226,
1224.161,2065.3892,
1221.251,2011.416,
1218.340,1987.51,
1215.430,1986.8298,
1212.519,1969.1425,
1209.608,1938.6225,
1206.698,1944.6626,
1203.787,1981.4479,
1200.877,1964.6023,
1197.966,1992.4763,
1195.055,2017.766,
1192.145,2092.5013,
1189.234,2173.6175,
1186.324,2236.5144,
1183.413,2245.21,
1180.503,2225.9103,
1177.592,2221.8849,
1174.681,2182.5394,
1171.771,2138.3187,
1168.860,2114.2052,
1165.950,2082.8486,
1163.039,2094.0335,
1160.129,2085.9489,
1157.218,2081.1246,
1154.307,2077.1153,
1151.397,2051.0546,
1148.486,2024.5292,
1145.576,1999.2968,
1142.665,1985.9781,
1139.754,2032.0655,
1136.844,2007.1596,
1133.933,1976.6258,
1131.023,1961.154,
1128.112,1949.4474,
1125.202,1935.218,
1122.291,1930.5098,
1119.380,1955.6238,
1116.470,1930.0305,
1113.559,1912.9565,
1110.649,1921.9719,
1107.738,1939.5914,
1104.828,1940.9691,
1101.917,1941.7098,
1099.006,1970.4008,
1096.096,1971.0474,
1093.185,1941.1953,
1090.275,1988.2405,
1087.364,1965.5689,
1084.453,1963.9366,
1081.543,1978.819,
1078.632,1984.5018,
1075.722,1981.9257,
1072.811,1963.7581,
1069.901,1948.0394,
1066.990,1977.5916,
1064.079,1991.6801,
1061.169,1995.4273,
1058.258,2023.4016,
1055.348,2062.3448,
1052.437,2072.4345,
1049.527,2105.7743,
1046.616,2103.1678,
1043.705,2105.1873,
1040.795,2123.1146,
1037.884,2134.3922,
1034.974,2129.9162,
1032.063,2132.0361,
1029.153,2170.7711,
1026.242,2169.9062,
1023.331,2193.2068,
1020.421,2214.6054,
1017.510,2230.2791,
1014.600,2237.2979,
1011.689,2259.8254,
1008.778,2317.3674,
1005.868,2332.3538,
1002.957,2385.6957,
1000.047,2401.883,
997.136,2500.6091,
994.226,2559.8444,
991.315,2566.3156,
988.404,2593.0123,
985.494,2536.4722,
982.583,2518.4845,
979.673,2493.9256,
976.762,2502.3139,
973.852,2522.2732,
970.941,2521.0198,
968.030,2492.7247,
965.120,2491.9681,
962.209,2514.1342,
959.299,2504.4183,
956.388,2513.994,
953.477,2536.9727,
950.567,2559.672,
947.656,2578.875,
944.746,2578.875,
941.835,2553.7708,
938.925,2535.372,
936.014,2543.0381,
933.103,2551.5786,
930.193,2534.2842,
927.282,2502.4543,
924.372,2476.2405,
921.461,2444.8918,
918.551,2404.6665,
915.640,2366.7271,
912.729,2340.8497,
909.819,2325.8716,
906.908,2295.5443,
903.998,2356.7088,
901.087,2363.9639,
898.176,2366.5101,
895.266,2374.875,
892.355,2389.0104,
889.445,2464.5444,
886.534,2465.7099,
883.624,2513.6461,
880.713,2514.9297,
877.802,2501.865,
874.892,2511.1758,
871.981,2482.5607,
869.071,2342.2113,
866.160,2355.8228,
863.250,2415.8596,
860.339,2469.9099,
857.428,2496.1098,
854.518,2491.527,
851.607,2444.9311,
848.697,2403.8598,
845.786,2347.3577,
842.875,2331.5956,
839.965,2381.9578,
837.054,2419.1448,
834.144,2443.1786,
831.233,2440.5422,
828.323,2439.8424,
825.412,2425.811,
822.501,2382.8748,
819.591,2344.0341,
816.680,2337.266,
813.770,2291.3933,
810.859,2261.7163,
807.949,2251.8116,
805.038,2236.6715,
802.127,2243.2565,
799.217,2225.9856,
796.306,2226.1183,
793.396,2225.8139,
790.485,2221.6654,
787.574,2236.1864,
784.664,2244.3875,
781.753,2237.1522,
778.843,2245.1271,
775.932,2247.3813,
773.022,2229.0737,
770.111,2262.5944,
767.200,2249.6488,
764.290,2267.4122,
761.379,2276.7854,
758.469,2257.0858,
755.558,2223.6562,
752.648,2216.3248,
749.737,2230.5419,
746.826,2222.5573,
743.916,2208.6218,
741.005,2210.3289,
738.095,2116.9631,
735.184,2070.8371,
732.274,2011.6478,
729.363,2012.2313,
726.452,2108.0542,
723.542,2186.5654,
720.631,2167.1743,
717.721,2202.8384,
714.810,2235.6364,
711.899,2231.6077,
708.989,2209.0138,
706.078,2219.2919,
703.168,2221.2678,
700.257,2208.9104,
697.347,2191.0055,
694.436,2188.0059,
691.525,2192.8288,
688.615,2190.7304,
685.704,2176.7876,
682.794,2162.9814,
679.883,2170.8482,
676.973,2192.4852,
674.062,2235.1599,
671.151,2210.8503,
668.241,2167.8376,
665.330,2219.6691,
662.420,2236.4425,
659.509,2210.6682,
656.598,2190.413,
653.688,2193.0063,
650.777,2215.7679,
647.867,2183.1185,
644.956,2165.3494,
642.046,2141.4619,
639.135,2134.4822,
636.224,2200.7238,
633.314,2170.5541,
630.403,2211.3543,
627.493,2256.7813,
624.582,2275.875,
621.672,2275.875,
618.761,2262.956,
615.850,2278.7106,
612.940,2296.5827,
610.029,2301.1902,
607.119,2309.0865,
604.208,2329.7554,
601.297,2339.8691,
598.387,2352.4804,
595.476,2377.0923,
592.566,2358.2027,
589.655,2319.241,
586.745,2303.7807,
583.834,2302.5071,
580.923,2279.7423,
578.013,2257.7698,
575.102,2264.4939,
572.192,2277.0906,
569.281,2276.4074,
566.371,2240.4067,
563.460,2291.1961,
560.549,2314.3623,
557.639,2313.2636,
554.728,2309.5155,
551.818,2319.6596,
548.907,2322.4844,
545.996,2327.1517,
543.086,2336.3914,
540.175,2348.0711,
537.265,2361.1877,
534.354,2359.353,
531.444,2362.628,
528.533,2389.696,
525.622,2415.3023,
522.712,2423.302,
519.801,2443.2052,
516.891,2474.2835,
513.980,2481.2522,
511.070,2524.1358,
508.159,2565.2758,
505.248,2598.1355,
502.338,2621.2079,
499.427,2666.746,
496.517,2720.1679,
493.606,2739.0883,
490.695,2719.4382,
487.785,2759.4673,
484.874,2778.1533,
481.964,2778.2305,
479.053,2767.7719,
476.143,2763.1641,
473.232,2698.8481,
470.321,2680.6871,
467.411,2685.8489,
464.500,2680.7671,
461.590,2715.9911,
458.679,2736.3306,
455.769,2748.9708,
452.858,2763.522,
449.947,2817.7611,
447.037,2805.8181,
444.126,2813.0568,
441.216,2847.8324,
438.305,2830.3079,
435.395,2867.8688,
432.484,2883.4572,
429.573,2882.4426,
426.663,2910.5678,
423.752,2839.646,
420.842,2748.5058,
417.931,2657.6209,
415.020,2586.3353,
412.110,2744.0983,
409.199,2834.1708,
406.289,2899.8362,
403.378,3000.7162,
400.468,2953.8445,
397.557,2929.1062,
394.646,2945.7322,
391.736,3015.6818,
388.825,3009.648,
385.915,3035.0169,
383.004,3049.1665,
380.094,3027.0632,
377.183,3069.9543,
374.272,3116.6129,
371.362,3157.9424,
368.451,3187.6501,
365.541,3200.4092,
362.630,3226.2709,
359.719,3237.4758,
356.809,3221.3249,
353.898,3245.2864,
350.988,3221.4957,
348.077,3210.9763,
345.167,3247.3831,
342.256,3237.6712,
339.345,3213.6177,
336.435,3207.9218,
333.524,3240.5362,
330.614,3198.0623,
327.703,3206.9514,
324.793,3242.8269,
321.882,3285.7614,
318.971,3238.9245,
316.061,3249.7323,
313.150,3277.4131,
310.240,3275.9289,
307.329,3311.6068,
304.418,3319.9476,
301.508,3324.4935,
298.597,3368.1781,
295.687,3373.9067,
292.776,3386.5417,
289.866,3420.6237,
286.955,3504.8384,
284.044,3542.175,
281.134,3604.2718,
278.223,3701.3655,
275.313,3814.1043,
272.402,3812.8962,
269.492,3794.875,
266.581,3797.6076,
263.670,3835.837,
260.760,3870.3822,
257.849,3920.3606,
254.939,4001.8216,
252.028,4029.6573,
249.117,4019.3178,
246.207,4007.3761,
243.296,4055.6905,
240.386,4046.5092,
237.475,4023.5075,
234.565,3993.3534,
231.654,3958.295,
228.743,3924.9834,
225.833,3889.1057,
222.922,3849.8898,
220.012,3828.7617,
217.101,3816.4771,
214.191,3805.6296,
211.280,3788.1704,
208.369,3809.7506,
205.459,3798.1177,
202.548,3775.1564,
199.638,3840.4648,
196.727,3810.0826,
193.816,3807.6762,
190.906,3875.4275,
187.995,3834.1581,
185.085,3846.8278,
182.174,3892.1539,
179.264,3948.5297,
176.353,3976.6615,
173.442,3973.6476,
170.532,3946.287,
167.621,3941.2401,
164.711,3875.2302,
161.800,3748.5524,
158.890,3548.4682,
155.979,3309.4965,
153.068,3044.4503,
150.158,2740.7167,
147.247,2340.0994,
144.337,1910.715,
141.426,1493.8263,
138.516,1110.2895,
135.605,824.11392,
132.694,578.18755,
129.784,374.27979,
126.873,232.68408,
123.963,148.10613,
121.052,99.642637,
118.141,83.936793,
115.231,61.847319,
112.320,52.875,
109.410,50.01154,
106.499,35.05628,
103.589,30.194237,
100.678,27.516891,
97.767,23.962204,
94.857,23.182011,
91.946,21.665667,
89.036,18.633123,
86.125,10.831865,
83.215,8.3440796,
80.304,8.8327307,
77.393,11.66541,
74.483,16.460945,
71.572,16.700887,
68.662,12.805733,
65.751,12.099281,
62.840,10.911596,
59.930,9.1258552,
57.019,6.3055273,
54.109,12.443769,
51.198,12.954079,
48.288,3.8976498,
45.377,6.711162,
42.466,10.760535,
39.556,14.529644,
36.645,12.423074,
33.735,7.2017638,
30.824,3.7585479,
27.914,6.5632489,
25.003,8.7429124,
22.092,13.42695,
19.182,21.03518,
16.271,25.931611,
13.361,114.27389,
10.450,258.59561,
7.539,408.0351,
4.629,373.55685,
1.718,164.61101,
-1.192,-292.71581,
-4.103,-300.68843,
-7.013,-186.03896,
-9.924,1.875,
