,PLE832~1,
126.873,236.47908,
123.963,167.58288,
121.052,122.81041,
118.141,89.257013,
115.231,70.650171,
112.320,55.499553,
109.410,44.579579,
106.499,41.730958,
103.589,34.962201,
100.678,32.026352,
97.767,37.002915,
94.857,30.19511,
91.946,24.303224,
89.036,19.447613,
86.125,15.192381,
83.215,15.717761,
80.304,16.646135,
77.393,15.229795,
74.483,19.710945,
71.572,20.313239,
68.662,16.57086,
65.751,10.919251,
62.840,12.978616,
59.930,15.62671,
57.019,9.9860545,
54.109,11.513643,
51.198,11.918563,
48.288,9.1986117,
45.377,18.342527,
42.466,20.063903,
39.556,15.283103,
36.645,4.0480593,
33.735,4.2404908,
30.824,5.5787912,
27.914,0.67056447,
25.003,3.8608249,
22.092,5.1562863,
19.182,3.8572516,
16.271,26.240936,
13.361,127.84575,
10.450,298.75388,
7.539,552.24236,
4.629,454.44998,
1.718,160.64719,
-1.192,-297.37677,
-4.103,-347.36763,
-7.013,-238.81142,
-9.924,-2.875,
