,PL446C~1,
Wavenumbers [1/cm],Intensity,
3014.167,1.25,
3011.256,-2.75,
3008.346,94.345542,
3005.435,113.40548,
3002.525,115.70246,
2999.614,126.05262,
2996.704,127.34691,
2993.793,135.50691,
2990.882,143.80718,
2987.972,132.33072,
2985.061,150.46675,
2982.151,152.36933,
2979.240,160.40115,
2976.329,161.76365,
2973.419,177.32702,
2970.508,175.71665,
2967.598,168.15442,
2964.687,177.23437,
2961.777,185.62603,
2958.866,178.91419,
2955.955,187.56194,
2953.045,205.03074,
2950.134,195.95264,
2947.224,197.42081,
2944.313,211.33974,
2941.403,219.51186,
2938.492,236.38821,
2935.581,220.16414,
2932.671,212.49035,
2929.760,232.42695,
2926.850,242.56353,
2923.939,233.81075,
2921.028,245.89132,
2918.118,230.7097,
2915.207,233.54753,
2912.297,241.23307,
2909.386,242.84124,
2906.476,252.14886,
2903.565,234.79665,
2900.654,251.01544,
2897.744,225.27514,
2894.833,218.178,
2891.923,227.14431,
2889.012,207.20376,
2886.102,205.3365,
2883.191,174.26888,
2880.280,104.70931,
2877.370,-37.70897,
2874.459,-124.71198,
2871.549,7.6852666,
2868.638,201.17154,
2865.727,196.70761,
2862.817,220.04947,
2859.906,226.90812,
2856.996,226.24094,
2854.085,242.33406,
2851.175,235.91864,
2848.264,258.45116,
2845.353,243.5088,
2842.443,261.23956,
2839.532,260.16051,
2836.622,247.55339,
2833.711,247.14639,
2830.801,255.14191,
2827.890,255.50176,
2824.979,259.11404,
2822.069,272.28412,
2819.158,275.25,
2816.248,271.51447,
2813.337,285.00244,
2810.427,280.02961,
2807.516,277.67453,
2804.605,271.90626,
2801.695,286.21053,
2798.784,271.65454,
2795.874,263.53496,
2792.963,264.25,
2790.052,282.24614,
2787.142,261.76312,
2784.231,273.57141,
2781.321,268.69002,
2778.410,277.73984,
2775.500,285.07931,
2772.589,252.32797,
2769.678,275.67659,
2766.768,260.7121,
2763.857,276.14403,
2760.947,274.27522,
2758.036,285.87425,
2755.126,277.63034,
2752.215,273.39993,
2749.304,280.46222,
2746.394,286.09676,
2743.483,288.7,
2740.573,296.23455,
2737.662,284.57988,
2734.751,283.36649,
2731.841,292.27748,
2728.930,297.73745,
2726.020,281.92361,
2723.109,276.611,
2720.199,295.11248,
2717.288,297.16241,
2714.377,288.41262,
2711.467,308.21704,
2708.556,312.0799,
2705.646,306.55985,
2702.735,298.10311,
2699.825,308.44633,
2696.914,317.86957,
