,PL879C~1,
Wavenumbers [1/cm],Intensity,
3014.167,0.125,
3011.256,-0.77497853,
3008.346,70.946656,
3005.435,82.08613,
3002.525,82.502517,
2999.614,77.788645,
2996.704,87.895101,
2993.793,94.115784,
2990.882,106.20894,
2987.972,91.230944,
2985.061,108.5782,
2982.151,95.31827,
2979.240,88.506165,
2976.329,107.63865,
2973.419,103.41717,
2970.508,103.57503,
2967.598,95.268374,
2964.687,103.85598,
2961.777,110.125,
2958.866,110.12352,
2955.955,121.23118,
2953.045,111.71115,
2950.134,121.20952,
2947.224,114.23888,
2944.313,119.92272,
2941.403,134.29197,
2938.492,118.43395,
2935.581,114.33485,
2932.671,130.76448,
2929.760,129.72885,
2926.850,130.17726,
2923.939,135.7699,
2921.028,120.66619,
2918.118,134.70308,
2915.207,124.42253,
2912.297,123.14616,
2909.386,143.53376,
2906.476,131.00143,
2903.565,135.35167,
2900.654,120.51327,
2897.744,120.02442,
2894.833,121.60936,
2891.923,128.6378,
2889.012,104.84176,
2886.102,75.31284,
2883.191,82.117448,
2880.280,13.900105,
2877.370,-140.67112,
2874.459,-209.46616,
2871.549,-99.334246,
2868.638,63.178539,
2865.727,97.521143,
2862.817,97.024737,
2859.906,111.94836,
2856.996,123.13859,
2854.085,121.00525,
2851.175,124.10387,
2848.264,143.26233,
2845.353,143.8662,
2842.443,135.71873,
2839.532,141.125,
2836.622,137.49023,
2833.711,143.02139,
2830.801,149.21838,
2827.890,142.85402,
2824.979,144.69298,
2822.069,150.2046,
2819.158,152.18429,
2816.248,154.58447,
2813.337,152.37256,
2810.427,159.73519,
2807.516,163.01703,
2804.605,152.125,
2801.695,153.25658,
2798.784,161.53362,
2795.874,156.69492,
2792.963,156.83926,
2790.052,159.12436,
2787.142,153.05919,
2784.231,145.44799,
2781.321,152.87356,
2778.410,149.125,
2775.500,152.95431,
2772.589,142.43386,
2769.678,158.26835,
2766.768,157.7483,
2763.857,155.07298,
2760.947,163.64706,
2758.036,159.50075,
2755.126,182.64637,
2752.215,179.02033,
2749.304,165.76349,
2746.394,165.03022,
2743.483,164.97503,
2740.573,173.31975,
2737.662,156.27292,
2734.751,176.65905,
2731.841,175.80083,
2728.930,164.26899,
2726.020,175.125,
2723.109,172.46525,
2720.199,172.47814,
2717.288,175.56296,
2714.377,183.60828,
2711.467,190.40411,
2708.556,181.55026,
2705.646,189.43485,
2702.735,189.62242,
2699.825,184.67954,
2696.914,183.74409,
2694.003,200.68436,
2691.093,176.53536,
2688.182,189.27241,
2685.272,183.1691,
2682.361,181.97762,
2679.450,198.54063,
2676.540,194.10468,
2673.629,192.46133,
2670.719,198.19062,
2667.808,190.70863,
2664.898,180.61818,
2661.987,194.0249,
2659.076,186.63362,
2656.166,196.41506,
2653.255,197.93793,
2650.345,213.31738,
2647.434,201.46796,
2644.524,206.66937,
2641.613,202.95341,
2638.702,205.04609,
2635.792,203.75112,
2632.881,190.50603,
2629.971,189.74247,
2627.060,207.95844,
2624.149,204.82813,
2621.239,196.86462,
2618.328,207.4468,
2615.418,197.76592,
2612.507,206.02224,
2609.597,199.58408,
2606.686,215.48846,
2603.775,218.7242,
2600.865,216.88951,
2597.954,220.41248,
2595.044,226.45538,
2592.133,224.67912,
2589.223,216.88394,
2586.312,218.56221,
2583.401,211.96079,
2580.491,234.37015,
2577.580,208.13985,
2574.670,221.82953,
2571.759,226.41781,
2568.848,226.71067,
2565.938,213.50593,
2563.027,217.85681,
2560.117,222.93809,
2557.206,229.64529,
2554.296,229.95338,
2551.385,229.563,
2548.474,239.27333,
2545.564,235.37824,
2542.653,239.05117,
2539.743,237.18661,
2536.832,230.61472,
2533.922,250.04615,
2531.011,242.10026,
2528.100,239.45603,
2525.190,237.80041,
2522.279,261.23394,
2519.369,242.52126,
2516.458,248.35234,
2513.548,241.98881,
2510.637,256.38721,
2507.726,247.93542,
2504.816,254.68757,
2501.905,255.93659,
2498.995,272.28893,
2496.084,261.27135,
2493.173,256.72997,
2490.263,265.87757,
2487.352,252.08487,
2484.442,273.55541,
2481.531,264.22614,
2478.621,277.85493,
2475.710,279.08666,
2472.799,274.8649,
2469.889,276.64023,
2466.978,263.85707,
2464.068,272.53245,
2461.157,256.74001,
2458.247,267.06631,
2455.336,270.59465,
2452.425,269.47406,
2449.515,271.17284,
2446.604,294.48449,
2443.694,287.6135,
2440.783,274.74099,
2437.872,275.23439,
2434.962,277.86233,
2432.051,283.46462,
2429.141,292.26027,
2426.230,290.32057,
2423.320,302.23953,
2420.409,300.06716,
2417.498,303.55195,
2414.588,291.40259,
2411.677,299.16086,
2408.767,301.89567,
2405.856,293.05365,
2402.946,299.71481,
2400.035,305.62969,
2397.124,311.2373,
2394.214,306.93461,
2391.303,295.58909,
2388.393,298.11105,
2385.482,300.08094,
2382.571,262.96047,
2379.661,268.07838,
2376.750,298.96231,
2373.840,325.1062,
2370.929,324.16832,
2368.019,315.09972,
2365.108,334.19568,
2362.197,342.44562,
2359.287,334.96511,
2356.376,350.08978,
2353.466,330.70032,
2350.555,334.75491,
2347.645,343.5581,
2344.734,351.33698,
2341.823,340.30742,
2338.913,344.90113,
2336.002,352.75419,
2333.092,350.43537,
2330.181,350.63395,
2327.270,348.29002,
2324.360,359.64624,
2321.449,347.53996,
2318.539,347.23204,
2315.628,353.51988,
2312.718,362.9576,
2309.807,369.96367,
2306.896,356.89652,
2303.986,360.33924,
2301.075,365.23134,
2298.165,375.31737,
2295.254,370.25426,
2292.344,378.65198,
2289.433,374.44545,
2286.522,378.82583,
2283.612,379.91453,
2280.701,375.39406,
2277.791,373.0868,
2274.880,390.13311,
2271.969,370.44599,
2269.059,375.80075,
2266.148,385.15004,
2263.238,394.42229,
2260.327,373.64245,
2257.417,401.00444,
2254.506,417.46116,
2251.595,410.83772,
2248.685,404.75964,
2245.774,395.81742,
2242.864,408.54147,
2239.953,400.35258,
2237.043,407.74892,
2234.132,404.90948,
2231.221,401.94158,
2228.311,401.64562,
2225.400,429.37831,
2222.490,436.8253,
2219.579,431.80881,
2216.669,434.61785,
2213.758,438.08187,
2210.847,439.125,
2207.937,418.98008,
2205.026,442.68069,
2202.116,443.84474,
2199.205,454.2377,
2196.294,452.37299,
2193.384,451.283,
2190.473,445.83509,
2187.563,464.07666,
2184.652,458.64336,
2181.742,484.42049,
2178.831,487.32345,
2175.920,500.03393,
2173.010,494.79904,
2170.099,514.3889,
2167.189,505.31874,
2164.278,532.5652,
2161.368,539.69588,
2158.457,555.36127,
2155.546,593.07794,
2152.636,620.21542,
2149.725,625.28607,
2146.815,629.99152,
2143.904,643.84244,
2140.993,681.93458,
2138.083,664.84234,
2135.172,665.57042,
2132.262,685.26849,
2129.351,682.55252,
2126.441,676.47451,
2123.530,680.64237,
2120.619,640.46435,
2117.709,646.95069,
2114.798,616.74415,
2111.888,600.5127,
2108.977,559.2508,
2106.067,550.25904,
2103.156,555.00484,
2100.245,540.12375,
2097.335,536.67998,
2094.424,527.80045,
2091.514,525.61687,
2088.603,519.24479,
2085.692,514.71243,
2082.782,524.5024,
2079.871,527.19618,
2076.961,526.125,
2074.050,532.44621,
2071.140,522.98676,
2068.229,542.03646,
2065.318,539.125,
2062.408,522.87464,
2059.497,515.74406,
2056.587,532.05507,
2053.676,533.67515,
2050.766,498.05026,
2047.855,535.27063,
2044.944,509.58332,
2042.034,532.59899,
2039.123,534.46507,
2036.213,544.85393,
2033.302,533.21232,
2030.391,554.34422,
2027.481,571.17384,
2024.570,530.35459,
2021.660,544.76503,
2018.749,566.63112,
2015.839,553.31791,
2012.928,548.58473,
2010.017,549.80035,
2007.107,556.24277,
2004.196,566.125,
2001.286,579.41826,
1998.375,559.59448,
1995.465,555.77768,
1992.554,597.56584,
1989.643,586.71258,
1986.733,569.96447,
1983.822,568.53563,
1980.912,568.92632,
1978.001,561.50536,
1975.090,590.18605,
1972.180,565.15958,
1969.269,580.54172,
1966.359,588.5844,
1963.448,589.04706,
1960.538,593.37104,
1957.627,578.96709,
1954.716,596.55046,
1951.806,619.57854,
1948.895,608.10477,
1945.985,597.44853,
1943.074,587.61201,
1940.164,606.59632,
1937.253,608.07308,
1934.342,586.57794,
1931.432,602.48462,
1928.521,615.52742,
1925.611,626.37812,
1922.700,608.96478,
1919.790,609.15383,
1916.879,608.2645,
1913.968,647.07705,
1911.058,620.116,
1908.147,633.8593,
1905.237,633.91178,
1902.326,630.84058,
1899.415,597.20426,
1896.505,585.16715,
1893.594,588.48478,
1890.684,601.28836,
1887.773,632.6933,
1884.863,644.47124,
1881.952,623.38517,
1879.041,623.6899,
1876.131,666.02956,
1873.220,654.20456,
1870.310,677.11598,
1867.399,653.54083,
1864.489,649.69662,
1861.578,641.27319,
1858.667,667.4064,
1855.757,694.13932,
1852.846,673.09937,
1849.936,656.31119,
1847.025,659.88655,
1844.114,674.92971,
1841.204,669.35927,
1838.293,672.10671,
1835.383,686.404,
1832.472,689.71804,
1829.562,683.09818,
1826.651,673.65478,
1823.740,678.40471,
1820.830,674.18006,
1817.919,710.4007,
