,PLIQUI~3,
Wavenumbers [1/cm],Intensity,
3014.167,1,
3011.256,-0.79995705,
3008.346,68.023591,
3005.435,86.883391,
3002.525,74.659955,
2999.614,93.376636,
2996.704,94.185569,
2993.793,100.13306,
2990.882,100.21371,
2987.972,106.00504,
2985.061,108.33005,
2982.151,123.2101,
2979.240,118.10077,
2976.329,119.25956,
2973.419,130.07702,
2970.508,128.46665,
2967.598,120,
2964.687,123.34307,
2961.777,120.65806,
2958.866,143.33432,
2955.955,135.17036,
2953.045,147.51452,
2950.134,140.48981,
2947.224,136.42703,
2944.313,160.43804,
2941.403,161.57117,
2938.492,174.29811,
2935.581,169.4356,
2932.671,171.79827,
2929.760,171.01924,
2926.850,173.26128,
2923.939,184.04207,
2921.028,179.31179,
2918.118,175.39798,
2915.207,170.18368,
2912.297,181.98307,
2909.386,185.23357,
2906.476,192.55057,
2903.565,181.27183,
2900.654,203.48334,
2897.744,182.15087,
2894.833,185.34037,
2891.923,198.94881,
2889.012,196.04046,
2886.102,184.29461,
2883.191,182.9915,
2880.280,189.76076,
2877.370,182.49417,
2874.459,236.61597,
2871.549,180.22376,
2868.638,203.13813,
2865.727,196.53837,
2862.817,220.69921,
2859.906,205.31624,
2856.996,201.49321,
2854.085,207.40127,
2851.175,197.1175,
2848.264,197.99033,
2845.353,195.53918,
2842.443,215.20836,
2839.532,201.79108,
2836.622,195.84831,
2833.711,190.26687,
2830.801,200.38824,
2827.890,213.47726,
2824.979,206.56798,
2822.069,215.17058,
2819.158,220.8787,
2816.248,206,
2813.337,226.68048,
2810.427,233.43388,
2807.516,216.48219,
2804.605,203.69953,
2801.695,212.38156,
2798.784,217.039,
2795.874,205.15041,
2792.963,208.28596,
2790.052,211.00064,
2787.142,210.42108,
2784.231,205.19411,
2781.321,213.55998,
2778.410,211.97969,
2775.500,219,
2772.589,219.84557,
2769.678,211.46416,
2766.768,212.81165,
2763.857,221.10404,
2760.947,212.0063,
2758.036,233.33133,
2755.126,221.19017,
2752.215,216.68175,
2749.304,218.10611,
2746.394,233.22588,
2743.483,226.14992,
2740.573,230.35394,
2737.662,211.12721,
2734.751,228.69893,
2731.841,219.72893,
2728.930,226.20343,
2726.020,221.6684,
2723.109,216.79392,
2720.199,242.55009,
2717.288,234.89416,
2714.377,229.42098,
2711.467,221.27803,
2708.556,247.35116,
2705.646,233.85913,
2702.735,244.34021,
2699.825,245.13089,
2696.914,243.04773,
2694.003,237.54146,
2691.093,235.94586,
2688.182,237.03778,
2685.272,245.0441,
2682.361,237.94105,
2679.450,243.29218,
2676.540,231.10162,
2673.629,237.65918,
2670.719,251.27727,
2667.808,242.72953,
2664.898,240.75291,
2661.987,261.13336,
2659.076,241.05174,
2656.166,252.82251,
2653.255,253.92517,
2650.345,259.13612,
2647.434,273.79966,
2644.524,257.52516,
2641.613,260.22879,
2638.702,260.06312,
2635.792,270.65802,
2632.881,262.77371,
2629.971,270.48995,
2627.060,248.99813,
2624.149,265.37812,
2621.239,275.2663,
2618.328,283.61852,
2615.418,271.68181,
2612.507,271.20551,
2609.597,264.1018,
2606.686,277.41566,
2603.775,279.32143,
2600.865,283.23549,
2597.954,271.19166,
2595.044,279.95572,
2592.133,280.82793,
2589.223,282.13264,
2586.312,294.12062,
2583.401,291.28469,
2580.491,289.56253,
2577.580,296.0198,
2574.670,300.80483,
2571.759,285.85359,
2568.848,283.23754,
2565.938,307.14292,
2563.027,296.43865,
2560.117,291.36448,
2557.206,279.24723,
2554.296,278.29062,
2551.385,295.49596,
2548.474,302.9632,
2545.564,300.25324,
2542.653,312.90605,
2539.743,299.45687,
2536.832,306.02056,
2533.922,293.37846,
2531.011,317.82493,
2528.100,310.40415,
2525.190,305.95287,
2522.279,311.43722,
2519.369,297.88692,
2516.458,300.22734,
2513.548,302.76368,
2510.637,313.29114,
2507.726,331.12639,
2504.816,321.93686,
2501.905,300.14512,
2498.995,312.77635,
2496.084,324.69338,
2493.173,321.23675,
2490.263,319,
2487.352,333.83307,
2484.442,330,
2481.531,327.36705,
2478.621,327.30333,
2475.710,330.04601,
2472.799,337.23317,
2469.889,337.12188,
2466.978,341.65971,
2464.068,358.40745,
2461.157,333.15497,
2458.247,339.7059,
2455.336,340.02152,
2452.425,330.0849,
2449.515,361.08525,
2446.604,370.00695,
2443.694,370.62832,
2440.783,354.70946,
2437.872,322.42213,
2434.962,352.90784,
2432.051,333.97533,
2429.141,342.11756,
2426.230,371.17465,
2423.320,365.9574,
2420.409,357.26919,
2417.498,350.82864,
2414.588,348.08743,
2411.677,356.03586,
2408.767,359.27657,
2405.856,371.62854,
2402.946,364.30921,
2400.035,359.79812,
2397.124,375.57218,
2394.214,380.53881,
2391.303,368.75135,
2388.393,386.18375,
2385.482,358.4981,
2382.571,387.17734,
2379.661,387.83712,
2376.750,372.26862,
2373.840,375.39366,
2370.929,379.02166,
2368.019,401,
2365.108,399.81414,
2362.197,409.94526,
2359.287,401.23509,
2356.376,415.96654,
2353.466,393.80309,
2350.555,395.37009,
2347.645,399,
2344.734,407.66822,
2341.823,382.46433,
2338.913,405.09251,
2336.002,396.64106,
2333.092,419.19529,
2330.181,421.73658,
2327.270,417.22002,
2324.360,417.31135,
2321.449,406.4626,
2318.539,421.02141,
2315.628,419.90767,
2312.718,423.4163,
2309.807,427.20494,
2306.896,434.53522,
2303.986,441.0389,
2301.075,409.78731,
2298.165,403.98092,
2295.254,419.6984,
2292.344,437.47302,
2289.433,432.94591,
2286.522,427.72761,
2283.612,442.90052,
2280.701,442.53812,
2277.791,424.00187,
2274.880,446.28803,
2271.969,439.61317,
2269.059,441.79292,
2266.148,459.32053,
2263.238,460.50193,
2260.327,460.06897,
2257.417,464.32111,
2254.506,465.29056,
2251.595,447.57457,
2248.685,466.35954,
2245.774,464.98917,
2242.864,474.06484,
2239.953,477.27582,
2237.043,473.31073,
2234.132,458.85453,
2231.221,464.84239,
2228.311,453.82218,
2225.400,495.57782,
2222.490,479.14328,
2219.579,477.49618,
2216.669,489.00477,
2213.758,488.65229,
2210.847,490.61209,
2207.937,509.22636,
2205.026,505.88892,
2202.116,508.14649,
2199.205,514.52518,
2196.294,515.49599,
2193.384,538.18353,
2190.473,532.2723,
2187.563,549.971,
2184.652,546.5604,
2181.742,555.09018,
2178.831,560.34639,
2175.920,593.1603,
2173.010,610.60091,
2170.099,608.93403,
2167.189,660.94977,
2164.278,662.95076,
2161.368,726.71287,
2158.457,767.43793,
2155.546,769.54613,
2152.636,798.02117,
2149.725,842.46306,
2146.815,866.36599,
2143.904,910.20074,
2140.993,913.16401,
2138.083,923.56532,
2135.172,935.9916,
2132.262,931.36708,
2129.351,918.1827,
2126.441,911.46601,
2123.530,867.70818,
2120.619,842.13761,
2117.709,827.17875,
2114.798,772.89989,
2111.888,743.67559,
2108.977,706.20528,
2106.067,669.24867,
2103.156,666.39918,
2100.245,623,
2097.335,618.66493,
2094.424,584.60651,
2091.514,573.78223,
2088.603,551.38717,
2085.692,555.46084,
2082.782,565.34542,
2079.871,572.03617,
2076.961,567.45205,
2074.050,540.40606,
2071.140,568,
2068.229,570.99348,
2065.318,587.03776,
2062.408,588.18155,
2059.497,577.20238,
2056.587,565.23276,
2053.676,555.91692,
2050.766,550.3849,
2047.855,553.57281,
2044.944,536.47276,
2042.034,523.31796,
2039.123,540.80135,
2036.213,552.67333,
2033.302,562.41287,
2030.391,562.33925,
2027.481,545.09767,
2024.570,541,
2021.660,545.70435,
2018.749,564.07598,
2015.839,562.77165,
2012.928,538.32215,
2010.017,532.1683,
2007.107,552.11777,
2004.196,560.97619,
2001.286,563.62544,
1998.375,543.73227,
1995.465,544.22589,
1992.554,534.72952,
1989.643,552.30873,
1986.733,548.35789,
1983.822,536.71787,
1980.912,527.71228,
1978.001,511.15214,
1975.090,531.39084,
1972.180,543.68882,
1969.269,529.22406,
1966.359,515.5406,
1963.448,555.25629,
1960.538,546.27773,
1957.627,557.04955,
1954.716,538.60326,
1951.806,562.70193,
1948.895,550.49605,
1945.985,510.69771,
1943.074,525.07386,
1940.164,519.6251,
1937.253,535.31724,
1934.342,530.37594,
1931.432,499.83596,
1928.521,493.84456,
1925.611,495.55846,
1922.700,491.83425,
1919.790,540.09193,
1916.879,507.99923,
1913.968,513.98893,
1911.058,521.58559,
1908.147,536.29482,
1905.237,487.98531,
1902.326,488.35261,
1899.415,492.91589,
1896.505,527.59617,
1893.594,491.27741,
1890.684,511.43118,
1887.773,529.18128,
1884.863,512.4328,
1881.952,502.11755,
1879.041,547.65889,
1876.131,527.16733,
1873.220,504.18136,
1870.310,538.20173,
1867.399,551.82407,
1864.489,547.54521,
1861.578,555.58283,
1858.667,504.32035,
1855.757,511.80072,
1852.846,514.01538,
1849.936,534.78977,
1847.025,564.82238,
1844.114,560.3435,
1841.204,559.53147,
1838.293,558.02993,
1835.383,538.907,
1832.472,552.82609,
1829.562,559.16719,
1826.651,556.31622,
1823.740,579.29506,
1820.830,579.51174,
1817.919,555.82621,
1815.009,565.55598,
1812.098,580.56692,
1809.188,596.06973,
1806.277,567.66396,
1803.366,555.81518,
1800.456,601.14223,
1797.545,553.19852,
1794.635,568.99906,
1791.724,590.55347,
1788.813,571.21054,
1785.903,603.06202,
1782.992,602.68257,
1780.082,608.79495,
1777.171,606,
1774.261,602.34993,
1771.350,593.22975,
1768.439,588.14882,
1765.529,603.82135,
1762.618,623.51687,
1759.708,630.66312,
1756.797,626.16667,
1753.887,631.23178,
1750.976,626.48953,
1748.065,613.15668,
1745.155,603.05813,
1742.244,609.25632,
1739.334,621.16235,
1736.423,640.25044,
1733.512,636.08534,
1730.602,601.3313,
1727.691,637.05963,
1724.781,668.30468,
1721.870,668.1714,
1718.960,705.64491,
1716.049,635.97535,
1713.138,641.5199,
1710.228,662.40594,
1707.317,685.34514,
1704.407,668.23526,
1701.496,653.23833,
1698.586,659.39188,
1695.675,703.0426,
1692.764,715.46722,
1689.854,698.77952,
1686.943,683.50588,
1684.033,758.08761,
1681.122,740.33985,
1678.211,718.20938,
1675.301,729.963,
1672.390,734.06281,
1669.480,755.04813,
1666.569,760.74608,
1663.659,742.43725,
1660.748,828.3637,
1657.837,796.76544,
1654.927,830.69542,
1652.016,820.04112,
1649.106,900.75147,
1646.195,851.67134,
1643.285,879.72917,
1640.374,911.79442,
1637.463,948.98199,
1634.553,949.55168,
1631.642,1052.8697,
1628.732,1040.9526,
1625.821,1033.0864,
1622.911,1164.2562,
1620.000,1215.3575,
1617.089,1284.607,
1614.179,1370.5465,
1611.268,1444.2488,
1608.358,1535.6455,
1605.447,1586.2004,
1602.536,1630.003,
1599.626,1592.523,
1596.715,1644.3637,
1593.805,1604.3891,
1590.894,1575.2219,
1587.984,1589.3218,
1585.073,1549.4592,
1582.162,1562.0373,
1579.252,1537.3595,
1576.341,1496.5543,
1573.431,1495.8317,
1570.520,1463.603,
1567.610,1480.5691,
1564.699,1466.074,
1561.788,1429.5355,
1558.878,1428.2414,
1555.967,1407.2341,
1553.057,1381.2415,
1550.146,1343.8873,
1547.235,1323.8193,
1544.325,1298.6821,
1541.414,1273.5193,
1538.504,1242.8237,
1535.593,1228.7383,
1532.683,1212.8145,
1529.772,1201.4059,
1526.861,1191.5951,
1523.951,1138.6273,
1521.040,1126.3526,
1518.130,1123.63,
1515.219,1147.6814,
1512.309,1098.991,
1509.398,1104.5779,
1506.487,1114,
1503.577,1110.1792,
1500.666,1084.5303,
1497.756,1058.0679,
1494.845,1068.8788,
1491.934,1018.0378,
1489.024,1029.5877,
1486.113,1027.2184,
