,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_1E-4mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__4__52,
Raman shift [1/cm],Intensity,
3014.167,-0.125,
3011.256,-0.92495705,
3008.346,32.836312,
3005.435,49.52871,
3002.525,45.704978,
2999.614,49.211355,
2996.704,53.415203,
2993.793,48.884216,
2990.882,46.958942,
2987.972,51.90527,
2985.061,53.884847,
2982.151,42.710289,
2979.240,61.39307,
2976.329,61.388651,
2973.419,70.398236,
2970.508,74.358277,
2967.598,53.400703,
2964.687,63.397419,
2961.777,63.780992,
2958.866,71.546616,
2955.955,64.116151,
2953.045,64.892907,
2950.134,75.694246,
2947.224,75.131219,
2944.313,85.223291,
2941.403,87.744069,
2938.492,72.875,
2935.581,81.326516,
2932.671,96.995173,
2929.760,91.459605,
2926.850,83.031767,
2923.939,88.753493,
2921.028,90.02202,
2918.118,83.85611,
2915.207,95.22946,
2912.297,81.93847,
2909.386,92.269162,
2906.476,92.293536,
2903.565,95.036483,
2900.654,79.028711,
2897.744,101.61098,
2894.833,78.813183,
2891.923,66.955096,
2889.012,90.458815,
2886.102,79.210145,
2883.191,80.867448,
2880.280,92.104656,
2877.370,88.787744,
2874.459,81.881205,
2871.549,79.190929,
2868.638,86.920362,
2865.727,90.217306,
2862.817,87.960564,
2859.906,80.10292,
2856.996,88.345563,
2854.085,88.713224,
2851.175,92.32978,
2848.264,99.095502,
2845.353,107.89657,
2842.443,101.28823,
2839.532,88.322771,
2836.622,89.419922,
2833.711,89.504517,
2830.801,91.875,
2827.890,98.500882,
2824.979,99.665022,
2822.069,106.74991,
2819.158,95.494946,
2816.248,98.610526,
2813.337,103.78231,
2810.427,103.22762,
2807.516,98.241875,
2804.605,95.670673,
2801.695,93.743419,
2798.784,98.431462,
2795.874,100.31565,
2792.963,95.303725,
2790.052,106.87328,
2787.142,100.45392,
2784.231,91.488362,
2781.321,100.37788,
2778.410,103.72526,
2775.500,98.640862,
2772.589,107.56766,
2769.678,108.23338,
2766.768,110.17986,
2763.857,103.45496,
2760.947,99.296197,
2758.036,111.44203,
2755.126,101.25534,
2752.215,97.556753,
2749.304,107.70412,
2746.394,108.64118,
2743.483,101.67496,
2740.573,115.0852,
2737.662,105.77884,
2734.751,109.17607,
2731.841,97.631408,
2728.930,112.95558,
2726.020,113.99769,
2723.109,119.32867,
2720.199,113.59996,
2717.288,110.08667,
2714.377,107.97074,
2711.467,121.12115,
2708.556,114.0451,
2705.646,115.33978,
2702.735,121.34663,
2699.825,101.21139,
2696.914,118.58956,
2694.003,120.59045,
2691.093,116.33949,
2688.182,100.49129,
2685.272,100.22919,
2682.361,113.51037,
2679.450,111.99845,
2676.540,124.69208,
2673.629,115.875,
2670.719,115.23267,
2667.808,118.68046,
2664.898,106.05691,
2661.987,115.60862,
2659.076,132.11207,
2656.166,116.34254,
2653.255,114.83759,
2650.345,113.52291,
2647.434,129.76039,
2644.524,124.43858,
2641.613,135.56073,
2638.702,118.15906,
2635.792,118.7793,
2632.881,133.29763,
2629.971,132.00251,
2627.060,128.04281,
2624.149,125.30624,
2621.239,129.11759,
2618.328,133.1968,
2615.418,120.86137,
2612.507,113.22288,
2609.597,113.04865,
2606.686,126.32884,
2603.775,143.11309,
2600.865,142.99106,
2597.954,130.92291,
2595.044,136.50034,
2592.133,140.98323,
2589.223,143.22448,
2586.312,141.99562,
2583.401,130.63047,
2580.491,135.1346,
2577.580,144.85024,
2574.670,131.25869,
2571.759,138.72859,
2568.848,141.875,
2565.938,129.01778,
2563.027,137.31365,
2560.117,140.50118,
2557.206,153.91559,
2554.296,141.8155,
2551.385,138.44507,
2548.474,149.68987,
2545.564,148.93831,
2542.653,148.50587,
2539.743,150.54136,
2536.832,143.67126,
2533.922,138.93808,
2531.011,145.34979,
2528.100,150.80879,
2525.190,149.875,
2522.279,159.31222,
2519.369,144.85631,
2516.458,140.65474,
2513.548,157.43843,
2510.637,154.55131,
2507.726,159.56644,
2504.816,147.31243,
2501.905,156.61402,
2498.995,153.27781,
2496.084,150.62068,
2493.173,164.7697,
2490.263,155.89759,
2487.352,152.70807,
2484.442,151.43816,
2481.531,155.76864,
2478.621,160.78498,
2475.710,161.852,
2472.799,159.6149,
2469.889,164.29883,
2466.978,161.8235,
2464.068,172.32478,
2461.157,152.95492,
2458.247,163.74262,
2455.336,160.21551,
2452.425,172.35615,
2449.515,172.36565,
2446.604,170.23449,
2443.694,161.61925,
2440.783,175.02027,
2437.872,169.27611,
2434.962,177.24828,
2432.051,166.46136,
2429.141,170.70431,
2426.230,183.22309,
2423.320,174.18925,
2420.409,170.20203,
2417.498,167.45647,
2414.588,176.77992,
2411.677,181.80328,
2408.767,182.91043,
2405.856,182.02505,
2402.946,177.7204,
2400.035,175.48063,
2397.124,169.77339,
2394.214,177.1994,
2391.303,169.83638,
2388.393,176.31224,
2385.482,171.31562,
2382.571,172.67204,
2379.661,182.03788,
2376.750,188.34535,
2373.840,174.55949,
2370.929,183.70172,
2368.019,178.64593,
2365.108,179.89856,
2362.197,191.80657,
2359.287,190.6984,
2356.376,174.89789,
2353.466,191.02564,
2350.555,199.52984,
2347.645,197.01937,
2344.734,209.33124,
2341.823,218.75892,
2338.913,189.16455,
2336.002,188.09986,
2333.092,195.25425,
2330.181,209.94658,
2327.270,212.93001,
2324.360,217.99295,
2321.449,204.25935,
2318.539,204.96064,
2315.628,205.38779,
2312.718,210.05782,
2309.807,203.07994,
2306.896,202.59957,
2303.986,196.35555,
2301.075,202.72606,
2298.165,209.46164,
2295.254,209.89654,
2292.344,215.98292,
2289.433,206.54682,
2286.522,217.62938,
2283.612,202.72318,
2280.701,189.27859,
2277.791,214.91507,
2274.880,212.87906,
2271.969,204.58282,
2269.059,217.25376,
2266.148,213.66131,
2263.238,220.67036,
2260.327,223.3232,
2257.417,216.34944,
2254.506,223.13428,
2251.595,225.16594,
2248.685,232.65957,
2245.774,227.86417,
2242.864,246.51342,
2239.953,228.69566,
2237.043,226.69251,
2234.132,228.74246,
2231.221,233.76902,
2228.311,236.96391,
2225.400,230.01573,
2222.490,235.98903,
2219.579,247.71308,
2216.669,248.43462,
2213.758,248.26848,
2210.847,241.97829,
2207.937,250.38639,
2205.026,259.76421,
2202.116,249.82617,
2199.205,252.64959,
2196.294,256.94101,
2193.384,254.5855,
2190.473,254.01702,
2187.563,271.77833,
2184.652,256.54397,
2181.742,281.69304,
2178.831,284.59098,
2175.920,291.875,
2173.010,291.875,
2170.099,303.14038,
2167.189,333.88935,
2164.278,337.92927,
2161.368,354.1602,
2158.457,369.11127,
2155.546,382.72309,
2152.636,395.14626,
2149.725,403.7005,
2146.815,414.54131,
2143.904,430.67426,
2140.993,436.32464,
2138.083,454.67442,
2135.172,440.40439,
2132.262,443.75968,
2129.351,441.07841,
2126.441,445.05948,
2123.530,426.49338,
2120.619,391.77413,
2117.709,375.38225,
2114.798,354.70199,
2111.888,347.47572,
2108.977,329.33195,
2106.067,315.74096,
2103.156,309.23549,
2100.245,289.88002,
2097.335,296.67081,
2094.424,291.94394,
2091.514,299.51205,
2088.603,293.19757,
2085.692,284.46243,
2082.782,283.65005,
2079.871,276.19589,
2076.961,293.51886,
2074.050,272.58409,
2071.140,271.05858,
2068.229,289.88152,
2065.318,286.08526,
2062.408,288.44308,
2059.497,288.08334,
2056.587,273.85202,
2053.676,279.12425,
2050.766,272.64481,
2047.855,265.18827,
2044.944,279.20031,
2042.034,295.66106,
2039.123,273.43392,
2036.213,269.06614,
2033.302,277.96194,
2030.391,280.1631,
2027.481,280.875,
2024.570,276.66083,
2021.660,284.34284,
2018.749,271.4951,
2015.839,265.77592,
2012.928,286.73741,
2010.017,276.12147,
2007.107,279.94415,
2004.196,298.91079,
2001.286,295.49695,
1998.375,259.39074,
1995.465,281.55268,
1992.554,289.875,
1989.643,278.28976,
1986.733,256.62412,
1983.822,272.69627,
1980.912,283.49825,
1978.001,263.12918,
1975.090,275.03989,
1972.180,282.11703,
1969.269,262.98703,
1966.359,265.55083,
1963.448,257.26469,
1960.538,260.80161,
1957.627,241.4756,
1954.716,280.63975,
1951.806,283.17951,
1948.895,267.70702,
1945.985,260.63644,
1943.074,285.82711,
1940.164,272.51922,
1937.253,265.84904,
1934.342,266.44772,
1931.432,246.58793,
1928.521,265.48813,
1925.611,281.10883,
1922.700,275.70925,
1919.790,242.14705,
1916.879,261.06151,
1913.968,251.88853,
1911.058,238.65879,
1908.147,260.15526,
1905.237,238.85296,
1902.326,262.47794,
1899.415,283.72132,
1896.505,258.52557,
1893.594,245.33533,
1890.684,238.00569,
1887.773,252.27129,
1884.863,245.84311,
1881.952,253.21985,
1879.041,282.56971,
1876.131,243.45541,
1873.220,252.92375,
1870.310,240.09476,
1867.399,236.90699,
1864.489,259.65387,
1861.578,278.03441,
1858.667,267.82112,
1855.757,260.65782,
1852.846,278.61859,
1849.936,264.89904,
1847.025,250.34214,
1844.114,273.51973,
1841.204,267.73514,
1838.293,249.37084,
1835.383,276.46748,
1832.472,274.33935,
1829.562,268.45703,
1826.651,292.33699,
1823.740,269.57226,
1820.830,278.70983,
1817.919,269.40185,
1815.009,255.60019,
1812.098,268.2372,
1809.188,297.07649,
1806.277,287.14058,
1803.366,269.39072,
1800.456,298.83081,
1797.545,277.74041,
1794.635,255.26013,
1791.724,308.40903,
1788.813,288.47191,
1785.903,277.23354,
1782.992,270.80197,
1780.082,272.6952,
1777.171,292.2128,
1774.261,305.95494,
1771.350,295.3345,
1768.439,291.13091,
1765.529,312.33245,
1762.618,305.26932,
1759.708,297.28824,
1756.797,305.6553,
1753.887,296.875,
1750.976,295.69568,
1748.065,304.70603,
1745.155,296.82349,
1742.244,326.61679,
1739.334,314.37854,
1736.423,291.39651,
1733.512,275.50505,
1730.602,310.5199,
1727.691,332.31927,
1724.781,332.51527,
1721.870,331.875,
1718.960,351.60857,
1716.049,355.03603,
1713.138,336.92009,
1710.228,321.69084,
1707.317,326.95157,
1704.407,362.01409,
1701.496,351.29024,
1698.586,373.8986,
1695.675,358.09654,
1692.764,364.44877,
1689.854,367.74508,
1686.943,335.02167,
1684.033,358.25409,
1681.122,354.94297,
1678.211,340.01776,
1675.301,354.82875,
1672.390,412.92584,
1669.480,429.39368,
1666.569,370.12892,
1663.659,390.65895,
1660.748,437.50865,
1657.837,418.30639,
1654.927,394.37446,
1652.016,455.61145,
1649.106,406.09905,
1646.195,454.03583,
1643.285,421.01433,
1640.374,470.27221,
1637.463,487.65001,
1634.553,421.82078,
1631.642,485.23331,
1628.732,517.85722,
1625.821,514.93912,
1622.911,612.32276,
1620.000,597.07658,
1617.089,650.78047,
1614.179,697.54955,
1611.268,676.73009,
1608.358,734.01879,
1605.447,819.8471,
1602.536,808.10103,
1599.626,798.5956,
1596.715,787.89139,
1593.805,736.79241,
1590.894,763.45979,
1587.984,773.93764,
1585.073,738.28988,
1582.162,722.69125,
1579.252,729.05801,
1576.341,750.10052,
1573.431,726.68073,
1570.520,708.17372,
1567.610,688.48259,
1564.699,658.22399,
1561.788,667.8889,
1558.878,628.08158,
1555.967,615.78497,
1553.057,616.40953,
1550.146,637.22767,
1547.235,597.56497,
1544.325,585.32393,
1541.414,605.95511,
1538.504,590.43332,
1535.593,576.82266,
1532.683,571.0653,
1529.772,550.66268,
1526.861,546.73787,
1523.951,570.32941,
1521.040,562.66332,
1518.130,525.74452,
1515.219,536.31452,
1512.309,541.23082,
1509.398,506.08983,
1506.487,507.59937,
1503.577,509.40547,
1500.666,497.62918,
1497.756,470.88335,
1494.845,459.35526,
1491.934,470.85925,
1489.024,466.04679,
1486.113,461.23892,
1483.203,471.53301,
1480.292,483.05714,
1477.382,456.58631,
1474.471,476.73326,
1471.560,479.06967,
1468.650,450.22733,
1465.739,438.51549,
1462.829,426.93865,
1459.918,433.23976,
1457.008,463.15216,
1454.097,453.60767,
1451.186,436.84599,
1448.276,457.50603,
1445.365,453.98164,
1442.455,443.77521,
1439.544,442.29738,
1436.633,468.58305,
1433.723,439.49811,
1430.812,440.9197,
1427.902,404.79954,
1424.991,443.6578,
1422.081,450.37986,
1419.170,408.53604,
1416.259,380.0033,
1413.349,420.9447,
1410.438,398.78668,
1407.528,389.95616,
1404.617,361.58295,
1401.707,372.79119,
1398.796,411.37148,
1395.885,422.94195,
1392.975,424.45827,
1390.064,411.86849,
1387.154,386.00571,
1384.243,379.53011,
1381.332,376.43635,
1378.422,367.00042,
1375.511,408.21878,
1372.601,450.34567,
1369.690,422.15777,
1366.780,439.84402,
1363.869,455.3192,
1360.958,522.91598,
1358.048,542.82214,
1355.137,522.83564,
1352.227,524.31298,
1349.316,546.42924,
1346.406,555.72394,
1343.495,565.06147,
1340.584,628.80294,
1337.674,667.19498,
1334.763,644.06344,
1331.853,622.73712,
1328.942,643.22214,
1326.032,631.19383,
1323.121,691.59794,
1320.210,691.2337,
1317.300,708.79637,
1314.389,707.29124,
1311.479,715.70974,
1308.568,746.05037,
1305.657,726.5701,
1302.747,712.52537,
1299.836,735.1748,
1296.926,770.23336,
1294.015,864.00436,
1291.105,844.10037,
1288.194,860.04483,
1285.283,884.92309,
1282.373,930.84361,
1279.462,957.26707,
1276.552,968.77267,
1273.641,985.46713,
1270.731,989.34813,
1267.820,966.58987,
1264.909,957.99589,
1261.999,959.67391,
1259.088,981.56481,
1256.178,1001.717,
1253.267,951.93851,
1250.356,944.00205,
1247.446,915.60501,
1244.535,876.52237,
1241.625,855.43427,
1238.714,831.7501,
1235.804,786.22942,
1232.893,760.12307,
1229.982,768.78301,
1227.072,766.06707,
1224.161,760.83198,
1221.251,746.47383,
1218.340,703.00628,
1215.430,681.32446,
1212.519,676.34741,
1209.608,685.4044,
1206.698,719.53476,
1203.787,742.34234,
1200.877,745.48793,
1197.966,755.37868,
1195.055,758.43475,
1192.145,767.13978,
1189.234,811.39771,
1186.324,820.78283,
1183.413,834.60599,
1180.503,847.6632,
1177.592,808.39008,
1174.681,796.36815,
1171.771,793.34892,
1168.860,813.88998,
1165.950,761.04732,
1163.039,759.74785,
1160.129,773.72283,
1157.218,769.77954,
