,PL9F9F~1,
1069.901,2519.1312,
1066.990,2536.2666,
1064.079,2552.8187,
1061.169,2596.9111,
1058.258,2631.6379,
1055.348,2632.7225,
1052.437,2630.9735,
1049.527,2665.3171,
1046.616,2667.0548,
1043.705,2661.0839,
1040.795,2669.4661,
1037.884,2667.1582,
1034.974,2692.768,
1032.063,2744.004,
1029.153,2725.4843,
1026.242,2710.7801,
1023.331,2703.5838,
1020.421,2720.3746,
1017.510,2760.1857,
1014.600,2798.7838,
1011.689,2809.8382,
1008.778,2781.8669,
1005.868,2727.8755,
1002.957,2797.5642,
1000.047,2879.594,
997.136,3037.811,
994.226,3131.1423,
991.315,3120.0718,
988.404,3086.089,
985.494,3054.1541,
982.583,3049.8713,
979.673,3017.7892,
976.762,3017.992,
973.852,3012.1057,
970.941,3009.9582,
968.030,3044.3945,
965.120,3028.2572,
962.209,3029.9622,
959.299,3005.4613,
956.388,3028.8479,
953.477,3047.0295,
950.567,3034.2043,
947.656,3030.8044,
944.746,3027.4061,
941.835,3087.1762,
938.925,3112.4369,
936.014,3088.4063,
933.103,3067.0181,
930.193,3067.4668,
927.282,3012.25,
924.372,3012.25,
921.461,2976.9028,
918.551,2955.536,
915.640,2919.079,
912.729,2897.3033,
909.819,2938.4631,
906.908,2856.7479,
903.998,2886.4507,
901.087,2924.5293,
898.176,2937.9096,
895.266,2949.4852,
892.355,2984.92,
889.445,2999.1876,
886.534,3062.7003,
883.624,3060.4477,
880.713,3085.4024,
877.802,3075.9526,
874.892,2963.4807,
871.981,2797.4881,
869.071,2680.5303,
866.160,2745.805,
863.250,2877.0339,
860.339,2988.814,
857.428,3035.9543,
854.518,3023.7225,
851.607,2936.3552,
848.697,2830.4581,
845.786,2793.9207,
842.875,2836.0012,
839.965,2933.911,
837.054,3060.2779,
834.144,3062.7642,
831.233,3079.9155,
828.323,3066.4888,
825.412,3053.5869,
822.501,3062.5263,
819.591,3003.0256,
816.680,2990.8333,
813.770,2953.1659,
810.859,2925.0301,
807.949,2921.4866,
805.038,2933.7566,
802.127,2921.4097,
799.217,2909.0691,
796.306,2911.4933,
793.396,2926.3722,
790.485,2942.0394,
787.574,2941.5614,
784.664,2949.7625,
781.753,2949.237,
778.843,2967.3632,
775.932,2994.6573,
773.022,3006.8121,
770.111,2978.1968,
767.200,2989.9536,
764.290,3010.4306,
761.379,3003.3444,
758.469,2975.5056,
755.558,2979.7881,
752.648,2964.3106,
749.737,2929.2633,
746.826,2925.7704,
743.916,2938.4578,
741.005,2925.1058,
738.095,2870.71,
735.184,2801.3247,
732.274,2775.1982,
729.363,2771.2239,
726.452,2789.3693,
723.542,2922.9192,
720.631,2940.9535,
717.721,2944.25,
714.810,2961.7612,
711.899,2989.6856,
708.989,2987.2649,
706.078,2962.4096,
703.168,2947.7489,
700.257,2950.914,
697.347,2954.5553,
694.436,2923.9919,
691.525,2951.3213,
688.615,2935.2381,
685.704,2904.5506,
682.794,2894.1222,
679.883,2935.4931,
676.973,2918.6643,
674.062,2952.2588,
671.151,2959.2234,
668.241,2931.9583,
665.330,2904.6702,
662.420,2955.7891,
659.509,2964.9801,
656.598,2958.1915,
653.688,2957.3813,
650.777,2980.3319,
647.867,2953.2568,
644.956,2899.5754,
642.046,2858.2267,
639.135,2834.3329,
636.224,2808.5723,
633.314,2872.8813,
630.403,2952.5095,
627.493,3005.0837,
624.582,3032.3163,
621.672,3090.9238,
618.761,3085.6506,
615.850,3101.4326,
612.940,3111.4685,
610.029,3114.8762,
607.119,3190.6807,
604.208,3182.6297,
601.297,3193.1996,
598.387,3192.7654,
595.476,3149.8442,
592.566,3156.1408,
589.655,3168.2641,
586.745,3152.5516,
583.834,3121.1758,
580.923,3109.9799,
578.013,3065.25,
575.102,3072.1784,
572.192,3095.1821,
569.281,3116.5928,
566.371,3146.3325,
563.460,3114.6821,
560.549,3121.6903,
557.639,3145.0557,
554.728,3144.1952,
551.818,3095.8156,
548.907,3107.7983,
545.996,3109.8087,
543.086,3086.5592,
540.175,3069.429,
537.265,3118.9496,
534.354,3141.2601,
531.444,3141.4634,
528.533,3137.8368,
525.622,3188.2734,
522.712,3171.9461,
519.801,3160.3601,
516.891,3187.7786,
513.980,3274.4997,
511.070,3274.5022,
508.159,3310.4104,
505.248,3367.2703,
502.338,3411.464,
499.427,3487.1036,
496.517,3514.0379,
493.606,3504.1079,
490.695,3474.9989,
487.785,3480.3874,
484.874,3521.3159,
481.964,3525.8083,
479.053,3497.2051,
476.143,3480.3099,
473.232,3464.1425,
470.321,3476.2533,
467.411,3486.8924,
464.500,3462.7542,
461.590,3482.6635,
458.679,3470.0903,
455.769,3477.6196,
452.858,3524.1026,
449.947,3503.4764,
447.037,3541.7232,
444.126,3599.5651,
441.216,3650.324,
438.305,3644.9905,
435.395,3644.9056,
432.484,3640.6657,
429.573,3635.67,
426.663,3641.7511,
423.752,3420.4707,
420.842,3091.3401,
417.931,2825.8853,
415.020,2866.8367,
412.110,3244.2992,
409.199,3505.4772,
406.289,3638.4317,
403.378,3650.8786,
400.468,3541.2594,
397.557,3504.1934,
394.646,3553.1563,
391.736,3691.588,
388.825,3702.1473,
385.915,3699.3959,
383.004,3716.8079,
380.094,3773.5955,
377.183,3780.3678,
374.272,3800.7045,
371.362,3847.1544,
368.451,3921.0676,
365.541,3918.0655,
362.630,3940.1921,
359.719,3971.0887,
356.809,4000.2468,
353.898,4016.7204,
350.988,4002.8055,
348.077,3991.0253,
345.167,3996.9956,
342.256,3932.7478,
339.345,3929.6615,
336.435,3943.25,
333.524,3945.9746,
330.614,4032.4127,
327.703,4024.8519,
324.793,3984.0007,
321.882,3960.2338,
318.971,3953.5428,
316.061,3961.0163,
313.150,3978.1786,
310.240,4000.442,
307.329,4066.282,
304.418,4064.8928,
301.508,4033.4315,
298.597,4037.874,
295.687,4059.2445,
292.776,4119.2503,
289.866,4204.1963,
286.955,4275.1139,
284.044,4357.9874,
281.134,4405.0637,
278.223,4428.5549,
275.313,4533.1883,
272.402,4607.5313,
269.492,4590.1176,
266.581,4470.4617,
263.670,4459.434,
260.760,4500.1302,
257.849,4590.5489,
254.939,4734.3899,
252.028,4715.2585,
249.117,4755.6737,
246.207,4814.3865,
243.296,4818.7787,
240.386,4840.7987,
237.475,4871.4593,
234.565,4892.127,
231.654,4827.8532,
228.743,4814.8254,
225.833,4797.2611,
222.922,4757.1333,
220.012,4776.0758,
217.101,4738.0856,
214.191,4713.4504,
211.280,4784.0142,
208.369,4799.3422,
205.459,4814.2313,
202.548,4820.3502,
199.638,4768.8292,
196.727,4807.2284,
193.816,4852.5817,
190.906,4875.4182,
187.995,4908.7233,
185.085,4904.6458,
182.174,4893.91,
179.264,4918.4841,
176.353,4914.2014,
173.442,4879.07,
170.532,4816.5213,
167.621,4750.1916,
164.711,4626.6109,
161.800,4444.0036,
158.890,4188.5003,
155.979,3833.8941,
153.068,3489.3801,
150.158,3137.2743,
147.247,2690.708,
144.337,2227.6692,
141.426,1752.347,
138.516,1264.8609,
135.605,910.23439,
132.694,620.45757,
129.784,395.63038,
126.873,259.04058,
123.963,189.70788,
121.052,138.70304,
118.141,89.443806,
115.231,70.775171,
112.320,57.319097,
109.410,48.568224,
106.499,45.007448,
103.589,39.20771,
100.678,35.25,
97.767,35.25,
94.857,32.478044,
91.946,26.009559,
89.036,19.266081,
86.125,25.648929,
83.215,16.100673,
80.304,8.4048942,
77.393,14.778424,
74.483,14.594865,
71.572,16.424113,
68.662,19.210988,
65.751,8.6142213,
62.840,11.030424,
59.930,14.627993,
57.019,4.7568454,
54.109,2.6528392,
51.198,1.6467814,
48.288,0.29529953,
45.377,5.9223241,
42.466,11.547755,
39.556,14.523221,
36.645,3.9903681,
33.735,3.8462423,
30.824,4.9246782,
27.914,0.71762669,
25.003,7.7216497,
22.092,11.281286,
19.182,9.4330629,
16.271,15.028984,
13.361,74.989743,
10.450,166.38917,
7.539,236.91902,
4.629,-25.630786,
1.718,-394.16181,
-1.192,-737.85407,
-4.103,-627.40195,
-7.013,-367.22619,
-9.924,0.25,
