,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__1__46,
Raman shift [1/cm],Intensity,
3014.167,-0.75,
3011.256,0.049957053,
3008.346,51.696804,
3005.435,72.25,
3002.525,78.590045,
2999.614,86.209718,
2996.704,89.604633,
2993.793,79.887672,
2990.882,82.112532,
2987.972,87.29036,
2985.061,95.25,
2982.151,104.05673,
2979.240,107.93346,
2976.329,113.26092,
2973.419,125.40404,
2970.508,116.63334,
2967.598,98.492571,
2964.687,120.86209,
2961.777,125.49794,
2958.866,115.57987,
2955.955,125.56194,
2953.045,129.45135,
2950.134,140.46283,
2947.224,142.36388,
2944.313,143.10399,
2941.403,139.25,
2938.492,136.0901,
2935.581,141.63157,
2932.671,152.09121,
2929.760,152.90384,
2926.850,159.62293,
2923.939,153.20793,
2921.028,148.69106,
2918.118,165.08879,
2915.207,157.01584,
2912.297,157.25423,
2909.386,171.06751,
2906.476,170.99439,
2903.565,164.47667,
2900.654,149.63827,
2897.744,157.16199,
2894.833,155.61073,
2891.923,166.4936,
2889.012,140.83381,
2886.102,142.87432,
2883.191,164.23206,
2880.280,126.83372,
2877.370,58.878074,
2874.459,51.237591,
2871.549,106.97403,
2868.638,145.43349,
2865.727,158.25,
2862.817,153.87835,
2859.906,176.31268,
2856.996,159.75679,
2854.085,156.48949,
2851.175,184.3675,
2848.264,167.90184,
2845.353,158.1853,
2842.443,159.64234,
2839.532,159.26497,
2836.622,173.16016,
2833.711,169.30964,
2830.801,170.24265,
2827.890,163.72726,
2824.979,169.0159,
2822.069,162.34098,
2819.158,172.53033,
2816.248,171.02026,
2813.337,160.47683,
2810.427,163.20592,
2807.516,179.40094,
2804.605,156.90626,
2801.695,164.42105,
2798.784,167.80646,
2795.874,177.38984,
2792.963,179.60713,
2790.052,171.25172,
2787.142,173.18419,
2784.231,154.92859,
2781.321,151.8786,
2778.410,171.62435,
2775.500,167.86932,
2772.589,182.71177,
2769.678,177.43093,
2766.768,181.04808,
2763.857,175.35404,
2760.947,169.77837,
2758.036,170.86144,
2755.126,173.24359,
2752.215,183.8681,
2749.304,194.82372,
2746.394,175.82662,
2743.483,174.25,
2740.573,182.23455,
2737.662,180.35651,
2734.751,178.36649,
2731.841,175.68223,
2728.930,187.12715,
2726.020,191.59201,
2723.109,175.19884,
2720.199,184.54372,
2717.288,182.72445,
2714.377,187.69984,
2711.467,191.03681,
2708.556,190.0799,
2705.646,182.02464,
2702.735,194.90979,
2699.825,195.58639,
2696.914,192.7259,
2694.003,188.22236,
2691.093,186.60739,
2688.182,190.19518,
2685.272,195.25854,
2682.361,183.28494,
2679.450,195.29529,
2676.540,194.94514,
2673.629,186.88673,
2670.719,196.39602,
2667.808,222.79093,
2664.898,199.43191,
2661.987,207.28359,
2659.076,196.30174,
2656.166,197.78246,
2653.255,196.39966,
2650.345,208.71461,
2647.434,201.10739,
2644.524,208.70563,
2641.613,198.70694,
2638.702,204.10797,
2635.792,213.75149,
2632.881,194.74417,
2629.971,209.31724,
2627.060,210.25062,
2624.149,211.22187,
2621.239,217.49852,
2618.328,220.86852,
2615.418,208.93181,
2612.507,218.38433,
2609.597,203.72904,
2606.686,225.13352,
2603.775,213.69048,
2600.865,205.3114,
2597.954,227.39374,
2595.044,230.58038,
2592.133,226.35823,
2589.223,229.49106,
2586.312,239.76256,
2583.401,236.86312,
2580.491,228.79808,
2577.580,212.2665,
2574.670,227.78474,
2571.759,221.88101,
2568.848,215.1285,
2565.938,213.29755,
2563.027,226.54316,
2560.117,227.16588,
2557.206,232.38653,
2554.296,234.70538,
2551.385,225.93599,
2548.474,229.87974,
2545.564,228.37662,
2542.653,244.56543,
2539.743,246.81777,
2536.832,237.4743,
2533.922,232.40769,
2531.011,243.34991,
2528.100,244.65069,
2525.190,241.66885,
2522.279,241.39069,
2519.369,242.43879,
2516.458,229.91077,
2513.548,239.43159,
2510.637,247.31148,
2507.726,247.00093,
2504.816,242.56229,
2501.905,246.11951,
2498.995,233.38466,
2496.084,254.0096,
2493.173,254.72351,
2490.263,259.02516,
2487.352,255.70747,
2484.442,244.38918,
2481.531,261.99453,
2478.621,256.05562,
2475.710,269.227,
2472.799,260.33078,
2469.889,244.18906,
2466.978,239.75522,
2464.068,263.10723,
2461.157,273.78509,
2458.247,265.64713,
2455.336,259.08168,
2452.425,254.81604,
2449.515,272.10863,
2446.604,280.36519,
2443.694,273.78451,
2440.783,275.15653,
2437.872,281.25,
2434.962,276.25922,
2432.051,263.71299,
2429.141,276.63809,
2426.230,254.14054,
2423.320,283.99302,
2420.409,274.60261,
2417.498,285.8062,
2414.588,285.62267,
2411.677,292.60455,
2408.767,276.26181,
2405.856,274.55955,
2402.946,282.94079,
2400.035,284.75469,
2397.124,274.4746,
2394.214,282.41359,
2391.303,292.57046,
2388.393,289.50349,
2385.482,277.77874,
2382.571,271.07266,
2379.661,278.22669,
2376.750,288.45933,
2373.840,293.81874,
2370.929,286.33664,
2368.019,302.5628,
2365.108,302.3678,
2362.197,299.19526,
2359.287,296.87172,
2356.376,319.20597,
2353.466,312.29628,
2350.555,307.36026,
2347.645,309.96127,
2344.734,305.82604,
2341.823,313.13392,
2338.913,301.02613,
