,PL0E24~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.875,
3011.256,1.2250215,
3008.346,100.81667,
3005.435,119.04726,
3002.525,119.88003,
2999.614,122.3536,
2996.704,137.08067,
2993.793,138.23963,
2990.882,144.99524,
2987.972,141.1704,
2985.061,143.9181,
2982.151,138.76702,
2979.240,144.06037,
2976.329,136.88183,
2973.419,158.46364,
2970.508,165.30826,
2967.598,182.5993,
2964.687,167.34919,
2961.777,184.7748,
2958.866,182.45338,
2955.955,195.95464,
2953.045,179.79392,
2950.134,193.69934,
2947.224,187.60897,
2944.313,208.16987,
2941.403,207.04152,
2938.492,215.43395,
2935.581,204.99621,
2932.671,216.44691,
2929.760,215.96729,
2926.850,221.34116,
2923.939,225.16707,
2921.028,225.06036,
2918.118,229.82651,
2915.207,236.82747,
2912.297,219.18424,
2909.386,242.51916,
2906.476,238.51264,
2903.565,228.7198,
2900.654,256.8429,
2897.744,226.53988,
2894.833,254.589,
2891.923,235.96149,
2889.012,230.33309,
2886.102,247.43444,
2883.191,256.12689,
2880.280,273.01017,
2877.370,257.0088,
2874.459,259.13741,
2871.549,246.9673,
2868.638,229.53121,
2865.727,252.83653,
2862.817,245.19586,
2859.906,265.95976,
2856.996,252.60915,
2854.085,252.60399,
2851.175,255.95932,
2848.264,264.978,
2845.353,234.53477,
2842.443,251.52779,
2839.532,245.24443,
2836.622,247.91731,
2833.711,262.81416,
2830.801,266.11765,
2827.890,265.60226,
2824.979,256.125,
2822.069,263.27284,
2819.158,271.56435,
2816.248,278.32,
2813.337,283.19696,
2810.427,267.64704,
2807.516,273.01703,
2804.605,294.28605,
2801.695,288.25658,
2798.784,283.56854,
2795.874,269.97988,
2792.963,272.125,
2790.052,273.12479,
2787.142,269.5065,
2784.231,278.15603,
2781.321,263.25072,
2778.410,268.44479,
2775.500,260.87121,
2772.589,278.5088,
2769.678,275.87239,
2766.768,287.125,
2763.857,287.17702,
2760.947,286.15022,
2758.036,276.57078,
2755.126,289.02671,
2752.215,293.40223,
2749.304,293.6142,
2746.394,313.52625,
2743.483,297.37501,
2740.573,290.68914,
2737.662,289.11465,
2734.751,286.03271,
2731.841,301.61218,
2728.930,291.63755,
2726.020,299.66551,
2723.109,294.33108,
2720.199,303.81261,
2717.288,301.7199,
2714.377,318.34992,
2711.467,302.86237,
2708.556,319.68879,
2705.646,316.89964,
2702.735,319.95747,
2699.825,322.05956,
2696.914,333.22047,
2694.003,312.05182,
2691.093,321.10695,
2688.182,328.34426,
2685.272,333.69115,
2682.361,318.30731,
2679.450,327.91098,
2676.540,319.10468,
2673.629,325.42541,
2670.719,331.77472,
2667.808,343.2982,
2664.898,324.68336,
2661.987,335.35846,
2659.076,316.55821,
2656.166,345.80043,
2653.255,334.6012,
2650.345,338.93262,
2647.434,339.26761,
2644.524,338.61904,
2641.613,367.21111,
2638.702,336.72468,
2635.792,359.24963,
2632.881,355.77392,
2629.971,351.125,
2627.060,349.29094,
2624.149,353.74688,
2621.239,352.125,
2618.328,374.53158,
2615.418,361.78864,
2612.507,351.95508,
2609.597,375.09506,
2606.686,365.21538,
2603.775,376.84325,
2600.865,383.35712,
2597.954,398.31046,
2595.044,383.11614,
2592.133,374.72999,
2589.223,380.60712,
2586.312,399.73307,
2583.401,385.43156,
2580.491,386.48076,
2577.580,407.1349,
2574.670,408.42047,
2571.759,400.52911,
2568.848,402.47858,
2565.938,385.125,
2563.027,385.85681,
2560.117,392.20912,
2557.206,398.74124,
2554.296,401.90074,
2551.385,413.99294,
2548.474,413.16218,
2545.564,424.8401,
2542.653,420.59815,
2539.743,425.21126,
2536.832,412.08388,
2533.922,431.92,
2531.011,418.85002,
2528.100,414.92638,
2525.190,410.54385,
2522.279,427.89051,
2519.369,426.14369,
2516.458,409.77515,
2513.548,412.16107,
2510.637,439.83386,
2507.726,420.43727,
2504.816,420.56243,
2501.905,420.93659,
2498.995,424.03601,
2496.084,450.13891,
2493.173,437.80911,
2490.263,441.50693,
2487.352,444.3754,
2484.442,452.11857,
2481.531,445.54001,
2478.621,450.48051,
2475.710,441.07133,
2472.799,439.05768,
2469.889,456.54883,
2466.978,459.125,
2464.068,461.99803,
2461.157,459.54751,
2458.247,460.96328,
2455.336,464.80602,
2452.425,477.49766,
2449.515,456.87968,
2446.604,466.40603,
2443.694,474.91526,
2440.783,455.5991,
2437.872,473.08854,
2434.962,478.95448,
2432.051,485.44575,
2429.141,479.95431,
2426.230,492.47309,
2423.320,492.55377,
2420.409,490.93256,
2417.498,491.95364,
2414.588,482.67254,
2411.677,508.01743,
2408.767,499.30709,
2405.856,492.91304,
2402.946,497.59506,
2400.035,495.92312,
2397.124,512.7881,
2394.214,514.3422,
2391.303,522.58909,
2388.393,505.7017,
2385.482,465.71123,
2382.571,392.89642,
2379.661,431.63637,
2376.750,483.90808,
2373.840,510.39997,
2370.929,536.85426,
2368.019,521.52152,
2365.108,538.59097,
2362.197,530.72226,
2359.287,561.4615,
2356.376,565.13204,
2353.466,555.36819,
2350.555,550.44523,
2347.645,550.65217,
2344.734,565.40155,
2341.823,541.6225,
2338.913,548.63842,
2336.002,548.62011,
2333.092,578.26275,
2330.181,590.65184,
2327.270,553.38022,
2324.360,582.39386,
2321.449,585.74065,
2318.539,580.95373,
2315.628,571.73012,
2312.718,580.84086,
2309.807,589.64681,
2306.896,582.62109,
2303.986,590.69652,
2301.075,592.63568,
2298.165,567.76889,
2295.254,570.95266,
2292.344,589.8552,
2289.433,617.81227,
2286.522,616.96434,
2283.612,606.29464,
2280.701,597.20125,
2277.791,625.9647,
2274.880,623.83697,
2271.969,618.90689,
2269.059,624.02694,
2266.148,641.39545,
2263.238,651.92036,
2260.327,628.78039,
2257.417,649.70167,
2254.506,643.91132,
2251.595,652.97221,
2248.685,636.08278,
2245.774,651.45425,
2242.864,646.81076,
2239.953,668.16643,
2237.043,653.83893,
2234.132,655.93535,
2231.221,655.30842,
2228.311,642.55671,
2225.400,681.95613,
2222.490,676.68202,
2219.579,691.43354,
2216.669,713.63215,
2213.758,714.08187,
2210.847,712.70687,
2207.937,688.14295,
2205.026,705.56902,
2202.116,715.55175,
2199.205,717.72453,
2196.294,723.75301,
2193.384,716.15149,
2190.473,720.13087,
2187.563,710.28451,
2184.652,744.02867,
2181.742,751.19344,
2178.831,757.88376,
2175.920,792.76618,
2173.010,828.45096,
2170.099,840.05754,
2167.189,865.29721,
2164.278,894.99435,
2161.368,934.8386,
2158.457,962.68107,
2155.546,983.92789,
2152.636,1029.327,
2149.725,1086.4068,
2146.815,1097.0249,
2143.904,1104.638,
2140.993,1142.4106,
2138.083,1170.4198,
2135.172,1187.0914,
2132.262,1163.5863,
2129.351,1172.0458,
2126.441,1175.7075,
2123.530,1135.9117,
2120.619,1111.2078,
2117.709,1061.468,
2114.798,1017.9672,
2111.888,981.03856,
2108.977,942.86671,
2106.067,929.57473,
2103.156,877.9744,
2100.245,846.11873,
2097.335,834.31872,
2094.424,821.6037,
2091.514,818.47711,
2088.603,825.31388,
2085.692,830.30351,
2082.782,818.59089,
2079.871,807.26736,
2076.961,793.89993,
2074.050,794.27045,
2071.140,799.5386,
2068.229,805.8659,
2065.318,790.656,
2062.408,792.63256,
2059.497,787.91666,
2056.587,795.05507,
2053.676,800.75823,
2050.766,796.5099,
2047.855,802.66933,
2044.944,787.92307,
2042.034,799.76093,
2039.123,811.26305,
2036.213,784.16497,
2033.302,779.01623,
2030.391,802.44651,
2027.481,808.66163,
2024.570,789.42547,
2021.660,801.17893,
2018.749,803.78309,
2015.839,793.51083,
2012.928,791.17031,
2010.017,819.42359,
2007.107,814.16984,
2004.196,804.66072,
2001.286,805.52076,
1998.375,793.29527,
1995.465,801.49732,
1992.554,804.24854,
1989.643,793.5052,
1986.733,801.64342,
1983.822,793.68925,
1980.912,798.94693,
1978.001,794.46451,
1975.090,789.45479,
1972.180,837.88162,
1969.269,819.93234,
1966.359,815.71994,
1963.448,807.47902,
1960.538,782.0833,
1957.627,796.84947,
1954.716,788.441,
1951.806,811.57854,
1948.895,802.0177,
1945.985,805.67402,
1943.074,801.17289,
1940.164,808.78834,
1937.253,795.25117,
1934.342,785.5865,
1931.432,783.43415,
1928.521,806.55505,
1925.611,769.83329,
1922.700,760.62224,
1919.790,795.85295,
1916.879,802.9855,
1913.968,783.14959,
1911.058,798.09799,
1908.147,832.55267,
1905.237,782.13235,
1902.326,776.01537,
1899.415,746.8335,
1896.505,695.20929,
1893.594,711.38423,
1890.684,742.77203,
1887.773,771.38301,
1884.863,797.41657,
1881.952,811.19241,
1879.041,796.96923,
1876.131,769.13677,
1873.220,794.63397,
1870.310,829.75723,
1867.399,800.63679,
1864.489,824.15141,
1861.578,800.96559,
1858.667,810.29864,
1855.757,810.54863,
1852.846,786.13525,
1849.936,799.68255,
1847.025,820.65298,
1844.114,842.41446,
1841.204,854.29983,
1838.293,865.58426,
1835.383,868.81152,
1832.472,851.71804,
1829.562,836.15494,
1826.651,842.85188,
1823.740,837.7495,
1820.830,863.21975,
1817.919,875.38251,
1815.009,883.83111,
1812.098,869.86517,
1809.188,846.55141,
1806.277,846.10287,
1803.366,887.67582,
1800.456,860.02586,
1797.545,846.28786,
1794.635,898.54402,
1791.724,906.63958,
1788.813,892.31626,
1785.903,872.39433,
1782.992,873.5914,
1780.082,749.46241,
1777.171,538.42314,
1774.261,426.8354,
1771.350,603.99081,
1768.439,841.70221,
1765.529,882.21856,
1762.618,920.86567,
1759.708,933.39663,
1756.797,920.97348,
1753.887,932.10022,
1750.976,943.30432,
1748.065,952.72715,
1745.155,977.28616,
1742.244,957.66672,
1739.334,950.34147,
1736.423,978.1474,
1733.512,985.94207,
1730.602,977.64483,
1727.691,982.80161,
1724.781,980.40554,
1721.870,1010.5109,
1718.960,1005.7915,
1716.049,977.95576,
1713.138,986.80493,
1710.228,994.34678,
1707.317,1017.2393,
1704.407,1013.8362,
1701.496,1049.5869,
1698.586,1023.5575,
1695.675,1065.1033,
1692.764,1068.125,
1689.854,1031.7706,
1686.943,1025.2936,
1684.033,1071.9329,
1681.122,1105.5643,
1678.211,1092.2582,
1675.301,1041.2823,
1672.390,1132.1998,
1669.480,1156.9245,
1666.569,1133.2803,
1663.659,1222.8473,
1660.748,1205.9515,
1657.837,1198.2404,
1654.927,1247.4924,
1652.016,1222.2428,
1649.106,1267.6881,
1646.195,1291.5156,
1643.285,1347.0768,
1640.374,1302.6686,
1637.463,1329.2959,
1634.553,1393.8934,
1631.642,1445.6462,
1628.732,1493.4331,
1625.821,1545.1878,
1622.911,1640.584,
1620.000,1619.4022,
1617.089,1694.5927,
1614.179,1838.9795,
1611.268,1966.3662,
1608.358,2048.3323,
1605.447,2111.5255,
1602.536,2135.6265,
1599.626,2177.602,
1596.715,2179.3098,
1593.805,2161.2384,
1590.894,2108.9268,
1587.984,2103.8572,
1585.073,2049.6727,
1582.162,2045.9692,
1579.252,2000.4818,
1576.341,1985.3186,
1573.431,1982.5587,
1570.520,1961.4868,
1567.610,1938.7326,
1564.699,1951.9758,
1561.788,1942.2238,
1558.878,1861.3866,
1555.967,1864.7829,
1553.057,1861.7976,
1550.146,1830.0741,
1547.235,1811.0411,
1544.325,1766.5378,
1541.414,1705.8818,
1538.504,1701.1909,
1535.593,1719.1773,
1532.683,1708.8559,
1529.772,1673.2504,
1526.861,1616.1923,
1523.951,1586.2249,
1521.040,1592.7824,
1518.130,1588.386,
1515.219,1583.7647,
1512.309,1592.8773,
1509.398,1588.0433,
1506.487,1574.0305,
1503.577,1573.5695,
1500.666,1550.3708,
1497.756,1569.1835,
1494.845,1485.2451,
1491.934,1488.1219,
1489.024,1487.1594,
1486.113,1500.106,
1483.203,1466.4865,
1480.292,1455.3369,
1477.382,1444.426,
1474.471,1419.871,
1471.560,1416.7533,
1468.650,1390.7941,
1465.739,1389.6538,
1462.829,1387.7696,
1459.918,1357.8154,
1457.008,1371.6331,
1454.097,1356.0606,
1451.186,1295.5505,
1448.276,1315.3218,
1445.365,1354.6598,
1442.455,1351.3246,
1439.544,1369.9842,
1436.633,1356.6781,
1433.723,1353.5993,
1430.812,1408.5443,
1427.902,1351.2603,
1424.991,1356.9469,
1422.081,1357.125,
1419.170,1298.3689,
1416.259,1289.9351,
1413.349,1285.5936,
1410.438,1284.125,
1407.528,1296.3561,
1404.617,1289.0339,
1401.707,1300.8526,
1398.796,1340.4221,
1395.885,1369.3258,
1392.975,1354.3948,
1390.064,1324.0746,
1387.154,1360.0319,
1384.243,1380.781,
1381.332,1414.3022,
1378.422,1503.9801,
1375.511,1501.1697,
1372.601,1461.4975,
1369.690,1488.1278,
1366.780,1496.2931,
1363.869,1537.8077,
1360.958,1554.4454,
1358.048,1591.317,
1355.137,1646.6147,
1352.227,1678.2427,
1349.316,1711.5095,
1346.406,1772.7292,
1343.495,1800.6511,
1340.584,1784.196,
1337.674,1817.6994,
1334.763,1863.7369,
1331.853,1853.5373,
1328.942,1853.125,
1326.032,1952.6307,
1323.121,1961.0467,
1320.210,1995.4143,
1317.300,2004.5008,
1314.389,2019.2227,
1311.479,2066.7753,
1308.568,2111.1824,
1305.657,2135.587,
1302.747,2184.4754,
1299.836,2312.7393,
1296.926,2317.9369,
1294.015,2335.404,
1291.105,2395.1213,
1288.194,2462.232,
1285.283,2501.4691,
1282.373,2533.9062,
1279.462,2583.3596,
1276.552,2654.0071,
1273.641,2694.2921,
1270.731,2694.8862,
1267.820,2712.1148,
1264.909,2671.213,
1261.999,2679.6909,
1259.088,2695.197,
1256.178,2613.9052,
1253.267,2590.1515,
1250.356,2551.9078,
1247.446,2479.9726,
1244.535,2434.1875,
1241.625,2397.251,
1238.714,2346.5864,
1235.804,2328.6299,
1232.893,2311.7567,
1229.982,2279.4385,
1227.072,2229.6463,
1224.161,2208.4744,
1221.251,2173.8556,
1218.340,2155.9991,
1215.430,2151.5745,
1212.519,2128.487,
1209.608,2100.4162,
1206.698,2102.1889,
1203.787,2107.2305,
1200.877,2087.0165,
1197.966,2101.4031,
1195.055,2203.6616,
1192.145,2231.6438,
1189.234,2314.9265,
1186.324,2345.0328,
1183.413,2332.8001,
1180.503,2334.8348,
1177.592,2339.3371,
1174.681,2321.1284,
1171.771,2259.125,
1168.860,2259.125,
1165.950,2245.4181,
1163.039,2225.3633,
1160.129,2247.6178,
1157.218,2261.3947,
1154.307,2237.0578,
1151.397,2212.5565,
1148.486,2217.1826,
1145.576,2173.0887,
1142.665,2195.2865,
1139.754,2168.648,
1136.844,2112.4035,
1133.933,2104.6146,
1131.023,2105.1552,
1128.112,2089.7686,
1125.202,2084.4728,
1122.291,2101.1331,
1119.380,2122.4455,
1116.470,2155.099,
1113.559,2161.4447,
1110.649,2171.9477,
1107.738,2149.7983,
1104.828,2173.5603,
1101.917,2223.8521,
1099.006,2194.4134,
1096.096,2235.4373,
1093.185,2191.5372,
1090.275,2160.6098,
1087.364,2154.125,
1084.453,2191.8101,
1081.543,2192.6406,
1078.632,2156.4384,
1075.722,2155.9966,
1072.811,2152.9866,
1069.901,2179.1844,
1066.990,2183.55,
1064.079,2216.7897,
1061.169,2243.171,
1058.258,2272.0288,
1055.348,2305.2981,
1052.437,2316.6812,
1049.527,2300.0984,
1046.616,2325.2945,
1043.705,2359.7264,
1040.795,2361.4629,
1037.884,2355.6078,
1034.974,2347.4214,
1032.063,2354.009,
1029.153,2406.9705,
1026.242,2372.3723,
1023.331,2365.292,
1020.421,2368.3076,
1017.510,2386.9333,
1014.600,2388.7059,
1011.689,2376.2608,
1008.778,2379.2868,
1005.868,2351.542,
1002.957,2398.0011,
1000.047,2509.229,
997.136,2642.0971,
994.226,2734.0015,
991.315,2741.1597,
988.404,2688.6647,
985.494,2710.3221,
982.583,2629.8058,
979.673,2630.563,
976.762,2628.0798,
973.852,2633.7332,
970.941,2664.6115,
968.030,2698.4601,
965.120,2655.1286,
962.209,2655.9811,
959.299,2659.6662,
956.388,2647.6859,
953.477,2647.8117,
950.567,2677.2419,
947.656,2714.7854,
944.746,2696.9447,
941.835,2717.1801,
938.925,2734.628,
936.014,2713.3046,
933.103,2679.0631,
930.193,2660.7316,
927.282,2639.4458,
924.372,2645.365,
921.461,2607.8322,
918.551,2563.3355,
915.640,2540.2751,
912.729,2530.0009,
909.819,2507.2379,
906.908,2523.244,
903.998,2550.372,
901.087,2532.9378,
898.176,2566.3673,
895.266,2615.2684,
892.355,2610.5385,
889.445,2618.0919,
886.534,2608.9414,
883.624,2671.7169,
880.713,2683.2211,
877.802,2604.0262,
874.892,2415.1963,
871.981,2071.6937,
869.071,1799.3491,
866.160,1948.0735,
863.250,2314.4767,
860.339,2585.0237,
857.428,2619.9946,
854.518,2629.5493,
851.607,2540.5179,
848.697,2302.2722,
845.786,2199.5681,
842.875,2270.4815,
839.965,2442.126,
837.054,2611.4041,
834.144,2636.2667,
831.233,2631.1257,
828.323,2642.9404,
825.412,2651.432,
822.501,2634.0186,
819.591,2638.977,
816.680,2559.7979,
813.770,2556.4141,
810.859,2552.5878,
807.949,2531.4396,
805.038,2522.7091,
802.127,2552.3417,
799.217,2516.3647,
796.306,2518.4494,
793.396,2510.6591,
790.485,2491.4963,
787.574,2532.9418,
784.664,2501.7775,
781.753,2486.0602,
778.843,2516.901,
775.932,2565.2359,
773.022,2580.3616,
770.111,2517.4081,
767.200,2520.7381,
764.290,2538.1498,
761.379,2565.2736,
758.469,2589.4972,
755.558,2585.9337,
752.648,2546.0181,
749.737,2513.319,
746.826,2506.6521,
743.916,2509.9366,
741.005,2497.3826,
738.095,2481.9569,
735.184,2487.2756,
732.274,2502.7465,
729.363,2515.8062,
726.452,2522.1947,
723.542,2539.192,
720.631,2516.4243,
717.721,2515.9991,
714.810,2514.2728,
711.899,2506.1349,
708.989,2519.0457,
706.078,2530.3432,
703.168,2542.2333,
700.257,2531.2095,
697.347,2500.6039,
694.436,2477.7142,
691.525,2499.4169,
688.615,2509.1563,
685.704,2502.196,
682.794,2485.3804,
679.883,2473.0169,
676.973,2470.6128,
674.062,2482.2486,
671.151,2499.6449,
668.241,2501.2126,
665.330,2465.1293,
662.420,2507.462,
659.509,2521.2044,
656.598,2521.9613,
653.688,2514.2941,
650.777,2497.2609,
647.867,2471.7784,
644.956,2409.1632,
642.046,2304.0579,
639.135,2234.2607,
636.224,2344.5865,
633.314,2436.6834,
630.403,2482.591,
627.493,2512.3358,
624.582,2548.1913,
621.672,2606.7988,
618.761,2617.4843,
615.850,2606.3503,
612.940,2613.9094,
610.029,2656.5696,
607.119,2695.2615,
604.208,2655.8142,
601.297,2663.5494,
598.387,2685.972,
595.476,2680.6505,
592.566,2707.4108,
589.655,2675.1953,
586.745,2646.0117,
583.834,2629.0746,
580.923,2611.1629,
578.013,2617.4408,
575.102,2604.7853,
572.192,2611.6319,
569.281,2632.8612,
566.371,2575.7297,
563.460,2618.8023,
560.549,2612.812,
557.639,2605.5358,
554.728,2657.2326,
551.818,2595.5876,
548.907,2629.6592,
545.996,2667.9008,
543.086,2667.8783,
540.175,2611.0372,
537.265,2623.0591,
534.354,2657.2197,
531.444,2688.4689,
528.533,2697.8976,
525.622,2708.7608,
522.712,2723.2601,
519.801,2735.3257,
516.891,2745.2551,
513.980,2760.741,
511.070,2783.2554,
508.159,2826.9873,
505.248,2857.6141,
502.338,2837.0227,
499.427,2901.8566,
496.517,2920.2563,
493.606,2942.997,
490.695,2985.6971,
487.785,2982.6179,
484.874,2978.8939,
481.964,2974.6333,
479.053,2977.56,
476.143,3004.4387,
473.232,2918.3577,
470.321,2895.3163,
467.411,2913.2032,
464.500,2932.2304,
461.590,2975.8776,
458.679,2984.2729,
455.769,2974.5087,
452.858,2961.7157,
449.947,2976.9943,
447.037,2999.5413,
444.126,3016.5614,
441.216,3032.3269,
438.305,3079.5666,
435.395,3035.641,
432.484,3033.2966,
429.573,3042.0972,
426.663,2934.9174,
423.752,2419.1014,
420.842,1752.0294,
417.931,1219.2631,
415.020,1216.2297,
412.110,2110.1563,
409.199,2648.8827,
406.289,2854.1203,
403.378,2807.6486,
400.468,2667.0336,
397.557,2705.4172,
394.646,2849.0373,
391.736,3029.9298,
388.825,3180.0219,
385.915,3212.9489,
383.004,3218.5443,
380.094,3257.6241,
377.183,3267.4063,
374.272,3290.2079,
371.362,3295.0576,
368.451,3266.5809,
365.541,3274.0863,
362.630,3303.9833,
359.719,3323.8694,
356.809,3316.2609,
353.898,3318.5073,
350.988,3350.0467,
348.077,3374.673,
345.167,3369.9141,
342.256,3346.0079,
339.345,3324.2449,
336.435,3322.2287,
333.524,3351.5243,
330.614,3364.1919,
327.703,3360.4239,
324.793,3367.8191,
321.882,3409.9537,
318.971,3339.3267,
316.061,3347.3537,
313.150,3392.6726,
310.240,3429.7784,
307.329,3436.8421,
304.418,3425.4464,
301.508,3414.6389,
298.597,3435.3705,
295.687,3464.8919,
292.776,3501.4585,
289.866,3550.4725,
286.955,3628.0387,
284.044,3676.4425,
281.134,3687.0164,
278.223,3678.0408,
275.313,3745.8315,
272.402,3743.2788,
269.492,3680.1117,
266.581,3560.4557,
263.670,3425.1825,
260.760,3480.6764,
257.849,3611.0082,
254.939,3736.5022,
252.028,3809.0618,
249.117,3807.8017,
246.207,3789.2779,
243.296,3847.8408,
240.386,3865.2259,
237.475,3862.2887,
234.565,3847.2047,
231.654,3841.3617,
228.743,3807.329,
225.833,3762.0872,
222.922,3716.2314,
220.012,3761.4018,
217.101,3744.2285,
214.191,3692.3288,
211.280,3629.767,
208.369,3677.6044,
205.459,3674.7782,
202.548,3641.1501,
199.638,3693.3968,
196.727,3717.9542,
193.816,3701.936,
190.906,3643.1566,
187.995,3701.0786,
185.085,3713.0865,
182.174,3713.9192,
179.264,3750.0575,
176.353,3731.6977,
173.442,3706.4355,
170.532,3676.6484,
167.621,3612.4815,
164.711,3484.2302,
161.800,3303.0227,
158.890,3065.5126,
155.979,2917.1826,
153.068,2741.1151,
150.158,2519.8915,
147.247,2201.1207,
144.337,1827.8845,
141.426,1452.6203,
138.516,1099.1929,
135.605,765.22384,
132.694,501.98044,
129.784,312.67937,
126.873,228.29405,
123.963,154.78706,
121.052,103.62632,
118.141,82.209263,
