,PL805D~1,
Wavenumbers [1/cm],Intensity,
3014.167,4.25,
3011.256,0.35002147,
3008.346,65.778427,
3005.435,91.90371,
3002.525,96.005034,
2999.614,83.151309,
2996.704,103.5603,
2993.793,85.974656,
2990.882,112.59347,
2987.972,118.2046,
2985.061,111.46675,
2982.151,101.0399,
2979.240,106.78231,
2976.329,110.74727,
2973.419,109.66566,
2970.508,111.19993,
2967.598,121.34558,
2964.687,132.80163,
2961.777,130.56611,
2958.866,116.57838,
2955.955,133.87388,
2953.045,130.80034,
2950.134,143.55906,
2947.224,142.87991,
2944.313,143.73291,
2941.403,165.46442,
2938.492,145.12264,
2935.581,144.50278,
2932.671,153.69208,
2929.760,147.14228,
2926.850,140.7797,
2923.939,149.09584,
2921.028,150.05609,
2918.118,157.18828,
2915.207,149.13615,
2912.297,143.29231,
2909.386,156.64416,
2906.476,157.47471,
2903.565,149.63816,
2900.654,137.75555,
2897.744,134.09913,
2894.833,130.90963,
2891.923,134.3301,
2889.012,113.79335,
2886.102,99.793252,
2883.191,64.278321,
2880.280,-32.668687,
2877.370,-240.58673,
2874.459,-274.76861,
2871.549,-115.63013,
2868.638,68.759199,
2865.727,108.35767,
2862.817,110.42113,
2859.906,139.09899,
2856.996,156.77038,
2854.085,150.48949,
2851.175,150.87046,
2848.264,160.1765,
2845.353,157.22843,
2842.443,157.04861,
2839.532,166.01115,
2836.622,161.25,
2833.711,167.03494,
2830.801,152.46617,
2827.890,169.16608,
2824.979,171.38596,
2822.069,181.12491,
2819.158,167.20957,
2816.248,173.45658,
2813.337,178.29145,
2810.427,189.47039,
2807.516,181.72484,
2804.605,182.41105,
2801.695,179.21053,
2798.784,170.211,
2795.874,186.10488,
2792.963,190.82149,
2790.052,184.25172,
2787.142,178.85515,
2784.231,174.34626,
2781.321,178.80998,
2778.410,168.51524,
2775.500,173.97206,
2772.589,163.71329,
2769.678,194.89162,
2766.768,183.20532,
2763.857,181.98603,
2760.947,175.75315,
2758.036,195.73419,
2755.126,186.62394,
2752.215,200.9954,
2749.304,193.7608,
2746.394,192.01618,
2743.483,186.69996,
2740.573,196.13717,
2737.662,168.1849,
2734.751,199.25,
2731.841,200.14194,
2728.930,187.16942,
2726.020,196.69387,
2723.109,194.47683,
2720.199,202.05305,
2717.288,206.81204,
2714.377,204.86246,
2711.467,203.70933,
2708.556,210.62179,
2705.646,217.57391,
2702.735,211.41237,
2699.825,216.05367,
2696.914,207.43998,
2694.003,218.86464,
2691.093,207.32101,
2688.182,204.65074,
2685.272,213.05512,
2682.361,207.5262,
2679.450,216.0031,
2676.540,218.1687,
2673.629,217.23653,
2670.719,223.89233,
2667.808,208.0768,
2664.898,209.107,
2661.987,208.18316,
2659.076,211.72413,
2656.166,230.18509,
2653.255,224.76871,
2650.345,240.71461,
2647.434,241.62096,
2644.524,221.93344,
2641.613,225.79306,
2638.702,224.32891,
2635.792,228.3138,
2632.881,219.98211,
2629.971,229.97489,
2627.060,226.24813,
2624.149,238.95313,
2621.239,224.22628,
2618.328,250.69897,
2615.418,242.23182,
2612.507,247.7678,
2609.597,248.06637,
2606.686,241.44478,
2603.775,246.09127,
2600.865,248.72098,
2597.954,257.96871,
2595.044,269.60695,
2592.133,258.13529,
2589.223,248.90052,
2586.312,257.17466,
2583.401,245.84125,
2580.491,250.25,
2577.580,236.27641,
2574.670,254.74064,
2571.759,252.9923,
2568.848,261.06776,
2565.938,252.39278,
2563.027,262.15228,
