,PL805D~1,
2560.117,251.35278,
2557.206,267.04336,
2554.296,269.04863,
2551.385,259.74596,
2548.474,270.73179,
2545.564,274.34497,
2542.653,261.48154,
2539.743,267.68223,
2536.832,283.82197,
2533.922,278.48654,
2531.011,287.75047,
2528.100,282.84585,
2525.190,276.2291,
2522.279,272.54653,
2519.369,264.58924,
2516.458,280.3619,
2513.548,269.92289,
2510.637,275.49593,
2507.726,282.06042,
2504.816,277.56116,
2501.905,273.30793,
2498.995,292.17506,
2496.084,279.54271,
2493.173,278.19702,
2490.263,298.76643,
2487.352,293.91613,
2484.442,291.09153,
2481.531,299.03728,
2478.621,306.76663,
2475.710,295.26534,
2472.799,300.45624,
2469.889,310.73477,
2466.978,300.42536,
2464.068,294.33465,
2461.157,308.24512,
2458.247,301.75017,
2455.336,313.99559,
2452.425,300.44339,
2449.515,307.98597,
2446.604,318.18545,
2443.694,316.78451,
2440.783,310.86937,
2437.872,307.76051,
2434.962,324.1394,
2432.051,330.29935,
2429.141,328.25,
2426.230,332.92404,
2423.320,334.89316,
2420.409,329.05756,
2417.498,329.48032,
2414.588,332.87733,
2411.677,341.64041,
2408.767,326.00886,
2405.856,328.25,
2402.946,346.73257,
2400.035,344.46126,
2397.124,350.68851,
2394.214,343.006,
2391.303,335.17818,
2388.393,346.94073,
2385.482,330.21936,
2382.571,317.23719,
2379.661,323.73835,
2376.750,332.03814,
2373.840,356.64366,
2370.929,356.31498,
2368.019,362.02093,
2365.108,367.22644,
2362.197,372.04179,
2359.287,371.65334,
2356.376,381.23239,
2353.466,376.82532,
2350.555,381.27493,
2347.645,374.10563,
2344.734,384.64634,
2341.823,376.449,
2338.913,365.4202,
2336.002,399.5419,
2333.092,394.93963,
2330.181,383.42395,
2327.270,392.47993,
2324.360,388.05659,
2321.449,397.45069,
2318.539,393.48239,
2315.628,391.71163,
2312.718,405.0826,
2309.807,394.34301,
2306.896,410.00587,
2303.986,413.55521,
2301.075,421.42019,
2298.165,407.69198,
2295.254,423.7976,
2292.344,399.76857,
2289.433,424.54727,
2286.522,415.25,
2283.612,420.77042,
2280.701,428.44281,
2277.791,395.09157,
2274.880,418.67394,
2271.969,427.38169,
2269.059,417.33991,
2266.148,441.97287,
2263.238,440.55503,
2260.327,441.8018,
2257.417,449.72444,
2254.506,446.79984,
2251.595,457.37717,
2248.685,450.36353,
2245.774,429.73375,
2242.864,459.05549,
2239.953,453.51902,
2237.043,452.82213,
2234.132,457.43965,
2231.221,448.11821,
2228.311,462.9072,
2225.400,460.47516,
2222.490,470.47806,
2219.579,487.08808,
2216.669,485.32154,
2213.758,474.16373,
2210.847,497.20715,
2207.937,489.77933,
2205.026,502.80569,
2202.116,498.46338,
2199.205,489.238,
2196.294,489.36597,
2193.384,505.06551,
2190.473,491.09037,
2187.563,533.134,
2184.652,515.27448,
2181.742,547.18156,
2178.831,542.68969,
2175.920,551.4103,
2173.010,555.07483,
2170.099,566.38195,
2167.189,606.2213,
2164.278,607.67915,
2161.368,638.10728,
2158.457,649.22969,
2155.546,679.46156,
2152.636,709.1542,
2149.725,744.04864,
2146.815,732.81727,
2143.904,758.36151,
2140.993,783.92199,
2138.083,780.62688,
2135.172,797.17443,
2132.262,808.12764,
2129.351,791.88093,
2126.441,781.83251,
2123.530,774.11531,
2120.619,753.85586,
2117.709,704.94163,
2114.798,714.47307,
2111.888,695.31329,
2108.977,643.28309,
2106.067,642.20944,
2103.156,608.65742,
2100.245,609.24624,
2097.335,602.88874,
2094.424,596.42041,
2091.514,582.46235,
2088.603,586.36979,
2085.692,577.10884,
2082.782,582.92057,
2079.871,584.49971,
2076.961,583.25,
2074.050,576.29848,
2071.140,578.85907,
2068.229,588.88281,
2065.318,594.39825,
2062.408,588.37104,
2059.497,586.26191,
2056.587,572.51773,
2053.676,564.43338,
2050.766,563.32698,
2047.855,594.53802,
2044.944,569.1859,
2042.034,568.64893,
2039.123,586.18939,
2036.213,576.26998,
2033.302,580.48899,
2030.391,601.13101,
2027.481,605.27442,
2024.570,578.96495,
2021.660,601.53525,
2018.749,619.49019,
2015.839,600.65354,
2012.928,606.92785,
2010.017,615.67888,
2007.107,604.06308,
2004.196,613.6072,
2001.286,618.58217,
1998.375,600.42027,
1995.465,600.75625,
1992.554,634.67913,
1989.643,599.66711,
1986.733,617.41053,
1983.822,619.96787,
1980.912,608.68487,
1978.001,590.67302,
1975.090,626.23474,
1972.180,611.49338,
1969.269,607.365,
1966.359,629.68254,
1963.448,626.21433,
1960.538,611.07735,
1957.627,631.43268,
1954.716,629.39363,
1951.806,640.65386,
1948.895,623.00111,
1945.985,584.94771,
1943.074,605.77395,
1940.164,615.80777,
1937.253,630.42809,
1934.342,627.13022,
1931.432,623.06388,
1928.521,643.23791,
1925.611,640.87997,
1922.700,641.20718,
1919.790,637.08243,
1916.879,650.20376,
1913.968,618.29058,
1911.058,631.98573,
1908.147,630.90696,
1905.237,645.07351,
1902.326,626.18483,
1899.415,606.62561,
1896.505,595.37644,
1893.594,599.42383,
1890.684,630.74009,
1887.773,659.11172,
1884.863,677.54157,
1881.952,647.37535,
1879.041,650.40577,
1876.131,656.25,
1873.220,641.43136,
1870.310,674.52348,
1867.399,663.47391,
1864.489,649.54902,
1861.578,634.95858,
1858.667,667.99846,
1855.757,699.27864,
1852.846,665.74231,
1849.936,666.08683,
1847.025,663.4909,
1844.114,655.55124,
1841.204,675.38636,
1838.293,680.23004,
1835.383,696.0755,
1832.472,701.02913,
1829.562,706.72162,
1826.651,698.30956,
1823.740,707.08144,
1820.830,715.33664,
1817.919,729.28002,
1815.009,715.98156,
1812.098,732.10038,
1809.188,736.12596,
1806.277,708.86969,
1803.366,702.89881,
1800.456,742.29419,
1797.545,756.10127,
1794.635,715.76601,
1791.724,719.25,
1788.813,720.25129,
1785.903,712.05629,
1782.992,659.64191,
1780.082,597.23259,
1777.171,526.5803,
1774.261,529.48529,
1771.350,612.82102,
1768.439,703.95237,
1765.529,734.89175,
1762.618,774.08126,
1759.708,784.86962,
1756.797,783.79545,
1753.887,765.83892,
1750.976,773.35013,
1748.065,771.1179,
1745.155,750.1146,
1742.244,778.34324,
1739.334,798.98882,
1736.423,793.89113,
1733.512,799.98173,
1730.602,815.96629,
1727.691,804.12913,
1724.781,792.17081,
1721.870,803.93103,
1718.960,810.53893,
1716.049,826.35154,
1713.138,856.60987,
1710.228,830.78961,
1707.317,844.826,
1704.407,851.74199,
1701.496,838.57678,
1698.586,888.99313,
1695.675,894.18571,
1692.764,892.35656,
1689.854,890.33661,
1686.943,892.18255,
1684.033,888.34934,
1681.122,915.77421,
1678.211,933.0882,
1675.301,908.32709,
1672.390,937.25,
1669.480,937.61099,
1666.569,982.46583,
1663.659,999.42966,
1660.748,1010.4235,
1657.837,1020.4966,
1654.927,1076.4374,
1652.016,1083.4967,
1649.106,1053.1276,
1646.195,1048.4898,
1643.285,1058.7057,
1640.374,1077.3929,
1637.463,1039.0154,
1634.553,1135.6638,
1631.642,1163.1306,
1628.732,1152.4218,
1625.821,1181.3122,
1622.911,1275.7147,
1620.000,1316.7335,
1617.089,1368.2152,
1614.179,1373.1372,
1611.268,1477.2348,
1608.358,1563.2232,
1605.447,1577.6215,
1602.536,1629.5038,
1599.626,1617.6111,
1596.715,1630.7716,
1593.805,1612.5747,
1590.894,1648.1188,
1587.984,1600.4184,
1585.073,1506.3175,
1582.162,1555.5362,
1579.252,1522.4251,
1576.341,1539.4862,
1573.431,1503.9586,
1570.520,1522.0607,
1567.610,1520.8185,
1564.699,1494.049,
1561.788,1471.1656,
1558.878,1444.0843,
1555.967,1403.8594,
1553.057,1422.06,
1550.146,1409.2937,
1547.235,1371.5402,
1544.325,1353.5947,
1541.414,1348.7099,
1538.504,1343.112,
1535.593,1355.292,
1532.683,1366.8185,
1529.772,1332.9442,
1526.861,1282.9615,
1523.951,1251.6774,
1521.040,1245.4717,
1518.130,1266.8586,
1515.219,1284.2896,
1512.309,1290.5608,
1509.398,1270.0352,
1506.487,1277.5803,
1503.577,1307.1676,
1500.666,1256.5565,
1497.756,1228.6231,
1494.845,1246.4907,
1491.934,1276.0894,
1489.024,1227.0022,
1486.113,1164.981,
1483.203,1214.4282,
1480.292,1197.4917,
1477.382,1236.0872,
1474.471,1217.857,
1471.560,1209.25,
1468.650,1221.5489,
1465.739,1193.304,
1462.829,1156.9423,
1459.918,1141.3826,
1457.008,1159.0656,
1454.097,1183.4094,
1451.186,1180.7645,
1448.276,1179.4742,
1445.365,1202.9656,
1442.455,1229.6361,
1439.544,1230.7776,
1436.633,1153.4069,
1433.723,1221.247,
1430.812,1228.3239,
1427.902,1228.4382,
1424.991,1194.3188,
1422.081,1171.2305,
1419.170,1177.0265,
1416.259,1215.5129,
1413.349,1217.4528,
1410.438,1210.3515,
1407.528,1209.5375,
1404.617,1229.0381,
1401.707,1219.9925,
1398.796,1221.0192,
1395.885,1236.3956,
1392.975,1249.6885,
1390.064,1272.7654,
1387.154,1228.7271,
1384.243,1248.7664,
1381.332,1221.3847,
1378.422,1178.5975,
1375.511,1262.9077,
1372.601,1323.2305,
1369.690,1313.6772,
1366.780,1354.8119,
1363.869,1350.994,
1360.958,1358.4543,
1358.048,1425.7678,
1355.137,1450.4281,
1352.227,1436.6226,
1349.316,1449.1372,
1346.406,1461.7796,
1343.495,1459.973,
1340.584,1487.3569,
1337.674,1509.6804,
1334.763,1537.756,
1331.853,1524.7748,
1328.942,1567.8337,
1326.032,1552.0439,
1323.121,1552.4368,
1320.210,1568.2343,
1317.300,1548.6896,
1314.389,1570.3341,
1311.479,1620.4829,
1308.568,1640.2011,
1305.657,1641.6308,
1302.747,1634.1245,
1299.836,1666.9012,
1296.926,1708.6601,
1294.015,1738.9977,
1291.105,1716.4754,
1288.194,1789.1306,
1285.283,1831.1621,
1282.373,1847.8437,
1279.462,1881.8965,
1276.552,1893.7066,
1273.641,1900.508,
1270.731,1918.1963,
1267.820,1877.8732,
1264.909,1879.5247,
1261.999,1875.8811,
1259.088,1920.575,
1256.178,1936.0968,
1253.267,1892.9855,
1250.356,1875.8637,
1247.446,1807.9498,
1244.535,1758.2768,
1241.625,1774.6277,
1238.714,1791.7296,
1235.804,1751.6142,
1232.893,1697.7523,
1229.982,1686.5141,
1227.072,1664.7866,
1224.161,1672.4955,
1221.251,1633.302,
1218.340,1613.4197,
1215.430,1596.4866,
1212.519,1573.931,
1209.608,1560.6044,
1206.698,1567.3778,
1203.787,1577.9284,
1200.877,1538.8072,
1197.966,1547.7988,
1195.055,1625.0424,
1192.145,1669.0551,
1189.234,1693.5234,
1186.324,1724.7068,
1183.413,1743.3668,
1180.503,1736.8539,
1177.592,1729.9673,
1174.681,1736.0411,
1171.771,1692.9615,
1168.860,1680.4583,
1165.950,1630.0663,
1163.039,1621.0436,
1160.129,1641.7152,
1157.218,1628.3288,
1154.307,1621.8825,
1151.397,1651.3869,
1148.486,1622.9532,
1145.576,1603.9416,
1142.665,1596.8383,
1139.754,1577.5365,
1136.844,1590.0573,
1133.933,1582.0008,
1131.023,1569.3616,
1128.112,1555.8231,
1125.202,1534.7669,
1122.291,1541.2716,
1119.380,1597.224,
1116.470,1594.5764,
1113.559,1589.6105,
1110.649,1593.4888,
1107.738,1600.0007,
1104.828,1591.5992,
1101.917,1582.9426,
1099.006,1608.0849,
1096.096,1640.68,
1093.185,1647.704,
1090.275,1580.2713,
1087.364,1588.9504,
1084.453,1595.1878,
1081.543,1607.026,
1078.632,1624.1161,
1075.722,1613.4888,
1072.811,1598.8634,
1069.901,1621.5681,
1066.990,1635.375,
1064.079,1645.7357,
1061.169,1651.4592,
1058.258,1647.3212,
1055.348,1652.1842,
1052.437,1683.906,
1049.527,1686.7129,
1046.616,1672.8117,
1043.705,1695.1437,
1040.795,1717.5741,
1037.884,1714.618,
1034.974,1716.6572,
1032.063,1738.2962,
1029.153,1731.9264,
1026.242,1704.2478,
1023.331,1720.7489,
1020.421,1744.4659,
1017.510,1767.2569,
1014.600,1796.8589,
1011.689,1807.7114,
1008.778,1757.7618,
1005.868,1679.8987,
1002.957,1752.1684,
1000.047,1819.306,
997.136,1912.4911,
994.226,1959.6808,
991.315,1957.9901,
988.404,1961.3317,
985.494,1945.3869,
982.583,1906.8419,
979.673,1885.1538,
976.762,1889.2307,
973.852,1904.6482,
970.941,1917.9174,
968.030,1917.1863,
965.120,1877.3896,
962.209,1910.6388,
959.299,1927.582,
956.388,1903.6918,
953.477,1913.3101,
950.567,1964.7399,
947.656,1978.0218,
944.746,1961.0307,
941.835,1991.8327,
938.925,1998.5919,
936.014,1987.1218,
933.103,1979.4278,
930.193,1980.2561,
927.282,1958.8293,
924.372,1932.6155,
921.461,1939.5596,
918.551,1911.8796,
915.640,1890.0999,
912.729,1884.8094,
909.819,1871.031,
906.908,1899.6734,
903.998,1880.5705,
901.087,1876.523,
898.176,1889.1799,
895.266,1912.4068,
892.355,1934.7212,
889.445,1937.239,
886.534,1958.9567,
883.624,1984.7806,
880.713,1985.5532,
877.802,1947.4165,
874.892,1860.3415,
871.981,1712.7704,
869.071,1650.1144,
866.160,1702.0363,
863.250,1815.6951,
860.339,1922.6039,
857.428,1968.7455,
854.518,1939.3965,
851.607,1875.3271,
848.697,1793.4048,
845.786,1755.0224,
842.875,1783.1562,
839.965,1867.2652,
837.054,1963.1942,
834.144,1958.2217,
831.233,1954.5835,
828.323,1960.6686,
825.412,1972.4355,
822.501,1981.6968,
819.591,1984.176,
816.680,1939.3781,
813.770,1910.7079,
810.859,1902.055,
807.949,1903.4232,
805.038,1902.4447,
802.127,1912.3222,
799.217,1880.4528,
796.306,1867.5473,
793.396,1885.7159,
790.485,1919.8299,
787.574,1933.3746,
784.664,1936.655,
781.753,1949.9987,
778.843,1954.2897,
775.932,1942.3736,
773.022,1921.0108,
770.111,1925.9163,
767.200,1941.4762,
764.290,1955.496,
761.379,1976.0354,
758.469,1991.8091,
755.558,1969.9857,
752.648,1927.6263,
749.737,1886.6105,
746.826,1895.8246,
743.916,1926.5292,
741.005,1920.7389,
738.095,1863.0957,
735.184,1824.7874,
732.274,1787.5328,
729.363,1778.0268,
726.452,1820.0604,
723.542,1913.1407,
720.631,1925.1309,
717.721,1946.7267,
714.810,1969.6249,
711.899,1977.9827,
708.989,1955.3888,
706.078,1971.2761,
703.168,1963.1056,
700.257,1957.7254,
697.347,1954.9463,
694.436,1932.7955,
691.525,1952.8907,
688.615,1976.7462,
685.704,1974.0041,
682.794,1939.3353,
679.883,1889.3045,
676.973,1934.9826,
674.062,1951.907,
671.151,1940.4701,
668.241,1920.0118,
665.330,1919.666,
662.420,1928.452,
659.509,1959.4568,
656.598,1977.981,
653.688,1980.9401,
650.777,1982.1699,
647.867,1950.3168,
644.956,1904.8627,
642.046,1864.6661,
639.135,1842.5077,
636.224,1847.5922,
633.314,1915.8709,
630.403,1942.7094,
627.493,1967.3015,
624.582,1998.722,
621.672,2009.8099,
618.761,2008.7301,
615.850,2020.9227,
612.940,2045.936,
610.029,2078.4587,
607.119,2103.7269,
604.208,2108.38,
601.297,2102.7693,
598.387,2087.9377,
595.476,2069.2555,
592.566,2090.5064,
589.655,2076.1091,
586.745,2088.8164,
583.834,2104.6358,
580.923,2056.0652,
578.013,2025.4606,
575.102,2028.1482,
572.192,2048.3977,
569.281,2062.517,
566.371,2019.4727,
563.460,2031.4758,
560.549,2052.8684,
557.639,2080.3353,
554.728,2109.0619,
551.818,2042.7351,
548.907,2060.5489,
545.996,2082.8052,
543.086,2083.7401,
540.175,2076.7323,
537.265,2079.1471,
534.354,2099.8159,
531.444,2123.4299,
528.533,2131.4909,
525.622,2092.6935,
522.712,2084.8568,
519.801,2096.3245,
516.891,2120.0407,
513.980,2148.6896,
511.070,2161.1109,
508.159,2185.7854,
505.248,2214.5091,
502.338,2234.2215,
499.427,2267.4102,
496.517,2284.1692,
493.606,2295.2974,
490.695,2305.036,
487.785,2303.4964,
484.874,2309.7122,
481.964,2302.4528,
479.053,2293.1335,
476.143,2317.7083,
473.232,2261.6977,
470.321,2256.7667,
467.411,2277.7826,
464.500,2285.3276,
461.590,2288.3905,
458.679,2288.6997,
455.769,2300.5375,
452.858,2329.636,
449.947,2352.554,
447.037,2330.5525,
444.126,2332.1045,
441.216,2362.2657,
438.305,2350.8367,
435.395,2347.9387,
432.484,2367.2541,
429.573,2376.9673,
426.663,2298.6728,
423.752,2097.6701,
420.842,1863.9137,
417.931,1689.913,
415.020,1702.8051,
412.110,1995.8953,
409.199,2199.0934,
406.289,2297.7741,
403.378,2293.0502,
400.468,2234.0826,
397.557,2250.2122,
394.646,2299.9494,
391.736,2346.0226,
388.825,2370.158,
385.915,2395.3446,
383.004,2408.109,
380.094,2401.2481,
377.183,2420.8125,
374.272,2465.3302,
371.362,2511.2004,
368.451,2540.244,
365.541,2507.2204,
362.630,2542.4955,
359.719,2585.4653,
356.809,2598.5283,
353.898,2570.0739,
350.988,2537.2956,
348.077,2527.8664,
345.167,2555.9473,
342.256,2549.9707,
339.345,2566.3187,
336.435,2566.9824,
333.524,2528.7063,
330.614,2574.9059,
327.703,2576.9283,
324.793,2568.0857,
321.882,2576.2284,
318.971,2567.3071,
316.061,2541.7876,
313.150,2536.9571,
310.240,2597.0685,
307.329,2611.3988,
304.418,2575.6702,
301.508,2535.3239,
298.597,2565.681,
295.687,2588.5672,
292.776,2609.0834,
289.866,2637.0166,
286.955,2697.5921,
284.044,2748.6275,
281.134,2790.6535,
278.223,2829.1958,
275.313,2890.3548,
272.402,2918.3535,
269.492,2880.4547,
266.581,2776.6163,
263.670,2795.731,
260.760,2844.6078,
257.849,2915.0453,
254.939,3003.1112,
252.028,2978.9154,
249.117,2961.4839,
246.207,2966.6452,
243.296,3022.28,
240.386,3032.8209,
237.475,3038.3235,
234.565,3045.6657,
231.654,3061.0038,
228.743,3030.8787,
225.833,3015.092,
222.922,3034.6045,
220.012,3020.7619,
217.101,2998.0935,
214.191,2984.9326,
211.280,3003.8466,
208.369,3018.0335,
205.459,3020.2575,
202.548,3015.1274,
199.638,3020.207,
196.727,3034.503,
193.816,3054.4848,
190.906,3078.7071,
187.995,3091.7395,
185.085,3080.6458,
182.174,3066.58,
179.264,3078.867,
176.353,3093.0656,
173.442,3069.07,
170.532,3009.8816,
167.621,2972.3909,
164.711,2845.574,
161.800,2689.6225,
158.890,2541.3586,
155.979,2374.7121,
153.068,2187.4329,
150.158,1972.2232,
147.247,1695.8116,
144.337,1407.2908,
141.426,1117.5819,
138.516,831.54229,
135.605,584.71781,
132.694,394.82499,
129.784,255.13193,
126.873,162.16505,
123.963,118.21091,
121.052,88.48501,
118.141,61.356734,
115.231,48.459734,
112.320,40.284549,
109.410,34.886447,
106.499,27.764895,
103.589,25.689746,
100.678,23.891891,
97.767,20.337204,
94.857,21.635978,
91.946,14.994004,
89.036,5.2660812,
86.125,11.648929,
83.215,12.71908,
80.304,10.095106,
77.393,3.7215764,
74.483,9.8013496,
71.572,16.148817,
68.662,20.488058,
65.751,12.717096,
62.840,14.103616,
59.930,15.627993,
57.019,5.7568454,
54.109,5.4443217,
51.198,5.3451722,
48.288,3.300962,
45.377,9.6313646,
42.466,11.013342,
39.556,7.7534585,
36.645,-1.3750143,
33.735,0.40398773,
30.824,2.0411303,
27.914,-4.9706222,
25.003,2.3442872,
22.092,8.8645228,
19.182,12.295766,
16.271,13.694746,
13.361,31.951235,
10.450,50.000133,
7.539,13.687734,
4.629,-167.68622,
1.718,-389.90168,
-1.192,-589.28502,
-4.103,-425.15712,
-7.013,-212.15133,
-9.924,-4.75,
