,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__4__49,
Raman shift [1/cm],Intensity,
3014.167,-0.25,
3011.256,-0.45004295,
3008.346,30.519049,
3005.435,53.905479,
3002.525,54.61745,
2999.614,49.898037,
2996.704,57.786076,
2993.793,51.36924,
2990.882,65.353002,
2987.972,58.76009,
2985.061,60.30665,
2982.151,76.482787,
2979.240,73.080782,
2976.329,89.75546,
2973.419,78.273236,
2970.508,84.699931,
2967.598,81.941165,
2964.687,83.362093,
2961.777,88.903929,
2958.866,74.087293,
2955.955,91.515458,
2953.045,91.83277,
2950.134,96.239814,
2947.224,88.034688,
2944.313,95.952279,
2941.403,120.69115,
2938.492,101.56841,
2935.581,92.90581,
2932.671,88.672772,
2929.760,103.28462,
2926.850,97.11579,
2923.939,106.39019,
2921.028,102.66762,
2918.118,119.06738,
2915.207,110.69953,
2912.297,120.74577,
2909.386,127.15146,
2906.476,111.62643,
2903.565,112.39593,
2900.654,109.53765,
2897.744,101.92601,
2894.833,119.46127,
2891.923,116.641,
2889.012,90.790463,
2886.102,98.374321,
2883.191,93.756608,
2880.280,71.118415,
2877.370,16.936174,
2874.459,2.3349505,
2871.549,43.131992,
2868.638,89.752044,
2865.727,104.09231,
2862.817,105.47861,
2859.906,108.86396,
2856.996,108.25679,
2854.085,110.27101,
2851.175,119.60545,
2848.264,116.5295,
2845.353,114.85784,
2842.443,121.74652,
2839.532,120.09331,
2836.622,126.57031,
2833.711,124.65422,
2830.801,120.94412,
2827.890,113.83392,
2824.979,118.03399,
2822.069,119.62491,
2819.158,114.45081,
2816.248,123.00289,
2813.337,128.3683,
2810.427,115.96349,
2807.516,126.95859,
2804.605,115.20193,
2801.695,122.48684,
2798.784,122.60215,
2795.874,113.44919,
2792.963,121.96415,
2790.052,113.75107,
2787.142,118.06569,
2784.231,112.00776,
2781.321,105.94434,
2778.410,129.97461,
2775.500,114.24242,
2772.589,125.28823,
2769.678,117.57255,
2766.768,126.54808,
2763.857,126.64403,
2760.947,123.26576,
2758.036,114.73719,
2755.126,129.36966,
2752.215,129.8773,
2749.304,127.38849,
2746.394,126.17338,
2743.483,126.10001,
2740.573,115.87828,
2737.662,123.75,
2734.751,132.12366,
2731.841,127.15476,
2728.930,125.62715,
2726.020,129.53588,
2723.109,133.09025,
2720.199,135.18124,
2717.288,134.57482,
2714.377,140.58738,
2711.467,141.34011,
2708.556,132.80347,
2705.646,129.51058,
2702.735,142.06958,
2699.825,138.04276,
2696.914,142.08317,
2694.003,134.79554,
2691.093,121.89319,
2688.182,129.9863,
2685.272,141.47546,
2682.361,132.66157,
2679.450,143.87345,
2676.540,133.64838,
2673.629,131.40469,
2670.719,130.32671,
2667.808,136.26364,
