,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_1E-4mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__0__48,
Raman shift [1/cm],Intensity,
3014.167,-1.375,
3011.256,-0.62494632,
3008.346,37.081476,
3005.435,55.087899,
3002.525,51.322427,
2999.614,46.575654,
2996.704,65.29819,
2993.793,38.625,
2990.882,48.228002,
2987.972,54.68554,
2985.061,60.418095,
2982.151,49.102308,
2979.240,56.358844,
2976.329,55.12773,
2973.419,70.625,
2970.508,78.02496,
2967.598,73.672791,
2964.687,74.147419,
2961.777,82.684921,
2958.866,74.290677,
2955.955,80.178092,
2953.045,72.560137,
2950.134,81.986508,
2947.224,66.251314,
2944.313,87.625,
2941.403,77.196169,
2938.492,85.912264,
2935.581,89.442172,
2932.671,89.826732,
2929.760,96.486535,
2926.850,94.625,
2923.939,97.503493,
2921.028,94.148444,
2918.118,89.345404,
2915.207,102.63145,
2912.297,89.709626,
2909.386,94.80019,
2906.476,85.431179,
2903.565,87.769439,
2900.654,103.29537,
2897.744,110.37356,
2894.833,90.625,
2891.923,88.192299,
2889.012,97.96026,
2886.102,92.833107,
2883.191,97.621224,
2880.280,99.108243,
2877.370,86.828456,
2874.459,95.574571,
2871.549,89.638319,
2868.638,84.350786,
2865.727,92.175021,
2862.817,96.011353,
2859.906,92.85292,
2856.996,98.10915,
2854.085,92.822463,
2851.175,98.197275,
2848.264,118.03699,
2845.353,116.34463,
2842.443,102.02779,
2839.532,104.28169,
2836.622,94.293618,
2833.711,104.67681,
2830.801,99.330145,
2827.890,111.25088,
2824.979,111.13103,
2822.069,107.64774,
2819.158,108.48484,
2816.248,114.84316,
2813.337,119.17134,
2810.427,113.23519,
2807.516,109.78328,
2804.605,110.82933,
2801.695,103.13814,
2798.784,118.85085,
2795.874,111.05508,
2792.963,112.19649,
2790.052,125.62243,
2787.142,103.11188,
2784.231,110.46351,
2781.321,97.007926,
2778.410,113.06029,
2775.500,106.625,
2772.589,112.27867,
2769.678,108.69668,
2766.768,120.61143,
2763.857,127.25506,
2760.947,110.59978,
2758.036,117.63781,
2755.126,118.43483,
2752.215,116.56135,
2749.304,118.2419,
2746.394,124.60287,
2743.483,117.87497,
2740.573,128.17369,
2737.662,125.74186,
2734.751,125.15905,
2731.841,115.38141,
2728.930,121.25644,
2726.020,119.07928,
2723.109,123.96525,
2720.199,115.72177,
2717.288,125.73084,
2714.377,119.88336,
2711.467,123.00193,
2708.556,131.23132,
2705.646,127.70949,
2702.735,137.76673,
2699.825,119.98321,
2696.914,137.1491,
2694.003,123.06564,
2691.093,134.71406,
2688.182,119.46055,
2685.272,124.97919,
2682.361,135.89574,
2679.450,131.45626,
2676.540,144.38111,
2673.629,130.63398,
2670.719,127.90966,
2667.808,134.33319,
2664.898,127.20963,
2661.987,135.59208,
2659.076,130.67674,
2656.166,136.97997,
2653.255,137.18112,
2650.345,128.56874,
2647.434,138.71074,
2644.524,141.55546,
2641.613,141.88207,
2638.702,138.65656,
2635.792,138.99888,
2632.881,144.16077,
2629.971,140.75251,
2627.060,139.29125,
2624.149,146.75937,
2621.239,147.86759,
2618.328,134.00648,
2615.418,142.625,
2612.507,131.45508,
2609.597,143.69686,
2606.686,132.43022,
2603.775,135.46627,
2600.865,164.85375,
2597.954,147.91248,
2595.044,155.93767,
2592.133,157.56764,
