,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_0E-1mgL_16h_785nm_133mW_3s_1acc_0_RamanShift__1__82,
Raman shift [1/cm],Intensity,
3014.167,-1,
3011.256,-0.75005368,
3008.346,46.052607,
3005.435,58.151941,
3002.525,49.792506,
2999.614,77.990936,
2996.704,83.778354,
2993.793,86.504608,
2990.882,76.22141,
2987.972,71.02018,
2985.061,80.320204,
2982.151,73.789905,
2979.240,81.316539,
2976.329,95.524571,
2973.419,91.292169,
2970.508,92.683356,
2967.598,101.33092,
2964.687,96.596467,
2961.777,109.62397,
2958.866,111.00445,
2955.955,98.929211,
2953.045,103.63311,
2950.134,122.61812,
2947.224,127.94306,
2944.313,116.11253,
2941.403,117.90511,
2938.492,120.13821,
2935.581,117.29571,
2932.671,133,
2929.760,125.51537,
2926.850,152.17105,
2923.939,136.67755,
2921.028,126.5057,
2918.118,139.52141,
2915.207,159.82922,
2912.297,153.05501,
2909.386,139.55476,
2906.476,134.70504,
2903.565,135.88666,
2900.654,150.34074,
2897.744,134.12572,
2894.833,134.928,
2891.923,140.65071,
2889.012,139.45665,
2886.102,130.50272,
2883.191,134.98678,
2880.280,109.92345,
2877.370,108.15119,
2874.459,95.584951,
2871.549,119.97389,
2868.638,143.50102,
2865.727,143.5231,
2862.817,141.74331,
2859.906,144.20228,
2856.996,146.95924,
2854.085,148.95797,
2851.175,148.95182,
2848.264,145.35783,
2845.353,142.23724,
2842.443,151.00348,
2839.532,154.98503,
2836.622,135.66862,
2833.711,146.57771,
2830.801,146.20147,
2827.890,136.54196,
2824.979,141.20998,
2822.069,137.85216,
2819.158,127.28033,
2816.248,139.96526,
2813.337,143.88659,
2810.427,137.26447,
2807.516,127.63313,
2804.605,136.77404,
2801.695,138.78949,
2798.784,153.26077,
2795.874,146.86016,
2792.963,143.35713,
2790.052,143.99979,
2787.142,137.63138,
2784.231,127.6444,
2781.321,141.99424,
2778.410,130.31979,
2775.500,133.46828,
2772.589,135.57722,
2769.678,141.85665,
2766.768,145.6233,
2763.857,150.52408,
2760.947,135.52206,
2758.036,151.70708,
2755.126,143.85257,
2752.215,150.14993,
2749.304,151.97841,
2746.394,158.11691,
2743.483,157.75003,
2740.573,141.24111,
2737.662,134.13757,
2734.751,152.55824,
