,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__2__42,
Raman shift [1/cm],Intensity,
3014.167,-1,
3011.256,-0.10002147,
3008.346,95.398443,
3005.435,129.38516,
3002.525,127.24497,
2999.614,143.23766,
2996.704,148.08866,
2993.793,132.48618,
2990.882,147.51906,
2987.972,163,
2985.061,163.8867,
2982.151,173.80673,
2979.240,175.54656,
2976.329,184.98362,
2973.419,207,
2970.508,211.93331,
2967.598,212.09558,
2964.687,206.3587,
2961.777,219.74381,
2958.866,208.33284,
2955.955,223.41812,
2953.045,216.65101,
2950.134,239.16038,
2947.224,249.85766,
2944.313,238.70798,
2941.403,260.54835,
2938.492,268.10567,
2935.581,258.74722,
2932.671,251.92277,
2929.760,275.62309,
2926.850,287.79098,
2923.939,278.95793,
2921.028,292.93536,
2918.118,284.26071,
2915.207,295.88615,
2912.297,300,
2909.386,317.78103,
2906.476,297.90732,
2903.565,303.32297,
2900.654,290.88272,
2897.744,289.93714,
2894.833,294.48436,
2891.923,301.5128,
2889.012,297.75722,
2886.102,274,
2883.191,300.97451,
2880.280,261.50717,
2877.370,214.54082,
2874.459,233.05043,
2871.549,274.06606,
2868.638,283.36289,
2865.727,281.50382,
2862.817,294,
2859.906,303.1396,
2856.996,312,
2854.085,305.83822,
2851.175,307.78614,
2848.264,311.9265,
2845.353,283.43134,
2842.443,306.19443,
2839.532,293.14936,
2836.622,279.70247,
2833.711,305.4741,
2830.801,313.99265,
2827.890,305.08392,
2824.979,306.71601,
2822.069,310.10235,
2819.158,320.14016,
2816.248,307.805,
2813.337,325.69026,
2810.427,304.90495,
2807.516,327.41719,
2804.605,297.51684,
2801.695,312.7763,
2798.784,309.85215,
2795.874,320.70447,
2792.963,322.9284,
2790.052,335.99635,
2787.142,321.44731,
2784.231,307.90374,
2781.321,288.88004,
2778.410,311.12943,
2775.500,316.34138,
2772.589,331.38532,
2769.678,332.71677,
2766.768,322.81165,
2763.857,326.99807,
2760.947,325.08826,
2758.036,330.52861,
2755.126,330.19017,
2752.215,329.40453,
2749.304,334.97841,
2746.394,324.90522,
2743.483,338.04997,
2740.573,329.69242,
2737.662,350.43639,
2734.751,340.53405,
2731.841,337.89194,
2728.930,348.79657,
