,PLIQUI~2,
Wavenumbers [1/cm],Intensity,
3014.167,3.75,
3011.256,-2.25,
3008.346,57.985197,
3005.435,80.675798,
3002.525,77.107382,
2999.614,88.601963,
2996.704,87.528354,
2993.793,104.15841,
2990.882,99.08577,
2987.972,103.72478,
2985.061,109.83376,
2982.151,122.86933,
2979.240,111.90115,
2976.329,121.52867,
2973.419,125.33434,
2970.508,131.20003,
2967.598,107.37129,
2964.687,129.30163,
2961.777,123.44214,
2958.866,125.74703,
2955.955,137.33849,
2953.045,146.66723,
2950.134,151.35642,
2947.224,150.03469,
2944.313,166.94088,
2941.403,162.71396,
2938.492,171.34622,
2935.581,162.3255,
2932.671,174.42376,
2929.760,164.13465,
2926.850,162.84737,
2923.939,181.51169,
2921.028,184.22656,
2918.118,180.50818,
2915.207,176.34507,
2912.297,178.77116,
2909.386,178.75,
2906.476,198.09829,
2903.565,173.94259,
2900.654,186.69136,
2897.744,181.61171,
2894.833,174.87363,
2891.923,187.2372,
2889.012,183.16619,
2886.102,173.87704,
2883.191,146.76888,
2880.280,136.94138,
2877.370,135.09298,
2874.459,103.30313,
2871.549,93.316328,
2868.638,181.16439,
2865.727,179.0461,
2862.817,189.82086,
2859.906,194.57336,
2856.996,205.26585,
2854.085,197.34873,
2851.175,190.41272,
2848.264,197.36316,
2845.353,204.36179,
2842.443,206.31588,
2839.532,325.7793,
2836.622,198.11523,
2833.711,195.75784,
2830.801,196.64191,
2827.890,197.29196,
2824.979,201.95998,
2822.069,211.94333,
2819.158,216.96832,
2816.248,208.20947,
2813.337,225.46099,
2810.427,211.22106,
2807.516,205.23219,
2804.605,208.77164,
2801.695,219.53949,
2798.784,209.93277,
2795.874,201.60488,
2792.963,211.46447,
2790.052,225.74786,
2787.142,200.84204,
2784.231,198.71739,
2781.321,214.37284,
2778.410,209.16497,
2775.500,210.51586,
2772.589,194.90443,
2769.678,208.39162,
2766.768,206.44514,
2763.857,208.908,
2760.947,203.71217,
2758.036,225.70558,
2755.126,219.79914,
2752.215,213.6227,
2749.304,219.60071,
2746.394,223.96169,
2743.483,219.80002,
2740.573,221.9602,
2737.662,211.33431,
2734.751,229.63351,
2731.841,237.66942,
2728.930,217.95343,
2726.020,212.86227,
2723.109,219.95608,
2720.199,223.61248,
2717.288,232.73176,
2714.377,218.59196,
2711.467,229.14341,
2708.556,239.61147,
2705.646,234.22884,
2702.735,240.60311,
2699.825,247.03359,
2696.914,246.70274,
2694.003,229.97927,
2691.093,225.19645,
2688.182,231.85963,
2685.272,249.07717,
2682.361,233.29694,
2679.450,247.24379,
2676.540,229.97356,
2673.629,235.10878,
2670.719,239.16591,
2667.808,262.97183,
2664.898,248.67218,
2661.987,250.68349,
2659.076,254.13147,
2656.166,252.81491,
2653.255,255.34354,
2650.345,262.94238,
2647.434,267.69227,
2644.524,248.45265,
2641.613,260.29306,
2638.702,256.86047,
2635.792,264.56157,
2632.881,270.59526,
2629.971,261.8976,
2627.060,242.91469,
2624.149,258.75,
2621.239,267.0163,
2618.328,283.85987,
2615.418,267.4,
2612.507,271.64724,
2609.597,269.75,
2606.686,278.41264,
2603.775,273.07143,
2600.865,277.75,
2597.954,287.27086,
2595.044,281.38419,
2592.133,286.30412,
2589.223,269.59314,
2586.312,290.31279,
2583.401,288.8339,
2580.491,282.63939,
2577.580,286.7467,
2574.670,285.02674,
2571.759,285.19949,
2568.848,269.10904,
2565.938,278.84523,
2563.027,276.45684,
2560.117,284.09582,
2557.206,287.22971,
2554.296,289.60812,
2551.385,295.06401,
2548.474,297.45372,
2545.564,289.0349,
2542.653,291.66611,
2539.743,286.72535,
2536.832,297.05655,
2533.922,286.11269,
2531.011,306.00023,
2528.100,294.48518,
2525.190,304.18975,
2522.279,294.6562,
2519.369,294.86308,
2516.458,307.53328,
2513.548,305.6592,
2510.637,303.85669,
2507.726,316.06597,
2504.816,305.18743,
2501.905,301.50366,
2498.995,300.42213,
2496.084,322.15067,
2493.173,320.03974,
2490.263,322.76129,
2487.352,331.9988,
2484.442,314.4652,
2481.531,322.70204,
2478.621,326.91112,
2475.710,339.773,
2472.799,339.54376,
2469.889,323.93281,
2466.978,322.07986,
2464.068,343.86118,
2461.157,337.78752,
2458.247,339.72066,
2455.336,333.24118,
2452.425,348.92927,
2449.515,359.62734,
2446.604,353.46202,
2443.694,349.56416,
2440.783,348.08221,
2437.872,345.67707,
2434.962,344.53802,
2432.051,343.33636,
2429.141,344.73229,
2426.230,343.01076,
2423.320,367.39316,
