,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_1E-4mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__0__05,
Raman shift [1/cm],Intensity,
3014.167,-0.25,
3011.256,-0.25,
3008.346,51.893902,
3005.435,54.78887,
3002.525,59.920022,
2999.614,46.651309,
2996.704,50.705671,
2993.793,59.759216,
2990.882,59.52859,
2987.972,78.628921,
2985.061,61.400255,
2982.151,63.585289,
2979.240,59.131165,
2976.329,73.75546,
2973.419,62.719449,
2970.508,64.84994,
2967.598,74.084538,
2964.687,79.317256,
2961.777,78.655992,
2958.866,81.761878,
2955.955,85.480063,
2953.045,79.850677,
2950.134,83.537169,
2947.224,78.034688,
2944.313,80.559116,
2941.403,71.75,
2938.492,86.771691,
2935.581,89.002777,
2932.671,97.192079,
2929.760,91.176897,
2926.850,82.436466,
2923.939,82.993013,
2921.028,98.950263,
2918.118,102.9301,
2915.207,104.92723,
2912.297,87.826164,
2909.386,92.319353,
2906.476,83.780894,
2903.565,98.427034,
2900.654,102.30309,
2897.744,89.86315,
2894.833,96.688183,
2891.923,92.128199,
2889.012,102.54769,
2886.102,92.414855,
2883.191,86.761328,
2880.280,94.080138,
2877.370,97.092981,
2874.459,92.56769,
2871.549,98.960442,
2868.638,103.29638,
2865.727,101.95771,
2862.817,106.59357,
2859.906,91.029195,
2856.996,113.72736,
2854.085,120.51051,
2851.175,98.798183,
2848.264,97.254835,
2845.353,103.96567,
2842.443,112.55209,
2839.532,111.52611,
2836.622,118.6263,
2833.711,109.37952,
2830.801,105.45515,
2827.890,98.001764,
2824.979,108.03399,
2822.069,125.70451,
2819.158,123.65027,
2816.248,114.79632,
2813.337,118.3378,
2810.427,128.36019,
2807.516,120.69969,
2804.605,113.97596,
2801.695,117.61842,
2798.784,109.34138,
2795.874,119.02968,
2792.963,120.24989,
2790.052,126.74807,
2787.142,110.26312,
2784.231,117.10402,
2781.321,106.62428,
2778.410,109.72969,
2775.500,111.38897,
2772.589,109.01987,
2769.678,121.07081,
2766.768,116.44514,
2763.857,114.38391,
2760.947,121.1712,
2758.036,121.45708,
2755.126,111.9765,
2752.215,126.26343,
2749.304,118.72841,
2746.394,127.02015,
2743.483,132.85,
2740.573,132.86283,
2737.662,117.10059,
2734.751,127.63351,
2731.841,140.12913,
2728.930,130.40258,
2726.020,130.75521,
2723.109,118.7915,
2720.199,125.25934,
2717.288,135.64416,
2714.377,138.87918,
2711.467,145.11044,
2708.556,140.6759,
2705.646,125.21478,
2702.735,129.77063,
2699.825,143.39179,
2696.914,139.98819,
2694.003,141.49309,
2691.093,130.37456,
2688.182,132.49667,
2685.272,141.19239,
2682.361,134.3559,
2679.450,142.95161,
2676.540,130.6687,
2673.629,130.73204,
2670.719,138.75,
2667.808,144.45819,
