,PLB515~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.625,
3011.256,-2.625,
3008.346,116.04733,
3005.435,129.60468,
3002.525,123.58249,
2999.614,139.79192,
2996.704,154.92346,
2993.793,155.50806,
2990.882,160.10777,
2987.972,164.35987,
2985.061,171.57206,
2982.151,179.09096,
2979.240,178.15923,
2976.329,185.39684,
2973.419,192.92879,
2970.508,205.24161,
2967.598,188.85291,
2964.687,203.15081,
2961.777,212.90496,
2958.866,195.36906,
2955.955,209.44579,
2953.045,222.57635,
2950.134,229.34292,
2947.224,239.23266,
2944.313,252.35221,
2941.403,254.38641,
2938.492,256.38585,
2935.581,245.17626,
2932.671,254.41361,
2929.760,252.18655,
2926.850,258.27049,
2923.939,257.97312,
2921.028,281.32811,
2918.118,270.1949,
2915.207,281.73591,
2912.297,275.43847,
2909.386,273.74727,
2906.476,276.08004,
2903.565,275.4061,
2900.654,288.86945,
2897.744,268.1487,
2894.833,255.73573,
2891.923,267.4295,
2889.012,235.42124,
2886.102,232.45607,
2883.191,229.38538,
2880.280,183.93479,
2877.370,102.00307,
2874.459,63.129852,
2871.549,141.38885,
2868.638,253.10896,
2865.727,262.20183,
2862.817,273.60229,
2859.906,284.83084,
2856.996,281.90444,
2854.085,297.38134,
2851.175,284.63705,
2848.264,302.07133,
2845.353,288.41813,
2842.443,293.96873,
2839.532,289.28551,
2836.622,275.347,
2833.711,277.43464,
2830.801,297.25221,
2827.890,300.83304,
2824.979,297.44901,
2822.069,311.38637,
2819.158,313.51516,
2816.248,306.40974,
2813.337,310.26159,
2810.427,311.28684,
2807.516,318.42531,
2804.605,314.14904,
2801.695,304.84867,
2798.784,318.97046,
2795.874,298.36972,
2792.963,314.9467,
2790.052,301.37929,
2787.142,291.44081,
2784.231,299.76164,
2781.321,302.07223,
2778.410,318.66055,
2775.500,299.48224,
2772.589,302.52943,
2769.678,310.91084,
2766.768,315.24491,
2763.857,308.90101,
2760.947,309.39391,
2758.036,315.76356,
2755.126,309.41774,
2752.215,317.58858,
2749.304,314.2473,
2746.394,324.52824,
2743.483,316.97502,
2740.573,333.77996,
2737.662,328.69453,
2734.751,321.04973,
2731.841,328.61859,
2728.930,319.92586,
2726.020,322.82407,
2723.109,320.16892,
2720.199,327.15938,
2717.288,329.63778,
2714.377,336.7291,
2711.467,347.01456,
2708.556,347.279,
2705.646,341.16369,
2702.735,339.55284,
2699.825,352.33137,
2696.914,355.99409,
2694.003,336.07255,
2691.093,344.99956,
2688.182,347.12167,
2685.272,346.89705,
2682.361,342.16321,
2679.450,341.95937,
2676.540,346.41565,
2673.629,346.05214,
2670.719,356.14858,
2667.808,357.71545,
2664.898,359.82928,
2661.987,370.84158,
2659.076,379.59482,
2656.166,365.1326,
2653.255,365.15051,
2650.345,382.35141,
2647.434,394.23153,
2644.524,374.07765,
2641.613,379.74646,
2638.702,377.42234,
2635.792,402.65914,
2632.881,375.17866,
2629.971,395.80468,
2627.060,365.70688,
2624.149,376.91563,
2621.239,394.41057,
2618.328,393.84126,
2615.418,397.73863,
2612.507,399.26823,
2609.597,417.45684,
2606.686,386.18022,
2603.775,393.5377,
2600.865,406.19754,
2597.954,399.52494,
2595.044,419.73195,
