,PL966C~1,
Wavenumbers [1/cm],Intensity,
3014.167,0.25,
3011.256,-2.0999678,
3008.346,37.605508,
3005.435,50.712899,
3002.525,37.43736,
2999.614,58.8643,
2996.704,63.842785,
2993.793,60.135368,
2990.882,64.677415,
2987.972,69.22982,
2985.061,72.343605,
2982.151,70.681924,
2979.240,68.300383,
2976.329,76.769111,
2973.419,91.373493,
2970.508,81.64996,
2967.598,81.106626,
2964.687,81.59307,
2961.777,73.472102,
2958.866,83.252969,
2955.955,83.044243,
2953.045,108.59899,
2950.134,92.153771,
2947.224,109.10766,
2944.313,102.00285,
2941.403,105.33348,
2938.492,105.67547,
2935.581,95.798484,
2932.671,114.72636,
2929.760,112.28849,
2926.850,112.03384,
2923.939,111.32944,
2921.028,122.49715,
2918.118,104.8898,
2915.207,116.19953,
2912.297,127.24154,
2909.386,115.44708,
2906.476,113.44382,
2903.565,122.25,
2900.654,109.40371,
2897.744,118.17457,
2894.833,106.47691,
2891.923,122.57701,
2889.012,97.122833,
2886.102,103.64595,
2883.191,91.261328,
2880.280,70.910277,
2877.370,63.592981,
2874.459,27.84736,
2871.549,38.368806,
2868.638,117.61903,
2865.727,119.59994,
2862.817,124.12034,
2859.906,120.70584,
2856.996,119.27264,
2854.085,126.57355,
2851.175,120.44273,
2848.264,138.0295,
2845.353,125.22843,
2842.443,128.64234,
2839.532,127.48885,
2836.622,111.98047,
2833.711,124.09458,
2830.801,126.64559,
2827.890,120.72726,
2824.979,119.59594,
2822.069,139.39784,
2819.158,140.84837,
2816.248,132.70947,
2813.337,138.8683,
2810.427,134.11087,
2807.516,133.25735,
2804.605,122.70193,
2801.695,142.43423,
2798.784,137.28492,
2795.874,120.25,
2792.963,133.75032,
2790.052,150.24807,
2787.142,133.34204,
2784.231,134.05589,
2781.321,143.18714,
2778.410,136.02539,
2775.500,137.2062,
2772.589,136.13456,
2769.678,134.78584,
2766.768,134.25,
2763.857,137.67004,
2760.947,129.25,
2758.036,154.66417,
2755.126,126.43377,
2752.215,141.59088,
2749.304,134.88849,
2746.394,151.76816,
2743.483,143.50001,
2740.573,149.23455,
2737.662,137.48372,
2734.751,146.92473,
2731.841,135.76282,
2728.930,142.10601,
2726.020,131.25,
2723.109,130.36342,
2720.199,136.05305,
2717.288,152.23176,
2714.377,138.09196,
2711.467,151.02033,
2708.556,154.0799,
2705.646,150.25,
2702.735,146.7629,
2699.825,157.29363,
2696.914,159.29773,
2694.003,139.02073,
2691.093,142.01775,
2688.182,150.70556,
2685.272,146.93137,
2682.361,148.76747,
2679.450,153.71092,
2676.540,134.22968,
2673.629,137.23204,
2670.719,163.87755,
2667.808,148.56316,
2664.898,158.02918,
2661.987,156.84993,
2659.076,161.23275,
2656.166,160.83011,
2653.255,153.76871,
2650.345,168.93058,
2647.434,161.33574,
2644.524,161.47781,
2641.613,169.16452,
2638.702,158.48672,
2635.792,176.68769,
2632.881,175.82737,
2629.971,175.37751,
2627.060,163.08281,
2624.149,167.25,
2621.239,169.50445,
2618.328,175.46194,
2615.418,175.27272,
2612.507,164.0089,
2609.597,161.43363,
2606.686,157.53516,
2603.775,177.17064,
2600.865,181.54352,
2597.954,184.96252,
2595.044,182.55381,
2592.133,183.13529,
2589.223,167.65946,
2586.312,180.9083,
2583.401,176.10765,
2580.491,192.57687,
2577.580,170.2566,
2574.670,173.41979,
2571.759,174.55308,
2568.848,169.01791,
2565.938,188.15477,
2563.027,185.05456,
2560.117,182.52103,
2557.206,174.20941,
2554.296,177.16762,
2551.385,195.19204,
2548.474,197.43513,
2545.564,173.00973,
2542.653,183.32383,
2539.743,181.23768,
2536.832,188.29112,
2533.922,184.34462,
2531.011,189.70005,
2528.100,189.31621,
2525.190,190.25,
2522.279,184.67208,
2519.369,190.83505,
2516.458,194.70113,
2513.548,186.87749,
2510.637,193.17224,
2507.726,199.75556,
2504.816,196.7517,
2501.905,194.26463,
2498.995,186.62354,
2496.084,213.15595,
2493.173,210.98642,
2490.263,192.27259,
2487.352,195.7508,
2484.442,207.5348,
2481.531,206.14364,
2478.621,209.62443,
2475.710,213.21166,
2472.799,206.27693,
2469.889,205.09765,
2466.978,204.47686,
2464.068,228.10723,
2461.157,215.13255,
2458.247,216.05894,
2455.336,212.10321,
2452.425,216.62266,
2449.515,217.4392,
2446.604,229.67404,
2443.694,224.7854,
2440.783,222.29504,
2437.872,213.77596,
2434.962,202.56336,
2432.051,205.27467,
2429.141,217.0616,
2426.230,226.92404,
2423.320,227.25,
2420.409,223.08982,
2417.498,228.81462,
2414.588,216.81283,
2411.677,231.35354,
2408.767,219.39173,
2405.856,258.53332,
2402.946,246.50559,
2400.035,228.46126,
2397.124,241.57621,
2394.214,241.11599,
2391.303,237.85231,
2388.393,228.48954,
2385.482,220.64656,
2382.571,222.42734,
2379.661,229.0405,
2376.750,237.98897,
2373.840,239.87809,
2370.929,259.06589,
2368.019,244.81714,
2365.108,230.59817,
2362.197,242.62537,
2359.287,249.44332,
2356.376,254.24296,
2353.466,249.57032,
2350.555,229.3104,
2347.645,261.0513,
2344.734,259.4297,
2341.823,241.49875,
2338.913,260.76342,
2336.002,248.13757,
2333.092,260.89342,
2330.181,262.44184,
2327.270,269.64494,
2324.360,268.78773,
2321.449,272.89626,
2318.539,275.27141,
2315.628,273.46023,
2312.718,267.8337,
2309.807,284.56687,
2306.896,276.25783,
2303.986,274.02917,
2301.075,267.86702,
2298.165,255.48053,
2295.254,272.7976,
2292.344,266.14208,
2289.433,271.88318,
2286.522,273.00438,
2283.612,273.27932,
2280.701,286.55938,
2277.791,279.77097,
2274.880,293.96197,
2271.969,295.99485,
2269.059,289.25,
2266.148,279.76586,
2263.238,295.14188,
2260.327,282.00872,
2257.417,293.91055,
2254.506,297.2272,
2251.595,297.67543,
2248.685,293.62118,
2245.774,307.4695,
2242.864,306.66647,
2239.953,298.47758,
2237.043,296.91215,
2234.132,298.20582,
2231.221,307.93478,
2228.311,304.16109,
2225.400,293.5596,
2222.490,302.9503,
2219.579,304.77189,
2216.669,324.22615,
2213.758,329.90229,
2210.847,307.68076,
2207.937,329.1099,
2205.026,314.6949,
2202.116,310.64064,
2199.205,316.10129,
2196.294,314.97793,
2193.384,335.671,
2190.473,336.25,
2187.563,347.2355,
2184.652,348.61775,
2181.742,361.13486,
2178.831,355.5536,
2175.920,381.16985,
2173.010,391.30102,
2170.099,390.18403,
2167.189,430.23565,
2164.278,432.06508,
2161.368,457.67816,
2158.457,477.68793,
2155.546,493.81058,
2152.636,522.81907,
2149.725,556.05535,
2146.815,573.78284,
2143.904,581.74814,
2140.993,581.67323,
2138.083,602.08584,
2135.172,612.25,
2132.262,607.86884,
2129.351,597.69823,
2126.441,586.41502,
2123.530,582.58778,
2120.619,523.69956,
2117.709,522.3595,
2114.798,504.16511,
2111.888,460.61275,
2108.977,443.17052,
2106.067,434.73324,
2103.156,394.65742,
2100.245,388.25063,
2097.335,389.97251,
2094.424,394.05325,
2091.514,389.89247,
2088.603,361.72016,
2085.692,353.71084,
2082.782,357.23401,
2079.871,379.35851,
2076.961,358.12276,
2074.050,341.70455,
2071.140,368.64093,
2068.229,365.14843,
2065.318,370.97774,
2062.408,360.23487,
2059.497,377.48217,
2056.587,348.52971,
2053.676,339.59955,
2050.766,347.71114,
2047.855,375.05388,
2044.944,332.52084,
2042.034,329.54491,
2039.123,357.2702,
2036.213,351.28997,
2033.302,351.57593,
2030.391,348.01304,
2027.481,336.04273,
2024.570,373.86324,
2021.660,350.20127,
2018.749,373.79411,
2015.839,361.71194,
2012.928,359.39933,
2010.017,361.62676,
2007.107,363.693,
2004.196,370.73809,
2001.286,367.2288,
1998.375,351.33267,
1995.465,379.0741,
1992.554,352.31502,
1989.643,347.25,
1986.733,348.35702,
1983.822,353.07127,
1980.912,366.15066,
1978.001,359.14797,
1975.090,362.29579,
1972.180,365.48933,
1969.269,369.00281,
1966.359,343.22283,
1963.448,373.77577,
1960.538,369.39679,
1957.627,368.81657,
1954.716,373.13509,
1951.806,358.93906,
1948.895,386.02133,
1945.985,359.03268,
1943.074,378.38677,
1940.164,338.82689,
1937.253,346.14979,
1934.342,374.37834,
1931.432,361.54022,
1928.521,348.39335,
1925.611,338.55534,
1922.700,348.28729,
1919.790,387.56174,
1916.879,364.41223,
1913.968,343.27336,
1911.058,368.02479,
1908.147,399.01343,
1905.237,350.4118,
1902.326,369.93148,
1899.415,365.92195,
1896.505,362.11743,
1893.594,335.44504,
1890.684,340.74652,
1887.773,381.22386,
1884.863,365.65091,
1881.952,342.4851,
1879.041,401.79519,
1876.131,359.54284,
1873.220,364.42707,
1870.310,377.46074,
1867.399,396.94612,
1864.489,409.31536,
1861.578,383.54142,
1858.667,360.77093,
1855.757,376.2679,
1852.846,362.78331,
1849.936,392.22596,
1847.025,413.48601,
1844.114,391.33935,
1841.204,381.743,
1838.293,401.75416,
1835.383,406.90099,
1832.472,406.13348,
1829.562,377.61432,
1826.651,375.87422,
1823.740,416.92056,
1820.830,418.67509,
1817.919,379.41743,
1815.009,414.91793,
1812.098,376.4705,
1809.188,412.52122,
1806.277,426.00655,
1803.366,394.64927,
1800.456,419.29419,
1797.545,435.7749,
1794.635,419.18597,
1791.724,405.74514,
1788.813,406.44769,
1785.903,400.42247,
1782.992,413.37074,
1780.082,417.76415,
1777.171,385.92506,
1774.261,381.84429,
1771.350,348.74401,
1768.439,401.18742,
1765.529,420.5241,
1762.618,439.87877,
1759.708,465.55449,
1756.797,458.81061,
1753.887,456.48178,
1750.976,441.71532,
1748.065,452.12864,
1745.155,433.2051,
1742.244,432.77623,
1739.334,429.55589,
1736.423,430.31541,
1733.512,448.53053,
1730.602,435.54958,
1727.691,453.81514,
1724.781,458.89027,
1721.870,456.64047,
1718.960,464.47232,
1716.049,455.34333,
1713.138,452.395,
1710.228,474.00742,
1707.317,484.32657,
1704.407,470.87564,
1701.496,471.0731,
1698.586,467.55406,
1695.675,498.12838,
1692.764,522.97132,
1689.854,501.28936,
1686.943,473.19432,
1684.033,550.2631,
1681.122,516.86173,
1678.211,510.3071,
1675.301,496.29317,
1672.390,509.3786,
1669.480,552.04945,
1666.569,527.41505,
1663.659,541.50759,
1660.748,616.98006,
1657.837,603.92796,
1654.927,633.21912,
1652.016,591.41636,
1649.106,638.22552,
1646.195,636.17106,
1643.285,593.16146,
1640.374,633.14895,
1637.463,675.08787,
1634.553,667.3879,
1631.642,743.06542,
1628.732,726.19667,
1625.821,717.31542,
1622.911,816.68649,
1620.000,797.50197,
1617.089,931.52362,
1614.179,945.91159,
1611.268,1001.1309,
1608.358,1071.8787,
1605.447,1105.4217,
1602.536,1087.6804,
1599.626,1101.8889,
1596.715,1131.3856,
1593.805,1139.616,
1590.894,1119.9946,
1587.984,1076.5437,
1585.073,1069.3992,
1582.162,1067.5802,
1579.252,1043.5193,
1576.341,1022.2287,
1573.431,1035.4798,
1570.520,1076.1757,
1567.610,1058.1907,
1564.699,1014.8986,
1561.788,1017.0386,
1558.878,999.35329,
1555.967,974.37604,
1553.057,990.85321,
1550.146,950.17013,
1547.235,909.16608,
1544.325,911.03638,
1541.414,908.6892,
1538.504,896.08437,
1535.593,880.0248,
1532.683,872.00637,
1529.772,877.83746,
1526.861,840.21249,
1523.951,793.41338,
1521.040,805.60259,
1518.130,788.23539,
1515.219,797.29015,
1512.309,803.15094,
1509.398,821.21223,
1506.487,769.32858,
1503.577,785.4543,
1500.666,795.67573,
1497.756,772.58018,
1494.845,741.41063,
1491.934,769.18386,
1489.024,748.97151,
1486.113,764.93988,
1483.203,749.37481,
1480.292,704.82443,
1477.382,661.68708,
1474.471,724.61624,
1471.560,703.4357,
1468.650,681.10054,
1465.739,675.04755,
1462.829,678.62136,
1459.918,697.71975,
1457.008,705.17301,
1454.097,683.61231,
1451.186,701.67746,
1448.276,746.13268,
1445.365,741.57306,
1442.455,744.5775,
1439.544,694.64144,
1436.633,681.36717,
1433.723,707.38368,
1430.812,686.36341,
1427.902,676.62553,
1424.991,734.43904,
1422.081,692.2111,
1419.170,695.16248,
1416.259,688.95943,
1413.349,678.94235,
1410.438,651.05793,
1407.528,676.29953,
1404.617,669.2421,
1401.707,684.16619,
1398.796,734.07512,
1395.885,714.91107,
1392.975,677.50089,
1390.064,710.36382,
1387.154,703.02616,
1384.243,729.3887,
1381.332,742.16742,
1378.422,685.82966,
1375.511,697.07103,
1372.601,759.91678,
1369.690,735.24721,
1366.780,779.35618,
1363.869,768.27626,
1360.958,808.10601,
1358.048,844.52292,
1355.137,853.30137,
1352.227,855.62256,
1349.316,873.96965,
1346.406,894.50238,
1343.495,886.98346,
1340.584,897.67882,
1337.674,890.46927,
1334.763,967.14414,
1331.853,964.36245,
1328.942,953.57643,
1326.032,930.22824,
1323.121,949.70183,
1320.210,960.91368,
1317.300,1003.5662,
1314.389,1035.3334,
1311.479,1021.2113,
1308.568,1027.9853,
1305.657,1069.9784,
1302.747,1043.4193,
1299.836,1037.5326,
1296.926,1077.7283,
1294.015,1131.0491,
1291.105,1198.4101,
1288.194,1235.206,
1285.283,1255.1381,
1282.373,1295.6874,
1279.462,1325.0341,
1276.552,1345.2579,
1273.641,1346.2046,
1270.731,1332.659,
1267.820,1352.1339,
1264.909,1332.9965,
1261.999,1281.4151,
1259.088,1313.3393,
1256.178,1328.9533,
1253.267,1256.832,
1250.356,1236.959,
1247.446,1203.0464,
1244.535,1158.4286,
1241.625,1107.1649,
1238.714,1069.9681,
1235.804,1077.0171,
1232.893,1033.9988,
1229.982,1038.1461,
1227.072,1005.5549,
1224.161,1022.5816,
1221.251,984.55749,
1218.340,961.18063,
1215.430,949.09304,
1212.519,939.62792,
1209.608,938.43938,
1206.698,936.59024,
1203.787,912.84799,
1200.877,907.14451,
1197.966,937.71593,
1195.055,931.57076,
1192.145,969.31986,
1189.234,1037.3973,
1186.324,1060.7039,
1183.413,1061.4327,
1180.503,1069.5873,
1177.592,1070.25,
1174.681,1063.0274,
1171.771,1012.7349,
1168.860,990.40763,
1165.950,989.05629,
1163.039,982.96437,
1160.129,982.60942,
1157.218,974.15454,
1154.307,970.67051,
1151.397,970.21605,
1148.486,931.00215,
1145.576,918.44274,
1142.665,922.8823,
1139.754,936.26806,
1136.844,926.64455,
1133.933,918.31747,
1131.023,909.64066,
1128.112,910.46309,
1125.202,913.89738,
1122.291,879.37804,
1119.380,887.37126,
1116.470,899.72665,
1113.559,904.343,
1110.649,923.58568,
1107.738,924.14109,
1104.828,916.25,
1101.917,918.61696,
1099.006,922.84797,
1096.096,914.15362,
1093.185,879.91152,
1090.275,906.38373,
1087.364,891.98019,
1084.453,895.18668,
1081.543,907.4411,
1078.632,912.13037,
1075.722,918.31867,
1072.811,925.20228,
1069.901,896.38467,
1066.990,905.56664,
1064.079,922.54079,
1061.169,934.22071,
1058.258,944.60228,
1055.348,948.84062,
1052.437,941.0378,
1049.527,955.08217,
1046.616,950.73802,
1043.705,951.02077,
1040.795,971.68215,
1037.884,986.79016,
1034.974,996.58118,
1032.063,1003.4347,
1029.153,992.0809,
1026.242,999.00055,
1023.331,1021.7486,
1020.421,1005.337,
1017.510,1009.6966,
1014.600,1011.3685,
1011.689,1005.8066,
1008.778,1027.9678,
1005.868,1061.5434,
1002.957,1094.2369,
1000.047,1092.698,
997.136,1127.8388,
994.226,1171.2036,
991.315,1185.8564,
988.404,1169.3044,
985.494,1159.2116,
982.583,1157.4985,
979.673,1154.3234,
976.762,1154.4242,
973.852,1171.1624,
970.941,1177.9129,
968.030,1150.1576,
965.120,1172.1354,
962.209,1144.8541,
959.299,1149.4572,
956.388,1147.6504,
953.477,1144.4831,
950.567,1157.7526,
947.656,1191.0299,
944.746,1196.9768,
941.835,1162.428,
938.925,1162.8047,
936.014,1187.9889,
933.103,1202.6005,
930.193,1181.4631,
927.282,1137.7459,
924.372,1128.4442,
921.461,1105.8944,
918.551,1099.9928,
915.640,1096.5756,
912.729,1084.6145,
909.819,1068.138,
906.908,1059.7137,
903.998,1048.1149,
901.087,1070.0737,
898.176,1081.3868,
895.266,1092.2156,
892.355,1123.8206,
889.445,1132.2133,
886.534,1132.25,
883.624,1160.5089,
880.713,1153.8358,
877.802,1146.7561,
874.892,1174.6623,
871.981,1192.1391,
869.071,1102.7499,
866.160,1085.8701,
863.250,1080.008,
860.339,1103.53,
857.428,1147.5542,
854.518,1118.8889,
851.607,1106.4079,
848.697,1086.3668,
845.786,1076.6931,
842.875,1056.0248,
839.965,1033.5416,
837.054,1094.5012,
834.144,1116.8775,
831.233,1103.2513,
828.323,1097.2174,
825.412,1095.7425,
822.501,1081.6329,
819.591,1056.0145,
816.680,1062.4616,
813.770,1046.7079,
810.859,1046.6285,
807.949,1050.9817,
805.038,1031.5398,
802.127,1050.4718,
799.217,1018.7074,
796.306,1002.1419,
793.396,1007.2043,
790.485,1018.9336,
787.574,1010.9973,
784.664,1030.68,
781.753,1045.6567,
778.843,1032.6269,
775.932,1014.1759,
773.022,1021.7023,
770.111,1056.8582,
767.200,1060.0113,
764.290,1040.0243,
761.379,1025.6439,
758.469,1025.6222,
755.558,1021.9128,
752.648,977.10959,
749.737,990.44483,
746.826,987.79715,
743.916,963.15248,
741.005,935.83065,
738.095,878.99927,
735.184,824.341,
732.274,787.36949,
729.363,813.61504,
726.452,909.52891,
723.542,977.51795,
720.631,977.4273,
717.721,995.1539,
714.810,1008.8693,
711.899,1009.9431,
708.989,1017.2054,
706.078,1024.4617,
703.168,1057.8255,
700.257,1036.5802,
697.347,986.81421,
694.436,1020.7263,
691.525,1001.4349,
688.615,967.06226,
685.704,963.06419,
682.794,985.69676,
679.883,1000.25,
676.973,1000.25,
674.062,996.42151,
671.151,996.44165,
668.241,997.34401,
665.330,991.59034,
662.420,998.77893,
659.509,988.18631,
656.598,1004.6185,
653.688,1032.0294,
650.777,1020.5209,
647.867,999.02008,
644.956,998.58405,
642.046,985.90987,
639.135,976.61694,
636.224,1023.0431,
633.314,981.7583,
630.403,996.67206,
627.493,1007.3367,
624.582,1000.4877,
621.672,1019.4956,
618.761,1021.0099,
615.850,1035.0247,
612.940,1054.4468,
610.029,1064.8576,
607.119,1032.4827,
604.208,1041.3202,
601.297,1047.247,
598.387,1048.25,
595.476,1048.25,
592.566,1048.25,
589.655,1034.6443,
586.745,1012.4951,
583.834,1003.1313,
580.923,1038.0036,
578.013,997.19741,
575.102,982.23488,
572.192,996.04237,
569.281,1025.2658,
566.371,1019.7874,
563.460,1017.8391,
560.549,1038.6903,
557.639,1053.9988,
554.728,1033.1168,
551.818,1015.1695,
548.907,1026.4853,
545.996,1042.8594,
543.086,1056.2697,
540.175,1070.2854,
537.265,1083.5627,
534.354,1076.2094,
531.444,1064.5287,
528.533,1066.7951,
525.622,1088.5216,
522.712,1098.104,
519.801,1092.8486,
516.891,1088.7968,
513.980,1136.0289,
511.070,1147.2935,
508.159,1168.3975,
505.248,1179.237,
502.338,1153.4474,
499.427,1194.3545,
496.517,1226.1793,
493.606,1240.231,
490.695,1236.6779,
487.785,1239.7571,
484.874,1270.6225,
481.964,1278.9444,
479.053,1264.4921,
476.143,1252.9727,
473.232,1251.5306,
470.321,1258.0621,
467.411,1248.0283,
464.500,1198.2585,
461.590,1238.0769,
458.679,1252.5518,
455.769,1243.5926,
452.858,1222.3063,
449.947,1261.2668,
447.037,1289.8799,
444.126,1294.0076,
441.216,1279.4406,
438.305,1286.298,
435.395,1278.7267,
432.484,1295.5044,
429.573,1323.2975,
426.663,1314.9359,
423.752,1302.3939,
420.842,1257.975,
417.931,1214.6975,
415.020,1226.8312,
412.110,1200.9119,
409.199,1229.3918,
406.289,1284.7467,
403.378,1332.2321,
400.468,1326.9401,
397.557,1321.651,
394.646,1318.7887,
391.736,1320.2983,
388.825,1321.8068,
385.915,1307.8808,
383.004,1304.9585,
380.094,1330.5936,
377.183,1356.9303,
374.272,1390.8462,
371.362,1417.6649,
368.451,1427.4294,
365.541,1413.9197,
362.630,1444.1169,
359.719,1460.7073,
356.809,1433.25,
353.898,1433.25,
350.988,1474.479,
348.077,1491.8255,
345.167,1450.915,
342.256,1483.786,
339.345,1465.0841,
336.435,1441.638,
333.524,1444.4984,
330.614,1420.6534,
327.703,1438.4069,
324.793,1458.8987,
321.882,1449.223,
318.971,1438.0713,
316.061,1452.3176,
313.150,1474.7143,
310.240,1485.846,
307.329,1486.9646,
304.418,1495.4572,
301.508,1492.6469,
298.597,1445.2602,
295.687,1461.5672,
292.776,1475,
289.866,1490.6813,
286.955,1540.1759,
284.044,1578.875,
281.134,1626.1325,
278.223,1677.6212,
275.313,1693.832,
272.402,1711.7726,
269.492,1743.1623,
266.581,1783.9934,
263.670,1724.4438,
260.760,1745.384,
257.849,1782.5596,
254.939,1789.1646,
252.028,1803.0031,
249.117,1806.8795,
246.207,1816.6146,
243.296,1860.5369,
240.386,1839.7833,
237.475,1805.1197,
234.565,1769.8696,
231.654,1761.105,
228.743,1714.9467,
225.833,1656.3338,
222.922,1599.866,
220.012,1655.9647,
217.101,1685.0457,
214.191,1692.3159,
211.280,1679.2216,
208.369,1667.485,
205.459,1650.2725,
202.548,1635.0077,
199.638,1650.972,
196.727,1634.6587,
193.816,1639.2144,
190.906,1681.4978,
187.995,1631.5401,
185.085,1651.6056,
182.174,1702.2606,
179.264,1735.5079,
176.353,1693.1139,
173.442,1663.2619,
170.532,1660.2823,
167.621,1694.8892,
164.711,1664.8324,
161.800,1618.6821,
158.890,1587.7338,
155.979,1426.0274,
153.068,1311.8893,
150.158,1224.6447,
147.247,1062.3875,
144.337,873.45683,
141.426,692.05623,
138.516,535.05705,
135.605,392.36946,
132.694,273.22061,
129.784,177.28861,
126.873,110.78154,
123.963,73.918125,
121.052,48.88448,
118.141,30.323028,
115.231,30.25,
112.320,32.36818,
109.410,33.341026,
106.499,23.370853,
103.589,14.526946,
100.678,10.336487,
97.767,13.180237,
94.857,10.478044,
91.946,10.056222,
89.036,10.346817,
86.125,4.6731746,
83.215,3.25,
80.304,2.7711346,
77.393,1.3547948,
74.483,13.042429,
71.572,13.452366,
68.662,3.7348725,
65.751,8.68003,
62.840,11.213404,
59.930,9.6279932,
57.019,-0.24315457,
54.109,4.8187693,
51.198,7.7419536,
48.288,4.1933756,
45.377,-2.8404051,
42.466,1.6699481,
39.556,11.213933,
36.645,4.8942209,
33.735,2.2115031,
30.824,1.470887,
27.914,2.1720622,
25.003,6.6084623,
22.092,10.541618,
19.182,13.021171,
16.271,6.02627,
13.361,35.280806,
10.450,84.898919,
7.539,117.71974,
4.629,127.79897,
1.718,76.009551,
-1.192,-97.579438,
-4.103,-93.012543,
-7.013,-52.340277,
-9.924,1.25,
