,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__1__46,
Raman shift [1/cm],Intensity,
3014.167,1.875,
3011.256,1.3748926,
3008.346,259.50321,
3005.435,296.99161,
3002.525,316.3476,
2999.614,322.875,
2996.704,331.05232,
2993.793,342.9712,
2990.882,354.70712,
2987.972,359.97085,
2985.061,373.99815,
2982.151,387.24981,
2979.240,411.62309,
2976.329,426.38319,
2973.419,444.39824,
2970.508,447.74161,
2967.598,450.44849,
2964.687,461.875,
2961.777,476.37087,
2958.866,478.19448,
2955.955,494.59845,
2953.045,524.77432,
2950.134,522.90708,
2947.224,534.50131,
2944.313,559.91987,
2941.403,565.74407,
2938.492,587.32216,
2935.581,584.60631,
2932.671,601.15396,
2929.760,604.96348,
2926.850,597.71109,
2923.939,616.39839,
2921.028,618.74573,
2918.118,627.0551,
2915.207,631.40669,
2912.297,643.83269,
2909.386,653.67792,
2906.476,632.302,
2903.565,634.05353,
2900.654,619.54537,
2897.744,654.71156,
2894.833,641.46264,
2891.923,625.46789,
2889.012,620.66113,
2886.102,631.02231,
2883.191,619.88066,
2880.280,607.79845,
2877.370,608.38083,
2874.459,566.39091,
2871.549,612.1515,
2868.638,653.46879,
2865.727,649.875,
2862.817,656.43248,
2859.906,686.5958,
2856.996,669.87047,
2854.085,661.19221,
2851.175,658.7575,
2848.264,651.46301,
2845.353,652.72403,
2842.443,648.67013,
2839.532,658.3078,
2836.622,638.08854,
2833.711,640.66777,
2830.801,634.17721,
2827.890,653.43618,
2824.979,650.72697,
2822.069,665.96598,
2819.158,667.79413,
2816.248,648.90974,
2813.337,657.14328,
2810.427,669.13947,
2807.516,668.76703,
2804.605,679.83173,
2801.695,671.30921,
2798.784,686.61831,
2795.874,667.14411,
2792.963,671.3033,
2790.052,645.87908,
2787.142,666.58554,
2784.231,665.03649,
2781.321,668.37788,
2778.410,668.82044,
2775.500,650.45052,
2772.589,676.72057,
2769.678,674.83742,
2766.768,684.4983,
2763.857,674.29504,
2760.947,676.44119,
2758.036,695.34639,
2755.126,709.63568,
2752.215,699.04756,
2749.304,716.53324,
2746.394,693.14515,
2743.483,701.17499,
2740.573,703.875,
2737.662,675.44896,
2734.751,696.24866,
2731.841,701.98306,
2728.930,707.89614,
2726.020,702.64005,
2723.109,716.81275,
2720.199,726.46244,
2717.288,748.92611,
2714.377,736.36286,
2711.467,728.497,
2708.556,756.23711,
2705.646,737.64964,
2702.735,744.56058,
2699.825,755.53861,
2696.914,762.44684,
2694.003,751.64573,
2691.093,756.42855,
2688.182,733.72759,
2685.272,747.02578,
2682.361,768.72216,
2679.450,777.32351,
2676.540,768.01727,
2673.629,773.87949,
2670.719,758.38608,
2667.808,768.95092,
2664.898,748.70573,
2661.987,781.24181,
2659.076,766.79958,
2656.166,779.89226,
2653.255,795.80017,
2650.345,784.5465,
2647.434,818.36057,
2644.524,808.62798,
2641.613,813.53245,
2638.702,821.82766,
2635.792,820.28376,
2632.881,804.9166,
2629.971,795.66016,
2627.060,819.5425,
2624.149,828.49373,
2621.239,819.07016,
2618.328,825.25648,
2615.418,833.54318,
2612.507,837.21886,
2609.597,836.24227,
2606.686,838.57582,
2603.775,851.4742,
2600.865,858.04909,
2597.954,889.8688,
2595.044,868.22309,
2592.133,870.37824,
2589.223,868.52552,
2586.312,868.97546,
2583.401,887.07937,
2580.491,868.17793,
2577.580,893.85189,
2574.670,878.49131,
2571.759,889.18835,
2568.848,886.05724,
2565.938,900.92283,
2563.027,888.60899,
2560.117,912.06191,
2557.206,894.506,
2554.296,916.58438,
2551.385,897.18901,
2548.474,900.28244,
2545.564,897.00162,
2542.653,921.09648,
2539.743,921.25794,
2536.832,923.32359,
2533.922,929.23769,
2531.011,943.90067,
2528.100,938.33498,
2525.190,933.69181,
2522.279,943.00055,
2519.369,960.1395,
2516.458,951.87854,
2513.548,941.31157,
2510.637,948.05945,
2507.726,945.8787,
2504.816,938.81299,
2501.905,928.88963,
2498.995,948.59163,
2496.084,963.24784,
2493.173,981.92798,
2490.263,979.70662,
2487.352,952.79313,
2484.442,975.86857,
2481.531,982.45477,
2478.621,996.15941,
2475.710,1008.852,
2472.799,1004.8885,
2469.889,1008.177,
2466.978,1023.5347,
2464.068,1022.0866,
2461.157,1022.4101,
2458.247,1014.2721,
2455.336,1038.0433,
2452.425,1037.8514,
2449.515,1036.6297,
2446.604,1033.4649,
2443.694,1054.7131,
2440.783,1047.5845,
2437.872,1075.3126,
2434.962,1085.0363,
2432.051,1075.9737,
2429.141,1058.3516,
2426.230,1079.0496,
2423.320,1081.0175,
2420.409,1097.4968,
2417.498,1081.3188,
2414.588,1061.8826,
2411.677,1075.2694,
2408.767,1094.9813,
2405.856,1117.1845,
2402.946,1102.976,
2400.035,1095.2788,
2397.124,1092.3776,
2394.214,1129.7114,
2391.303,1113.1236,
2388.393,1133.7634,
2385.482,1140.9191,
2382.571,1116.5716,
2379.661,1119.3864,
2376.750,1148.5055,
2373.840,1158.9343,
2370.929,1155.9291,
2368.019,1188.7913,
2365.108,1182.1996,
2362.197,1188.2914,
2359.287,1199.4466,
2356.376,1197.8838,
2353.466,1188.4966,
2350.555,1187.2202,
2347.645,1198.6114,
2344.734,1208.9672,
2341.823,1184.3227,
2338.913,1204.0332,
2336.002,1199.7744,
2333.092,1227.8288,
2330.181,1240.1384,
2327.270,1215.3601,
2324.360,1230.1604,
2321.449,1237.7661,
2318.539,1238.1961,
2315.628,1241.0185,
2312.718,1243.8243,
2309.807,1239.2166,
2306.896,1246.1426,
2303.986,1251.5698,
2301.075,1245.5559,
2298.165,1237.2884,
2295.254,1257.4011,
2292.344,1275.821,
2289.433,1279.5314,
2286.522,1285.6026,
2283.612,1288.3546,
2280.701,1308.3772,
2277.791,1289.1555,
2274.880,1299.9409,
2271.969,1320.2906,
2269.059,1327.7578,
2266.148,1340.7364,
2263.238,1326.9831,
2260.327,1338.4612,
2257.417,1346.3967,
2254.506,1372.8835,
2251.595,1368.4276,
2248.685,1365.4616,
2245.774,1379.5999,
2242.864,1392.2266,
