,PL33C7~1,
Wavenumbers [1/cm],Intensity,
1622.911,833.51896,
1620.000,882.13266,
1617.089,973.89925,
1614.179,1019.481,
1611.268,1097.7758,
1608.358,1142.6898,
1605.447,1176.8074,
1602.536,1175.0225,
1599.626,1187.6291,
1596.715,1216.8856,
1593.805,1185.7654,
1590.894,1157.9719,
1587.984,1146.9552,
1585.073,1122.7779,
1582.162,1122.9244,
1579.252,1111.4755,
1576.341,1087.9224,
1573.431,1107.8116,
1570.520,1104.0487,
1567.610,1068.7103,
1564.699,1059.9251,
1561.788,1033.9897,
1558.878,1040.5018,
1555.967,1019.6808,
1553.057,1010.4913,
1550.146,973.19009,
1547.235,964.86947,
1544.325,937.7283,
1541.414,936.91309,
1538.504,931.43565,
1535.593,906.1584,
1532.683,901.02151,
1529.772,898.51238,
1526.861,861.67756,
1523.951,813.36779,
1521.040,846.32429,
1518.130,833.82985,
1515.219,811.79067,
1512.309,797.4212,
1509.398,822.46105,
1506.487,802.17603,
1503.577,740.12633,
1500.666,786.9592,
1497.756,775.72495,
1494.845,811.26974,
1491.934,799.61142,
1489.024,757.26173,
1486.113,730.71518,
1483.203,734.07901,
1480.292,717.77977,
1477.382,655.74788,
1474.471,704.67508,
1471.560,701.98002,
1468.650,694.43327,
1465.739,690.90706,
1462.829,667.86139,
1459.918,670.32473,
1457.008,680.70381,
1454.097,682.83374,
1451.186,686.25484,
1448.276,682.38103,
1445.365,695.57385,
1442.455,711.63066,
1439.544,669.57104,
1436.633,646.84732,
1433.723,661.85953,
1430.812,693.76034,
1427.902,644.33629,
1424.991,668.97812,
1422.081,655.98784,
1419.170,665.11872,
1416.259,648.92861,
1413.349,650.79193,
1410.438,652.05022,
1407.528,630.50652,
1404.617,605.24605,
1401.707,603.69911,
1398.796,644.2639,
1395.885,654.46631,
1392.975,643.37615,
1390.064,681.97763,
1387.154,653.04902,
1384.243,647.64598,
1381.332,628.98738,
1378.422,600.44068,
1375.511,633.22801,
1372.601,686.27951,
1369.690,700.17945,
1366.780,753.23229,
1363.869,718.07604,
1360.958,734.74146,
