,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_1E-4mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__3__08,
Raman shift [1/cm],Intensity,
3014.167,-2,
3011.256,-1.4499893,
3008.346,30.365181,
3005.435,32.30742,
3002.525,43.68009,
2999.614,32.318227,
2996.704,39.919594,
2993.793,33.389976,
2990.882,34.992297,
2987.972,45.899101,
2985.061,33.980306,
2982.151,47.522692,
2979.240,34.48193,
2976.329,53.270476,
2973.419,50.553787,
2970.508,44.366713,
2967.598,36.669077,
2964.687,54.298233,
2961.777,40.880158,
2958.866,54.67607,
2955.955,48.829637,
2953.045,65.248309,
2950.134,52.393585,
2947.224,43.455501,
2944.313,57.651709,
2941.403,55.130931,
2938.492,57.447163,
2935.581,60.365656,
2932.671,61.63948,
2929.760,52.584605,
2926.850,52.686466,
2923.939,57.962637,
2921.028,64.41192,
2918.118,67.478587,
2915.207,60.120304,
2912.297,55.03385,
2909.386,64.57665,
2906.476,58.224715,
2903.565,63.580741,
2900.654,61.388272,
2897.744,41.2263,
2894.833,58.175273,
2891.923,55.378199,
2889.012,63.046242,
2886.102,57.060801,
2883.191,57.005664,
2880.280,60.330138,
2877.370,63.342981,
2874.459,39,
2871.549,46.355354,
2868.638,59.637107,
2865.727,65.919245,
2862.817,71.657744,
2859.906,61.595437,
2856.996,70.51585,
2854.085,74.042029,
2851.175,60.427725,
2848.264,57.284333,
2845.353,68.978433,
2842.443,65.204874,
2839.532,57.895541,
2836.622,69.089845,
2833.711,62.948193,
2830.801,67.39559,
2827.890,69.916079,
2824.979,70.851974,
2822.069,71.090977,
2819.158,75.579511,
2816.248,71.49421,
2813.337,72.773172,
2810.427,76.735532,
2807.516,72.899376,
2804.605,59.495204,
2801.695,77.565791,
2798.784,63.182769,
2795.874,64.290244,
2792.963,67.71447,
2790.052,68.000858,
2787.142,72.184076,
2784.231,62.967385,
2781.321,61.131485,
2778.410,71.775392,
2775.500,73.722065,
2772.589,80.115443,
2769.678,81,
2766.768,76.941742,
2763.857,74.843933,
2760.947,81.446414,
2758.036,77.235694,
2755.126,63.895306,
2752.215,77.831681,
2749.304,72.361506,
2746.394,84.576618,
2743.483,84.099995,
2740.573,88.548688,
2737.662,72.903841,
2734.751,84.116488,
2731.841,84.108058,
2728.930,73.550858,
2726.020,82.010417,
2723.109,84.680501,
2720.199,72.449913,
2717.288,88.806572,
2714.377,84.162619,
2711.467,86.786814,
2708.556,85.308632,
2705.646,79.309855,
2702.735,85.664947,
2699.825,83.021814,
2696.914,83.619093,
2694.003,89.586996,
2691.093,78.214202,
2688.182,84.400742,
2685.272,84.557609,
2682.361,89.029476,
2679.450,91.66253,
2676.540,79.162593,
2673.629,89.654694,
2670.719,80.868752,
2667.808,90.124559,
2664.898,83.662453,
2661.987,83.800133,
2659.076,92.491377,
2656.166,101.93509,
2653.255,90.261902,
2650.345,88.488204,
2647.434,93.199484,
