,PLA751~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.75,
3011.256,-2.4499356,
3008.346,51.788099,
3005.435,75.51855,
3002.525,54.022371,
2999.614,76.4786,
2996.704,77.57681,
2993.793,87.887672,
2990.882,87.28812,
2987.972,80.28027,
2985.061,99.99386,
2982.151,96.113848,
2979.240,97.034226,
2976.329,102.76911,
2973.419,108.61919,
2970.508,113.33332,
2967.598,103.3492,
2964.687,119.9966,
2961.777,110.62603,
2958.866,106.24852,
2955.955,119.63273,
2953.045,140.39763,
2950.134,126.28208,
2947.224,136.39234,
2944.313,143.04772,
2941.403,136.55931,
2938.492,150.5698,
2935.581,138.78257,
2932.671,147.08688,
2929.760,145.68464,
2926.850,153.51128,
2923.939,158.76868,
2921.028,156.31464,
2918.118,145.1505,
2915.207,149.25,
2912.297,167.17384,
2909.386,158.04562,
2906.476,161.08707,
2903.565,144.74851,
2900.654,163.74445,
2897.744,141.11171,
2894.833,120.35328,
2891.923,137.87511,
2889.012,133.37717,
2886.102,114.16893,
2883.191,67.286817,
2880.280,24.245177,
2877.370,-104.9824,
2874.459,-152.26591,
2871.549,-65.630131,
2868.638,89.16541,
2865.727,97.15759,
2862.817,135.60695,
2859.906,142.07336,
2856.996,147.29076,
2854.085,153.21431,
2851.175,158.77409,
2848.264,164.103,
2845.353,176.81866,
2842.443,163.23956,
2839.532,159.83217,
2836.622,156.25,
2833.711,163.08674,
2830.801,177.34338,
2827.890,175.43706,
2824.979,177.74397,
2822.069,170.36372,
2819.158,178.34973,
2816.248,164.79053,
2813.337,172.70366,
2810.427,180.07369,
2807.516,183.40828,
2804.605,167.27164,
2801.695,173.51316,
2798.784,175.25,
2795.874,164.54024,
2792.963,168.60734,
2790.052,176.24936,
2787.142,162.05258,
2784.231,170.44253,
2781.321,167.81574,
2778.410,175.42005,
2775.500,184.97206,
2772.589,173.78823,
2769.678,170.25,
2766.768,175.11991,
2763.857,172.408,
2760.947,176.77206,
2758.036,188.72139,
2755.126,172.43377,
2752.215,187.05905,
2749.304,185.9946,
2746.394,191.55647,
2743.483,191.84997,
2740.573,193.70131,
2737.662,171.59023,
2734.751,181.2742,
2731.841,181.68223,
2728.930,193.45343,
2726.020,191.14294,
2723.109,187.15733,
2720.199,195.44695,
2717.288,186.88139,
2714.377,180.41262,
2711.467,198.02033,
2708.556,198.99484,
2705.646,191.55985,
2702.735,200.59021,
2699.825,200.89179,
2696.914,191.82136,
2694.003,196.14918,
2691.093,188.85652,
2688.182,182.17815,
2685.272,198.89581,
2682.361,197.04367,
2679.450,204.09368,
2676.540,182.57519,
2673.629,195.26347,
2670.719,190.53466,
2667.808,202.66637,
2664.898,204.107,
2661.987,211.11664,
2659.076,210.25,
2656.166,189.42749,
2653.255,199.87585,
2650.345,217.30626,
2647.434,202.67869,
2644.524,206.09172,
2641.613,211.79306,
2638.702,213.28156,
2635.792,211.31082,
2632.881,223.67263,
2629.971,221.50502,
2627.060,214.91563,
2624.149,223.70937,
2621.239,220.49259,
2618.328,220.08045,
2615.418,218.57273,
2612.507,218.90614,
2609.597,218.97455,
2606.686,230.88654,
2603.775,226.69048,
2600.865,227.48549,
2597.954,240.10006,
2595.044,223.52724,
2592.133,239.91883,
2589.223,232.44262,
2586.312,235.56659,
2583.401,235.39235,
2580.491,237.07212,
2577.580,231.2533,
2574.670,231.58958,
2571.759,233.85616,
2568.848,229.3715,
2565.938,242.82139,
2563.027,240.56596,
2560.117,229.79206,
2557.206,223.11347,
2554.296,212.28661,
2551.385,246.688,
2548.474,250.06487,
2545.564,237.69318,
2542.653,242.77685,
2539.743,234.70687,
2536.832,247.31169,
2533.922,238.56538,
2531.011,257.97502,
2528.100,250.31967,
2525.190,256.10861,
2522.279,245.71898,
2519.369,259.17429,
2516.458,256.57507,
2513.548,248.86816,
2510.637,236.17224,
2507.726,247.43958,
2504.816,247.43828,
2501.905,249.81524,
2498.995,256.84719,
2496.084,263.79702,
2493.173,256.0394,
2490.263,266.21612,
2487.352,268.29013,
2484.442,254.79387,
2481.531,267.29796,
2478.621,273.83773,
2475.710,284.15032,
2472.799,271.25,
2469.889,272.21953,
2466.978,269.64179,
2464.068,279.7421,
2461.157,276.25,
2458.247,274.5441,
2455.336,272.90949,
2452.425,267.90094,
2449.515,286.86331,
2446.604,291.95506,
2443.694,288.01726,
2440.783,297.20496,
2437.872,290.77596,
2434.962,280.35138,
2432.051,281.86103,
2429.141,277.96176,
2426.230,287.59809,
2423.320,308.22207,
2420.409,284.65378,
2417.498,287.85674,
2414.588,296.87733,
2411.677,296.92728,
2408.767,297.60925,
2405.856,323.37382,
2402.946,313.72006,
2400.035,291.3697,
2397.124,306.92379,
2394.214,312.5744,
2391.303,292.3496,
2388.393,283.95467,
2385.482,260.48373,
2382.571,254.8697,
2379.661,280.31964,
2376.750,281.83135,
2373.840,292.29054,
2370.929,307.1417,
2368.019,328.43168,
2365.108,314.9699,
2362.197,310.31843,
2359.287,317.01491,
2356.376,336.22358,
2353.466,325.5549,
2350.555,311.68048,
2347.645,331.65795,
2344.734,343.0703,
2341.823,313.79725,
2338.913,324.49329,
2336.002,333.21648,
2333.092,347.26134,
2330.181,354.25,
2327.270,347.63504,
2324.360,342.05659,
2321.449,342.40305,
2318.539,339.39986,
2315.628,338.57814,
2312.718,339.6663,
2309.807,367.36193,
2306.896,357.0137,
2303.986,352.24342,
2301.075,352.82442,
2298.165,336.50915,
2295.254,354.71142,
2292.344,362.51559,
2289.433,358.28864,
2286.522,365.16967,
2283.612,367.08036,
2280.701,367.51906,
2277.791,349.53239,
2274.880,379.18002,
2271.969,372.54218,
2269.059,376.07017,
2266.148,372.76586,
2263.238,381.84459,
2260.327,377.8018,
2257.417,385.25,
2254.506,380.79984,
2251.595,369.68275,
2248.685,370.66921,
2245.774,381.26083,
2242.864,376.96321,
2239.953,386.56725,
2237.043,394.3807,
2234.132,403.64224,
2231.221,393.98641,
2228.311,398.33891,
2225.400,397.33444,
2222.490,397.09358,
2219.579,392.1395,
2216.669,408.75238,
2213.758,406.29313,
2210.847,412.5044,
2207.937,414.25,
2205.026,405.02814,
2202.116,399.70753,
2199.205,416.78718,
2196.294,433.92797,
2193.384,450.06551,
2190.473,438.66432,
2187.563,435.37567,
2184.652,463.35857,
2181.742,472.29509,
2178.831,470.0866,
2175.920,489.07332,
2173.010,517.82653,
2170.099,547.78076,
2167.189,562.23565,
2164.278,565.82588,
2161.368,601.96384,
2158.457,620.14617,
2155.546,655.79427,
2152.636,686.79252,
2149.725,726.37078,
2146.815,767.08209,
2143.904,786.34295,
2140.993,771.81081,
2138.083,794.47485,
2135.172,810.82137,
2132.262,791.61004,
2129.351,772.41199,
2126.441,792.98794,
2123.530,766.62145,
2120.619,705.60804,
2117.709,670.51369,
2114.798,649.49591,
2111.888,597.82577,
2108.977,567.899,
2106.067,545.08244,
2103.156,521.77346,
2100.245,505.25376,
2097.335,507.03535,
2094.424,475.05325,
2091.514,472.68012,
2088.603,461.48508,
2085.692,465.16439,
2082.782,474.71589,
2079.871,460.92795,
2076.961,477.89386,
2074.050,471.00758,
2071.140,465.28456,
2068.229,462.97135,
2065.318,471.0155,
2062.408,456.98451,
2059.497,459.28574,
2056.587,463.4478,
2053.676,451.26722,
2050.766,451.09604,
2047.855,455.59498,
2044.944,434.44711,
2042.034,440.59102,
2039.123,443.07155,
2036.213,455.15443,
2033.302,449.61959,
2030.391,457.91075,
2027.481,458.04273,
2024.570,467.20685,
2021.660,452.31433,
2018.749,445.12378,
2015.839,460.65879,
2012.928,415.95134,
2010.017,427.07955,
2007.107,445.73407,
2004.196,429.53576,
2001.286,449.10511,
1998.375,446.59547,
1995.465,446.39643,
1992.554,404.30331,
1989.643,438.79832,
1986.733,414.19649,
1983.822,415.93021,
1980.912,427.69518,
1978.001,416.32607,
1975.090,421.66374,
1972.180,423.97339,
1969.269,432.81609,
1966.359,424.1688,
1963.448,441.89598,
1960.538,419.41263,
1957.627,454.15715,
1954.716,434.96817,
1951.806,430.34292,
1948.895,446.40392,
1945.985,416.10948,
1943.074,423.88474,
1940.164,416.67311,
1937.253,420.9717,
1934.342,425.77139,
1931.432,414.39511,
1928.521,410.09456,
1925.611,411.80846,
1922.700,383.54973,
1919.790,414.14553,
1916.879,428.62225,
1913.968,394.29304,
1911.058,395.69446,
1908.147,421.74774,
1905.237,372.40445,
1902.326,392.76705,
1899.415,369.75242,
1896.505,347.46686,
1893.594,340.34449,
1890.684,382.30196,
1887.773,417.85371,
1884.863,389.20216,
1881.952,389.80488,
1879.041,421.72716,
1876.131,435.13627,
1873.220,388.30733,
1870.310,433.23197,
1867.399,390.01769,
1864.489,396.17211,
1861.578,395.55759,
1858.667,413.82481,
1855.757,446.44928,
1852.846,437.45003,
1849.936,421.55128,
1847.025,450.83881,
1844.114,433.76524,
1841.204,424.87937,
1838.293,435.75748,
1835.383,430.157,
1832.472,444.66913,
1829.562,440.55755,
1826.651,437.72022,
1823.740,465.72897,
1820.830,439.75362,
1817.919,434.95064,
1815.009,472.21183,
1812.098,437.85632,
1809.188,475.4592,
1806.277,454.78116,
1803.366,461.44963,
1800.456,472.92026,
1797.545,464.02321,
1794.635,432.121,
1791.724,430.42477,
1788.813,431.65694,
1785.903,450.20157,
1782.992,430.59274,
1780.082,380.149,
1777.171,311.91006,
1774.261,292.3601,
1771.350,349.92727,
1768.439,426.37796,
1765.529,454.70934,
1762.618,489.59813,
1759.708,510.59799,
1756.797,495.59091,
1753.887,514.94533,
1750.976,521.94634,
1748.065,472.75692,
1745.155,458.08223,
1742.244,470.84419,
1739.334,471.45706,
1736.423,477.72849,
1733.512,465.96947,
1730.602,457.25793,
1727.691,488.49174,
1724.781,511.6218,
1721.870,500.7642,
1718.960,512.05018,
1716.049,520.28385,
1713.138,504.15008,
1710.228,515.17475,
1707.317,530.51857,
1704.407,532.25,
1701.496,532.25,
1698.586,522.08617,
1695.675,551.19268,
1692.764,589.22543,
1689.854,563.50589,
1686.943,546.78961,
1684.033,604.75983,
1681.122,565.94669,
1678.211,591.00255,
1675.301,562.33942,
1672.390,620.17523,
1669.480,595.3944,
1666.569,613.49122,
1663.659,632.88696,
1660.748,671.30785,
1657.837,674.53431,
1654.927,686.89856,
1652.016,673.44065,
1649.106,721.47033,
1646.195,730.15409,
1643.285,726.43229,
1640.374,734.93989,
1637.463,767.68235,
1634.553,791.72289,
1631.642,823.77118,
1628.732,871.42776,
1625.821,901.27552,
1622.911,940.03023,
1620.000,987.64526,
1617.089,1092.1405,
1614.179,1149.6425,
1611.268,1274.4912,
1608.358,1314.5175,
1605.447,1336.0502,
1602.536,1332.5906,
1599.626,1329.4902,
1596.715,1371.9073,
1593.805,1331.5334,
1590.894,1328.892,
1587.984,1298.9368,
1585.073,1278.0845,
1582.162,1256.8825,
1579.252,1240.1572,
1576.341,1251.6691,
1573.431,1219.224,
1570.520,1258.9345,
1567.610,1258.6027,
1564.699,1213.3734,
1561.788,1151.7716,
1558.878,1161.6088,
1555.967,1159.394,
1553.057,1142.957,
1550.146,1121.6573,
1547.235,1100.0338,
1544.325,1064.5389,
1541.414,1036.2293,
1538.504,1024.0844,
1535.593,1009.4855,
1532.683,1004.3845,
1529.772,1024.3435,
1526.861,993.95893,
1523.951,928.19529,
1521.040,936.05601,
1518.130,918.51096,
1515.219,910.52998,
1512.309,907.53377,
1509.398,894.10175,
1506.487,886.79328,
1503.577,893.9525,
1500.666,911.51254,
1497.756,835.92818,
1494.845,856.20998,
1491.934,855.18701,
1489.024,835.93715,
1486.113,809.28797,
1483.203,824.12519,
1480.292,798.24912,
1477.382,735.86438,
1474.471,765.9906,
1471.560,769.09067,
1468.650,739.2856,
1465.739,755.43157,
1462.829,759.91047,
1459.918,762.74733,
1457.008,758.55753,
1454.097,733.77173,
1451.186,744.6175,
1448.276,774.71546,
1445.365,762.35664,
1442.455,760.62311,
1439.544,770.23092,
1436.633,753.11297,
1433.723,707.86708,
1430.812,724.03352,
1427.902,696.67844,
1424.991,714.68593,
1422.081,665.70624,
1419.170,687.17181,
1416.259,673.42861,
1413.349,667.73952,
1410.438,630.16168,
1407.528,654.80573,
1404.617,633.80251,
1401.707,637.16619,
1398.796,668.66608,
1395.885,639.2458,
1392.975,611.18816,
1390.064,641.13293,
1387.154,647.92322,
1384.243,666.69892,
1381.332,675.28209,
1378.422,615.45254,
1375.511,696.95248,
1372.601,723.1324,
1369.690,714.96333,
1366.780,790.86945,
1363.869,798.89989,
1360.958,797.55108,
1358.048,846.71494,
1355.137,868.21064,
1352.227,884.78611,
1349.316,928.69253,
1346.406,939.62858,
1343.495,923.24304,
1340.584,947.82012,
1337.674,1034.9652,
1334.763,1049.8146,
1331.853,1064.6503,
1328.942,1048.3502,
1326.032,1067.4561,
1323.121,1092.997,
1320.210,1127.5528,
1317.300,1138.8891,
1314.389,1158.8338,
1311.479,1181.4344,
1308.568,1215.8588,
1305.657,1264.1022,
1302.747,1253.7639,
1299.836,1299.4269,
1296.926,1333.6084,
1294.015,1427.3794,
1291.105,1419.803,
1288.194,1474.9608,
1285.283,1535.7902,
1282.373,1569.4374,
1279.462,1613.3866,
1276.552,1665.0139,
1273.641,1691.6296,
1270.731,1690.7798,
1267.820,1684.5494,
1264.909,1677.1514,
1261.999,1696.0863,
1259.088,1636.7984,
1256.178,1662.3695,
1253.267,1590.5305,
1250.356,1584.1813,
1247.446,1528.2967,
1244.535,1458.4733,
1241.625,1406.2019,
1238.714,1355.3523,
1235.804,1327.318,
1232.893,1306.136,
1229.982,1255.8514,
1227.072,1244.0823,
1224.161,1226.4399,
1221.251,1183.0465,
1218.340,1182.2062,
1215.430,1165.577,
1212.519,1146.25,
1209.608,1142.7062,
1206.698,1137.5266,
1203.787,1137.1997,
1200.877,1118.2032,
1197.966,1165.8586,
1195.055,1207.4994,
1192.145,1256.3252,
1189.234,1296.2017,
1186.324,1310.25,
1183.413,1312.0165,
1180.503,1318.9716,
1177.592,1332.6642,
1174.681,1336.3528,
1171.771,1261.2294,
1168.860,1260.3363,
1165.950,1255.4123,
1163.039,1238.1867,
1160.129,1266.6413,
1157.218,1247.503,
1154.307,1204.3313,
1151.397,1214.3781,
1148.486,1209.4632,
1145.576,1134.488,
1142.665,1209.0727,
1139.754,1201.4183,
1136.844,1182.143,
1133.933,1187.5666,
1131.023,1169.8126,
1128.112,1136.6791,
1125.202,1137.9794,
1122.291,1162.1247,
1119.380,1161.2933,
1116.470,1165.7059,
1113.559,1172.436,
1110.649,1155.2595,
1107.738,1166.1469,
1104.828,1171.3509,
1101.917,1160.9426,
1099.006,1178.1985,
1096.096,1171.4761,
1093.185,1142.5021,
1090.275,1175.0486,
1087.364,1164.0386,
1084.453,1167.6242,
1081.543,1177.6882,
1078.632,1157.566,
1075.722,1118.8321,
1072.811,1148.2428,
1069.901,1162.215,
1066.990,1175.375,
1064.079,1198.6654,
1061.169,1207.1454,
1058.258,1209.2144,
1055.348,1219.1292,
1052.437,1235.7098,
1049.527,1248.9885,
1046.616,1268.1027,
1043.705,1263.3131,
1040.795,1264.4425,
1037.884,1275.859,
1034.974,1284.8776,
1032.063,1288.7806,
1029.153,1302.2114,
1026.242,1293.5618,
1023.331,1300.7495,
1020.421,1316.8891,
