,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_1E-4mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__1__01,
Raman shift [1/cm],Intensity,
3014.167,2.375,
3011.256,-0.72502147,
3008.346,51.619869,
3005.435,66.491609,
3002.525,74.752517,
2999.614,59.980236,
2996.704,83.693557,
2993.793,69.888824,
2990.882,74.626827,
2987.972,84.258966,
2985.061,64.921803,
2982.151,81.704422,
2979.240,68.439626,
2976.329,84.634556,
2973.419,85.344449,
2970.508,79.458317,
2967.598,89.091868,
2964.687,98.599185,
2961.777,80.69111,
2958.866,104.05701,
2955.955,94.757729,
2953.045,111.65912,
2950.134,106.45952,
2947.224,104.68816,
2944.313,102.34152,
2941.403,107.23266,
2938.492,114.23679,
2935.581,106.5149,
2932.671,103.05743,
2929.760,107.35576,
2926.850,102.27049,
2923.939,113.85632,
2921.028,122.47513,
2918.118,133.05258,
2915.207,122.79284,
2912.297,108.46386,
2909.386,125.95165,
2906.476,123.63061,
2903.565,134.02093,
2900.654,128.71574,
2897.744,107.45043,
2894.833,115.02445,
2891.923,112.5096,
2889.012,129.375,
2886.102,120.3142,
2883.191,114.375,
2880.280,108.09748,
2877.370,104.65405,
2874.459,112.89711,
2871.549,127.67761,
2868.638,114.91934,
2865.727,123.48267,
2862.817,131.375,
2859.906,120.88211,
2856.996,147.3433,
2854.085,148.21322,
2851.175,125.51955,
2848.264,124.10034,
2845.353,128.74164,
2842.443,142.97918,
2839.532,144.8078,
2836.622,141.00977,
2833.711,128.64187,
2830.801,127.97206,
2827.890,122.00088,
2824.979,127.65899,
2822.069,144.35226,
2819.158,144.27527,
2816.248,151.85763,
2813.337,147.375,
2810.427,151.67665,
2807.516,156.375,
2804.605,140.96635,
2801.695,143.90133,
2798.784,141.81854,
2795.874,143.375,
2792.963,147.87511,
2790.052,151.37479,
2787.142,146.11177,
2784.231,148.30977,
2781.321,135.62644,
2778.410,145.59961,
2775.500,140.58949,
2772.589,140.06766,
2769.678,141.19755,
2766.768,145.30317,
2763.857,147.84899,
2760.947,147.35609,
2758.036,154.54067,
2755.126,147.22116,
2752.215,159.35661,
2749.304,155.71492,
2746.394,151.22176,
2743.483,155.475,
2740.573,154.60066,
2737.662,153.375,
2734.751,155.04973,
2731.841,161.72665,
2728.930,156.06985,
2726.020,167.59954,
2723.109,160.50917,
2720.199,157.23748,
2717.288,156.02463,
2714.377,168.04976,
2711.467,167.70248,
2708.556,168.17332,
2705.646,159.98065,
2702.735,158.22295,
2699.825,170.90772,
2696.914,178.28001,
2694.003,175.11809,
2691.093,170.24985,
2688.182,170.19352,
2685.272,170.41056,
2682.361,172.52238,
2679.450,173.65477,
2676.540,168.15144,
2673.629,161.0252,
2670.719,170.30199,
2667.808,181.84001,
2664.898,176.47909,
2661.987,168.20839,
2659.076,165.13793,
2656.166,187.82528,
2653.255,174.74405,
2650.345,183.8632,
2647.434,178.86057,
2644.524,179.16639,
2641.613,169.86023,
2638.702,198.77532,
2635.792,172.90541,
2632.881,184.57134,
2629.971,183.14007,
2627.060,185.7075,
2624.149,190.07813,
2621.239,187.375,
2618.328,188.01081,
2615.418,201.37954,
2612.507,186.96398,
2609.597,196.63049,
2606.686,185.07582,
2603.775,201.81548,
2600.865,189.61386,
2597.954,199.14163,
2595.044,215.03576,
2592.133,201.69969,
2589.223,184.35078,
2586.312,208.00818,
2583.401,194.6414,
2580.491,197.26439,
2577.580,206.39976,
2574.670,218.88436,
2571.759,210.72346,
2568.848,210.19821,
2565.938,208.32745,
2563.027,203.13179,
2560.117,201.20675,
2557.206,210.744,
2554.296,221.45738,
2551.385,209.56502,
2548.474,222.93076,
2545.564,206.07142,
2542.653,209.45889,
2539.743,212.42429,
2536.832,212.90584,
2533.922,222.46962,
2531.011,226.45016,
2528.100,224.57362,
2525.190,228.16557,
2522.279,230.85912,
2519.369,219.16753,
2516.458,221.37854,
2513.548,233.4658,
2510.637,216.42021,
2507.726,233.31181,
2504.816,227.49901,
2501.905,226.24451,
2498.995,220.43472,
2496.084,224.74784,
2493.173,232.375,
2490.263,224.39759,
2487.352,245.58367,
2484.442,247.52704,
2481.531,241.42818,
2478.621,225.48394,
2475.710,249.398,
2472.799,247.44232,
2469.889,243.03984,
2466.978,246.43693,
2464.068,210.81404,
2461.157,252.79751,
2458.247,250.375,
2455.336,249.05602,
2452.425,243.91745,
2449.515,242.88435,
2446.604,242.90032,
2443.694,256.93341,
2440.783,258.32658,
2437.872,246.48439,
2434.962,253.05241,
2432.051,256.54771,
2429.141,262.1866,
2426.230,260.83134,
2423.320,258.375,
2420.409,264.04797,
2417.498,263.20364,
2414.588,261.27992,
2411.677,261.33914,
2408.767,263.66338,
2405.856,273.84405,
2402.946,268.89868,
2400.035,278.0628,
2397.124,264.50868,
2394.214,279.753,
2391.303,276.91091,
2388.393,279.61454,
2385.482,277.50719,
2382.571,272.32376,
2379.661,287.90996,
2376.750,287.89958,
2373.840,273.76571,
2370.929,294.09343,
2368.019,287.00059,
2365.108,305.58442,
2362.197,298.40237,
2359.287,289.58503,
2356.376,285.38028,
2353.466,314.02745,
2350.555,303.1401,
2347.645,304.41474,
2344.734,309.46718,
2341.823,292.69008,
2338.913,290.44068,
2336.002,299.0831,
2333.092,303.12217,
2330.181,310.42868,
2327.270,301.09007,
2324.360,299.06365,
2321.449,316.69813,
2318.539,318.39641,
2315.628,320.07244,
2312.718,308.89262,
2309.807,299.98982,
2306.896,316.43761,
2303.986,329.93335,
2301.075,313.90692,
2298.165,324.34638,
2295.254,311.71969,
2292.344,305.69035,
2289.433,310.73409,
2286.522,327.12938,
2283.612,330.85458,
2280.701,310.20015,
2277.791,348.81395,
2274.880,335.161,
2271.969,340.95113,
2269.059,345.23058,
2266.148,346.21139,
2263.238,342.07771,
2260.327,336.5473,
2257.417,330.11944,
2254.506,348.61148,
2251.595,354.51681,
2248.685,345.80003,
2245.774,349.58367,
2242.864,353.27277,
2239.953,340.33357,
2237.043,353.88178,
2234.132,336.24784,
2231.221,347.22011,
2228.311,370.68298,
2225.400,357.00911,
2222.490,347.90276,
2219.579,364.40071,
2216.669,370.85354,
2213.758,359.72008,
2210.847,373.94424,
2207.937,380.33428,
2205.026,388.37471,
2202.116,391.13085,
2199.205,383.79947,
2196.294,385.94502,
2193.384,373.69099,
2190.473,403.97829,
2187.563,409.37017,
2184.652,408.52561,
2181.742,410.26147,
2178.831,416.33222,
2175.920,425.45515,
2173.010,450.1267,
2170.099,461.84127,
2167.189,469.41088,
2164.278,478.92375,
2161.368,505.375,
2158.457,502.83324,
2155.546,516.75292,
2152.636,551.976,
2149.725,566.36828,
2146.815,583.80773,
2143.904,597.37871,
2140.993,605.21099,
2138.083,610.85823,
2135.172,621.42538,
2132.262,622.88556,
2129.351,620.57841,
2126.441,600.70504,
2123.530,579.34133,
2120.619,573.48521,
2117.709,549.0465,
2114.798,522.44028,
2111.888,505.30014,
2108.977,504.28229,
2106.067,490.96582,
2103.156,487.25484,
2100.245,461.3819,
2097.335,472.73626,
2094.424,471.78476,
2091.514,458.22982,
2088.603,463.86805,
2085.692,457.23384,
2082.782,450.32276,
2079.871,455.66088,
2076.961,450.76247,
2074.050,442.47197,
2071.140,444.69681,
2068.229,449.36848,
2065.318,454.313,
2062.408,443.46578,
2059.497,444.5893,
2056.587,450.08429,
2053.676,439.75898,
2050.766,446.60519,
2047.855,449.46044,
2044.944,453.83814,
2042.034,466.45597,
2039.123,468.89352,
2036.213,456.1439,
2033.302,462.17929,
2030.391,464.73095,
2027.481,489.66745,
2024.570,455.39042,
2021.660,453.9611,
2018.749,466.70467,
2015.839,494.59087,
2012.928,466.56964,
2010.017,490.88205,
2007.107,484.91146,
2004.196,477.97018,
2001.286,454.12413,
1998.375,463.9882,
1995.465,474.30804,
1992.554,492.0278,
1989.643,481.82433,
1986.733,462.28465,
1983.822,479.50351,
1980.912,478.40406,
1978.001,456.70525,
1975.090,469.57042,
1972.180,467.03059,
1969.269,478.79172,
1966.359,491.375,
1963.448,495.75809,
1960.538,501.43255,
1957.627,517.53291,
1954.716,498.00699,
1951.806,491.41824,
1948.895,508.95196,
1945.985,493.60049,
1943.074,501.74026,
1940.164,495.78813,
1937.253,494.77011,
1934.342,517.78517,
1931.432,507.375,
1928.521,497.63407,
1925.611,493.81654,
1922.700,494.375,
1919.790,493.51374,
1916.879,497.096,
1913.968,525.34057,
1911.058,505.73235,
1908.147,472.89183,
1905.237,500.98528,
1902.326,498.80314,
1899.415,516.24818,
1896.505,539.81485,
1893.594,530.02431,
1890.684,516.25074,
1887.773,517.55628,
1884.863,527.59596,
1881.952,539.46748,
1879.041,536.59255,
1876.131,529.67435,
1873.220,541.45027,
1870.310,535.02075,
1867.399,513.71087,
1864.489,548.14134,
1861.578,541.8146,
1858.667,535.05465,
1855.757,536.74135,
1852.846,566.83656,
