,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_1E-2mgL_16h_785nm_133mW_3s_1acc_0_RamanShift__2__42,
Raman shift [1/cm],Intensity,
3014.167,3.125,
3011.256,-0.72507516,
3008.346,321.38261,
3005.435,384.31581,
3002.525,391.3901,
2999.614,417.06659,
2996.704,439.53222,
2993.793,449.88652,
2990.882,446.77382,
2987.972,446.26626,
2985.061,465.70134,
2982.151,499.15865,
2979.240,495.20387,
2976.329,525.88729,
2973.419,534.21665,
2970.508,560.50834,
2967.598,566.41175,
2964.687,578.33356,
2961.777,601.43286,
2958.866,606.79216,
2955.955,625.85506,
2953.045,651.61048,
2950.134,664.69934,
2947.224,682.83672,
2944.313,709.37215,
2941.403,711.25593,
2938.492,726.85943,
2935.581,734.71641,
2932.671,751.55842,
2929.760,735.76734,
2926.850,765.34116,
2923.939,771.24651,
2921.028,764.58381,
2918.118,787.06328,
2915.207,784.8973,
2912.297,797.10807,
2909.386,823.65787,
2906.476,805.79914,
2903.565,793.07685,
2900.654,796.46574,
2897.744,767.31358,
2894.833,777.17664,
2891.923,795.26291,
2889.012,789.62211,
2886.102,786.43988,
2883.191,774.12878,
2880.280,765.84748,
2877.370,755.34012,
2874.459,754.52764,
2871.549,792.09889,
2868.638,820.39921,
2865.727,819.25959,
2862.817,808.72395,
2859.906,849.58084,
2856.996,843.17029,
2854.085,828.72373,
2851.175,830.67615,
2848.264,831.14434,
2845.353,831.71523,
2842.443,813.5243,
2839.532,828.09506,
2836.622,818.84376,
2833.711,789.16897,
2830.801,801.82279,
2827.890,792.58304,
2824.979,810.38487,
2822.069,832.03402,
2819.158,815.0037,
2816.248,832.25052,
2813.337,835.62989,
2810.427,827.1181,
2807.516,832.39125,
2804.605,831.78126,
2801.695,843.25658,
2798.784,819.12092,
2795.874,842.53394,
2792.963,839.91021,
2790.052,820.12672,
2787.142,819.54608,
2784.231,815.73836,
2781.321,831.0679,
2778.410,838.90039,
2775.500,827.06155,
2772.589,840.77867,
2769.678,829.30593,
2766.768,842.6629,
2763.857,859.7011,
2760.947,847.6975,
2758.036,863.36069,
2755.126,888.4626,
2752.215,884.57055,
2749.304,892.8696,
2746.394,897.16132,
2743.483,889.42499,
2740.573,882.36611,
2737.662,868.92233,
2734.751,893.84813,
2731.841,900.44917,
2728.930,885.06159,
2726.020,876.35995,
2723.109,904.74325,
2720.199,888.43739,
2717.288,912.28194,
2714.377,913.90008,
2711.467,907.05907,
2708.556,929.38016,
2705.646,915.68833,
2702.735,920.81058,
2699.825,941.57046,
2696.914,953.83956,
2694.003,946.86809,
2691.093,931.73152,
2688.182,938.03611,
2685.272,941.76227,
2682.361,949.5191,
2679.450,946.58592,
2676.540,940.16565,
2673.629,946.10704,
2670.719,944.49006,
2667.808,943.88182,
2664.898,967.22909,
2661.987,964.05849,
2659.076,961.39656,
2656.166,986.49723,
2653.255,994.42432,
2650.345,997.10141,
2647.434,1032.496,
2644.524,1018.2137,
2641.613,1043.697,
2638.702,1009.8194,
2635.792,1009.6265,
2632.881,992.35129,
2629.971,1016.0446,
2627.060,1017.6278,
2624.149,990.53126,
2621.239,1003.9121,
2618.328,1056.9805,
2615.418,1032.1205,
2612.507,1035.3661,
2609.597,1036.125,
2606.686,1053.2937,
2603.775,1061.006,
2600.865,1061.8315,
2597.954,1060.2208,
2595.044,1070.7149,
2592.133,1076.507,
2589.223,1098.5471,
2586.312,1073.7833,
2583.401,1093.2236,
2580.491,1105.3318,
2577.580,1110.1118,
2574.670,1104.0622,
2571.759,1107.4735,
2568.848,1076.4895,
2565.938,1130.1251,
2563.027,1110.0273,
2560.117,1117.0222,
2557.206,1139.3021,
2554.296,1130.6994,
2551.385,1130.4229,
2548.474,1134.5328,
2545.564,1142.1567,
2542.653,1150.5881,
2539.743,1157.5572,
2536.832,1155.5736,
2533.922,1143.4088,
2531.011,1171.5741,
2528.100,1188.996,
2525.190,1158.7795,
2522.279,1189.765,
2519.369,1163.9362,
2516.458,1177.0202,
2513.548,1193.834,
2510.637,1179.2642,
2507.726,1161.1287,
2504.816,1163.6267,
2501.905,1177.3713,
2498.995,1195.9458,
2496.084,1192.8184,
2493.173,1205.9412,
2490.263,1198.7769,
2487.352,1225.9581,
2484.442,1227.8209,
