,PL07C3~1,
Wavenumbers [1/cm],Intensity,
3014.167,1.25,
3011.256,-0.50005368,
3008.346,106.5378,
3005.435,139.13339,
3002.525,132.45749,
2999.614,135.01234,
2996.704,142.42732,
2993.793,143.75461,
2990.882,143.07441,
2987.972,166.16928,
2985.061,148.4766,
2982.151,152.41471,
2979.240,154.8327,
2976.329,160.5041,
2973.419,155.46515,
2970.508,165.25,
2967.598,174.43755,
2964.687,166.84647,
2961.777,176.25,
2958.866,173.25148,
2955.955,185.66812,
2953.045,184.6348,
2950.134,200.70774,
2947.224,207.4244,
2944.313,189.5869,
2941.403,218.76232,
2938.492,207.39905,
2935.581,200.3899,
2932.671,197.97104,
2929.760,198.97307,
2926.850,215.15263,
2923.939,212.37151,
2921.028,204.93821,
2918.118,223.25,
2915.207,219.71831,
2912.297,219.24154,
2909.386,218.84854,
2906.476,222.28089,
2903.565,202.25,
2900.654,212.64938,
2897.744,208.01113,
2894.833,203.68272,
2891.923,221.8173,
2889.012,195.41763,
2886.102,181.37704,
2883.191,195.23018,
2880.280,114.82414,
2877.370,-24.15087,
2874.459,-84.227888,
2871.549,12.027302,
2868.638,153.43962,
2865.727,155.01537,
2862.817,189.20853,
2859.906,203.44087,
2856.996,228.74774,
2854.085,234.53152,
2851.175,216.27113,
2848.264,207.38733,
2845.353,241.14216,
2842.443,237.44791,
2839.532,235.36943,
2836.622,232.70508,
2833.711,233.14639,
2830.801,247.43677,
2827.890,243.97902,
2824.979,243.25,
2822.069,249.02256,
2819.158,234.19071,
2816.248,257.93921,
2813.337,254.93048,
2810.427,270.28718,
2807.516,247.58125,
2804.605,239.70193,
2801.695,250.94737,
2798.784,253.17608,
2795.874,245.23415,
2792.963,257.03564,
2790.052,252.25064,
2787.142,257.14461,
2784.231,247.08851,
2781.321,250.8786,
2778.410,261.49492,
2775.500,257.12311,
2772.589,252.71177,
2769.678,252.53671,
2766.768,251.49661,
2763.857,258.51204,
2760.947,254.28152,
2758.036,273.65136,
2755.126,279.20726,
2752.215,267.84547,
2749.304,265.7608,
2746.394,259.15522,
2743.483,273.94997,
2740.573,270.49111,
2737.662,262.7278,
2734.751,276.31809,
2731.841,277.27748,
2728.930,273.84313,
2726.020,281.80093,
2723.109,275.59025,
2720.199,293.60314,
2717.288,293.42518,
2714.377,287.41262,
2711.467,281.31593,
2708.556,276.71779,
2705.646,295.70073,
2702.735,293.57989,
2699.825,305.41188,
2696.914,317.20227,
