,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_ctr_0E-1mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__0__79,
Raman shift [1/cm],Intensity,
3014.167,1.25,
3011.256,0.10007516,
3008.346,52.889066,
3005.435,59.28887,
3002.525,64.420022,
2999.614,70.061682,
2996.704,61.479899,
2993.793,66.373848,
2990.882,71.76906,
2987.972,87.20964,
2985.061,85.456905,
2982.151,89.727308,
2979.240,90.782313,
2976.329,79.719968,
2973.419,84.311102,
2970.508,96.083366,
2967.598,107.63233,
2964.687,113.81726,
2961.777,107.72004,
2958.866,111.25148,
2955.955,107.7323,
2953.045,98.451353,
2950.134,104.00509,
2947.224,113.56316,
2944.313,117.05912,
2941.403,123.02418,
2938.492,130.90851,
2935.581,130.60455,
2932.671,127.85087,
2929.760,126.36922,
2926.850,115.56353,
2923.939,130.89019,
2921.028,126.39702,
2918.118,142.1505,
2915.207,136.24355,
2912.297,130.24577,
2909.386,135.65876,
2906.476,139.25,
2903.565,137.41148,
2900.654,134.25,
2897.744,130.25,
2894.833,132.72418,
2891.923,133.0064,
2889.012,152.75289,
2886.102,144.45811,
2883.191,137.25755,
2880.280,115.95814,
2877.370,130.31393,
2874.459,108.42611,
2871.549,121.69752,
2868.638,142.70566,
2865.727,140.27692,
2862.817,144.43583,
2859.906,152.13604,
2856.996,145.77491,
2854.085,144.65127,
2851.175,151.67772,
2848.264,147.89217,
2845.353,147.61664,
2842.443,153.4688,
2839.532,139.57834,
2836.622,130.98047,
2833.711,145.7241,
2830.801,152.44412,
2827.890,148.91432,
2824.979,141.10197,
2822.069,142.37509,
2819.158,145.26886,
2816.248,145.69789,
2813.337,152.0744,
2810.427,137.28718,
2807.516,133.09906,
2804.605,147.47596,
2801.695,145.46051,
2798.784,158.77154,
2795.874,152.96504,
2792.963,145.1784,
2790.052,124.25365,
2787.142,157.09215,
2784.231,142.38046,
2781.321,153.12428,
2778.410,148.76016,
2775.500,157.50379,
2772.589,141.75076,
2769.678,159.2841,
2766.768,157.32183,
2763.857,153.98796,
2760.947,152.18065,
2758.036,160.73419,
2755.126,160.44017,
2752.215,157.52723,
2749.304,164.71761,
2746.394,161.40324,
2743.483,162.64998,
2740.573,160.92697,
2737.662,159.12279,
2734.751,161.64786,
2731.841,160.65476,
2728.930,167.37285,
2726.020,171.80613,
2723.109,161.611,
2720.199,157.77801,
2717.288,173.7062,
2714.377,158.44606,
2711.467,168.06978,
2708.556,166.37758,
2705.646,169.25,
2702.735,167.75774,
2699.825,180.63002,
2696.914,187.05955,
2694.003,163.33292,
2691.093,182.01775,
2688.182,180.77741,
2685.272,183.56863,
2682.361,184.09716,
2679.450,186.32816,
2676.540,172.53454,
2673.629,183.92714,
2670.719,181.17699,
2667.808,181.29864,
2664.898,168.21109,
2661.987,173.18349,
2659.076,178.37716,
2656.166,188.37983,
2653.255,197.76871,
2650.345,176.08121,
2647.434,197.07852,
2644.524,191.77516,
2641.613,193.79306,
2638.702,202.17109,
2635.792,183.2181,
2632.881,187.67263,
2629.971,182.01507,
2627.060,196.41532,
2624.149,201.73751,
2621.239,186.23221,
2618.328,186.63148,
2615.418,198.23637,
2612.507,193.08008,
2609.597,201.68912,
2606.686,199.83434,
2603.775,200.32936,
2600.865,196.72098,
2597.954,199.20209,
2595.044,196.26771,
2592.133,200.19912,
2589.223,203.46684,
2586.312,209.78767,
2583.401,216.35219,
2580.491,205.81253,
2577.580,211.25495,
2574.670,212.31284,
2571.759,203.94692,
2568.848,215.24455,
2565.938,199.34523,
2563.027,204.27497,
2560.117,207.43691,
2557.206,201.63376,
2554.296,219.42162,
2551.385,212.80393,
2548.474,200.43513,
2545.564,227.33199,
2542.653,219.32383,
2539.743,216.74384,
2536.832,214.98458,
2533.922,217.31308,
2531.011,217.12535,
2528.100,226.5079,
2525.190,221.32336,
2522.279,214.76588,
2519.369,224.34439,
2516.458,225.58569,
2513.548,230.67724,
2510.637,220.68038,
2507.726,231.93403,
2504.816,239.43715,
2501.905,238.06159,
2498.995,233.48888,
2496.084,235.71689,
2493.173,238.88179,
2490.263,233.08162,
2487.352,235.08307,
2484.442,228.97163,
2481.531,236.41476,
2478.621,242.87557,
2475.710,234.37268,
2472.799,246.55049,
2469.889,238.64336,
2466.978,243.69329,
2464.068,233.71557,
2461.157,240.59747,
2458.247,248.80885,
2455.336,239.71965,
2452.425,230.57547,
2449.515,244.75935,
2446.604,247.59558,
2443.694,249.94734,
2440.783,257.82433,
2437.872,262.6301,
2434.962,247.03802,
2432.051,252.17598,
2429.141,252.40298,
2426.230,261.5329,
2423.320,259.56425,
2420.409,261.25,
2417.498,263.64326,
2414.588,262.79754,
2411.677,261.46515,
2408.767,266.99705,
2405.856,269.53332,
2402.946,277.35724,
2400.035,275.65375,
2397.124,268.1377,
2394.214,270.1696,
2391.303,278.92954,
2388.393,280.50349,
2385.482,303.19252,
2382.571,284.1239,
2379.661,273.08712,
2376.750,287.03814,
2373.840,300.66246,
2370.929,284.45576,
2368.019,289.08254,
2365.108,279.45681,
2362.197,289.91569,
2359.287,275.46003,
2356.376,295.21302,
2353.466,293.05309,
2350.555,290.27493,
2347.645,289.02616,
2344.734,292.61406,
2341.823,294.23342,
2338.913,285.78284,
2336.002,284.17109,
2333.092,293.58305,
2330.181,302.47763,
2327.270,307.86496,
2324.360,313.04011,
2321.449,306.86565,
2318.539,295.95027,
2315.628,303.17327,
2312.718,311.36674,
2309.807,303.41133,
2306.896,317.4863,
2303.986,313.55521,
2301.075,319.56913,
2298.165,313.47099,
2295.254,318.0992,
2292.344,308.98441,
2289.433,314.89091,
2286.522,313.38389,
2283.612,318.94005,
2280.701,336.55938,
2277.791,321.88933,
2274.880,317.74392,
2271.969,334.25,
2269.059,327.54699,
2266.148,333.19324,
2263.238,338.14961,
2260.327,361.24973,
2257.417,337.33389,
2254.506,342.39528,
2251.595,342.10087,
2248.685,349.45961,
2245.774,348.44783,
2242.864,349.40712,
2239.953,340.66373,
2237.043,354.19821,
2234.132,357.80065,
2231.221,363.93478,
2228.311,366.25,
2225.400,354.89734,
2222.490,374.65059,
2219.579,372.82331,
2216.669,395.23092,
2213.758,395.33627,
2210.847,397.28022,
2207.937,404.96497,
2205.026,413.47274,
2202.116,415.24466,
2199.205,449.11329,
2196.294,437.74599,
2193.384,449.06551,
2190.473,477.98944,
2187.563,512.13883,
2184.652,494.37081,
2181.742,526.20491,
2178.831,520.93866,
2175.920,522.15347,
2173.010,529.89966,
2170.099,526.51686,
2167.189,531.5729,
2164.278,572.72839,
2161.368,555.67816,
2158.457,574.41705,
2155.546,589.93173,
2152.636,577.31387,
2149.725,607.03521,
2146.815,617.14989,
2143.904,627.15334,
2140.993,633.85319,
2138.083,628.15578,
2135.172,633.68702,
2132.262,642.50176,
2129.351,636.45341,
2126.441,615.69655,
2123.530,591.00307,
2120.619,566.49782,
2117.709,539.22987,
2114.798,516.30006,
2111.888,509.90063,
2108.977,472.09104,
2106.067,459.00838,
2103.156,443.41297,
2100.245,431.25376,
2097.335,437.97251,
2094.424,439.18106,
2091.514,425.53494,
2088.603,417.60487,
2085.692,422.66257,
2082.782,422.0613,
2079.871,408.39236,
2076.961,411.86253,
2074.050,406.09242,
2071.140,437.26189,
2068.229,404.9909,
2065.318,403.94277,
2062.408,410.04502,
2059.497,405.27978,
2056.587,401.06418,
2053.676,396.88323,
2050.766,402.78812,
2047.855,413.73738,
2044.944,401.96953,
2042.034,432.61407,
2039.123,409.54966,
2036.213,407.57667,
2033.302,411.42388,
2030.391,406.16545,
2027.481,426.05466,
2024.570,416.55047,
2021.660,413.25,
2018.749,421.6679,
2015.839,429.82874,
2012.928,416.31879,
2010.017,422.92535,
2007.107,410.52661,
2004.196,396.29763,
2001.286,384.3525,
1998.375,375.25,
1995.465,412.22053,
1992.554,419.62061,
1989.643,401.87215,
1986.733,408.55439,
1983.822,399.3534,
1980.912,411.6455,
1978.001,396.14797,
1975.090,410.45305,
1972.180,399.11305,
1969.269,397.3075,
1966.359,391.27686,
1963.448,387.90258,
1960.538,355.16659,
1957.627,384.69895,
1954.716,376.62345,
1951.806,376.00161,
1948.895,370.3573,
1945.985,365.88399,
1943.074,376.45658,
1940.164,374.7978,
1937.253,353.54128,
1934.342,365.83983,
1931.432,365.28154,
1928.521,349.45725,
1925.611,362.54852,
1922.700,360.5442,
1919.790,343.60855,
1916.879,376.59952,
1913.968,356.27828,
1911.058,354.51427,
1908.147,357.85146,
1905.237,357.23531,
1902.326,383.44552,
1899.415,412.2707,
1896.505,356.28601,
1893.594,358.78361,
1890.684,373.47228,
1887.773,353.121,
1884.863,350.62813,
1881.952,381.45223,
1879.041,360.72092,
1876.131,380.38201,
1873.220,366.32956,
1870.310,372.53249,
1867.399,365.37795,
1864.489,336.71732,
1861.578,350.58499,
1858.667,374.71706,
1855.757,378.06862,
1852.846,361.52178,
1849.936,381.80755,
1847.025,398.19161,
1844.114,386.5935,
1841.204,368.64161,
1838.293,378.72589,
1835.383,395.9825,
1832.472,377.49348,
1829.562,381.13646,
1826.651,399.45533,
1823.740,411.98565,
1820.830,396.73015,
1817.919,387.17812,
1815.009,393.95611,
1812.098,385.37599,
1809.188,408.63754,
1806.277,402.42705,
1803.366,405.20009,
1800.456,404.39333,
1797.545,437.83883,
1794.635,404.121,
1791.724,405.3956,
1788.813,416.85077,
1785.903,413.15314,
1782.992,407.19937,
