,PL1B15~1,
Wavenumbers [1/cm],Intensity,
3014.167,5.75,
3011.256,-2.8499141,
3008.346,332.5844,
3005.435,408.94435,
3002.525,429.05257,
2999.614,451.22533,
2996.704,442.52835,
2993.793,449.97926,
2990.882,483.82624,
2987.972,485.75,
2985.061,504.37071,
2982.151,534.79538,
2979.240,546.13116,
2976.329,548.73362,
2973.419,564.18029,
2970.508,595.4666,
2967.598,608.93755,
2964.687,605.16712,
2961.777,604.25413,
2958.866,642.42904,
2955.955,644.72121,
2953.045,669.38311,
2950.134,679.27189,
2947.224,706.08803,
2944.313,732.87393,
2941.403,745.38184,
2938.492,777.54672,
2935.581,746.93283,
2932.671,763.79294,
2929.760,771.26537,
2926.850,770.43647,
2923.939,796.87621,
2921.028,788.07954,
2918.118,819.6505,
2915.207,829.63615,
2912.297,821.80078,
2909.386,843.12957,
2906.476,821.04496,
2903.565,814.15221,
2900.654,831.97346,
2897.744,807.59913,
2894.833,799.04891,
2891.923,801.3173,
2889.012,791.87717,
2886.102,749.7149,
2883.191,752.72546,
2880.280,639.03704,
2877.370,409.90161,
2874.459,326.4234,
2871.549,529.88319,
2868.638,756.7169,
2865.727,803.78455,
2862.817,851.87966,
2859.906,799.13175,
2856.996,858.20698,
2854.085,865.10924,
2851.175,851.81931,
2848.264,872.85832,
2845.353,889.29709,
2842.443,871.14582,
2839.532,870.86943,
2836.622,888.08138,
2833.711,885.58674,
2830.801,901.64191,
2827.890,877.37588,
2824.979,892.02193,
2822.069,904.77274,
2819.158,894.20821,
2816.248,921.56473,
2813.337,926.15242,
2810.427,940.32301,
2807.516,923.38313,
2804.605,943.58895,
2801.695,928.68417,
2798.784,919.15862,
2795.874,923.44919,
2792.963,944.8216,
2790.052,909.75836,
2787.142,916.78911,
2784.231,891.52328,
2781.321,900.68138,
2778.410,898.02916,
2775.500,922.11103,
2772.589,918.9824,
2769.678,947.92745,
2766.768,950.31505,
2763.857,939.06792,
2760.947,964.80043,
2758.036,939.71158,
2755.126,951.88462,
2752.215,970.55905,
2749.304,953.79318,
2746.394,967.84478,
2743.483,965.14998,
2740.573,940.3605,
2737.662,970.65384,
2734.751,978.51702,
2731.841,974.07417,
2728.930,979.95343,
2726.020,988.76563,
2723.109,991.88417,
2720.199,991.98429,
2717.288,996.13686,
2714.377,1008.0372,
2711.467,1015.6841,
2708.556,1034.8776,
2705.646,1046.2007,
2702.735,1032.2577,
2699.825,1050.9991,
2696.914,1058.7023,
2694.003,1057.924,
2691.093,1037.8571,
2688.182,1031.4041,
2685.272,1055.272,
2682.361,1056.0557,
2679.450,1061.5031,
2676.540,1044.9736,
2673.629,1053.759,
2670.719,1063.2389,
2667.808,1061.2364,
2664.898,1082.1527,
2661.987,1088.3503,
2659.076,1095.2586,
2656.166,1091.2521,
2653.255,1096.0544,
2650.345,1111.3834,
2647.434,1142.0641,
2644.524,1128.5725,
2641.613,1133.8361,
2638.702,1136.8131,
2635.792,1146.5037,
2632.881,1114.2858,
2629.971,1107.3876,
2627.060,1156.5866,
2624.149,1138.1,
2621.239,1136.9807,
2618.328,1138.2163,
2615.418,1150.7409,
2612.507,1146.0623,
2609.597,1167.0873,
2606.686,1175.7239,
2603.775,1181.6706,
2600.865,1203.6272,
2597.954,1217.1271,
2595.044,1197.812,
2592.133,1177.6353,
2589.223,1203.1721,
2586.312,1240.6294,
2583.401,1235.385,
2580.491,1216.2981,
2577.580,1252.7071,
2574.670,1227.0267,
2571.759,1224.4469,
2568.848,1260.4408,
2565.938,1229.0356,
2563.027,1248.5546,
2560.117,1251.1052,
2557.206,1243.9013,
2554.296,1241.4662,
2551.385,1253.254,
2548.474,1274.6392,
2545.564,1264.3198,
2542.653,1276.6023,
2539.743,1292.6268,
2536.832,1307.2808,
2533.922,1329.5292,
2531.011,1311.6253,
2528.100,1312.4783,
2525.190,1316.4254,
2522.279,1312.7969,
2519.369,1314.0519,
2516.458,1323.0892,
2513.548,1322.4683,
2510.637,1326.5493,
2507.726,1343.434,
2504.816,1350.3746,
2501.905,1327.4604,
2498.995,1351.839,
2496.084,1329.7222,
2493.173,1344.4341,
2490.263,1360.8958,
2487.352,1358.1272,
2484.442,1397.7243,
2481.531,1397.213,
2478.621,1419.4421,
2475.710,1418.543,
2472.799,1393.7231,
2469.889,1389.0852,
2466.978,1404.4508,
2464.068,1381.2314,
2461.157,1420.3177,
2458.247,1380.3235,
2455.336,1406.1297,
2452.425,1415.2924,
2449.515,1436.646,
2446.604,1433.6854,
2443.694,1451.4712,
2440.783,1480.4212,
2437.872,1466.9478,
2434.962,1448.1141,
2432.051,1470.8429,
2429.141,1467.1091,
2426.230,1499.8816,
2423.320,1487.8499,
2420.409,1505.4741,
2417.498,1523.5534,
2414.588,1525.2025,
2411.677,1519.0328,
2408.767,1506.8327,
2405.856,1526.8119,
2402.946,1546.2862,
2400.035,1560.2453,
2397.124,1549.1137,
2394.214,1499.1308,
2391.303,1534.6836,
2388.393,1540.0314,
2385.482,1511.9397,
2382.571,1477.7628,
2379.661,1504.0053,
2376.750,1563.117,
2373.840,1589.7124,
2370.929,1603.6634,
2368.019,1596.4846,
2365.108,1607.3076,
2362.197,1615.7363,
2359.287,1632.1199,
2356.376,1638.7447,
2353.466,1648.4179,
2350.555,1633.5151,
2347.645,1642.4864,
2344.734,1671.7547,
2341.823,1708.2525,
2338.913,1666.3485,
2336.002,1684.1327,
2333.092,1705.1293,
2330.181,1706.2411,
2327.270,1700.08,
2324.360,1704.6321,
2321.449,1721.597,
2318.539,1726.643,
2315.628,1741.9758,
2312.718,1725.1354,
2309.807,1716.4578,
2306.896,1743.7813,
2303.986,1756.6201,
2301.075,1754.0479,
2298.165,1788.4622,
2295.254,1747.8487,
2292.344,1767.696,
2289.433,1768.3832,
2286.522,1771.5579,
2283.612,1804.8317,
2280.701,1812.1536,
2277.791,1795.4713,
2274.880,1818.3139,
2271.969,1832.9475,
2269.059,1828.2187,
2266.148,1851.4478,
2263.238,1854.2519,
2260.327,1860.3364,
2257.417,1879.615,
2254.506,1882.4594,
2251.595,1892.7537,
2248.685,1894.9058,
2245.774,1893.1457,
2242.864,1910.4907,
2239.953,1910.3913,
2237.043,1898.2025,
2234.132,1903.2511,
2231.221,1932.3546,
2228.311,1932.3595,
2225.400,1971.6374,
2222.490,1972.7631,
2219.579,2000.9043,
2216.669,2006.7786,
2213.758,2017.0572,
2210.847,2028.9742,
2207.937,2062.3656,
2205.026,2081.5264,
2202.116,2117.3901,
2199.205,2102.9131,
2196.294,2116.4779,
2193.384,2159.907,
2190.473,2155.1643,
2187.563,2208.9433,
2184.652,2253.419,
2181.742,2307.5262,
2178.831,2378.1469,
2175.920,2454.2783,
2173.010,2553.3288,
2170.099,2647.1414,
2167.189,2797.7187,
2164.278,2959.9229,
2161.368,3177.1721,
2158.457,3359.0435,
2155.546,3537.9867,
2152.636,3734.0582,
2149.725,3932.213,
2146.815,4072.9459,
2143.904,4239.9804,
2140.993,4338.8925,
2138.083,4458.224,
2135.172,4520.2626,
2132.262,4516.2465,
2129.351,4464.9083,
2126.441,4371.0022,
2123.530,4247.797,
2120.619,4052.7693,
2117.709,3850.7387,
2114.798,3615.3299,
2111.888,3394.6921,
2108.977,3149.7963,
2106.067,2993.9457,
2103.156,2817.6587,
2100.245,2650.7318,
2097.335,2608.0223,
2094.424,2494.5858,
2091.514,2420.9298,
2088.603,2355.2063,
2085.692,2335.1107,
2082.782,2327.75,
2079.871,2252.9962,
2076.961,2269.4898,
2074.050,2276.55,
2071.140,2219.2208,
2068.229,2241.2188,
2065.318,2213.033,
2062.408,2181.9618,
2059.497,2166.5476,
2056.587,2193.4123,
2053.676,2194.134,
2050.766,2176.0587,
2047.855,2165.7817,
2044.944,2136.3413,
2042.034,2163.779,
2039.123,2170.9689,
2036.213,2136.3121,
2033.302,2139.9017,
2030.391,2159.3773,
2027.481,2182.2741,
2024.570,2172.3648,
2021.660,2180.9813,
2018.749,2168.598,
2015.839,2159.3694,
2012.928,2138.0822,
2010.017,2177.231,
2007.107,2180.4042,
2004.196,2197.1667,
2001.286,2172.6016,
1998.375,2137.874,
1995.465,2118.5241,
1992.554,2113.1206,
1989.643,2137.8513,
1986.733,2134.6965,
1983.822,2129.8002,
1980.912,2100.0565,
1978.001,2094.5459,
1975.090,2120.3668,
1972.180,2114.7154,
1969.269,2129.9023,
1966.359,2126.4795,
1963.448,2107.0618,
1960.538,2118.9802,
1957.627,2128.0998,
1954.716,2101.5544,
1951.806,2103.601,
1948.895,2103.3006,
1945.985,2115.2353,
1943.074,2091.5065,
1940.164,2082.1922,
1937.253,2051.2157,
1934.342,2035.8954,
1931.432,2034.2768,
1928.521,2061.0125,
1925.611,2043.8283,
1922.700,2001.8412,
1919.790,1996.4725,
1916.879,2008.8433,
1913.968,2077.6664,
1911.058,2040.8431,
1908.147,2003.0712,
1905.237,2023.5588,
1902.326,2023.7604,
1899.415,2015.7707,
1896.505,1953.9124,
1893.594,1954.5519,
1890.684,1998.1094,
1887.773,2008.75,
1884.863,2015.7659,
1881.952,2065.087,
1879.041,2021.2048,
1876.131,2017.0376,
1873.220,2021.6217,
1870.310,2072.8037,
1867.399,2060.0219,
1864.489,2048.2827,
1861.578,2036.9368,
1858.667,2041.6841,
1855.757,2062.5364,
1852.846,2080.5141,
1849.936,2068.4958,
1847.025,2048.5626,
1844.114,2090.5076,
1841.204,2087.4178,
1838.293,2120.2109,
1835.383,2120.797,
1832.472,2108.2735,
1829.562,2142.7737,
1826.651,2131.0313,
1823.740,2108.2864,
1820.830,2128.6715,
1817.919,2125.9775,
1815.009,2131.4561,
1812.098,2150.7027,
1809.188,2173.3856,
1806.277,2144.4361,
1803.366,2158.8332,
1800.456,2163.805,
1797.545,2165.0266,
1794.635,2166.976,
1791.724,2172.478,
1788.813,2226.1492,
1785.903,2209.2113,
1782.992,2138.6799,
1780.082,2035.3808,
1777.171,1914.0685,
1774.261,1917.5162,
1771.350,2087.0275,
1768.439,2209.3272,
1765.529,2254.3899,
1762.618,2299.4569,
1759.708,2299.228,
1756.797,2317.1667,
1753.887,2325.1071,
1750.976,2295.4948,
1748.065,2322.9297,
1745.155,2344.3887,
1742.244,2361.9656,
1739.334,2398.1382,
1736.423,2390.2603,
1733.512,2412.3111,
1730.602,2396.0734,
1727.691,2439.7186,
1724.781,2451.8171,
1721.870,2462.8215,
