,PL0C83~1,
Wavenumbers [1/cm],Intensity,
3014.167,5.125,
3011.256,-0.47491411,
3008.346,268.43097,
3005.435,320.62677,
3002.525,323.57746,
2999.614,348.55098,
2996.704,346.99201,
2993.793,350.84966,
2990.882,380.85777,
2987.972,373.23094,
2985.061,399.88855,
2982.151,385.10817,
2979.240,421.16114,
2976.329,421.90367,
2973.419,447.90985,
2970.508,458.47489,
2967.598,462.50371,
2964.687,462.54212,
2961.777,458.00516,
2958.866,493.80701,
2955.955,501.96125,
2953.045,508.26149,
2950.134,529.91217,
2947.224,513.3171,
2944.313,586.77671,
2941.403,574.69617,
2938.492,566.2849,
2935.581,565.67348,
2932.671,584.52413,
2929.760,584.40193,
2926.850,585.28177,
2923.939,615.92406,
2921.028,617.58381,
2918.118,618.9449,
2915.207,622.2453,
2912.297,625.125,
2909.386,611.93522,
2906.476,621.76825,
2903.565,616.70574,
2900.654,623.68919,
2897.744,608.25072,
2894.833,619.36209,
2891.923,624.3686,
2889.012,596.91691,
2886.102,573.77502,
2883.191,571.11367,
2880.280,462.37376,
2877.370,278.6602,
2874.459,221.74797,
2871.549,360.99447,
2868.638,560.72901,
2865.727,629.46731,
2862.817,625.75335,
2859.906,621.68339,
2856.996,643.68614,
2854.085,635.40652,
2851.175,660.07682,
2848.264,670.61049,
2845.353,661.2544,
2842.443,667.125,
2839.532,657.03551,
2836.622,675.27669,
2833.711,678.75452,
2830.801,673.03162,
2827.890,689.125,
2824.979,700.68092,
2822.069,693.11363,
2819.158,694.78538,
2816.248,710.33158,
2813.337,712.9189,
2810.427,713.38947,
2807.516,702.07469,
2804.605,725.57693,
2801.695,720.98023,
2798.784,726.79438,
2795.874,717.26484,
2792.963,718.19638,
2790.052,702.12822,
2787.142,705.54608,
2784.231,705.99612,
2781.321,687.125,
2778.410,695.42448,
2775.500,694.87121,
2772.589,692.12804,
2769.678,726.0568,
2766.768,716.18326,
2763.857,705.12886,
2760.947,732.09348,
2758.036,742.3735,
2755.126,745.37072,
2752.215,738.95244,
2749.304,728.44517,
2746.394,721.54838,
2743.483,735.22495,
2740.573,747.78652,
2737.662,743.27292,
