,PL36B9~1,
Raman shift [1/cm],Intensity,
3014.167,-1.25,
3011.256,-5.3683245E-5,
3008.346,303.92599,
3005.435,370.01855,
3002.525,384.97763,
2999.614,403.75906,
2996.704,412.96339,
2993.793,410.60772,
2990.882,429.39882,
2987.972,445.77018,
2985.061,449.75,
2982.151,461.19875,
2979.240,501.0304,
2976.329,514.4959,
2973.419,538.24268,
2970.508,540.63324,
2967.598,555.03675,
2964.687,564.09307,
2961.777,585.86984,
2958.866,570.07838,
2955.955,600.27431,
2953.045,618.21757,
2950.134,633.84623,
2947.224,673.14856,
2944.313,690.79487,
2941.403,697.48814,
2938.492,697.46274,
2935.581,695.34141,
2932.671,732.75,
2929.760,728.47307,
2926.850,737.07068,
2923.939,743.70793,
2921.028,744.58523,
2918.118,758.63162,
2915.207,772.33861,
2912.297,761.79654,
2909.386,770.97627,
2906.476,787.39325,
2903.565,787.70185,
2900.654,778.85618,
2897.744,785.75,
2894.833,779.97691,
2891.923,771.75,
2889.012,763.12572,
2886.102,772.22702,
2883.191,755.77266,
2880.280,757.94138,
2877.370,721.55821,
2874.459,731.9137,
2871.549,769.80274,
2868.638,808.25307,
2865.727,803.38078,
2862.817,798.56417,
2859.906,813.43376,
2856.996,810.78623,
2854.085,809.79203,
2851.175,810.94273,
2848.264,818.897,
2845.353,792.70687,
2842.443,796.34025,
2839.532,803.97389,
2836.622,790.96354,
2833.711,786.18013,
2830.801,804.52648,
2827.890,789.12412,
2824.979,789.24397,
2822.069,791.71588,
2819.158,796.35109,
2816.248,803.52026,
2813.337,814.50244,
2810.427,799.49243,
2807.516,822.36843,
2804.605,814.48076,
2801.695,795.5263,
2798.784,826.867,
2795.874,805.60488,
2792.963,790.39244,
2790.052,780.75,
2787.142,808.68419,
2784.231,785.46121,
2781.321,791.50432,
2778.410,802.75,
2775.500,791.26207,
2772.589,793.67354,
2769.678,803.99913,
2766.768,824.79468,
2763.857,828.69798,
2760.947,836.76891,
2758.036,820.26581,
2755.126,858.0876,
2752.215,838.77263,
2749.304,843.08992,
2746.394,843.04228,
2743.483,854.50003,
2740.573,842.42697,
2737.662,838.90827,
2734.751,869.07527,
2731.841,855.26282,
2728.930,855.48315,
2726.020,859.10243,
2723.109,856.90492,
2720.199,872.94354,
2717.288,905.46898,
2714.377,891.20442,
2711.467,872.66759,
2708.556,891.70747,
2705.646,889.05985,
2702.735,912.40463,
2699.825,910.53186,
2696.914,902.13043,
2694.003,882.26382,
2691.093,895.12544,
2688.182,918.96926,
2685.272,921.8823,
2682.361,898.20852,
2679.450,915.58126,
2676.540,908.62806,
2673.629,909.38673,
2670.719,924.03466,
2667.808,911.4309,
2664.898,916.12646,
2661.987,934.25017,
2659.076,950.35129,
2656.166,937.49446,
2653.255,961.53061,
2650.345,959.2382,
2647.434,963.26443,
2644.524,964.50298,
2641.613,968.72172,
2638.702,976.70266,
2635.792,973.34422,
2632.881,952.42886,
2629.971,969.41461,
2627.060,979.24906,
2624.149,982.61563,
2621.239,989.02223,
2618.328,1000.8599,
2615.418,980.75,
2612.507,995.02267,
2609.597,979.22904,
2606.686,996.37252,
2603.775,1034.3135,
2600.865,1023.5793,
2597.954,1013.0978,
2595.044,1055.455,
2592.133,1036.9665,
2589.223,1051.2563,
2586.312,1067.75,
2583.401,1065.5055,
2580.491,1075.8173,
2577.580,1068.7517,
2574.670,1064.2153,
2571.759,1074.5231,
2568.848,1074.1698,
2565.938,1070.4643,
2563.027,1068.4818,
2560.117,1078.6472,
2557.206,1082.8459,
2554.296,1069.0704,
2551.385,1105.2621,
2548.474,1098.3422,
2545.564,1091.6867,
2542.653,1104.8138,
2539.743,1106.0713,
2536.832,1109.4229,
2533.922,1116.8131,
2531.011,1120.2,
2528.100,1133.1438,
2525.190,1150.4934,
2522.279,1141.281,
2519.369,1135.6743,
2516.458,1141.4143,
2513.548,1154.9316,
2510.637,1159.4137,
2507.726,1129.0586,
2504.816,1143.5629,
2501.905,1118.9677,
2498.995,1136.4818,
2496.084,1159.1507,
2493.173,1160.3556,
2490.263,1161.7726,
2487.352,1163.4595,
2484.442,1173.7693,
2481.531,1177.7073,
2478.621,1193.9822,
2475.710,1211.8267,
2472.799,1210.1582,
2469.889,1185.8996,
2466.978,1210.0179,
2464.068,1205.1732,
2461.157,1207.7076,
2458.247,1203.1178,
2455.336,1225.6854,
2452.425,1223.4009,
2449.515,1233.2032,
2446.604,1253.9228,
2443.694,1255.6801,
2440.783,1252.75,
2437.872,1281.4218,
2434.962,1264.8698,
2432.051,1245.676,
2429.141,1253.7323,
2426.230,1266.0329,
2423.320,1313.1934,
2420.409,1286.4808,
2417.498,1283.9466,
2414.588,1296.1948,
2411.677,1322.3556,
2408.767,1317.5679,
2405.856,1332.4048,
2402.946,1327.0118,
2400.035,1319.4566,
2397.124,1319.873,
2394.214,1331.994,
2391.303,1347.8604,
2388.393,1354.257,
2385.482,1337.4991,
2382.571,1352.5855,
2379.661,1362.5405,
2376.750,1372.0678,
2373.840,1375.9468,
2370.929,1408.4251,
2368.019,1393.6773,
2365.108,1396.6113,
2362.197,1410.8487,
2359.287,1391.4219,
2356.376,1429.6672,
2353.466,1409.4024,
2350.555,1396.54,
2347.645,1403.0785,
2344.734,1425.6625,
2341.823,1415.9987,
2338.913,1425.6843,
2336.002,1435.2116,
2333.092,1460.8764,
2330.181,1439.8703,
2327.270,1468.6598,
2324.360,1452.6156,
2321.449,1464.3521,
2318.539,1489.2179,
2315.628,1469.6165,
2312.718,1460.8667,
2309.807,1501.3401,
2306.896,1491.7187,
2303.986,1477.5747,
2301.075,1477.8351,
2298.165,1493.3176,
2295.254,1491.8577,
2292.344,1532.1733,
2289.433,1525.7655,
2286.522,1557.9864,
2283.612,1559.9081,
2280.701,1578.176,
2277.791,1566.271,
2274.880,1584.7419,
2271.969,1583.1533,
2269.059,1571.4449,
2266.148,1618.0138,
2263.238,1605.2597,
2260.327,1596.0608,
2257.417,1641.9361,
2254.506,1638.0634,
2251.595,1629.6045,
2248.685,1620.702,
2245.774,1655.4966,
2242.864,1628.6577,
2239.953,1650.3981,
2237.043,1673.5157,
2234.132,1673.6616,
2231.221,1698.8043,
2228.311,1684.0039,
2225.400,1687.4387,
2222.490,1746.864,
2219.579,1760.2976,
2216.669,1765.3048,
2213.758,1772.6664,
2210.847,1802.9011,
2207.937,1836.5285,
2205.026,1834.4156,
2202.116,1871.8784,
2199.205,1901.3495,
2196.294,1912.998,
2193.384,1955.2486,
2190.473,1976.8979,
2187.563,2029.0158,
2184.652,2096.8532,
2181.742,2189.6614,
2178.831,2297.6258,
2175.920,2436.0378,
2173.010,2563.3067,
2170.099,2771.6633,
2167.189,2916.9627,
2164.278,3111.8957,
2161.368,3333.7423,
2158.457,3559.4122,
2155.546,3786.6522,
2152.636,3972.0955,
2149.725,4142.2331,
2146.815,4276.0794,
2143.904,4330.4674,
2140.993,4381.8293,
2138.083,4403.7257,
2135.172,4335.2118,
2132.262,4275.9947,
2129.351,4275.2604,
2126.441,4085.798,
2123.530,3883.3133,
2120.619,3720.5589,
2117.709,3443.6494,
2114.798,3202.3604,
2111.888,2965.3659,
2108.977,2808.4652,
2106.067,2650.7852,
2103.156,2487.2941,
2100.245,2405.7099,
2097.335,2328.0223,
2094.424,2222.0056,
2091.514,2184.4434,
2088.603,2138.3583,
2085.692,2134.025,
2082.782,2111.4771,
2079.871,2115.3579,
2076.961,2080.3977,
2074.050,2027.9924,
2071.140,2029.6928,
2068.229,2010.7565,
2065.318,1989.7365,
2062.408,1964.3181,
2059.497,1951.3333,
2056.587,1962.0637,
2053.676,1913.2201,
2050.766,1897.0579,
2047.855,1913.3481,
2044.944,1934.9471,
2042.034,1929.0041,
2039.123,1888.8308,
2036.213,1894.9811,
2033.302,1909.0541,
2030.391,1919.5297,
2027.481,1918.4939,
2024.570,1922.9642,
2021.660,1919.9865,
2018.749,1952.9902,
2015.839,1930.6562,
2012.928,1905.9228,
2010.017,1893.6458,
2007.107,1903.0061,
2004.196,1916.0119,
2001.286,1915.8737,
1998.375,1922.6673,
1995.465,1894.9259,
1992.554,1864.7149,
1989.643,1872.3698,
1986.733,1893.0912,
1983.822,1866.007,
1980.912,1878.3836,
1978.001,1872.4958,
1975.090,1882.8996,
1972.180,1875.2354,
1969.269,1862.7328,
1966.359,1882.2366,
1963.448,1903.2824,
1960.538,1891.8968,
1957.627,1891.3166,
1954.716,1830.5598,
1951.806,1833.2403,
1948.895,1861.75,
1945.985,1858.6863,
1943.074,1840.5804,
1940.164,1827.952,
1937.253,1832.8891,
1934.342,1826.7072,
1931.432,1825.791,
1928.521,1790.4357,
1925.611,1786.3278,
1922.700,1776.9213,
1919.790,1764.9986,
1916.879,1794.4483,
1913.968,1840.6959,
1911.058,1816.6839,
1908.147,1818.1413,
1905.237,1828.9853,
1902.326,1800.7841,
1899.415,1787.8878,
1896.505,1817.4489,
1893.594,1795.6767,
1890.684,1782.9525,
1887.773,1837.8267,
1884.863,1820.6543,
1881.952,1826.0447,
1879.041,1834.9675,
1876.131,1853.2951,
1873.220,1825.4977,
1870.310,1820.75,
1867.399,1831.5741,
1864.489,1806.2173,
1861.578,1814.5744,
1858.667,1790.4985,
1855.757,1831.3443,
1852.846,1842.2731,
1849.936,1840.9372,
1847.025,1844.4993,
1844.114,1901.277,
1841.204,1886.3584,
1838.293,1870.2841,
1835.383,1868.8775,
1832.472,1900.7622,
