,PLC971~1,
Raman shift [1/cm],Intensity,
3014.167,5.5,
3011.256,1.0999141,
3008.346,228.46013,
3005.435,272.65548,
3002.525,300.31264,
2999.614,283.78701,
2996.704,293.76598,
2993.793,299.11924,
2990.882,310.27859,
2987.972,324.56054,
2985.061,329.40639,
2982.151,351.32356,
2979.240,352.16922,
2976.329,364.79778,
2973.419,382.94621,
2970.508,392.83327,
2967.598,411.16908,
2964.687,419.72419,
2961.777,412.68802,
2958.866,443.81799,
2955.955,444.76994,
2953.045,461.98548,
2950.134,467.19094,
2947.224,459.92703,
2944.313,480.79202,
2941.403,509.35766,
2938.492,517.07453,
2935.581,515.68283,
2932.671,512.25965,
2929.760,516.91539,
2926.850,527.23872,
2923.939,525.42056,
2921.028,523.5,
2918.118,556.66121,
2915.207,564.14554,
2912.297,548.55924,
2909.386,570.12773,
2906.476,568.60114,
2903.565,540.48296,
2900.654,569.56975,
2897.744,591.68281,
2894.833,540.69563,
2891.923,548.1474,
2889.012,555.91619,
2886.102,551.45947,
2883.191,536.51038,
2880.280,531.36124,
2877.370,517.08142,
2874.459,526.96548,
2871.549,559.43447,
2868.638,564.04434,
2865.727,580.19224,
2862.817,587.55617,
2859.906,599.90456,
2856.996,587.5,
2854.085,574.29619,
2851.175,581.5,
2848.264,577.00484,
2845.353,581.91769,
2842.443,560.29164,
2839.532,582.24618,
2836.622,570.61784,
2833.711,558.18132,
2830.801,566.89559,
2827.890,568.04196,
2824.979,571.42599,
2822.069,609.18158,
2819.158,582.26011,
2816.248,587.98263,
2813.337,579.74756,
2810.427,579.46282,
2807.516,585.33437,
2804.605,591.93029,
2801.695,587.31577,
2798.784,588.76077,
2795.874,580.93008,
2792.963,567.9283,
2790.052,583.49528,
2787.142,579.81569,
2784.231,585.11178,
2781.321,574.68858,
2778.410,575.42513,
2775.500,592.41241,
2772.589,587.03823,
2769.678,591.39075,
2766.768,589.94853,
2763.857,603.18401,
2760.947,598.98424,
2758.036,604.97139,
2755.126,602.40171,
2752.215,613.15912,
2749.304,625.96761,
2746.394,628.60897,
2743.483,606.49995,
2740.573,621.7102,
2737.662,590.96745,
2734.751,607.61649,
2731.841,612.06777,
2728.930,619.72457,
2726.020,624.39294,
2723.109,628.38658,
2720.199,648.61885,
2717.288,637.76278,
2714.377,630.05016,
2711.467,645.71319,
2708.556,644.58505,
2705.646,649.03522,
2702.735,646.52063,
2699.825,661.60907,
2696.914,664.59547,
2694.003,638.38129,
2691.093,662.57101,
2688.182,640.80815,
2685.272,653.42034,
2682.361,651.31769,
2679.450,659.40943,
2676.540,671.4187,
2673.629,668.16367,
2670.719,678.49261,
2667.808,668.27817,
2664.898,658.03209,
2661.987,687.43349,
2659.076,662.95045,
2656.166,687.32251,
2653.255,694.68198,
2650.345,683.11524,
2647.434,729.55687,
2644.524,717.18344,
2641.613,724.47172,
2638.702,708.8314,
2635.792,709.81306,
2632.881,704.34526,
2629.971,714.84235,
2627.060,712.33468,
2624.149,701.04063,
2621.239,717.03261,
2618.328,744.05883,
2615.418,707.18636,
2612.507,730.1481,
2609.597,756.76547,
2606.686,738.11044,
2603.775,740.34127,
2600.865,751.38057,
2597.954,739.88951,
2595.044,775.09877,
2592.133,759.31497,
2589.223,760.89791,
2586.312,752.03767,
2583.401,753.21531,
2580.491,750.58172,
2577.580,754.53301,
2574.670,776.99064,
2571.759,775.2423,
2568.848,779.20171,
2565.938,794.92861,
2563.027,784.37731,
2560.117,784.39722,
2557.206,781.36347,
2554.296,789.07437,
2551.385,794.92993,
2548.474,802.68551,
2545.564,792.0698,
2542.653,785.21476,
2539.743,804.04313,
2536.832,802.76542,
2533.922,814.72077,
2531.011,829.87488,
2528.100,825.50346,
2525.190,804.26967,
2522.279,844.17171,
2519.369,829.95329,
2516.458,829.73442,
2513.548,830.55473,
2510.637,816.37703,
2507.726,817.93495,
2504.816,820.43686,
2501.905,819.74634,
2498.995,855.96253,
2496.084,843.82054,
2493.173,849.31623,
2490.263,848.53388,
2487.352,840.66853,
2484.442,868.06959,
2481.531,874.23931,
2478.621,873.89335,
2475.710,868.56901,
2472.799,872.81395,
2469.889,883.22304,
2466.978,896.51043,
2464.068,887.6693,
2461.157,866.99756,
2458.247,868.44131,
2455.336,878.56457,
2452.425,894.22172,
2449.515,903.60396,
2446.604,903.03923,
2443.694,891.56991,
2440.783,917.98086,
2437.872,917.60939,
2434.962,920.23733,
2432.051,919.98766,
2429.141,921.92351,
2426.230,931.84809,
2423.320,952.34288,
2420.409,942.80145,
2417.498,918.32864,
2414.588,929.48471,
2411.677,950.42828,
2408.767,951.02953,
2405.856,951.46432,
2402.946,961.29803,
2400.035,967.70188,
2397.124,970.75667,
2394.214,987.74121,
2391.303,960.38957,
2388.393,982.36054,
2385.482,964.77779,
2382.571,975.5,
2379.661,982.94173,
2376.750,994.92119,
2373.840,1011.7562,
2370.929,1014.5217,
2368.019,1021.6453,
2365.108,1007.4764,
2362.197,1034.9878,
2359.287,1014.7769,
2356.376,1051.419,
2353.466,1027.7123,
2350.555,1024.895,
2347.645,1029.6444,
2344.734,1035.6521,
2341.823,1045.3508,
2338.913,1039.6119,
2336.002,1040.3205,
2333.092,1047.9368,
2330.181,1064.8529,
2327.270,1087.5099,
2324.360,1084.8114,
2321.449,1067.1769,
2318.539,1080.7997,
2315.628,1079.8537,
2312.718,1080.5661,
2309.807,1099.9971,
2306.896,1082.7754,
2303.986,1093.8052,
2301.075,1080.6915,
2298.165,1073.8943,
2295.254,1096.0261,
2292.344,1069.4916,
2289.433,1103.1795,
2286.522,1105.4732,
2283.612,1130.0319,
2280.701,1128.518,
2277.791,1129.8206,
2274.880,1134.932,
2271.969,1129.3683,
2269.059,1154.4919,
2266.148,1184.091,
2263.238,1168.8089,
2260.327,1156.9138,
2257.417,1172.2261,
2254.506,1187.3176,
2251.595,1188.6199,
2248.685,1192.7693,
2245.774,1171.2805,
2242.864,1188.6396,
2239.953,1215.4035,
2237.043,1205.3964,
2234.132,1204.3416,
2231.221,1212.712,
2228.311,1222.8492,
2225.400,1233.8096,
2222.490,1246.171,
2219.579,1266.8343,
2216.669,1289.0167,
2213.758,1302.4595,
2210.847,1305.8577,
2207.937,1318.8892,
2205.026,1326.4997,
2202.116,1337.6465,
2199.205,1339.0755,
2196.294,1365.0299,
2193.384,1417.657,
2190.473,1430.0739,
2187.563,1469.5918,
2184.652,1489.1024,
2181.742,1503.7287,
2178.831,1552.0448,
2175.920,1616.2213,
2173.010,1702.6797,
2170.099,1781.8269,
2167.189,1887.9521,
2164.278,1960.4779,
2161.368,2051.0675,
