,PL26D9~1,
Raman shift [1/cm],Intensity,
3014.167,0.5,
3011.256,-1.3999785,
3008.346,67.624558,
3005.435,61.305651,
3002.525,62.595078,
2999.614,71.638973,
2996.704,75.092785,
2993.793,68.518432,
2990.882,61.843472,
2987.972,76.494955,
2985.061,77.273401,
2982.151,80.380673,
2979.240,78.46386,
2976.329,82.980889,
2973.419,69.776249,
2970.508,98.733327,
2967.598,87.025703,
2964.687,96.544837,
2961.777,88.252063,
2958.866,97.501485,
2955.955,96.258849,
2953.045,100.23378,
2950.134,114.41548,
2947.224,123.07297,
2944.313,105.80342,
2941.403,108.58348,
2938.492,106.92547,
2935.581,103.38712,
2932.671,123.57723,
2929.760,123.40002,
2926.850,121.28384,
2923.939,115.94395,
2921.028,124.84728,
2918.118,104.98363,
2915.207,131.55693,
2912.297,106.59732,
2909.386,111.46352,
2906.476,124.71626,
2903.565,125.67853,
2900.654,119.12283,
2897.744,115.60058,
2894.833,124.73709,
2891.923,120.0128,
2889.012,126.66763,
2886.102,117.45947,
2883.191,131.48301,
2880.280,106.75359,
2877.370,108.77905,
2874.459,105.14779,
2871.549,114.81593,
2868.638,132.09175,
2865.727,124.47308,
2862.817,122.5,
2859.906,127.38604,
2856.996,122.51811,
2854.085,136.10507,
2851.175,126.97591,
2848.264,128.06867,
2845.353,141.28433,
2842.443,126.70836,
2839.532,117.94777,
2836.622,129.19661,
2833.711,128.0259,
2830.801,138.39191,
2827.890,131.87412,
2824.979,126.21601,
2822.069,136.56823,
2819.158,134.51886,
2816.248,128.97105,
2813.337,118.10853,
2810.427,136.11019,
2807.516,137.70859,
2804.605,142.75719,
2801.695,128.94739,
2798.784,125.53492,
2795.874,129.77968,
2792.963,132.28564,
2790.052,132.49957,
2787.142,135.76323,
2784.231,138.53261,
2781.321,124.56862,
2778.410,140.91497,
2775.500,142.26586,
2772.589,143.5,
2769.678,142.10752,
2766.768,142.1233,
2763.857,126.29191,
2760.947,143.98424,
2758.036,147.42997,
2755.126,151.54914,
2752.215,144.84088,
2749.304,142.5,
2746.394,156.38309,
2743.483,156.19997,
2740.573,147.41808,
2737.662,136.74408,
2734.751,147.03405,
2731.841,147.95971,
2728.930,156.39828,
2726.020,160.61227,
2723.109,169.47925,
2720.199,153.06876,
2717.288,149.32482,
2714.377,165.78722,
2711.467,163.68022,
2708.556,164.85116,
2705.646,154.73942,
2702.735,163.17526,
2699.825,166.60907,
2696.914,156.64272,
2694.003,167.31627,
2691.093,153.3929,
2688.182,157.55482,
2685.272,160.4118,
2682.361,182.1059,
2679.450,173.71402,
2676.540,157.56097,
2673.629,164.48204,
2670.719,166.71904,
2667.808,168.25682,
2664.898,172.357,
2661.987,173.69987,
