,PL4B11~1,
Raman shift [1/cm],Intensity,
3014.167,2.25,
3011.256,-0.90013958,
3008.346,63.788099,
3005.435,71.868378,
3002.525,87.835011,
2999.614,80.962991,
2996.704,88.701544,
2993.793,95.763824,
2990.882,89.204177,
2987.972,100.29036,
2985.061,105.5899,
2982.151,94.323943,
2979.240,101.36501,
2976.329,114.00683,
2973.419,112.32702,
2970.508,119.34994,
2967.598,124.05884,
2964.687,122.16033,
2961.777,125.15599,
2958.866,131.24109,
2955.955,124.27879,
2953.045,135.14932,
2950.134,135.10132,
2947.224,138.73397,
2944.313,148.95798,
2941.403,150.80976,
2938.492,153.26085,
2935.581,160.36288,
2932.671,162.60619,
2929.760,145.38846,
2926.850,169.99586,
2923.939,169.76868,
2921.028,168.85583,
2918.118,176.5296,
2915.207,169.1297,
2912.297,177.20346,
2909.386,175.2573,
2906.476,169.38203,
2903.565,167.15371,
2900.654,169.64938,
2897.744,180.04884,
2894.833,169.19836,
2891.923,184.359,
2889.012,183.58526,
2886.102,170.60541,
2883.191,172.24434,
2880.280,158.58014,
2877.370,146.68024,
2874.459,158.2438,
2871.549,179.60535,
2868.638,183.34072,
2865.727,171.41151,
2862.817,173.77808,
2859.906,188.08476,
2856.996,178.2183,
2854.085,185.25,
2851.175,176.84933,
2848.264,182.83801,
2845.353,188.81866,
2842.443,171.24652,
2839.532,185.89172,
2836.622,177.58138,
2833.711,173.50903,
2830.801,182.74632,
2827.890,185.28843,
2824.979,169.892,
2822.069,178.48881,
2819.158,188.22843,
2816.248,179.96237,
2813.337,190.41465,
2810.427,179.2431,
2807.516,181.99109,
2804.605,180.04567,
2801.695,188.30265,
2798.784,184.13708,
2795.874,191.39512,
2792.963,186.67851,
2790.052,175.25214,
2787.142,191.92096,
2784.231,179.41149,
2781.321,191.87284,
2778.410,186.25,
2775.500,174.76207,
2772.589,186.59481,
2769.678,178.3182,
2766.768,187.38009,
2763.857,177.25193,
2760.947,189.72794,
2758.036,177.77861,
2755.126,194.72222,
2752.215,196.20898,
2749.304,201.33452,
2746.394,188.70971,
2743.483,187.49997,
2740.573,196.91152,
2737.662,191.68639,
2734.751,191.2742,
2731.841,203.27748,
2728.930,195.77972,
2726.020,187.25,
2723.109,185.47683,
2720.199,199.38752,
2717.288,197.88139,
2714.377,191.41262,
2711.467,212.65989,
2708.556,212.85632,
2705.646,207.64435,
2702.735,204.25516,
2699.825,209.25,
2696.914,211.67864,
2694.003,210.27764,
2691.093,210.10681,
2688.182,202.77741,
2685.272,204.96693,
2682.361,207.33843,
2679.450,216.65322,
2676.540,212.31097,
2673.629,215.58184,
2670.719,210.46904,
2667.808,206.29864,
2664.898,203.18482,
2661.987,215.54997,
2659.076,214.25,
2656.166,218.29766,
2653.255,216.95068,
2650.345,210.35345,
2647.434,225.67869,
2644.524,226.00298,
2641.613,227.47879,
2638.702,219.43937,
2635.792,225.68769,
2632.881,227.13686,
2629.971,220.52511,
2627.060,227.58313,
2624.149,226.49375,
2621.239,224.75296,
2618.328,242.52942,
2615.418,223.59545,
2612.507,227.55827,
2609.597,242.33184,
2606.686,236.13352,
2603.775,225.17064,
2600.865,231.83705,
2597.954,227.44166,
2595.044,239.50953,
2592.133,252.58117,
2589.223,243.11736,
2586.312,240.27511,
2583.401,244.80109,
2580.491,242.07212,
2577.580,252.23845,
2574.670,246.08021,
2571.759,246.04795,
2568.848,250.83567,
2565.938,251.34523,
2563.027,248.95684,
2560.117,255.32479,
2557.206,254.11347,
2554.296,250.13101,
2551.385,240.76211,
2548.474,254.95372,
2545.564,242.66152,
2542.653,251.49161,
2539.743,266.69455,
2536.832,263.69859,
2533.922,266.26577,
2531.011,268.89986,
2528.100,269.51828,
2525.190,250.43853,
2522.279,275.45273,
2519.369,259.25,
2516.458,265.92139,
2513.548,266.39552,
2510.637,276.02035,
2507.726,260.37268,
2504.816,267.81257,
2501.905,260.13415,
2498.995,257.48888,
2496.084,261.55662,
2493.173,266.67119,
2490.263,264.66581,
2487.352,274.5004,
2484.442,276.83245,
2481.531,274.0425,
2478.621,276.1789,
2475.710,267.20399,
2472.799,262.48317,
2469.889,277.39961,
2466.978,274.81715,
2464.068,278.82675,
2461.157,291.82261,
2458.247,281.77951,
2455.336,289.29305,
2452.425,296.1651,
2449.515,282.08993,
2446.604,290.31455,
2443.694,279.50575,
2440.783,298.49212,
2437.872,291.50525,
2434.962,297.19931,
2432.051,294.73766,
2429.141,298.09702,
2426.230,293.64115,
2423.320,314.30726,
2420.409,306.60261,
2417.498,301.05337,
2414.588,287.9877,
2411.677,299.10657,
2408.767,296.51476,
2405.856,300.25,
2402.946,311.20264,
2400.035,307.25938,
2397.124,302.50667,
2394.214,323.05961,
2391.303,313.32182,
2388.393,315.74303,
2385.482,315.29406,
2382.571,316.6303,
2379.661,308.29633,
2376.750,324.67119,
2373.840,332.09371,
2370.929,317.43411,
2368.019,333.21366,
2365.108,330.92539,
2362.197,316.4719,
2359.287,327.61992,
2356.376,326.25881,
2353.466,328.84074,
2350.555,330.45997,
2347.645,316.8169,
2344.734,338.19477,
2341.823,332.48217,
2338.913,351.80967,
2336.002,329.02514,
2333.092,329.75567,
