,PLC748~1,
Raman shift [1/cm],Intensity,
816.680,1631.8685,
813.770,1613.7275,
810.859,1588.2704,
807.949,1563.0226,
805.038,1558.7312,
802.127,1547.2074,
799.217,1569.2321,
796.306,1565.206,
793.396,1559.6289,
790.485,1563.0192,
787.574,1555.3118,
784.664,1560.2325,
781.753,1587.2934,
778.843,1592.2837,
775.932,1587.2114,
773.022,1596.7877,
770.111,1613.9569,
767.200,1589.2404,
764.290,1575.9241,
761.379,1570.9434,
758.469,1572.4733,
755.558,1584.7603,
752.648,1572.5413,
749.737,1564.2499,
746.826,1535.9491,
743.916,1464.962,
741.005,1345.3038,
738.095,1249.5023,
735.184,1116.5649,
732.274,1063.3919,
729.363,1141.1652,
726.452,1324.6131,
723.542,1443.5939,
720.631,1505.9363,
717.721,1539.7375,
714.810,1552.125,
711.899,1553.2537,
708.989,1558.0953,
706.078,1549.3107,
703.168,1539.8383,
700.257,1542.1387,
697.347,1545.1692,
694.436,1520.4742,
691.525,1533.335,
688.615,1517.8866,
685.704,1515.7589,
682.794,1521.7421,
679.883,1505.8911,
676.973,1545.1583,
674.062,1544.1919,
671.151,1549.2066,
668.241,1558.5513,
665.330,1547.2006,
662.420,1548.7981,
659.509,1535.7914,
656.598,1536.3472,
653.688,1549.1954,
650.777,1556.476,
647.867,1566.8283,
644.956,1574.0782,
642.046,1548.9323,
639.135,1514.9941,
636.224,1537.1847,
633.314,1549.0938,
630.403,1546.2129,
627.493,1550.9587,
624.582,1566.1844,
621.672,1570.9364,
618.761,1582.5241,
615.850,1616.9803,
612.940,1642.4665,
610.029,1636.5489,
607.119,1597.0673,
604.208,1590.2849,
601.297,1590.122,
598.387,1606.0299,
595.476,1639.6339,
592.566,1602.6417,
589.655,1614.2659,
586.745,1597.2189,
583.834,1552.9025,
580.923,1520.0018,
578.013,1499.5987,
575.102,1491.8306,
572.192,1517.9932,
569.281,1571.7806,
566.371,1592.1288,
563.460,1620.2273,
560.549,1633.0741,
557.639,1642.3762,
554.728,1662.4206,
551.818,1667.1025,
548.907,1680.9227,
545.996,1679.7941,
543.086,1661.2665,
540.175,1643.3576,
537.265,1684.8575,
534.354,1709.1521,
531.444,1710.7159,
528.533,1694.732,
525.622,1703.2674,
522.712,1701.4845,
519.801,1709.0539,
516.891,1736.7064,
513.980,1794.0043,
511.070,1814.6206,
508.159,1809.6634,
505.248,1816.4029,
502.338,1874.2154,
499.427,1877.3027,
496.517,1896.7916,
493.606,1882.5232,
490.695,1831.9022,
487.785,1873.4709,
484.874,1907.9126,
481.964,1923.9556,
479.053,1912.4388,
476.143,1859.4494,
473.232,1899.2892,
470.321,1889.8499,
467.411,1872.0021,
464.500,1900.039,
461.590,1857.1575,
458.679,1873.19,
455.769,1884.7827,
452.858,1859.4092,
449.947,1852.5338,
447.037,1865.0805,
444.126,1876.7129,
441.216,1886.0197,
438.305,1914.2111,
435.395,1903.0454,
432.484,1900.9595,
429.573,1907.705,
426.663,1901.6239,
423.752,1848.1212,
420.842,1795.8971,
417.931,1761.9869,
415.020,1765.0203,
412.110,1830.2386,
409.199,1867.8169,
406.289,1896.1458,
403.378,1939.0943,
400.468,1930.0223,
397.557,1905.5307,
394.646,1870.0416,
391.736,1827.7246,
388.825,1783.9792,
385.915,1733.8714,
383.004,1716.5443,
380.094,1760.4227,
377.183,1864.2644,
374.272,1909.9512,
371.362,1946.4939,
368.451,2000.353,
365.541,2004.1056,
362.630,2017.6885,
359.719,2018.95,
356.809,1999.2545,
353.898,2034.448,
350.988,2068.5369,
348.077,2073.1525,
345.167,2034.2385,
342.256,2036.4797,
339.345,2035.5307,
336.435,2043.2855,
333.524,2067.3364,
330.614,2074.0428,
327.703,2085.8797,
324.793,2095.6406,
321.882,2097.1953,
318.971,2126.1896,
316.061,2146.8679,
313.150,2163.4369,
310.240,2180.5056,
307.329,2155.3981,
304.418,2130.9904,
301.508,2100.1434,
298.597,2047.5738,
295.687,2033.6436,
292.776,2069.9586,
289.866,2155.305,
286.955,2289.0143,
284.044,2390.9824,
281.134,2475.0429,
278.223,2550.3521,
275.313,2647.617,
272.402,2679.1622,
269.492,2702.0171,
266.581,2736.0168,
263.670,2762.4833,
260.760,2824.4529,
257.849,2886.1865,
254.939,2920.679,
252.028,2984.0995,
249.117,2969.2947,
246.207,2932.0273,
243.296,2966.433,
240.386,2968.166,
237.475,2970.9669,
234.565,2963.666,
231.654,2878.2111,
228.743,2838.8364,
225.833,2811.234,
222.922,2783.2417,
220.012,2764.2992,
217.101,2704.1463,
214.191,2645.2837,
211.280,2635.8267,
208.369,2620.3231,
205.459,2604.7407,
202.548,2589.4927,
199.638,2574.254,
196.727,2565.9391,
193.816,2578.9823,
190.906,2618.5313,
187.995,2630.1157,
185.085,2646.4192,
182.174,2647.3926,
179.264,2600.4128,
176.353,2661.766,
173.442,2675.5587,
170.532,2636.6452,
167.621,2658.2745,
164.711,2617.875,
161.800,2544.1756,
158.890,2450.611,
155.979,2324.931,
153.068,2136.742,
150.158,1906.1908,
147.247,1700.8565,
144.337,1371.2866,
141.426,1047.1763,
138.516,789.09549,
135.605,569.49462,
132.694,391.12381,
129.784,251.86756,
126.873,158.18556,
123.963,112.3787,
121.052,82.209877,
118.141,57.223307,
115.231,44.334734,
112.320,37.430456,
109.410,34.170513,
106.499,29.185427,
103.589,24.203219,
100.678,20.038513,
97.767,17.194763,
94.857,20.589945,
91.946,16.884559,
89.036,10.028183,
86.125,15.701825,
83.215,17.65592,
80.304,18.603865,
77.393,20.020205,
74.483,13.57365,
71.572,12.299113,
68.662,15.501593,
65.751,9.1435328,
62.840,10.978616,
59.930,15.312286,
57.019,16.017368,
54.109,10.153392,
51.198,5.8233907,
48.288,5.175962,
45.377,11.506365,
42.466,16.186097,
39.556,18.894763,
36.645,17.490382,
33.735,17.125,
30.824,18.450322,
27.914,22.657373,
25.003,24.370275,
22.092,21.57305,
19.182,15.200495,
16.271,48.076531,
13.361,226.33653,
10.450,573.91571,
7.539,1275.7226,
4.629,1771.0179,
1.718,1899.4859,
-1.192,1362.6846,
-4.103,757.55284,
-7.013,285.86778,
-9.924,-0.875,
