,PL6C60~1,
Wavenumbers [1/cm],Intensity,
3014.167,5.125,
3011.256,-1.2249678,
3008.346,351.34392,
3005.435,425.54903,
3002.525,438.05006,
2999.614,464.64061,
2996.704,481.85077,
2993.793,489.99194,
2990.882,502.90359,
2987.972,508.15022,
2985.061,532.18906,
2982.151,552.60231,
2979.240,571.29039,
2976.329,584.13592,
2973.419,584.86338,
2970.508,606.00824,
2967.598,615.12861,
2964.687,646.58696,
2961.777,647.3471,
2958.866,665.46972,
2955.955,675.167,
2953.045,708.8946,
2950.134,727.09292,
2947.224,721.17835,
2944.313,754.87785,
2941.403,758.20848,
2938.492,795.23067,
2935.581,783.05505,
2932.671,771.68725,
2929.760,800.23272,
2926.850,807.54305,
2923.939,825.28858,
2921.028,832.3899,
2918.118,841.42349,
2915.207,842.07453,
2912.297,819.2604,
2909.386,838.05933,
2906.476,841.75979,
2903.565,833.86722,
2900.654,823.00772,
2897.744,830.81069,
2894.833,806.94973,
2891.923,803.2596,
2889.012,802.66835,
2886.102,763.90206,
2883.191,723.14294,
2880.280,515.33066,
2877.370,163.82909,
2874.459,54.817806,
2871.549,376.6796,
2868.638,740.64851,
2865.727,779.66337,
2862.817,829.32553,
2859.906,849.15064,
2856.996,866.58198,
2854.085,861.16069,
2851.175,894.86295,
2848.264,903.11533,
2845.353,903.27597,
2842.443,909.7257,
2839.532,950.25908,
2836.622,1258.3385,
2833.711,1094.7323,
2830.801,900.65808,
2827.890,921.33128,
2824.979,922.03893,
2822.069,953.86344,
2819.158,921.62364,
2816.248,933.02079,
2813.337,937.89817,
2810.427,939.94869,
2807.516,944.125,
2804.605,953.0505,
2801.695,967.07235,
2798.784,967.53362,
2795.874,953.27012,
2792.963,955.62511,
2790.052,925.13208,
2787.142,949.11165,
2784.231,932.67313,
2781.321,927.80493,
2778.410,913.10469,
2775.500,942.33499,
2772.589,956.35589,
2769.678,960.90997,
2766.768,969.80656,
2763.857,961.23097,
2760.947,973.16283,
2758.036,979.125,
2755.126,978.4562,
2752.215,994.22967,
2749.304,1001.3804,
2746.394,982.89118,
2743.483,986.92492,
2740.573,1001.3507,
