,PL98B6~1,
Raman shift [1/cm],Intensity,
3014.167,-1.875,
3011.256,1.6750107,
3008.346,358.04102,
3005.435,423.81404,
3002.525,438.24021,
2999.614,416.40295,
2996.704,457.38272,
2993.793,451.60196,
2990.882,484.94171,
2987.972,496.21581,
2985.061,509.24815,
2982.151,509.28971,
2979.240,550.39116,
2976.329,564.39548,
2973.419,589.98688,
2970.508,594.6249,
2967.598,593.51094,
2964.687,621.60258,
2961.777,599.4752,
2958.866,639.78474,
2955.955,641.53651,
2953.045,691.92365,
2950.134,688.79557,
2947.224,717.63744,
2944.313,732.87785,
2941.403,743.16104,
2938.492,778.51794,
2935.581,747.33485,
2932.671,772.44691,
2929.760,771.96729,
2926.850,782.07989,
2923.939,802.48952,
2921.028,798.68394,
2918.118,819.0255,
2915.207,825.47946,
2912.297,839.07422,
2909.386,833.94251,
2906.476,829.8385,
2903.565,815.2524,
2900.654,836.61945,
2897.744,822.98671,
2894.833,808.82609,
2891.923,815.4776,
2889.012,820.17124,
2886.102,813.58175,
2883.191,819.125,
2880.280,811.2159,
2877.370,783.41571,
2874.459,738.22586,
2871.549,816.29655,
2868.638,844.26108,
2865.727,847.6019,
2862.817,861.03944,
2859.906,870.75748,
2856.996,853.1567,
2854.085,872.53261,
2851.175,866.125,
2848.264,862.91417,
2845.353,861.45642,
2842.443,828.72918,
2839.532,849.18456,
2836.622,826.0013,
2833.711,826.74668,
2830.801,808.44926,
2827.890,845.01481,
2824.979,820.26096,
2822.069,833.4093,
2819.158,850.14386,
2816.248,849.82579,
2813.337,827.79571,
2810.427,872.125,
2807.516,832.56422,
2804.605,858.60816,
2801.695,842.78291,
2798.784,836.93815,
2795.874,842.38354,
2792.963,863.62489,
2790.052,846.12822,
2787.142,843.95381,
2784.231,826.99612,
2781.321,838.94795,
2778.410,867.36992,
2775.500,870.65672,
2772.589,839.74272,
2769.678,872.34003,
2766.768,865.06674,
2763.857,877.70689,
2760.947,898.60294,
2758.036,899.36069,
2755.126,903.41346,
2752.215,924.31171,
2749.304,909.87145,
2746.394,899.87698,
2743.483,921.12495,
2740.573,924.80197,
2737.662,914.33802,
2734.751,899.19309,
2731.841,917.99131,
2728.930,927.04442,
2726.020,936.01273,
2723.109,924.486,
2720.199,938.35929,
2717.288,948.49361,
2714.377,947.125,
2711.467,956.73159,
2708.556,959.2951,
2705.646,955.51935,
2702.735,1004.2667,
2699.825,982.08137,
2696.914,963.07679,
2694.003,947.18028,
2691.093,970.05399,
2688.182,982.65241,
2685.272,981.95714,
2682.361,990.11954,
2679.450,980.74224,
2676.540,980.47051,
2673.629,993.4748,
2670.719,984.19801,
2667.808,973.61136,
2664.898,1001.8001,
2661.987,1008.3249,
2659.076,1030.1832,
2656.166,1026.5449,
2653.255,1025.4243,
2650.345,1048.4862,
2647.434,1046.9535,
2644.524,1047.4416,
2641.613,1052.4965,
2638.702,1067.8883,
2635.792,1031.3105,
2632.881,1047.7024,
2629.971,1063.8298,
2627.060,1078.9572,
2624.149,1078.9375,
2621.239,1061.3617,
2618.328,1094.2349,
2615.418,1068.4841,
2612.507,1076.9826,
2609.597,1112.7378,
2606.686,1086.7997,
2603.775,1093.1607,
2600.865,1097.4732,
2597.954,1086.7541,
2595.044,1112.187,
2592.133,1117.0806,
2589.223,1124.6671,
2586.312,1125.2255,
2583.401,1136.5958,
2580.491,1135.5625,
2577.580,1130.1696,
2574.670,1151.3135,
2571.759,1139.4281,
2568.848,1128.1305,
2565.938,1151.5536,
2563.027,1153.4431,
2560.117,1166.125,
2557.206,1175.1656,
2554.296,1176.379,
2551.385,1178.4552,
2548.474,1186.1618,
2545.564,1189.8401,
2542.653,1189.9773,
2539.743,1205.0141,
2536.832,1208.839,
2533.922,1195.8031,
2531.011,1235.3752,
2528.100,1228.6581,
2525.190,1253.6328,
2522.279,1235.8754,
2519.369,1246.597,
2516.458,1243.9083,
2513.548,1229.898,
2510.637,1233.6006,
2507.726,1251.7532,
2504.816,1242.125,
2501.905,1223.4585,
2498.995,1265.3334,
2496.084,1239.8846,
2493.173,1257.7306,
2490.263,1267.125,
2487.352,1258.7943,
2484.442,1300.8273,
2481.531,1293.2741,
2478.621,1278.8928,
2475.710,1325.8336,
2472.799,1293.3043,
2469.889,1304.2773,
2466.978,1311.3929,
2464.068,1337.1939,
2461.157,1299.9749,
2458.247,1316.978,
2455.336,1338.5693,
2452.425,1359.8231,
2449.515,1338.0876,
2446.604,1354.5927,
2443.694,1358.5436,
2440.783,1401.0383,
2437.872,1382.3228,
2434.962,1367.6918,
2432.051,1391.0016,
2429.141,1379.0429,
2426.230,1373.0598,
2423.320,1397.0531,
2420.409,1417.7468,
2417.498,1397.9789,
2414.588,1390.8474,
2411.677,1410.2366,
2408.767,1440.378,
2405.856,1435.4965,
2402.946,1419.5414,
2400.035,1445.6931,
2397.124,1436.0341,
2394.214,1449.503,
2391.303,1446.125,
2388.393,1467.7739,
2385.482,1476.0809,
2382.571,1461.0738,
2379.661,1481.8692,
2376.750,1523.0632,
2373.840,1516.0439,
2370.929,1485.3524,
2368.019,1503.8343,
2365.108,1528.2192,
2362.197,1517.9168,
2359.287,1507.1501,
2356.376,1523.0915,
2353.466,1524.8818,
2350.555,1539.6801,
2347.645,1545.125,
2344.734,1549.8531,
2341.823,1541.2908,
2338.913,1551.0982,
2336.002,1581.5412,
2333.092,1587.9297,
2330.181,1592.9332,
2327.270,1593.29,
2324.360,1607.9481,
2321.449,1614.8154,
2318.539,1592.1464,
2315.628,1610.5611,
2312.718,1629.6074,
2309.807,1617.5538,
2306.896,1598.6446,
2303.986,1608.3003,
2301.075,1605.5718,
2298.165,1623.6735,
2295.254,1625.2112,
2292.344,1663.4985,
2289.433,1644.7968,
2286.522,1649.2053,
2283.612,1661.7857,
2280.701,1664.3941,
2277.791,1708.9666,
2274.880,1734.2609,
2271.969,1744.2279,
2269.059,1751.3512,
2266.148,1749.8863,
2263.238,1734.1289,
2260.327,1795.4006,
2257.417,1775.2089,
2254.506,1765.7061,
2251.595,1751.9685,
2248.685,1795.5326,
2245.774,1806.2239,
2242.864,1815.3096,
2239.953,1794.3594,
