,PL856E~1,
Raman shift [1/cm],Intensity,
1061.169,1545.1951,
1058.258,1547.4212,
1055.348,1562.4904,
1052.437,1567.6193,
1049.527,1542.8044,
1046.616,1528.0343,
1043.705,1525.6042,
1040.795,1518.99,
1037.884,1549.7652,
1034.974,1550.9742,
1032.063,1505.9131,
1029.153,1538.4522,
1026.242,1555.7514,
1023.331,1557.2083,
1020.421,1561.5576,
1017.510,1560.0133,
1014.600,1568.7941,
1011.689,1589.7913,
1008.778,1612.9047,
1005.868,1668.4136,
1002.957,1672.7154,
1000.047,1750.543,
997.136,1782.3116,
994.226,1787.498,
991.315,1763.0607,
988.404,1697.078,
985.494,1689.7804,
982.583,1663.2272,
979.673,1635.9623,
976.762,1642.0526,
973.852,1647.5129,
970.941,1641.375,
968.030,1638.9703,
965.120,1625.4502,
962.209,1643.3536,
959.299,1640.709,
956.388,1672.5328,
953.477,1676.7685,
950.567,1645.1593,
947.656,1652.6113,
944.746,1692.5404,
941.835,1712.1909,
938.925,1709.7945,
936.014,1717.5032,
933.103,1727.6688,
930.193,1731.3689,
927.282,1749.6335,
924.372,1717.5005,
921.461,1684.6554,
918.551,1681.9271,
915.640,1669.1024,
912.729,1640.8864,
909.819,1630.263,
906.908,1621.8387,
903.998,1597.5141,
901.087,1595.8305,
898.176,1591.6943,
895.266,1592.31,
892.355,1620.5262,
889.445,1680.1142,
886.534,1671.1914,
883.624,1661.9738,
880.713,1675.7271,
877.802,1689.2485,
874.892,1673.4473,
871.981,1629.2369,
869.071,1623.389,
866.160,1641.0039,
863.250,1646.2298,
860.339,1645.1649,
857.428,1644.5488,
854.518,1628.8564,
851.607,1645.4978,
848.697,1647.6872,
845.786,1636.4767,
842.875,1640.7065,
839.965,1665.7584,
837.054,1658.8588,
834.144,1701.9539,
831.233,1725.7072,
828.323,1721.0107,
825.412,1702.2577,
822.501,1690.1197,
819.591,1694.2517,
816.680,1663.1249,
813.770,1658.5075,
810.859,1659.0213,
807.949,1653.5164,
805.038,1644.271,
802.127,1651.6792,
799.217,1619.5778,
796.306,1600.9966,
793.396,1587.5887,
790.485,1580.4289,
787.574,1601.0253,
784.664,1644.4912,
781.753,1664.4527,
778.843,1678.7064,
775.932,1683.3627,
773.022,1673.6142,
770.111,1668.7087,
767.200,1649.3422,
764.290,1658.3998,
761.379,1652.0448,
758.469,1614.9117,
755.558,1574.4511,
752.648,1543.4962,
749.737,1526.9304,
746.826,1462.6311,
743.916,1351.2575,
