,PLF924~1,
Raman shift [1/cm],Intensity,
1812.098,526.95572,
1809.188,535.00482,
1806.277,512.15616,
1803.366,549.92445,
1800.456,566.69073,
1797.545,549.1499,
1794.635,538.36606,
1791.724,570.72199,
1788.813,596.8124,
1785.903,560.67343,
1782.992,572.5028,
1780.082,575.51616,
1777.171,568.95744,
1774.261,563.79996,
1771.350,571.706,
1768.439,583.09231,
1765.529,578.35279,
1762.618,579.6925,
1759.708,578.13587,
1756.797,578.08712,
1753.887,580.4457,
1750.976,606.21138,
1748.065,616.48061,
1745.155,581.96715,
1742.244,575.88132,
1739.334,576.83206,
1736.423,615.60438,
1733.512,598.42572,
1730.602,614.79766,
1727.691,592.38326,
1724.781,623.52698,
1721.870,629.7964,
1718.960,603.1358,
1716.049,647.96348,
1713.138,644.80006,
1710.228,619.12698,
1707.317,635.08557,
1704.407,659.18653,
1701.496,663.4481,
1698.586,696.88844,
1695.675,679.97512,
1692.764,686.19877,
1689.854,637.83363,
1686.943,730.31989,
1684.033,659.51255,
1681.122,695.9623,
1678.211,691.67259,
1675.301,723.52633,
1672.390,750.63995,
1669.480,755.65709,
1666.569,760.06936,
1663.659,794.77199,
1660.748,804.33843,
1657.837,841.47792,
1654.927,878.10211,
1652.016,815.83995,
1649.106,865.21254,
1646.195,888.19343,
1643.285,872.17449,
1640.374,938.43685,
1637.463,929.58897,
1634.553,928.39345,
1631.642,980.38505,
1628.732,1049.9924,
1625.821,1111.6472,
1622.911,1145.4334,
1620.000,1244.3651,
1617.089,1350.4956,
1614.179,1397.3278,
1611.268,1478.5392,
1608.358,1596.0062,
1605.447,1587.482,
1602.536,1599.6714,
1599.626,1634.6625,
1596.715,1620.3806,
1593.805,1588.2177,
1590.894,1592.551,
1587.984,1542.5256,
1585.073,1513.3546,
1582.162,1548.0298,
1579.252,1540.0773,
1576.341,1545.4367,
1573.431,1517.8644,
1570.520,1529.4988,
1567.610,1492.4086,
1564.699,1517.5016,
1561.788,1478.4002,
1558.878,1387.3487,
1555.967,1333.1624,
1553.057,1335.0214,
1550.146,1314.356,
1547.235,1279.5055,
1544.325,1258.011,
1541.414,1229.0227,
1538.504,1198.2937,
1535.593,1199.2848,
1532.683,1179.0892,
1529.772,1142.6437,
1526.861,1144.211,
1523.951,1134.6615,
1521.040,1132.5041,
1518.130,1135.4731,
1515.219,1111.1448,
1512.309,1116.1385,
1509.398,1099.8096,
1506.487,1060.0658,
1503.577,1072.6859,
1500.666,1057.6396,
1497.756,1072.2519,
1494.845,1055.9852,
1491.934,1064.3415,
1489.024,977.71717,
1486.113,1016.3497,
1483.203,1036.5002,
1480.292,996.19943,
1477.382,993.47449,
1474.471,990.78811,
1471.560,931.57171,
1468.650,923.29047,
1465.739,953.32314,
1462.829,933.20323,
1459.918,932.17215,
1457.008,955.20969,
1454.097,950.91968,
1451.186,944.61533,
1448.276,952.73191,
1445.365,961.37618,
1442.455,970.70525,
1439.544,952.46512,
1436.633,940.91695,
1433.723,960.15669,
1430.812,890.09748,
1427.902,934.36914,
1424.991,965.6453,
1422.081,926.25601,
1419.170,920.03282,
1416.259,905.85393,
1413.349,916.21934,
1410.438,883.53668,
1407.528,883.71854,
1404.617,886.75372,
1401.707,908.06214,
1398.796,934.40121,
1395.885,940.69195,
1392.975,942.20827,
1390.064,945.51118,
1387.154,939.99749,
1384.243,867.86494,
1381.332,837.70758,
1378.422,895.5428,
1375.511,913.34163,
1372.601,980.89963,
1369.690,1024.3428,
1366.780,1025.0808,
1363.869,1050.5046,
1360.958,1105.5197,
1358.048,1115.5721,
1355.137,1102.9452,
1352.227,1109.2329,
1349.316,1122.1803,
1346.406,1153.6824,
1343.495,1226.8358,
1340.584,1249.0187,
1337.674,1195.1962,
