,PL88F3~1,
Raman shift [1/cm],Intensity,
3014.167,-2.625,
3011.256,0.92501074,
3008.346,193.66705,
3005.435,220.99338,
3002.525,229.82746,
2999.614,238.75164,
2996.704,255.23376,
2993.793,261.75576,
2990.882,256.81012,
2987.972,258.39013,
2985.061,266.25185,
2982.151,289.10779,
2979.240,295.90731,
2976.329,308.88865,
2973.419,318.82121,
2970.508,325.00829,
2967.598,350.22801,
2964.687,340.74728,
2961.777,367.1529,
2958.866,362.37797,
2955.955,358.375,
2953.045,370.19155,
2950.134,395.45086,
2947.224,424.69175,
2944.313,409.91417,
2941.403,429.06569,
2938.492,443.92784,
2935.581,431.85353,
2932.671,443.69691,
2929.760,450.70192,
2926.850,464.48665,
2923.939,466.81425,
2921.028,480.16334,
2918.118,477.49338,
2915.207,480.85622,
2912.297,504.32422,
2909.386,498.39689,
2906.476,490.44525,
2903.565,480.72907,
2900.654,496.43364,
2897.744,489.38757,
2894.833,492.02445,
2891.923,497.6186,
2889.012,479.08598,
2886.102,475.81148,
2883.191,471.38255,
2880.280,449.89652,
2877.370,436.9331,
2874.459,426.08563,
2871.549,456.67814,
2868.638,512.24096,
2865.727,499.42884,
2862.817,515.76135,
2859.906,517.34936,
2856.996,514.85009,
2854.085,537.09982,
2851.175,517.9684,
2848.264,508.375,
2845.353,513.54754,
2842.443,517.78127,
2839.532,510.82277,
2836.622,486.07161,
2833.711,491.73765,
2830.801,500.17353,
2827.890,493.45892,
2824.979,514.35088,
2822.069,525.05658,
2819.158,503.07581,
2816.248,516.11053,
2813.337,522.67379,
2810.427,507.94112,
2807.516,506.375,
2804.605,507.41827,
2801.695,515.94079,
2798.784,517.30108,
2795.874,510.375,
2792.963,508.44638,
2790.052,512.37393,
2787.142,517.00638,
2784.231,492.11724,
2781.321,523.73487,
2778.410,500.55898,
2775.500,506.52604,
2772.589,489.10665,
2769.678,513.51488,
2766.768,515.82353,
2763.857,521.79504,
2760.947,512.87185,
2758.036,525.92922,
2755.126,534.89637,
2752.215,541.375,
2749.304,542.2473,
2746.394,547.16331,
2743.483,540.32503,
2740.573,529.1648,
2737.662,542.93861,
2734.751,550.60798,
2731.841,520.2651,
2728.930,561.08702,
2726.020,546.04861,
2723.109,533.64334,
2720.199,550.19673,
2717.288,564.30565,
2714.377,567.0832,
2711.467,550.30907,
2708.556,571.58763,
2705.646,577.22007,
2702.735,564.89305,
2699.825,585.30956,
2696.914,581.08908,
2694.003,599.54899,
2691.093,571.89246,
2688.182,581.995,
2685.272,579.17158,
2682.361,586.40448,
2679.450,579.1281,
2676.540,583.43597,
2673.629,585.71133,
2670.719,585.65966,
2667.808,585.42364,
2664.898,599.089,
2661.987,614.24164,
2659.076,615.99353,
2656.166,590.19751,
2653.255,608.62671,
2650.345,622.31874,
2647.434,608.17552,
2644.524,625.83063,
2641.613,624.06073,
2638.702,620.43812,
2635.792,616.59533,
2632.881,622.27351,
2629.971,633.63002,
2627.060,628.53969,
2624.149,636.56564,
2621.239,624.36907,
2618.328,633.18036,
2615.418,642.4159,
2612.507,649.81759,
2609.597,644.48678,
2606.686,650.92116,
2603.775,648.06152,
2600.865,664.02345,
2597.954,662.75831,
2595.044,671.03576,
2592.133,668.0947,
2589.223,691.23081,
2586.312,660.81221,
2583.401,660.94438,
2580.491,657.50005,
2577.580,682.37005,
2574.670,678.26805,
2571.759,682.53167,
2568.848,685.90537,
2565.938,695.85102,
2563.027,710.95914,
2560.117,699.55258,
2557.206,711.31965,
2554.296,708.3155,
2551.385,698.375,
2548.474,694.15269,
2545.564,705.93182,
2542.653,715.06963,
2539.743,718.85652,
2536.832,720.375,
2533.922,710.42231,
2531.011,712.27509,
2528.100,721.10326,
2525.190,728.21271,
2522.279,720.51569,
2519.369,724.58247,
2516.458,724.59526,
2513.548,739.36567,
2510.637,727.40393,
2507.726,751.50509,
2504.816,742.56328,
2501.905,758.7372,
2498.995,742.19584,
2496.084,740.90811,
2493.173,735.53261,
2490.263,749.91402,
2487.352,766.45847,
2484.442,765.81184,
2481.531,763.06113,
2478.621,761.76835,
2475.710,768.56669,
2472.799,787.45578,
2469.889,782.94843,
2466.978,775.00408,
2464.068,779.78245,
2461.157,783.68007,
2458.247,776.63976,
2455.336,796.22433,
2452.425,801.59198,
2449.515,783.49766,
2446.604,785.78513,
2443.694,794.77058,
2440.783,819.61712,
2437.872,820.04682,
2434.962,813.21371,
2432.051,807.15874,
2429.141,818.15118,
2426.230,817.0921,
2423.320,844.9609,
2420.409,832.08023,
2417.498,830.55478,
2414.588,858.26463,
2411.677,848.94873,
2408.767,858.30414,
2405.856,854.44635,
2402.946,843.67795,
2400.035,855.64967,
2397.124,880.89374,
2394.214,863.10699,
2391.303,870.51321,
2388.393,868.33316,
2385.482,853.21217,
2382.571,896.02032,
2379.661,904.00291,
2376.750,896.42923,
2373.840,870.98134,
2370.929,891.09343,
2368.019,893.72413,
2365.108,903.72317,
2362.197,912.76405,
2359.287,911.98001,
2356.376,908.38028,
2353.466,907.73798,
2350.555,919.74509,
2347.645,903.24523,
2344.734,914.59165,
2341.823,937.10967,
2338.913,919.66455,
2336.002,934.5447,
2333.092,963.68537,
2330.181,971.42868,
2327.270,942.24518,
2324.360,947.21457,
2321.449,977.40561,
2318.539,954.94682,
2315.628,953.5085,
2312.718,966.67456,
2309.807,978.05813,
2306.896,987.87891,
2303.986,985.45938,
2301.075,969.88568,
2298.165,983.3273,
2295.254,970.76277,
2292.344,984.52847,
2289.433,993.64909,
2286.522,990.18294,
2283.612,1020.0064,
2280.701,999.81452,
2277.791,1039.7739,
2274.880,1030.5109,
2271.969,1055.9511,
2269.059,1056.8791,
2266.148,1046.4568,
2263.238,1044.4754,
2260.327,1043.7201,
2257.417,1069.4444,
2254.506,1055.2297,
2251.595,1078.3604,
2248.685,1081.5366,
2245.774,1087.3858,
2242.864,1067.4498,
2239.953,1093.2785,
2237.043,1073.5304,
2234.132,1084.1983,
2231.221,1106.7704,
2228.311,1119.8131,
2225.400,1133.981,
2222.490,1124.8311,
2219.579,1138.9045,
2216.669,1142.3082,
2213.758,1151.1567,
2210.847,1170.1382,
2207.937,1184.0085,
2205.026,1201.9301,
2202.116,1228.5342,
2199.205,1260.9505,
2196.294,1258.805,
2193.384,1282.427,
2190.473,1313.3985,
2187.563,1345.4813,
2184.652,1377.9178,
2181.742,1457.1729,
2178.831,1527.2389,
2175.920,1595.4278,
2173.010,1694.4306,
2170.099,1807.1652,
2167.189,1902.949,
2164.278,1998.8092,
2161.368,2128.0852,
2158.457,2253.0432,
2155.546,2349.2972,
2152.636,2418.3057,
2149.725,2544.2273,
2146.815,2586.6743,
2143.904,2602.5943,
2140.993,2648.4438,
2138.083,2633.3386,
2135.172,2592.0471,
2132.262,2546.9657,
2129.351,2478.0023,
2126.441,2437.4041,
2123.530,2332.8373,
2120.619,2183.8893,
2117.709,2074.3247,
2114.798,1972.9093,
2111.888,1865.465,
2108.977,1731.5405,
2106.067,1621.9129,
2103.156,1569.7009,
2100.245,1492.3725,
2097.335,1482.5949,
2094.424,1428.6469,
2091.514,1388.5148,
2088.603,1381.4764,
2085.692,1381.7393,
2082.782,1364.2908,
2079.871,1346.5174,
2076.961,1323.7957,
2074.050,1318.7144,
2071.140,1322.1569,
2068.229,1305.9193,
2065.318,1314.2645,
2062.408,1296.3213,
2059.497,1277.1964,
2056.587,1298.5608,
2053.676,1284.7762,
2050.766,1274.8369,
2047.855,1247.8624,
2044.944,1233.0352,
2042.034,1252.034,
2039.123,1262.476,
2036.213,1273.7017,
2033.302,1272.6577,
2030.391,1260.0702,
2027.481,1274.4602,
2024.570,1258.6185,
2021.660,1247.7889,
2018.749,1274.6789,
2015.839,1283.5856,
2012.928,1292.7542,
2010.017,1298.0243,
2007.107,1285.1395,
2004.196,1259.744,
2001.286,1268.2725,
1998.375,1263.4577,
1995.465,1249.5089,
1992.554,1255.2632,
1989.643,1259.2713,
1986.733,1199.4083,
1983.822,1236.5035,
1980.912,1235.8595,
1978.001,1216.6459,
1975.090,1221.6086,
1972.180,1234.4414,
1969.269,1261.8089,
1966.359,1244.5099,
1963.448,1247.7938,
1960.538,1240.2024,
1957.627,1207.9508,
