,PL338C~1,
Raman shift [1/cm],Intensity,
3014.167,0.375,
3011.256,-0.97496779,
3008.346,259.89258,
3005.435,312.10999,
3002.525,332.375,
2999.614,327.89061,
2996.704,359.41108,
2993.793,367.65034,
2990.882,352.32918,
2987.972,348.55157,
2985.061,385.59175,
2982.151,394.53971,
2979.240,410.32462,
2976.329,422.14275,
2973.419,442.29798,
2970.508,451.92497,
2967.598,462.70954,
2964.687,470.80774,
2961.777,475.99897,
2958.866,474.7019,
2955.955,514.48779,
2953.045,497.42872,
2950.134,531.65198,
2947.224,538.74509,
2944.313,559.91417,
2941.403,566.89872,
2938.492,574.97122,
2935.581,584.96641,
2932.671,581.49517,
2929.760,589.85963,
2926.850,601.11372,
2923.939,603.7301,
2921.028,603.42189,
2918.118,636.31328,
2915.207,638.2676,
2912.297,648.37923,
2909.386,656.57208,
2906.476,640.0576,
2903.565,675.33793,
2900.654,695.03738,
2897.744,626.48815,
2894.833,643.62227,
2891.923,631.85889,
2889.012,637.13222,
2886.102,617.60337,
2883.191,615.37972,
2880.280,625.997,
2877.370,625.64239,
2874.459,623.43784,
2871.549,631.91469,
2868.638,631.05542,
2865.727,645.71731,
2862.817,672.60492,
2859.906,671.83084,
2856.996,669.89991,
2854.085,657.33297,
2851.175,667.40205,
2848.264,692.72316,
2845.353,671.67694,
2842.443,682.18057,
2839.532,677.375,
2836.622,645.92578,
2833.711,656.64971,
2830.801,663.15883,
2827.890,671.14951,
2824.979,693.86897,
2822.069,670.55695,
2819.158,698.91679,
2816.248,704.4329,
2813.337,686.94207,
2810.427,693.28684,
2807.516,702.10875,
2804.605,693.11781,
2801.695,709.75656,
2798.784,682.00131,
2795.874,688.52012,
2792.963,702.44681,
2790.052,690.3795,
2787.142,693.11177,
2784.231,691.76164,
2781.321,675.38653,
2778.410,691.26589,
2775.500,669.07741,
2772.589,703.83677,
2769.678,700.87674,
2766.768,694.9983,
2763.857,722.95303,
2760.947,711.34978,
2758.036,715.84639,
2755.126,734.0438,
2752.215,735.82055,
2749.304,726.67358,
2746.394,727.31654,
2743.483,715.12503,
2740.573,713.69803,
2737.662,732.25814,
2734.751,733.95744,
2731.841,730.34752,
2728.930,756.88358,
2726.020,749.16088,
2723.109,749.16892,
2720.199,736.78416,
2717.288,753.7801,
2714.377,754.56648,
2711.467,781.62115,
2708.556,770.375,
2705.646,778.82573,
2702.735,780.21779,
2699.825,782.03861,
2696.914,776.80364,
2694.003,777.98964,
2691.093,793.67943,
2688.182,799.57352,
2685.272,773.65807,
2682.361,770.89247,
2679.450,797.0704,
2676.540,796.96852,
2673.629,776.37949,
2670.719,794.28721,
2667.808,786.34771,
2664.898,802.62209,
2661.987,806.60879,
2659.076,822.62931,
2656.166,826.93786,
2653.255,816.00085,
2650.345,838.91947,
2647.434,848.20352,
2644.524,852.16639,
2641.613,839.43157,
2638.702,852.01204,
2635.792,832.93731,
2632.881,840.72608,
2629.971,835.77763,
2627.060,843.04187,
2624.149,868.47809,
2621.239,859.04348,
2618.328,859.90874,
2615.418,853.025,
2612.507,860.99555,
2609.597,874.99776,
2606.686,871.95934,
2603.775,866.2123,
2600.865,894.83587,
2597.954,901.0396,
2595.044,906.92948,
2592.133,921.36852,
2589.223,933.09817,
2586.312,909.45034,
2583.401,930.21079,
2580.491,918.50005,
2577.580,906.3882,
2574.670,921.29343,
2571.759,928.91525,
2568.848,908.85008,
2565.938,916.08917,
2563.027,932.74091,
2560.117,959.43113,
2557.206,954.4857,
2554.296,949.91276,
2551.385,937.13509,
2548.474,947.67128,
2545.564,946.40666,
2542.653,952.46895,
2539.743,963.44894,
2536.832,967.19183,
2533.922,966.12269,
2531.011,953.9497,
2528.100,964.97431,
2525.190,973.49016,
2522.279,998.53084,
2519.369,977.45071,
2516.458,971.15474,
2513.548,995.22015,
2510.637,966.17428,
2507.726,981.49768,
2504.816,994.00071,
2501.905,1000.8098,
2498.995,1016.4792,
2496.084,1004.5214,
2493.173,1004.4012,
2490.263,1005.1614,
2487.352,1024.2498,
2484.442,1019.0966,
2481.531,1019.6941,
2478.621,1020.7683,
2475.710,1050.4057,
2472.799,1046.976,
2469.889,1027.7684,
2466.978,1044.3646,
2464.068,1055.1211,
2461.157,1031.5675,
2458.247,1044.3163,
2455.336,1063.6725,
2452.425,1087.6628,
2449.515,1067.007,
2446.604,1066.4902,
2443.694,1087.8175,
2440.783,1097.9459,
2437.872,1111.0314,
2434.962,1114.9787,
2432.051,1092.4926,
2429.141,1110.5103,
2426.230,1117.9187,
2423.320,1117.4749,
2420.409,1130.939,
2417.498,1153.5464,
2414.588,1137.4854,
2411.677,1134.8412,
2408.767,1148.6398,
2405.856,1141.587,
2402.946,1141.0122,
2400.035,1148.1731,
2397.124,1163.498,
2394.214,1168.4822,
2391.303,1166.8059,
2388.393,1152.2191,
2385.482,1157.8022,
2382.571,1189.9563,
2379.661,1203.6544,
2376.750,1179.636,
2373.840,1201.2781,
2370.929,1187.5699,
2368.019,1206.7968,
2365.108,1211.4902,
2362.197,1231.3339,
2359.287,1226.9967,
2356.376,1232.3609,
2353.466,1229.7688,
2350.555,1232.165,
2347.645,1229.2306,
2344.734,1220.8589,
2341.823,1250.8443,
2338.913,1244.2362,
2336.002,1277.308,
2333.092,1290.191,
2330.181,1278.7945,
2327.270,1309.3398,
2324.360,1293.1061,
2321.449,1291.375,
2318.539,1302.0998,
2315.628,1305.4006,
2312.718,1275.8772,
2309.807,1332.0087,
2306.896,1309.5957,
2303.986,1301.8556,
2301.075,1314.3962,
2298.165,1333.7407,
2295.254,1314.8705,
2292.344,1314.5369,
2289.433,1301.3905,
2286.522,1322.8302,
2283.612,1354.5561,
2280.701,1353.5858,
2277.791,1340.0181,
2274.880,1371.8851,
2271.969,1357.5273,
2269.059,1379.4922,
2266.148,1379.6455,
2263.238,1389.2707,
2260.327,1395.5132,
2257.417,1416.5467,
2254.506,1392.1841,
2251.595,1405.364,
2248.685,1421.0038,
2245.774,1417.0674,
2242.864,1427.5795,
2239.953,1456.4164,
2237.043,1447.1543,
2234.132,1459.3879,
2231.221,1455.5842,
