,PLIQUI~1,
Wavenumbers [1/cm],Intensity,
3014.167,0.625,
3011.256,1.2750322,
3008.346,566.01566,
3005.435,666.5508,
3002.525,690.72008,
2999.614,717.47696,
2996.704,720.49201,
2993.793,732.8727,
2990.882,736.88453,
2987.972,767.60987,
2985.061,770.8319,
2982.151,777.74433,
2979.240,827.25808,
2976.329,852.66868,
2973.419,875.16287,
2970.508,913.80826,
2967.598,878.96677,
2964.687,924.66984,
2961.777,917.28306,
2958.866,968.62055,
2955.955,985.24888,
2953.045,996.14629,
2950.134,1029.625,
2947.224,1034.2834,
2944.313,1037.9056,
2941.403,1074.8755,
2938.492,1080.6033,
2935.581,1054.4263,
2932.671,1072.4319,
2929.760,1088.9134,
2926.850,1087.7889,
2923.939,1120.868,
2921.028,1126.8075,
2918.118,1122.0091,
2915.207,1157.3908,
2912.297,1152.6504,
2909.386,1158.8002,
2906.476,1167.9733,
2903.565,1132.8998,
2900.654,1095.0972,
2897.744,1080.361,
2894.833,1040.6563,
2891.923,1034.7084,
2889.012,975.67702,
2886.102,901.75747,
2883.191,748.74489,
2880.280,220.67267,
2877.370,-733.59405,
2874.459,-1033.9009,
2871.549,-119.44747,
2868.638,709.34835,
2865.727,900.45947,
2862.817,982.75466,
2859.906,1021.6136,
2856.996,1063.0774,
2854.085,1117.6377,
2851.175,1123.7696,
2848.264,1142.2575,
2845.353,1159.474,
2842.443,1164.2048,
2839.532,1173.8639,
2836.622,1179.9902,
2833.711,1190.7804,
2830.801,1190.9272,
2827.890,1224.9607,
2824.979,1243.687,
2822.069,1210.2846,
2819.158,1261.1641,
2816.248,1258.8432,
2813.337,1284.1299,
2810.427,1274.1842,
2807.516,1296.4091,
2804.605,1289.6995,
2801.695,1277.9408,
2798.784,1269.9556,
2795.874,1268.3242,
2792.963,1269.1247,
2790.052,1264.6244,
2787.142,1243.6775,
2784.231,1255.4293,
2781.321,1256.9906,
2778.410,1230.5501,
2775.500,1245.2398,
2772.589,1268.6655,
2769.678,1273.1678,
2766.768,1268.5979,
2763.857,1261.6289,
2760.947,1297.1471,
2758.036,1324.3449,
2755.126,1317.8643,
2752.215,1321.0069,
2749.304,1333.6034,
2746.394,1316.5665,
2743.483,1328.5749,
2740.573,1328.3174,
2737.662,1327.3913,
2734.751,1332.4646,
2731.841,1344.4089,
2728.930,1337.0953,
2726.020,1338.9514,
2723.109,1347.8103,
2720.199,1346.1717,
2717.288,1363.8367,
2714.377,1371.2998,
2711.467,1370.4118,
2708.556,1361.1147,
2705.646,1375.8223,
2702.735,1419.4575,
2699.825,1419.1141,
2696.914,1443.9114,
2694.003,1399.625,
2691.093,1412.1256,
2688.182,1409.2961,
2685.272,1421.9522,
2682.361,1416.0246,
2679.450,1409.728,
2676.540,1439.1372,
2673.629,1418.2797,
2670.719,1429.406,
2667.808,1444.0414,
2664.898,1472.768,
2661.987,1451.5914,
2659.076,1444.2435,
2656.166,1471.5124,
2653.255,1486.2134,
2650.345,1487.4326,
2647.434,1511.9111,
2644.524,1510.9535,
2641.613,1518.483,
2638.702,1510.9722,
2635.792,1519.4395,
2632.881,1520.3688,
2629.971,1518.6652,
2627.060,1499.7916,
2624.149,1500.625,
2621.239,1525.4239,
