,PL031B~1,
Wavenumbers [1/cm],Intensity,
3014.167,3.125,
3011.256,0.97507516,
3008.346,362.13231,
3005.435,427.51016,
3002.525,438.05006,
2999.614,476.60033,
2996.704,466.54047,
2993.793,482.23042,
2990.882,497.68988,
2987.972,491.26121,
2985.061,530.09546,
2982.151,550.40904,
2979.240,570.59269,
2976.329,570.38456,
2973.419,600.86338,
2970.508,621.39157,
2967.598,614.84187,
2964.687,630.08016,
2961.777,634.74897,
2958.866,657.13836,
2955.955,679.34398,
2953.045,713.8946,
2950.134,732.69934,
2947.224,738.80825,
2944.313,756.28241,
2941.403,769.98266,
2938.492,786.85943,
2935.581,786.2649,
2932.671,787.36968,
2929.760,799.89806,
2926.850,793.91598,
2923.939,838.61103,
2921.028,839.70169,
2918.118,830.80762,
2915.207,849.77054,
2912.297,828.20963,
2909.386,828.74543,
2906.476,864.53508,
2903.565,865.51316,
2900.654,844.45463,
2897.744,857.64726,
2894.833,824.661,
2891.923,838.4231,
2889.012,810.62789,
2886.102,790.85609,
2883.191,787.12217,
2880.280,651.62735,
2877.370,487.99152,
2874.459,402.81701,
2871.549,552.37646,
2868.638,804.45889,
2865.727,818.07116,
2862.817,852.01267,
2859.906,856.63211,
2856.996,876.62274,
2854.085,885.92754,
2851.175,902.8359,
2848.264,896.04183,
2845.353,879.70731,
2842.443,903.32987,
2839.532,910.76672,
2836.622,911.79362,
2833.711,910.08103,
2830.801,903.72206,
2827.890,910.58304,
2824.979,920.03893,
2822.069,963.74972,
2819.158,933.40533,
2816.248,943.10184,
2813.337,945.14573,
2810.427,964.1181,
2807.516,950.87344,
2804.605,963.10336,
2801.695,956.29605,
2798.784,943.01208,
2795.874,936.68435,
2792.963,952.62511,
2790.052,937.12886,
2787.142,924.15123,
2784.231,941.38118,
2781.321,938.7536,
2778.410,946.4651,
2775.500,950.25189,
2772.589,940.78019,
2769.678,956.01922,
2766.768,939.57353,
2763.857,964.80901,
2760.947,967.15022,
2758.036,993.99775,
2755.126,994.97116,
2752.215,1002.3202,
2749.304,976.14659,
2746.394,992.6511,
2743.483,1011.0751,
2740.573,996.23783,
2737.662,1009.0185,
2734.751,1014.9162,
2731.841,997.50228,
2728.930,1012.8793,
2726.020,1005.125,
2723.109,1001.5787,
2720.199,1005.5749,
2717.288,1029.0009,
2714.377,1040.7375,
2711.467,1037.0591,
2708.556,1065.1141,
2705.646,1076.125,
2702.735,1063.6327,
2699.825,1066.7232,
2696.914,1066.1727,
2694.003,1067.3998,
2691.093,1056.4114,
2688.182,1064.1969,
2685.272,1086.9301,
2682.361,1073.125,
2679.450,1079.4953,
2676.540,1075.8811,
2673.629,1069.4344,
2670.719,1090.4023,
2667.808,1098.9791,
2664.898,1101.125,
2661.987,1099.425,
2659.076,1101.6164,
2656.166,1112.3847,
2653.255,1124.4243,
2650.345,1112.9889,
2647.434,1149.6683,
2644.524,1158.7892,
2641.613,1146.4393,
2638.702,1153.0145,
2635.792,1149.7192,
2632.881,1150.1666,
2629.971,1142.6551,
2627.060,1189.46,
2624.149,1165.1,
2621.239,1154.3794,
2618.328,1153.8032,
2615.418,1169.4568,
2612.507,1181.9155,
2609.597,1191.8496,
2606.686,1207.1772,
2603.775,1202.4861,
2600.865,1219.8861,
2597.954,1211.2749,
2595.044,1240.7326,
2592.133,1248.0103,
2589.223,1218.2692,
2586.312,1235.6878,
2583.401,1252.1652,
2580.491,1257.851,
2577.580,1253.1481,
2574.670,1266.0181,
2571.759,1259.8219,
2568.848,1262.8875,
2565.938,1268.5535,
2563.027,1276.2705,
2560.117,1275.6577,
2557.206,1282.0291,
2554.296,1277.125,
2551.385,1282.8191,
2548.474,1297.1622,
2545.564,1288.5049,
2542.653,1319.578,
2539.743,1315.5695,
2536.832,1314.839,
2533.922,1332.1408,
2531.011,1334.4999,
2528.100,1321.5988,
2525.190,1344.282,
2522.279,1358.3898,
2519.369,1327.9549,
2516.458,1331.8977,
2513.548,1333.4067,
2510.637,1338.7688,
2507.726,1369.4447,
2504.816,1366.1273,
2501.905,1370.386,
2498.995,1370.2889,
2496.084,1359.578,
2493.173,1371.7568,
2490.263,1402.6527,
2487.352,1404.7911,
2484.442,1399.1186,
2481.531,1403.5984,
2478.621,1406.1961,
2475.710,1426.171,
2472.799,1431.1385,
2469.889,1426.6707,
2466.978,1427.2899,
2464.068,1439.6171,
2461.157,1428.355,
2458.247,1440.9046,
2455.336,1454.2111,
2452.425,1450.125,
2449.515,1438.1915,
2446.604,1447.4338,
2443.694,1446.8002,
2440.783,1455.8378,
2437.872,1502.6874,
2434.962,1494.0144,
2432.051,1514.8042,
2429.141,1518.1604,
2426.230,1509.451,
2423.320,1549.5684,
2420.409,1522.4776,
2417.498,1522.3132,
2414.588,1516.9501,
2411.677,1528.8422,
2408.767,1552.4252,
2405.856,1551.9917,
2402.946,1561.0839,
2400.035,1557.74,
2397.124,1557.9218,
2394.214,1580.8838,
2391.303,1579.2964,
2388.393,1559.8855,
2385.482,1542.8741,
2382.571,1526.061,
2379.661,1565.6364,
2376.750,1574.497,
2373.840,1618.8154,
2370.929,1631.1575,
2368.019,1648.6195,
2365.108,1629.824,
2362.197,1646.3909,
2359.287,1672.5116,
2356.376,1638.1884,
2353.466,1634.2602,
2350.555,1657.8402,
2347.645,1659.8363,
2344.734,1657.2771,
2341.823,1720.0803,
2338.913,1666.631,
2336.002,1696.5747,
2333.092,1727.7798,
2330.181,1733.2989,
2327.270,1728.18,
2324.360,1717.5778,
2321.449,1753.3087,
2318.539,1725.8039,
2315.628,1743.2073,
2312.718,1756.2417,
2309.807,1766.7587,
2306.896,1752.1563,
2303.986,1775.0017,
2301.075,1773.0825,
2298.165,1788.6639,
2295.254,1774.5774,
2292.344,1776.2827,
2289.433,1780.4841,
2286.522,1807.6605,
2283.612,1843.6862,
2280.701,1848.5286,
2277.791,1826.3272,
2274.880,1858.1209,
2271.969,1862.9357,
2269.059,1847.5392,
2266.148,1859.9046,
2263.238,1894.013,
2260.327,1904.0904,
2257.417,1894.6322,
2254.506,1907.1022,
2251.595,1912.1177,
2248.685,1906.3404,
2245.774,1916.5423,
2242.864,1944.6811,
2239.953,1958.932,
2237.043,1921.3839,
2234.132,1944.6703,
2231.221,1958.3601,
2228.311,1977.2203,
2225.400,2035.2806,
2222.490,2015.4086,
2219.579,2039.3717,
2216.669,2021.0582,
2213.758,2047.5185,
2210.847,2066.2157,
2207.937,2098.8627,
2205.026,2095.9017,
2202.116,2135.8267,
2199.205,2156.9379,
2196.294,2153.745,
2193.384,2165.23,
2190.473,2189.5745,
2187.563,2259.1492,
2184.652,2277.9813,
2181.742,2359.6709,
2178.831,2392.7477,
2175.920,2493.4875,
2173.010,2634.4821,
2170.099,2728.0516,
2167.189,2864.0722,
2164.278,3022.5642,
2161.368,3236.6898,
2158.457,3453.1905,
2155.546,3698.906,
2152.636,3886.9546,
2149.725,4082.7423,
2146.815,4194.3887,
2143.904,4411.2662,
2140.993,4524.3947,
2138.083,4599.4926,
2135.172,4641.73,
2132.262,4615.3556,
2129.351,4592.0215,
2126.441,4545.6006,
2123.530,4340.9588,
2120.619,4131.135,
2117.709,3952.7953,
2114.798,3715.6473,
