,PL8D23~1,
Wavenumbers [1/cm],Intensity,
3014.167,4.375,
3011.256,-2.8749463,
3008.346,421.41558,
3005.435,496.72483,
3002.525,519.13003,
2999.614,555.27631,
2996.704,547.74614,
2993.793,573.99424,
2990.882,593.06194,
2987.972,600.42545,
2985.061,626.77896,
2982.151,638.56827,
2979.240,678.32462,
2976.329,681.12637,
2973.419,698.77474,
2970.508,727.8749,
2967.598,743.13604,
2964.687,757.00068,
2961.777,770.12706,
2958.866,783.05255,
2955.955,796.4524,
2953.045,860.78885,
2950.134,852.50331,
2947.224,874.97285,
2944.313,904.81304,
2941.403,913.76779,
2938.492,920.54575,
2935.581,927.74066,
2932.671,947.97154,
2929.760,957.64043,
2926.850,975.68853,
2923.939,979.66008,
2921.028,997.05182,
2918.118,1008.0765,
2915.207,1012.1344,
2912.297,1005.3792,
2909.386,1006.1998,
2906.476,1023.6306,
2903.565,983.13128,
2900.654,1011.1515,
2897.744,1004.6264,
2894.833,1016.9525,
2891.923,994.21149,
2889.012,984.96459,
2886.102,967.39527,
2883.191,922.41937,
2880.280,810.27928,
2877.370,582.486,
2874.459,495.34398,
2871.549,701.16615,
2868.638,936.16046,
2865.727,969.74422,
2862.817,1022.649,
2859.906,1014.11,
2856.996,1052.7957,
2854.085,1079.1775,
2851.175,1059.2575,
2848.264,1082.1448,
2845.353,1081.5339,
2842.443,1055.7534,
2839.532,1088.3451,
2836.622,1109.4928,
2833.711,1100.2117,
2830.801,1083.8934,
2827.890,1095.8138,
2824.979,1117.1409,
2822.069,1113.4773,
2819.158,1132.6365,
2816.248,1138.1684,
2813.337,1133.7567,
2810.427,1149.9852,
2807.516,1144.0081,
2804.605,1166.5793,
2801.695,1156.625,
2798.784,1158.5618,
2795.874,1155.536,
2792.963,1135.1606,
2790.052,1107.3806,
2787.142,1132.4537,
2784.231,1112.4713,
2781.321,1137.3006,
2778.410,1113.0146,
2775.500,1141.5215,
2772.589,1117.8008,
2769.678,1170.5149,
2766.768,1152.5322,
2763.857,1153.0108,
2760.947,1178.312,
2758.036,1190.4006,
2755.126,1172.3194,
2752.215,1192.8432,
2749.304,1172.3121,
2746.394,1197.8568,
2743.483,1212.175,
2740.573,1195.4214,
2737.662,1188.2995,
2734.751,1214.0497,
2731.841,1231.43,
2728.930,1226.5784,
2726.020,1215.3698,
2723.109,1240.6322,
2720.199,1219.7281,
2717.288,1235.8641,
2714.377,1260.0832,
2711.467,1251.1289,
2708.556,1271.2365,
2705.646,1282.7553,
2702.735,1276.0451,
2699.825,1285.2441,
2696.914,1294.6132,
2694.003,1289.1002,
2691.093,1298.3028,
2688.182,1286.012,
2685.272,1312.3394,
2682.361,1312.1981,
2679.450,1300.6467,
2676.540,1297.5782,
2673.629,1317.9938,
2670.719,1318.8205,
2667.808,1303.5695,
2664.898,1345.5958,
2661.987,1334.3082,
2659.076,1333.4849,
2656.166,1332.942,
2653.255,1360.006,
2650.345,1376.7598,
2647.434,1381.5185,
2644.524,1405.1472,
2641.613,1419.4039,
2638.702,1384.0378,
2635.792,1394.0938,
2632.881,1389.3334,
2629.971,1391.6099,
2627.060,1426.7081,
2624.149,1424.2406,
2621.239,1423.1324,
2618.328,1406.1207,
2615.418,1413.3159,
2612.507,1427.5845,
2609.597,1449.4369,
2606.686,1440.5698,
2603.775,1447.6171,
2600.865,1449.0234,
2597.954,1476.7104,
2595.044,1489.3219,
2592.133,1500.7635,
2589.223,1508.3992,
2586.312,1507.6162,
2583.401,1502.8422,
2580.491,1552.0432,
2577.580,1501.4245,
2574.670,1527.5007,
2571.759,1518.476,
2568.848,1513.6125,
2565.938,1544.2798,
2563.027,1538.6182,
2560.117,1540.5432,
2557.206,1523.7735,
2554.296,1560.3979,
2551.385,1539.003,
2548.474,1564.1902,
2545.564,1598.552,
2542.653,1583.828,
2539.743,1583.7703,
2536.832,1584.8236,
2533.922,1610.4381,
2531.011,1610.5253,
2528.100,1597.1764,
2525.190,1625.2074,
2522.279,1616.4219,
2519.369,1627.3367,
2516.458,1643.7036,
2513.548,1609.2481,
2510.637,1628.3913,
2507.726,1616.4977,
2504.816,1627.8756,
2501.905,1615.9549,
2498.995,1649.5097,
2496.084,1669.828,
2493.173,1669.8485,
2490.263,1688.5095,
2487.352,1695.6671,
2484.442,1696.1095,
2481.531,1700.3854,
2478.621,1706.8584,
2475.710,1712.2983,
2472.799,1706.8144,
2469.889,1727.1617,
2466.978,1711.2824,
2464.068,1752.1741,
2461.157,1728.5724,
2458.247,1758.9045,
2455.336,1761.8016,
2452.425,1766.2901,
2449.515,1753.3563,
2446.604,1763.9003,
2443.694,1757.0024,
2440.783,1804.8626,
2437.872,1795.1043,
2434.962,1814.375,
2432.051,1828.0296,
2429.141,1835.9692,
2426.230,1822.1573,
2423.320,1845.5321,
2420.409,1851.2916,
2417.498,1837.2373,
2414.588,1876.3291,
2411.677,1866.4427,
2408.767,1855.5403,
2405.856,1887.5251,
2402.946,1881.1668,
2400.035,1857.3022,
2397.124,1898.0595,
2394.214,1904.887,
2391.303,1903.165,
2388.393,1887.9935,
2385.482,1857.3884,
2382.571,1859.3622,
2379.661,1883.3514,
2376.750,1944.8945,
2373.840,1967.1594,
2370.929,1976.2775,
2368.019,1978.3023,
2365.108,1994.676,
2362.197,1999.0133,
2359.287,2018.9215,
2356.376,2017.3891,
2353.466,2000.8886,
2350.555,2030.8803,
2347.645,2029.9419,
2344.734,2042.6515,
2341.823,2032.6403,
2338.913,2035.6571,
2336.002,2060.1047,
2333.092,2070.2826,
2330.181,2078.3034,
2327.270,2117.8448,
2324.360,2133.8043,
2321.449,2104.6981,
2318.539,2119.164,
2315.628,2117.7287,
2312.718,2122.8574,
2309.807,2131.375,
2306.896,2135.6583,
2303.986,2147.5049,
2301.075,2146.375,
2298.165,2167.1254,
2295.254,2141.0644,
2292.344,2159.7983,
2289.433,2159.7727,
2286.522,2182.0223,
2283.612,2190.1352,
2280.701,2189.6441,
