,PLC249~1,
Raman shift [1/cm],Intensity,
3014.167,-0.625,
3011.256,1.2749785,
3008.346,231.62836,
3005.435,293.98984,
3002.525,291.375,
2999.614,286.93995,
2996.704,303.1451,
2993.793,322.87039,
2990.882,334.28335,
2987.972,335.46076,
2985.061,357.6952,
2982.151,346.76154,
2979.240,379.50425,
2976.329,392.35862,
2973.419,406.52904,
2970.508,414.40825,
2967.598,413.94849,
2964.687,415.34579,
2961.777,434.27274,
2958.866,446.70932,
2955.955,449.16924,
2953.045,452.41081,
2950.134,482.50331,
2947.224,490.71303,
2944.313,522.44266,
2941.403,501.89872,
2938.492,522.78963,
2935.581,528.34798,
2932.671,538.13465,
2929.760,533.1673,
2926.850,537.95695,
2923.939,549.4918,
2921.028,565.76917,
2918.118,591.99086,
2915.207,563.08392,
2912.297,574.34115,
2909.386,564.94435,
2906.476,569.30475,
2903.565,579.16537,
2900.654,583.88055,
2897.744,579.22413,
2894.833,565.72555,
2891.923,572.2949,
2889.012,574.0802,
2886.102,559.60881,
2883.191,557.36178,
2880.280,557.22666,
2877.370,534.71798,
2874.459,500.01038,
2871.549,537.12513,
2868.638,601.69866,
2865.727,577.40192,
2862.817,615.07684,
2859.906,576.19836,
2856.996,599.33424,
2854.085,592.53043,
2851.175,601.73341,
2848.264,594.88951,
2845.353,590.1809,
2842.443,577.78127,
2839.532,580.13615,
2836.622,578.70638,
2833.711,577.78945,
2830.801,577.28162,
2827.890,574.54284,
2824.979,584.22697,
2822.069,579.38637,
2819.158,579.23484,
2816.248,591.57,
2813.337,585.11767,
2810.427,608.63947,
2807.516,578.80688,
2804.605,597.42787,
2801.695,563.01972,
2798.784,571.26615,
2795.874,593.94492,
2792.963,585.73191,
2790.052,580.375,
2787.142,595.9935,
2784.231,592.31135,
2781.321,591.18642,
2778.410,588.78997,
2775.500,587.07741,
2772.589,595.37652,
2769.678,607.23512,
2766.768,590.31674,
2763.857,603.43088,
2760.947,623.83402,
2758.036,623.30497,
2755.126,618.38141,
2752.215,615.73427,
2749.304,615.29048,
2746.394,612.03221,
2743.483,621.12503,
2740.573,632.11844,
2737.662,638.56732,
